Round,Pick,Team,Player,Position,Age,School
7,246,PIT,Joshua Frazier,DT,22,Alabama
7,247,JAX,Logan Cooke,P,23,Mississippi St.
7,248,GNB,Kendall Donnerson,OLB,22,SE Missouri St.
7,249,CIN,Logan Woodside,QB,23,Toledo
7,250,NWE,Ryan Izzo,TE,22,Florida St.
7,251,LAC,Justin Jackson,RB,22,Northwestern
7,252,CIN,Rod Taylor,G,23,Mississippi
7,253,CIN,Auden Tate,WR,21,Florida St.
7,254,ARI,Korey Cunningham,T,23,Cincinnati
7,255,BUF,Austin Proehl,WR,22,North Carolina
7,256,WAS,Trey Quinn,WR,22,SMU
