Round,Pick,Team,Player,Position,Age,School
1,1,MIA,Jake Long,T,23,Michigan
1,2,STL,Chris Long,DE,23,Virginia
1,3,ATL,Matt Ryan,QB,23,Boston Col.
1,4,OAK,Darren McFadden,RB,21,Arkansas
1,5,KAN,Glenn Dorsey,DT,23,LSU
1,6,NYJ,Vernon Gholston,DE,22,Ohio St.
1,7,NOR,Sedrick Ellis,DT,23,USC
1,8,JAX,Derrick Harvey,DE,21,Florida
1,9,CIN,Keith Rivers,LB,22,USC
1,10,NWE,Jerod Mayo,LB,22,Tennessee
1,11,BUF,Leodis McKelvin,DB,23,Troy
1,12,DEN,Ryan Clady,T,22,Boise St.
1,13,CAR,Jonathan Stewart,RB,21,Oregon
1,14,CHI,Chris Williams,T,23,Vanderbilt
1,15,KAN,Branden Albert,G,23,Virginia
1,16,ARI,Dominique Rodgers-Cromartie,DB,22,Tennessee St.
1,17,DET,Gosder Cherilus,T,24,Boston Col.
1,18,BAL,Joe Flacco,QB,23,Delaware
1,19,CAR,Jeff Otah,T,22,Pittsburgh
1,20,TAM,Aqib Talib,DB,22,Kansas
1,21,ATL,Sam Baker,T,23,USC
1,22,DAL,Felix Jones,RB,21,Arkansas
1,23,PIT,Rashard Mendenhall,RB,21,Illinois
1,24,TEN,Chris Johnson,RB,22,East Carolina
1,25,DAL,Mike Jenkins,DB,23,South Florida
1,26,HOU,Duane Brown,T,23,Virginia Tech
1,27,SDG,Antoine Cason,DB,22,Arizona
1,28,SEA,Lawrence Jackson,DE,23,USC
1,29,SFO,Kentwan Balmer,DT,21,North Carolina
1,30,NYJ,Dustin Keller,TE,23,Purdue
1,31,NYG,Kenny Phillips,DB,21,Miami (FL)
2,32,MIA,Phillip Merling,DE,23,Clemson
2,33,STL,Donnie Avery,WR,24,Houston
2,34,WAS,Devin Thomas,WR,21,Michigan St.
2,35,KAN,Brandon Flowers,DB,22,Virginia Tech
2,36,GNB,Jordy Nelson,WR,23,Kansas St.
2,37,ATL,Curtis Lofton,LB,22,Oklahoma
2,38,SEA,John Carlson,TE,24,Notre Dame
2,39,SFO,Chilo Rachal,G,22,USC
2,40,NOR,Tracy Porter,DB,22,Indiana
2,41,BUF,James Hardy,WR,22,Indiana
2,42,DEN,Eddie Royal,WR,22,Virginia Tech
2,43,MIN,Tyrell Johnson,DB,23,Arkansas St.
2,44,CHI,Matt Forte,RB,22,Tulane
2,45,DET,Jordon Dizon,LB,22,Colorado
2,46,CIN,Jerome Simpson,WR,22,Coastal Carolina
2,47,PHI,Trevor Laws,DT,23,Notre Dame
2,48,WAS,Fred Davis,TE,22,USC
2,49,PHI,DeSean Jackson,WR,21,California
2,50,ARI,Calais Campbell,DE,22,Miami (FL)
2,51,WAS,Malcolm Kelly,WR,21,Oklahoma
2,52,JAX,Quentin Groves,DE,24,Auburn
2,53,PIT,Limas Sweed,WR,23,Texas
2,54,TEN,Jason Jones,DE,22,East. Michigan
2,55,BAL,Ray Rice,RB,21,Rutgers
2,56,GNB,Brian Brohm,QB,22,Louisville
2,57,MIA,Chad Henne,QB,23,Michigan
2,58,TAM,Dexter Jackson,WR,22,Appalachian St.
2,59,IND,Mike Pollak,T,23,Arizona St.
2,60,GNB,Pat Lee,DB,24,Auburn
2,61,DAL,Martellus Bennett,TE,21,Texas A&M
2,62,NWE,Terrence Wheatley,DB,23,Colorado
2,63,NYG,Terrell Thomas,DB,23,USC
3,64,DET,Kevin Smith,RB,21,Central Florida
3,65,STL,John Greco,T,23,Toledo
3,66,MIA,Kendall Langford,DE,22,Hampton
3,67,CAR,Charles Godfrey,DB,22,Iowa
3,68,ATL,Chevis Jackson,DB,22,LSU
3,69,SDG,Jacob Hester,FB,23,LSU
3,70,CHI,Earl Bennett,WR,21,Vanderbilt
3,71,BAL,Tavares Gooden,LB,23,Miami (FL)
3,72,BUF,Chris Ellis,DE,23,Virginia Tech
3,73,KAN,Jamaal Charles,RB,21,Texas
3,74,CAR,Dan Connor,LB,22,Penn St.
3,75,SFO,Reggie Smith,DB,21,Oklahoma
3,76,KAN,Brad Cottam,TE,23,Tennessee
