Round,Pick,Team,Player,Position,Age,School
1,1,HOU,David Carr,QB,23,Fresno St.
1,2,CAR,Julius Peppers,DE,22,North Carolina
1,3,DET,Joey Harrington,QB,23,Oregon
1,4,BUF,Mike Williams,T,22,Texas
1,5,SDG,Quentin Jammer,DB,23,Texas
1,6,KAN,Ryan Sims,DT,22,North Carolina
1,7,MIN,Bryant McKinnie,T,22,Miami (FL)
1,8,DAL,Roy Williams,DB,22,Oklahoma
1,9,JAX,John Henderson,DT,23,Tennessee
1,10,CIN,Levi Jones,T,23,Arizona St.
1,11,IND,Dwight Freeney,DE,22,Syracuse
1,12,ARI,Wendell Bryant,DT,21,Wisconsin
1,13,NOR,Donte' Stallworth,WR,21,Tennessee
1,14,NYG,Jeremy Shockey,TE,22,Miami (FL)
1,15,TEN,Albert Haynesworth,DT,21,Tennessee
1,16,CLE,William Green,RB,22,Boston Col.
1,17,OAK,Phillip Buchanon,DB,21,Miami (FL)
1,18,ATL,T.J. Duckett,RB,21,Michigan St.
1,19,DEN,Ashley Lelie,WR,22,Hawaii
1,20,GNB,Javon Walker,WR,23,Florida St.
1,21,NWE,Daniel Graham,TE,23,Colorado
1,22,NYJ,Bryan Thomas,DE,23,Ala-Birmingham
1,23,OAK,Napoleon Harris,LB,23,Northwestern
1,24,BAL,Ed Reed HOF,DB,23,Miami (FL)
1,25,NOR,Charles Grant,DE,24,Georgia
1,26,PHI,Lito Sheppard,DB,21,Florida
1,27,SFO,Mike Rumph,DB,22,Miami (FL)
1,28,SEA,Jerramy Stevens,TE,22,Washington
1,29,CHI,Marc Colombo,T,23,Boston Col.
1,30,PIT,Kendall Simmons,G,23,Auburn
1,31,STL,Robert Thomas,LB,22,UCLA
1,32,WAS,Patrick Ramsey,QB,23,Tulane
2,33,HOU,Jabar Gaffney,WR,21,Florida
2,34,CAR,DeShaun Foster,RB,22,UCLA
2,35,DET,Kalimba Edwards,DE,22,South Carolina
2,36,BUF,Josh Reed,WR,22,LSU
2,37,DAL,Andre Gurode,G,24,Colorado
2,38,MIN,Raonall Smith,LB,23,Washington St.
2,39,SDG,Toniu Fonoti,G,20,Nebraska
2,40,JAX,Mike Pearson,T,22,Florida
2,41,CIN,Lamont Thompson,DB,24,Washington St.
2,42,IND,Larry Tripplett,DT,23,Washington
2,43,KAN,Eddie Freeman,DE,24,Ala-Birmingham
2,44,NOR,LeCharles Bentley,G,22,Ohio St.
2,45,TEN,Tank Williams,DB,22,Stanford
2,46,NYG,Tim Carter,WR,22,Auburn
2,47,CLE,Andre' Davis,WR,23,Virginia Tech
2,48,SDG,Reche Caldwell,WR,23,Florida
2,49,ARI,Levar Fisher,LB,23,North Carolina St.
2,50,HOU,Chester Pitts,T,23,San Diego St.
2,51,DEN,Clinton Portis,RB,21,Miami (FL)
2,52,BAL,Anthony Weaver,DE,22,Notre Dame
2,53,OAK,Langston Walker,T,23,California
2,54,SEA,Maurice Morris,RB,22,Oregon
2,55,OAK,Doug Jolley,TE,23,BYU
2,56,WAS,Ladell Betts,RB,23,Iowa
2,57,NYJ,Jon McGraw,DB,23,Kansas St.
2,58,PHI,Michael Lewis,DB,22,Colorado
2,59,PHI,Sheldon Brown,DB,23,South Carolina
2,60,SEA,Anton Palepoi,DE,24,UNLV
2,61,BUF,Ryan Denney,DE,25,BYU
2,62,PIT,Antwaan Randle El,WR,23,Indiana
2,63,DAL,Antonio Bryant,WR,21,Pittsburgh
2,64,STL,Travis Fisher,DB,22,Central Florida
2,65,NWE,Deion Branch,WR,23,Louisville
3,66,HOU,Fred Weary,G,24,Tennessee
3,67,CIN,Matt Schobel,TE,23,TCU
3,68,DET,Andre' Goodman,DB,24,South Carolina
3,69,SFO,Saleem Rasheed,LB,21,Alabama
3,70,MIN,Willie Offord,DB,23,South Carolina
3,71,SDG,Ben Leber,LB,23,Kansas St.
3,72,CHI,Roosevelt Williams,DB,23,Tuskegee
3,73,CAR,Will Witherspoon,LB,22,Georgia
3,74,IND,Joe Jefferson,DB,22,Western Kentucky
3,75,DAL,Derek Ross,DB,22,Ohio St.
3,76,CLE,Melvin Fowler,C,23,Maryland
3,77,TEN,Rocky Calmus,LB,23,Oklahoma
3,78,NYG,Jeff Hatch,T,22,Pennsylvania
3,79,WAS,Rashad Bauman,DB,23,Oregon
3,80,ATL,Will Overstreet,LB,22,Tennessee
3,81,ARI,Josh McCown,QB,23,Sam Houston St.
3,82,NOR,James Allen,LB,22,Oregon St.
3,83,HOU,Charles Hill,DT,21,Maryland
3,84,STL,Lamar Gordon,RB,22,North Dakota St.
3,85,SEA,Kris Richard,DB,23,USC
3,86,TAM,Marquis Walker,WR,,Michigan
3,87,WAS,Cliff Russell,WR,23,Utah
3,88,NYJ,Chris Baker,TE,22,Michigan St.
3,89,JAX,Akin Ayodele,LB,22,Purdue
3,90,MIA,Seth McKinney,C,23,Texas A&M
3,91,PHI,Brian Westbrook,RB,23,Villanova
3,92,GNB,Marques Anderson,DB,23,UCLA
3,93,CHI,Terrence Metcalf,G,24,Mississippi
3,94,PIT,Chris Hope,DB,21,Florida St.
3,95,STL,Eric Crouch,WR,,Nebraska
3,96,DEN,Dorsett Davis,DE,23,Mississippi St.
3,97,BUF,Coy Wire,DB,23,Stanford
3,98,ARI,Dennis Johnson,DE,22,Kentucky
4,99,HOU,Jonathan Wells,RB,23,Ohio St.
4,100,CAR,Dante Wesley,DB,23,Ark-Pine Bluff
4,101,CLE,Kevin Bentley,LB,22,Northwestern
4,102,SFO,Jeff Chandler,K,23,Florida
4,103,SDG,Justin Peelle,TE,23,Oregon
4,104,CHI,Alex Brown,DE,23,Florida
4,105,MIN,Brian Williams,DB,23,North Carolina St.
4,106,IND,David Thornton,LB,23,North Carolina
4,107,KAN,Omar Easy,FB,24,Penn St.
4,108,JAX,David Garrard,QB,24,East Carolina
4,109,CIN,Travis Dorsch,P,22,Purdue
4,110,TEN,Mike Echols,DB,23,Wisconsin
4,111,CLE,Ben Taylor,LB,24,Virginia Tech
4,112,BAL,Dave Zastudil,P,23,Ohio
4,113,ARI,Nate Dwyer,DT,,Kansas
4,114,MIA,Randy McMichael,TE,23,Georgia
4,115,TEN,Tony Beckham,DB,23,Wisconsin–Stout
4,116,ATL,Martin Bibla,G,22,Miami (FL)
4,117,NWE,Rohan Davey,QB,24,LSU
4,118,JAX,Chris Luzar,TE,23,Virginia
4,119,TAM,Travis Stephens,RB,24,Tennessee
4,120,SEA,Terreal Bierria,DB,21,Georgia
4,121,NYJ,Alan Harper,DT,23,Fresno St.
4,122,CLE,Darnell Sanders,TE,23,Ohio St.
4,123,BAL,Ron Johnson,WR,22,Minnesota
4,124,PHI,Scott Peters,C,23,Arizona St.
4,125,NOR,Keyuo Craver,DB,22,Nebraska
4,126,NWE,Jarvis Green,DE,23,LSU
4,127,SFO,Kevin Curtis,DB,,Texas Tech
4,128,PIT,Larry Foote,LB,22,Michigan
4,129,DAL,Jamar Martin,FB,22,Ohio St.
4,130,STL,Travis Scott,G,,Arizona St.
4,131,DEN,Sam Brandon,DB,23,UNLV
4,132,MIN,Edward Ta'amu,G,,Utah
4,133,TEN,Rocky Boiman,LB,22,Notre Dame
4,134,DET,John Taylor,LB,,Montana St.
4,135,GNB,Najeh Davenport,RB,23,Miami (FL)
5,136,HOU,Jarrod Baxter,FB,23,New Mexico
5,137,CAR,Randy Fasani,QB,23,Stanford
5,138,DET,John Owens,TE,22,Notre Dame
5,139,BUF,Justin Bannan,DT,23,Colorado
5,140,CHI,Bobby Gray,DB,24,Louisiana Tech
5,141,CLE,Andra Davis,LB,23,Florida
5,142,SDG,Terry Charles,WR,,Portland St.
5,143,KAN,Scott Fujita,LB,23,California
5,144,DEN,Herb Haygood,WR,24,Michigan St.
5,145,CAR,Kyle Johnson,RB,23,Syracuse
5,146,SEA,Rocky Bernard,DT,23,Texas A&M
5,147,OAK,Kenyon Coleman,DE,23,UCLA
5,148,ATL,Kevin McCadam,DB,23,Colorado St.
5,149,ARI,Jason McAddley,WR,23,Alabama
5,150,NOR,Mel Mitchell,DB,23,Western Kentucky
5,151,TEN,Jake Schifino,WR,22,Akron
5,152,NYG,Nick Greisen,LB,23,Wisconsin
5,153,HOU,Ramon Walker,DB,22,Pittsburgh
5,154,NYJ,Jonathan Goodwin,G,23,Michigan
5,155,BAL,Terry Jones,TE,22,Alabama
5,156,GNB,Aaron Kampman,DE,22,Iowa
5,157,TAM,Jermaine Phillips,DB,23,Georgia
5,158,ATL,Kurt Kittner,QB,22,Illinois
5,159,WAS,Andre Lott,DB,23,Tennessee
5,160,WAS,Robert Royal,TE,23,LSU
5,161,MIA,Omare Lowe,DB,24,Washington
5,162,PHI,Freddie Milons,WR,,Alabama
5,163,SFO,Brandon Doman,QB,,BYU
5,164,GNB,Craig Nall,QB,23,LSU
5,165,CHI,Bryan Knight,LB,23,Pittsburgh
5,166,PIT,Verron Haynes,RB,23,Georgia
5,167,STL,Courtland Bullard,LB,24,Ohio St.
5,168,DAL,Pete Hunter,DB,22,Virginia Union
5,169,SEA,Ryan Hannam,TE,22,Northern Iowa
5,170,MIA,Sam Simmons,WR,22,Northwestern
5,171,SEA,Matt Hill,T,23,Boise St.
5,172,SFO,Josh Shaw,DT,23,Michigan St.
6,173,HOU,Demarcus Faggins,DB,23,Kansas St.
