Round,Pick,Team,Player,Position,Age,School
1,1,IND,Andrew Luck,QB,22,Stanford
1,2,WAS,Robert Griffin III,QB,22,Baylor
1,3,CLE,Trent Richardson,RB,22,Alabama
1,4,MIN,Matt Kalil,T,23,USC
1,5,JAX,Justin Blackmon,WR,22,Oklahoma St.
1,6,DAL,Morris Claiborne,DB,22,LSU
1,7,TAM,Mark Barron,DB,22,Alabama
1,8,MIA,Ryan Tannehill,QB,24,Texas A&M
1,9,CAR,Luke Kuechly,LB,21,Boston Col.
1,10,BUF,Stephon Gilmore,DB,21,South Carolina
1,11,KAN,Dontari Poe,DT,22,Memphis
1,12,PHI,Fletcher Cox,DT,21,Mississippi St.
1,13,ARI,Michael Floyd,WR,22,Notre Dame
1,14,STL,Michael Brockers,DT,21,LSU
1,15,SEA,Bruce Irvin,DE,24,West Virginia
1,16,NYJ,Quinton Coples,DE,22,North Carolina
1,17,CIN,Dre Kirkpatrick,DB,22,Alabama
1,18,SDG,Melvin Ingram,DE,23,South Carolina
1,19,CHI,Shea McClellin,DE,23,Boise St.
1,20,TEN,Kendall Wright,WR,22,Baylor
1,21,NWE,Chandler Jones,DE,22,Syracuse
1,22,CLE,Brandon Weeden,QB,28,Oklahoma St.
1,23,DET,Riley Reiff,T,23,Iowa
1,24,PIT,David DeCastro,G,22,Stanford
1,25,NWE,Dont'a Hightower,LB,22,Alabama
1,26,HOU,Whitney Mercilus,DE,22,Illinois
1,27,CIN,Kevin Zeitler,G,22,Wisconsin
1,28,GNB,Nick Perry,DE,22,USC
1,29,MIN,Harrison Smith,DB,23,Notre Dame
1,30,SFO,A.J. Jenkins,WR,22,Illinois
1,31,TAM,Doug Martin,RB,23,Boise St.
1,32,NYG,David Wilson,RB,21,Virginia Tech
2,33,STL,Brian Quick,WR,23,Appalachian St.
2,34,IND,Coby Fleener,TE,23,Stanford
2,35,BAL,Courtney Upshaw,LB,22,Alabama
2,36,DEN,Derek Wolfe,DT,22,Cincinnati
2,37,CLE,Mitchell Schwartz,T,23,California
2,38,JAX,Andre Branch,LB,23,Clemson
2,39,STL,Jackrabbit Jenkins,DB,23,North Alabama
2,40,CAR,Amini Silatolu,G,23,Midwestern St.
2,41,BUF,Cordy Glenn,G,22,Georgia
2,42,MIA,Jonathan Martin,T,22,Stanford
2,43,NYJ,Stephen Hill,WR,21,Georgia Tech
2,44,KAN,Jeff Allen,T,22,Illinois
2,45,CHI,Alshon Jeffery,WR,22,South Carolina
2,46,PHI,Mychal Kendricks,LB,21,California
2,47,SEA,Bobby Wagner,LB,22,Utah St.
2,48,NWE,Tavon Wilson,DB,22,Illinois
2,49,SDG,Kendall Reyes,DT,22,Connecticut
2,50,STL,Isaiah Pead,RB,22,Cincinnati
2,51,GNB,Jerel Worthy,DT,22,Michigan St.
2,52,TEN,Zach Brown,LB,22,North Carolina
2,53,CIN,Devon Still,DT,23,Penn St.
2,54,DET,Ryan Broyles,WR,24,Oklahoma
2,55,ATL,Peter Konz,C,23,Wisconsin
2,56,PIT,Mike Adams,T,22,Ohio St.
2,57,DEN,Brock Osweiler,QB,21,Arizona St.
2,58,TAM,Lavonte David,LB,22,Nebraska
2,59,PHI,Vinny Curry,DE,24,Marshall
2,60,BAL,Kelechi Osemele,T,23,Iowa St.
2,61,SFO,LaMichael James,RB,22,Oregon
2,62,GNB,Casey Hayward,DB,22,Vanderbilt
2,63,NYG,Rueben Randle,WR,21,LSU
3,64,IND,Dwayne Allen,TE,22,Clemson
3,65,STL,Trumaine Johnson,DB,22,Montana
3,66,MIN,Josh Robinson,DB,21,Central Florida
3,67,DEN,Ronnie Hillman,RB,20,San Diego St.
3,68,HOU,DeVier Posey,WR,22,Ohio St.
3,69,BUF,T.J. Graham,WR,23,North Carolina St.
3,70,JAX,Bryan Anger,P,23,California
3,71,WAS,Josh LeRibeus,G,23,SMU
3,72,MIA,Olivier Vernon,LB,21,Miami (FL)
3,73,SDG,Brandon Taylor,DB,22,LSU
3,74,KAN,Donald Stephenson,T,23,Oklahoma
3,75,SEA,Russell Wilson,QB,23,Wisconsin
3,76,HOU,Brandon Brooks,G,23,Miami (OH)
3,77,NYJ,Demario Davis,LB,23,Arkansas St.
3,78,MIA,Michael Egnew,TE,22,Missouri
3,79,CHI,Brandon Hardin,DB,22,Oregon St.
3,80,ARI,Jamell Fleming,DB,23,Oklahoma
3,81,DAL,Tyrone Crawford,DE,22,Boise St.
3,82,TEN,Mike Martin,DT,22,Michigan
3,83,CIN,Mohamed Sanu,WR,23,Rutgers
3,84,BAL,Bernard Pierce,RB,21,Temple
3,85,DET,Bill Bentley,DB,23,
3,86,PIT,Sean Spence,LB,22,Miami (FL)
3,87,CLE,John Hughes,DT,24,Cincinnati
3,88,PHI,Nick Foles,QB,23,Arizona
3,89,NOR,Akiem Hicks,DE,22,
3,90,NWE,Jake Bequette,DE,23,Arkansas
3,91,ATL,Lamar Holmes,T,23,Southern Miss
3,92,IND,T.Y. Hilton,WR,22,Florida International
3,93,CIN,Brandon Thompson,DT,22,Clemson
3,94,NYG,Jayron Hosley,DB,21,Virginia Tech
3,95,OAK,Tony Bergstrom,T,26,Utah
4,96,STL,Chris Givens,WR,22,Wake Forest
4,97,MIA,Lamar Miller,RB,21,Miami (FL)
4,98,BAL,Gino Gradkowski,G,23,Delaware
4,99,HOU,Ben Jones,C,23,Georgia
4,100,CLE,Travis Benjamin,WR,22,Miami (FL)
4,101,DEN,Omar Bolden,DB,23,Arizona St.
4,102,WAS,Kirk Cousins,QB,24,Michigan St.
4,103,CAR,Frank Alexander,DE,22,Oklahoma
4,104,CAR,Joe Adams,WR,22,Arkansas
4,105,BUF,Nigel Bradham,LB,23,Florida St.
4,106,SEA,Robert Turbin,RB,22,Utah St.
4,107,KAN,Devon Wylie,WR,24,Fresno St.
4,108,DEN,Philip Blake,OL,26,Baylor
4,109,PIT,Alameda Ta'amu,DT,22,Washington
4,110,SDG,Ladarius Green,TE,22,
4,111,CHI,Evan Rodriguez,TE,23,Temple
4,112,ARI,Bobby Massie,T,23,Mississippi
4,113,DAL,Kyle Wilber,LB,23,Wake Forest
4,114,SEA,Jaye Howard,DT,23,Florida
4,115,TEN,Coty Sensabaugh,DB,23,Clemson
4,116,CIN,Orson Charles,TE,21,Georgia
4,117,SFO,Joe Looney,G,22,Wake Forest
4,118,MIN,Jarius Wright,WR,22,Arkansas
4,119,WAS,Keenan Robinson,LB,23,Texas
4,120,CLE,James-Michael Johnson,LB,23,Nevada
4,121,HOU,Keshawn Martin,WR,22,Michigan St.
4,122,NOR,Nick Toon,WR,23,Wisconsin
4,123,PHI,Brandon Boykin,DB,22,Georgia
4,124,BUF,Ron Brooks,DB,23,LSU
4,125,DET,Ronnell Lewis,LB,21,Oklahoma
4,126,HOU,Jared Crick,DE,23,Nebraska
4,127,NYG,Adrien Robinson,TE,23,Cincinnati
4,128,MIN,Rhett Ellison,RB,23,USC
4,129,OAK,Miles Burris,LB,24,San Diego St.
4,130,BAL,Christian Thompson,DB,22,South Carolina St.
4,131,NYG,Brandon Mosley,T,23,Auburn
4,132,GNB,Mike Daniels,DT,23,Iowa
4,133,GNB,Jerron McMillian,DB,23,Maine
4,134,MIN,Greg Childs,WR,22,Arkansas
4,135,DAL,Matt Johnson,DB,23,East. Washington
5,136,IND,Josh Chapman,NT,23,Alabama
5,137,DEN,Malik Jackson,DT,22,Tennessee
5,138,DET,Tahir Whitehead,LB,22,Temple
5,139,MIN,Robert Blanton,DB,23,Notre Dame
5,140,TAM,Najee Goode,LB,23,West Virginia
5,141,WAS,Adam Gettis,G,23,Iowa
5,142,JAX,Brandon Marshall,LB,22,Nevada
5,143,CAR,Josh Norman,DB,24,Coastal Carolina
5,144,BUF,Zebrie Sanders,OL,22,Florida St.
5,145,TEN,Taylor Thompson,TE,22,SMU
5,146,KAN,DeQuan Menzie,DB,22,Alabama
5,147,BUF,Tank Carder,LB,23,TCU
5,148,DET,Chris Greenwood,DB,23,Albion
5,149,SDG,Johnnie Troutman,G,24,Penn St.
5,150,STL,Rokevious Watkins,G,23,South Carolina
5,151,ARI,Senio Kelemete,G,22,Washington
5,152,DAL,Danny Coale,WR,24,Virginia Tech
5,153,PHI,Dennis Kelly,T,22,Purdue
5,154,SEA,Korey Toomer,LB,23,Idaho
5,155,MIA,Josh Kaddu,LB,22,Oregon
5,156,CIN,Shaun Prater,DB,22,Iowa
5,157,ATL,Bradie Ewing,RB,22,Wisconsin
5,158,OAK,Jack Crawford,DE,24,Penn St.
5,159,PIT,Chris Rainey,RB,24,Florida
5,160,CLE,Ryan Miller,G,23,Colorado
5,161,HOU,Randy Bullock,K,22,Texas A&M
5,162,NOR,Corey White,DB,22,Samford
5,163,GNB,Terrell Manning,LB,22,North Carolina St.
5,164,ATL,Jonathan Massaquoi,DE,24,Troy
5,165,SFO,Darius Fleming,LB,23,Notre Dame
5,166,CIN,Marvin Jones,WR,22,California
5,167,CIN,George Iloka,DB,22,Boise St.
5,168,OAK,Juron Criner,WR,22,Arizona
5,169,BAL,Asa Jackson,DB,22,
5,170,IND,Vick Ballard,RB,22,Mississippi St.
6,171,STL,Greg Zuerlein,K,24,
6,172,SEA,Jeremy Lane,DB,22,Northwestern St. (LA)
6,173,WAS,Alfred Morris,RB,23,Florida Atlantic
6,174,TAM,Keith Tandy,DB,23,West Virginia
6,175,MIN,Blair Walsh,K,22,Georgia
6,176,JAX,Mike Harris,DB,23,Florida St.
6,177,ARI,Justin Bethel,DB,22,Presbyterian
6,178,BUF,Mark Asper,G,26,Oregon
6,179,NOR,Andrew Tiller,G,23,Syracuse
6,180,SFO,Trent Robinson,DB,22,Michigan St.
6,181,SEA,Winston Guy,DB,22,Kentucky
6,182,KAN,Cyrus Gray,RB,22,Texas A&M
6,183,MIA,B.J. Cunningham,WR,23,Michigan St.
6,184,CHI,Isaiah Frey,DB,22,Nevada
6,185,ARI,Ryan Lindley,QB,23,San Diego St.
6,186,DAL,James Hanna,TE,23,Oklahoma
6,187,NYJ,Josh Bush,DB,23,Wake Forest
6,188,DEN,Danny Trevathan,LB,22,Kentucky
6,189,OAK,Christo Bilukidi,DE,22,
6,190,TEN,Markelle Martin,DB,22,Oklahoma St.
6,191,CIN,Dan Herron,RB,23,Ohio St.
6,192,ATL,Charles Mitchell,DB,22,Mississippi St.
6,193,WAS,Tom Compton,T,23,South Dakota
6,194,PHI,Marvin McNutt,WR,23,Iowa
6,195,HOU,Nick Mondek,OL,23,Purdue
6,196,DET,Jonte Green,DB,23,New Mexico St.
6,197,NWE,Nate Ebner,DB,23,Ohio St.
6,198,BAL,Tommy Streeter,WR,22,Miami (FL)
6,199,SFO,Jason Slowey,OL,23,Western Oregon
6,200,PHI,Brandon Washington,G,24,Miami (FL)
6,201,NYG,Matt McCants,T,23,
6,202,NYJ,Terrance Ganaway,RB,23,Baylor
6,203,NYJ,Robert Griffin,OL,22,Baylor
6,204,CLE,Emmanuel Acho,LB,21,Texas
6,205,CLE,Billy Winn,DT,23,Boise St.
6,206,IND,LaVon Brazill,WR,23,Ohio
6,207,CAR,Brad Nortman,P,22,Wisconsin
7,208,IND,Justin Anderson,OL,24,Georgia
7,209,STL,Aaron Brown,LB,,Hawaii
7,210,MIN,Audie Cole,LB,23,North Carolina St.
7,211,TEN,Scott Solomon,DE,23,Rice
7,212,TAM,Michael Smith,RB,24,Utah St.
7,213,WAS,Richard Crawford,DB,22,SMU
7,214,IND,Tim Fugger,DE,23,Vanderbilt
7,215,MIA,Kheeston Randall,DT,23,Texas
7,216,CAR,D.J. Campbell,DB,23,California
7,217,WAS,Jordan Bernstine,DB,23,Iowa
7,218,KAN,Jerome Long,DT,22,San Diego St.
7,219,MIN,Trevor Guyton,DE,,California
7,220,CHI,Greg McCoy,DB,23,TCU
7,221,ARI,Nate Potter,T,24,Boise St.
7,222,DAL,Caleb McSurdy,LB,22,Montana
7,223,DET,Travis Lewis,LB,24,Oklahoma
7,224,NWE,Alfonzo Dennard,DB,22,Nebraska
7,225,SEA,J.R. Sweezy,DT,23,North Carolina St.
7,226,SDG,David Molk,C,23,Michigan
7,227,MIA,Rishard Matthews,WR,22,Nevada
7,228,JAX,Jeris Pendleton,DT,28,Ashland
7,229,PHI,Bryce Brown,RB,21,Kansas St.
7,230,OAK,Nathan Stupar,LB,24,Penn St.
7,231,PIT,Toney Clemons,WR,23,Colorado
7,232,SEA,Greg Scruggs,DE,22,Louisville
7,233,TAM,Drake Dunsmore,TE,23,Northwestern
7,234,NOR,Marcel Jones,OL,24,Nebraska
7,235,NWE,Jeremy Ebert,WR,23,Northwestern
7,236,BAL,DeAngelo Tyson,DT,23,Georgia
7,237,SFO,Cam Johnson,DE,22,Virginia
7,238,KAN,Junior Hemingway,WR,23,Michigan
7,239,NYG,Markus Kuhn,DT,26,North Carolina St.
7,240,PIT,David Paulson,TE,23,Oregon
7,241,GNB,Andrew Datko,OL,22,Florida St.
7,242,NYJ,Antonio Allen,DB,23,South Carolina
7,243,GNB,B.J. Coleman,QB,23,Chattanooga
7,244,NYJ,Jordan White,WR,24,Western Michigan
7,245,CLE,Trevin Wade,DB,23,Arizona
7,246,PIT,Terrence Frederick,DB,22,Texas A&M
7,247,CLE,Brad Smelley,TE,23,Alabama
7,248,PIT,Kelvin Beachum,T,23,SMU
7,249,ATL,Travian Robertson,DT,23,South Carolina
7,250,SDG,Edwin Baker,RB,21,Michigan St.
7,251,BUF,John Potter,K,22,Western Michigan
7,252,STL,Daryl Richardson,RB,22,Abilene Christian
7,253,IND,Chandler Harnish,QB,24,Northern Illinois
