Round,Pick,Team,Player,Position,Age,School
2,57,CAR,Deon Grant,DB,21,Tennessee
2,58,BUF,Travares Tillman,DB,22,Georgia Tech
2,59,IND,Marcus Washington,LB,22,Auburn
2,60,JAX,Brad Meester,C,23,Northern Iowa
2,61,PHI,Bobbie Williams,G,23,Arkansas
2,62,STL,Jacoby Shepherd,DB,21,Oklahoma St.
3,63,CLE,Travis Prentice,RB,23,Miami (OH)
3,64,WAS,Lloyd Harrison,DB,23,North Carolina St.
3,65,SFO,Giovanni Carmazzi,QB,,Hofstra
3,66,CIN,Ron Dugans,WR,23,Florida St.
3,67,ATL,Mark Simoneau,LB,23,Kansas St.
3,68,TEN,Erron Kinney,TE,23,Florida
3,69,CHI,Dez White,WR,21,Georgia Tech
3,70,DEN,Chris Cole,WR,22,Texas A&M
3,71,ARI,Darwin Walker,DT,23,Tennessee
3,72,PIT,Kendrick Clancy,DT,21,Mississippi
3,73,NYG,Ron Dixon,WR,24,Lambuth
3,74,GNB,Steve Warren,DT,22,Nebraska
3,75,BAL,Chris Redman,QB,23,Louisville
3,76,NWE,J.R. Redmond,RB,22,Arizona St.
3,77,PIT,Hank Poteat,DB,23,Pittsburgh
3,78,NYJ,Laveranues Coles,WR,22,Florida St.
3,79,CLE,JaJuan Dawson,WR,22,Tulane
3,80,SEA,Darrell Jackson,WR,21,Florida
3,81,DET,Reuben Droughns,RB,22,Oregon
3,82,CAR,Leander Jordan,T,22,Indiana (PA)
3,83,SDG,Damion McIntosh,T,23,Kansas St.
3,84,MIA,Ben Kelly,DB,21,Colorado
3,85,KAN,Greg Wesley,DB,22,Ark-Pine Bluff
3,86,SFO,Jeff Ulbrich,LB,23,Hawaii
3,87,CHI,Dustin Lyman,TE,24,Wake Forest
3,88,MIN,Doug Chapman,RB,23,Marshall
3,89,BUF,Corey Moore,LB,23,Virginia Tech
3,90,TAM,Nate Webster,LB,22,Miami (FL)
3,91,IND,David Macklin,DB,22,Penn St.
3,92,JAX,T.J. Slaughter,LB,23,Southern Miss
3,93,TEN,Byron Frisch,DE,23,BYU
3,94,STL,John St. Clair,T,23,Virginia
4,95,CLE,Lewis Sanders,DB,22,Maryland
4,96,NOR,Terrelle Smith,FB,22,Arizona St.
4,97,CIN,Curtis Keaton,RB,23,James Madison
4,98,GNB,Na'il Diggs,LB,22,Ohio St.
4,99,PHI,Gari Scott,WR,22,Michigan St.
4,100,ATL,Michael Thompson,T,23,Tennessee St.
4,101,DEN,Jerry Johnson,DT,23,Florida St.
4,102,ARI,David Barrett,DB,22,Arkansas
4,103,PIT,Danny Farmer,WR,23,UCLA
4,104,STL,Kaulana Noa,T,,Hawaii
4,105,NYG,Brandon Short,LB,23,Penn St.
4,106,MIN,Antonio Wilson,LB,22,Texas A&M-Commerce
4,107,OAK,Junior Ioane,DT,23,Arizona St.
4,108,SFO,John Keith,DB,23,Furman
4,109,DAL,Kareem Larrimore,DB,24,West Texas A&M
4,110,CLE,Aaron Shea,TE,23,Michigan
4,111,SDG,Trevor Gaylor,WR,22,Miami (OH)
4,112,DEN,Cooper Carlisle,G,23,Florida
4,113,SDG,Leonardo Carson,DT,23,Auburn
4,114,GNB,Anthony Lucas,WR,,Arkansas
4,115,KAN,Frank Moreau,RB,23,Louisville
4,116,SEA,Marcus Bell,LB,23,Arizona
4,117,MIA,Deon Dyer,FB,22,North Carolina
4,118,MIN,Tyrone Carter,DB,24,Minnesota
4,119,SEA,Isaiah Kacyvenski,LB,22,Harvard
4,120,CAR,Alvin McKinley,DE,22,Mississippi St.
4,121,BUF,Avion Black,WR,23,Tennessee St.
4,122,IND,Josh Williams,DT,24,Michigan
4,123,JAX,Joey Chustz,T,,Louisiana Tech
4,124,TEN,Bobby Myers,DB,23,Wisconsin
4,125,CHI,Reggie Austin,DB,23,Wake Forest
4,126,GNB,Gary Berry,DB,22,Ohio St.
4,127,NWE,Greg Randall,T,22,Michigan St.
4,128,TEN,Peter Sirmon,LB,23,Oregon
4,129,WAS,Michael Moore,G,23,Troy
5,130,CLE,Anthony Malbrough,DB,23,Texas Tech
5,131,NOR,Tutan Reyes,G,22,Mississippi
5,132,SFO,Paul Smith,RB,22,Texas-El Paso
5,133,CIN,Robert Bean,DB,22,Mississippi St.
5,134,ATL,Anthony Midget,DB,,Virginia Tech
5,135,TEN,Aric Morris,DB,23,Michigan St.
5,136,ARI,Mao Tosi,DT,23,Idaho
5,137,PIT,Clark Haggans,LB,23,Colorado St.
5,138,IND,Matt Johnson,G,,BYU
5,139,STL,Brian Young,DT,23,Texas-El Paso
5,140,NYG,Ralph Brown,DB,21,Nebraska
5,141,NWE,Dave Stachelski,TE,23,Boise St.
5,142,OAK,Shane Lechler,P,24,Texas A&M
5,143,NYJ,Windrell Hayes,WR,23,USC
5,144,DAL,Michael Wiley,RB,22,Ohio St.
5,145,DET,Todd Franz,DB,24,Tulsa
5,146,CLE,Lamar Chapman,DB,23,Kansas St.
5,147,CAR,Gillis Wilson,DE,22,Southern
5,148,BAL,Richard Mercier,G,,Miami (FL)
5,149,GNB,Kabeer Gbaja-Biamila,DE,22,San Diego St.
5,150,SFO,John Milem,DE,25,Lenoir-Rhyne
5,151,GNB,Joey Jamison,WR,,Texas Southern
5,152,MIA,Arturo Freeman,DB,23,South Carolina
5,153,KAN,Dante Hall,WR,21,Texas A&M
5,154,DEN,Muneer Moore,WR,,Richmond
5,155,WAS,Quincy Sanders,DB,,UNLV
5,156,BUF,Sammy Morris,RB,23,Texas Tech
5,157,TAM,James Whalen,TE,22,Kentucky
5,158,NOR,Austin Wheatley,TE,22,Iowa
5,159,JAX,Kiwaukee Thomas,DB,23,Georgia Southern
5,160,TEN,Frank Chamberlin,LB,22,Boston Col.
5,161,NWE,Jeff Marriott,DT,,Missouri
5,162,KAN,Pat Dennis,DB,22,La-Monroe
5,163,PIT,Tee Martin,QB,22,Tennessee
5,164,ARI,Jay Tant,TE,22,Northwestern
5,165,MIN,Troy Walters,WR,23,Stanford
5,166,NOR,Chad Morton,RB,23,USC
6,167,MIA,Ernest Grant,DT,24,Ark-Pine Bluff
6,168,NOR,Marc Bulger,QB,23,West Virginia
6,169,CIN,Neil Rackers,K,24,Illinois
6,170,CHI,Frank Murphy,WR,23,Kansas St.
6,171,PHI,Thomas Hamner,RB,,Minnesota
6,172,ATL,Mareno Philyaw,WR,22,Troy
6,173,PIT,Chris Combs,DE,23,Duke
6,174,CHI,Paul Edinger,K,22,Michigan St.
6,175,SEA,James Williams,WR,22,Marshall
6,176,ARI,Jabari Issa,DE,22,Washington
6,177,NYG,Dhani Jones,LB,22,Michigan
6,178,PHI,John Frank,DE,,Utah
6,179,NYJ,Tony Scott,DB,23,North Carolina St.
6,180,DAL,Mario Edwards,DB,24,Florida St.
6,181,DET,Quinton Reese,DE,,Auburn
6,182,CAR,Jeno James,G,23,Auburn
6,183,CLE,Spergon Wynn,QB,22,Texas St.
6,184,SDG,Shannon Taylor,LB,25,Virginia
6,185,SEA,Tim Watson,DT,,Rowan
6,186,BAL,Adalius Thomas,LB,23,Southern Miss
6,187,NWE,Antwan Harris,DB,23,Virginia
6,188,KAN,Darnell Alford,G,23,Boston Col.
6,189,DEN,Mike Anderson,RB,26,Utah
6,190,SEA,John Hilliard,DE,24,Mississippi St.
6,191,BAL,Cedric Woodard,DT,23,Texas
6,192,PHI,John Romero,C,,California
6,193,TAM,David Gibson,DB,22,USC
6,194,BUF,Leif Larsen,DT,25,Texas-El Paso
6,195,NOR,Michael Hawthorne,DB,23,Purdue
6,196,JAX,Emanuel Smith,WR,24,Arkansas
6,197,TEN,Robaire Smith,DE,22,Michigan St.
6,198,STL,Matt Bowen,DB,23,Iowa
6,199,NWE,Tom Brady,QB,23,Michigan
6,200,NOR,Sherrod Gideon,WR,,Southern Miss
6,201,NWE,David Nugent,DE,22,Purdue
6,202,WAS,Todd Husak,QB,22,Stanford
6,203,SDG,Damen Wheeler,DB,23,Colorado
6,204,PIT,Jason Gavadza,TE,,Kent St.
6,205,SDG,JaJuan Seider,QB,,Florida A&M
6,206,CLE,Brad Bedell,T,23,Colorado
7,207,CLE,Manuia Savea,G,,Arizona
7,208,KAN,Desmond Kitchings,WR,,Furman
7,209,CLE,Eric Chandler,DE,,Jackson St.
7,210,CIN,Brad St. Louis,TE,24,Missouri State
7,211,ATL,Darrick Vaughn,DB,21,Texas St.
7,212,SFO,Tim Rattay,QB,23,Louisiana Tech
7,213,TEN,Mike Green,RB,24,Houston
7,214,DEN,Jarious Jackson,QB,23,Notre Dame
7,215,ARI,Sekou Sanyika,LB,22,California
7,216,WAS,Delbert Cowsette,DT,23,Maryland
7,217,NYG,Jeremiah Parker,DE,22,California
7,218,NYJ,Richard Seals,DT,,Utah
7,219,DAL,Orantes Grant,LB,22,Georgia
7,220,STL,Andrew Kline,G,,San Diego St.
7,221,CAR,Lester Towns,LB,23,Washington
7,222,SDG,Jason Thomas,G,23,Hampton
7,223,CHI,James Cotton,LB,,Ohio St.
7,224,GNB,Mark Tauscher,T,23,Wisconsin
7,225,CLE,Rashidi Barnes,DB,22,Colorado
7,226,NWE,Casey Tisdale,LB,,New Mexico
7,227,OAK,Mondriel Fulcher,TE,23,Miami (FL)
7,228,NOR,Kevin Houser,C,23,Ohio St.
7,229,GNB,Ron Moore,DT,23,NW Oklahoma St.
7,230,SFO,Brian Jennings,TE,23,Arizona St.
7,231,OAK,Clifton Black,DB,,Texas St.
7,232,MIA,Jeff Harris,DB,,Georgia
7,233,BUF,Drew Haddad,WR,22,Buffalo
7,234,TAM,Joe Hamilton,QB,23,Georgia Tech
7,235,IND,Rob Renes,DT,,Michigan
7,236,JAX,Erik Olson,DB,23,Colorado St.
7,237,TEN,Wes Shivers,T,23,Mississippi St.
7,238,IND,Rodregis Brooks,DB,22,Ala-Birmingham
7,239,NWE,Patrick Pass,FB,22,Georgia
7,240,MIN,Mike Malano,C,,San Diego St.
7,241,JAX,Rob Meier,DE,23,Washington St.
7,242,GNB,Charles Lee,WR,22,Central Florida
7,243,JAX,Shyrone Stith,RB,22,Virginia Tech
7,244,MIN,Giles Cole,TE,,Texas A&M-Kingsville
7,245,JAX,Danny Clark,LB,23,Illinois
7,246,DEN,Leroy Fields,WR,,Jackson St.
7,247,JAX,Mark Baniewicz,T,,Syracuse
7,248,MIN,Lewis Kelly,T,23,South Carolina St.
7,249,GNB,Eugene McCaslin,LB,23,Florida
7,250,WAS,Ethan Howell,WR,,Oklahoma St.
7,251,BUF,DaShon Polk,LB,23,Arizona
7,252,GNB,Rondell Mealey,RB,23,LSU
7,253,DET,Alfonso Boone,DT,24,Mount San Antonio JC
7,254,CHI,Michael Green,DB,23,Northwestern St. (LA)
