Round,Pick,Team,Player,Position,Age,School
1,1,SDG,Eli Manning,QB,23,Mississippi
1,2,OAK,Robert Gallery,T,24,Iowa
1,3,ARI,Larry Fitzgerald,WR,21,Pittsburgh
1,4,NYG,Philip Rivers,QB,22,North Carolina St.
1,5,WAS,Sean Taylor,DB,21,Miami (FL)
1,6,CLE,Kellen Winslow,TE,21,Miami (FL)
1,7,DET,Roy Williams,WR,22,Texas
1,8,ATL,DeAngelo Hall,DB,20,Virginia Tech
1,9,JAX,Reggie Williams,WR,21,Washington
1,10,HOU,Dunta Robinson,DB,22,South Carolina
1,11,PIT,Ben Roethlisberger,QB,22,Miami (OH)
1,12,NYJ,Jonathan Vilma,LB,22,Miami (FL)
1,13,BUF,Lee Evans,WR,23,Wisconsin
1,14,CHI,Tommie Harris,DT,21,Oklahoma
1,15,TAM,Michael Clayton,WR,21,LSU
1,16,PHI,Shawn Andrews,G,21,Arkansas
1,17,DEN,D.J. Williams,LB,22,Miami (FL)
1,18,NOR,Will Smith,DE,23,Ohio St.
1,19,MIA,Vernon Carey,T,23,Miami (FL)
1,20,MIN,Kenechi Udeze,DE,21,USC
1,21,NWE,Vince Wilfork,NT,22,Miami (FL)
1,22,BUF,J.P. Losman,QB,23,Tulane
1,23,SEA,Marcus Tubbs,DT,23,Texas
1,24,STL,Steven Jackson,RB,21,Oregon St.
1,25,GNB,Ahmad Carroll,DB,21,Arkansas
1,26,CIN,Chris Perry,RB,22,Michigan
1,27,HOU,Jason Babin,LB,24,Western Michigan
1,28,CAR,Chris Gamble,DB,21,Ohio St.
1,29,ATL,Michael Jenkins,WR,22,Ohio St.
1,30,DET,Kevin Jones,RB,22,Virginia Tech
1,31,SFO,Rashaun Woods,WR,23,Oklahoma St.
1,32,NWE,Ben Watson,TE,23,Georgia
2,33,ARI,Karlos Dansby,LB,22,Auburn
2,34,NYG,Chris Snee,G,22,Boston Col.
2,35,SDG,Igor Olshansky,DE,22,Oregon
2,36,KAN,Junior Siavii,DT,25,Oregon
2,37,DET,Teddy Lehman,LB,22,Oklahoma
2,38,PIT,Ricardo Colclough,DB,20,Tusculum
2,39,JAX,Daryl Smith,LB,22,Georgia Tech
2,40,TEN,Ben Troupe,TE,22,Florida
2,41,DEN,Tatum Bell,RB,23,Oklahoma St.
2,42,TEN,Travis LaBoy,DE,23,Hawaii
2,43,DAL,Julius Jones,RB,23,Notre Dame
2,44,IND,Bob Sanders,DB,23,Iowa
2,45,OAK,Jake Grove,C,24,Virginia Tech
2,46,SFO,Justin Smiley,G,22,Alabama
2,47,CHI,Tank Johnson,DT,22,Washington
2,48,MIN,Dontarrious Thomas,LB,24,Auburn
2,49,CIN,Keiwan Ratliff,DB,23,Florida
2,50,NOR,Devery Henderson,WR,22,LSU
2,51,BAL,Dwan Edwards,DT,23,Oregon St.
2,52,DAL,Jacob Rogers,T,23,USC
2,53,SEA,Michael Boulware,DB,22,Florida St.
2,54,DEN,Darius Watts,WR,22,Marshall
2,55,JAX,Greg Jones,RB,23,Florida St.
2,56,CIN,Madieu Williams,DB,22,Maryland
2,57,TEN,Antwan Odom,DE,22,Alabama
2,58,SFO,Shawntae Spencer,DB,22,Pittsburgh
2,59,CLE,Sean Jones,DB,22,Georgia
2,60,NOR,Courtney Watson,LB,23,Notre Dame
2,61,KAN,Kris Wilson,TE,23,Pittsburgh
2,62,CAR,Keary Colbert,WR,22,USC
2,63,NWE,Marquise Hill,DE,22,LSU
3,64,ARI,Darnell Dockett,DT,23,Florida St.
3,65,SDG,Nate Kaeding,K,22,Iowa
3,66,SDG,Nick Hardwick,C,23,Purdue
3,67,OAK,Stuart Schweigert,DB,23,Purdue
3,68,IND,Ben Hartsock,TE,24,Ohio St.
3,69,IND,Gilbert Gardner,LB,22,Purdue
3,70,GNB,Joey Thomas,DB,24,Montana St.
3,71,TEN,Randy Starks,DT,20,Maryland
3,72,GNB,Donnell Washington,DT,,Clemson
3,73,DET,Keith Smith,DB,24,McNeese St.
3,74,BUF,Tim Anderson,DT,23,Ohio St.
3,75,PIT,Max Starks,T,22,Florida
3,76,NYJ,Derrick Strait,DB,24,Oklahoma
3,77,SFO,Derrick Hamilton,WR,22,Clemson
3,78,CHI,Bernard Berrian,WR,23,Fresno St.
3,79,TAM,Marquis Cooper,LB,22,Washington
3,80,CIN,Caleb Miller,LB,24,Arkansas
3,81,WAS,Chris Cooley,TE,22,Utah St.
3,82,BAL,Devard Darling,WR,22,Washington St.
3,83,DAL,Stephen Peterman,G,22,LSU
3,84,SEA,Sean Locklear,T,23,North Carolina St.
3,85,DEN,Jeremy LeSueur,DB,23,Michigan
3,86,JAX,Jorge Cordova,LB,22,Nevada
3,87,GNB,B.J. Sander,P,24,Ohio St.
3,88,MIN,Darrion Scott,DE,22,Ohio St.
3,89,PHI,Matt Ware,DB,21,UCLA
3,90,ATL,Matt Schaub,QB,23,Virginia
3,91,STL,Anthony Hargrove,DE,21,Georgia Tech
3,92,TEN,Rich Gardner,DB,23,Penn St.
3,93,KAN,Keyaron Fox,LB,22,Georgia Tech
3,94,CAR,Travelle Wharton,T,23,South Carolina
3,95,NWE,Guss Scott,DB,23,Florida
3,96,CIN,Landon Johnson,LB,23,Purdue
4,97,NYG,Reggie Torbor,LB,23,Auburn
4,98,SDG,Shaun Phillips,DE,23,Purdue
4,99,OAK,Carlos Francis,WR,23,Texas Tech
4,100,ARI,Alex Stepanovich,C,22,Ohio St.
4,101,ATL,Demorrio Williams,LB,24,Nebraska
4,102,MIA,Will Poole,DB,23,USC
4,103,TEN,Bo Schobel,DE,23,TCU
4,104,SFO,Isaac Sopoaga,DT,23,Hawaii
4,105,KAN,Samie Parker,WR,23,Oregon
4,106,CLE,Luke McCown,QB,23,Louisiana Tech
4,107,IND,Kendyll Pope,LB,23,Florida St.
4,108,NYJ,Jerricho Cotchery,WR,22,North Carolina St.
4,109,BUF,Tim Euhus,TE,23,Oregon St.
4,110,CHI,Nathan Vasher,DB,22,Texas
4,111,TAM,Will Allen,DB,22,Ohio St.
4,112,CHI,Leon Joe,LB,22,Maryland
4,113,NWE,Dexter Reid,DB,23,North Carolina
4,114,CIN,Matthias Askew,DT,22,Michigan St.
4,115,MIN,Nat Dorsey,T,20,Georgia Tech
4,116,SEA,Niko Koutouvides,LB,23,Purdue
4,117,CIN,Robert Geathers,DE,21,Georgia
4,118,JAX,Anthony Maddox,DT,25,Delta St.
4,119,MIN,Mewelde Moore,RB,22,Tulane
4,120,JAX,Ernest Wilford,WR,25,Virginia Tech
4,121,DAL,Bruce Thornton,DB,24,Georgia
