Round,Pick,Team,Player,Position,Age,School
4,104,TAM,Eric Austin,DB,23,Jackson St.
4,105,STL,Percell Gaskins,LB,24,Kansas St.
4,106,CAR,Norbert Davidds-Garrido,T,23,USC
4,107,HOU,Kendrick Burton,DE,23,Alabama
4,108,CIN,Jevon Langford,DE,22,Oklahoma St.
4,109,HOU,Jon Runyan,T,22,Michigan
4,110,JAX,Reggie Barlow,WR,23,Alabama St.
4,111,CAR,Emmanuel McDaniel,DB,24,East Carolina
4,112,ARI,Aaron Graham,C,23,Nebraska
4,113,MIA,Kirk Pointer,DB,,Austin Peay St.
4,114,SDG,Charlie Jones,WR,23,Fresno St.
4,115,IND,Brian Milne,RB,23,Penn St.
4,116,CHI,Paul Grasmanis,DT,22,Notre Dame
4,117,ATL,Richard Huntley,RB,23,Winston-Salem St.
4,118,MIA,Stanley Pritchett,FB,22,South Carolina
4,119,NWE,Chris Sullivan,DE,23,Boston Col.
4,120,BUF,Sean Moran,LB,23,Colorado St.
4,121,PHI,Ray Farmer,LB,22,Duke
4,122,DEN,Darrius Johnson,DB,23,Oklahoma
4,123,GNB,Chris Darkins,DB,22,Minnesota
4,124,NWE,Kantroy Barber,RB,22,West Virginia
4,125,MIA,LaCurtis Jones,LB,24,Baylor
4,126,PIT,Earl Holmes,LB,23,Florida A&M
4,127,ATL,Juran Bolden,DB,22,Mississippi Delta CC
4,128,SFO,Daryl Price,DE,23,Colorado
4,129,DET,Brad Ford,DB,22,Alabama
4,130,NYG,Danny Kanell,QB,22,Florida St.
4,131,SEA,Eric Unverzagt,LB,23,Wisconsin
4,132,PIT,Jahine Arnold,WR,23,Fresno St.
5,133,NYJ,Marcus Coleman,DB,22,Texas Tech
5,134,MIA,Jerris McPhail,RB,24,East Carolina
5,135,KAN,Joe Horn,WR,24,Itawamba (MS)
5,136,NOR,Mercury Hayes,WR,23,Michigan
5,137,ARI,James Dexter,T,23,South Carolina
5,138,WAS,Leomont Evans,DB,22,Clemson
5,139,NWE,John Elmore,G,,Texas
5,140,TAM,Jason Maniecki,DT,24,Wisconsin
5,141,STL,Fred Miller,T,23,Baylor
5,142,CAR,Marquette Smith,RB,,Central Florida
5,143,HOU,Rayna Stewart,DB,23,Northern Arizona
5,144,CIN,Greg Myers,DB,23,Colorado St.
5,145,NOR,Tom Ackerman,G,24,East. Washington
5,146,JAX,Jimmy Herndon,T,23,Houston
5,147,PHI,Whit Marshall,LB,23,Georgia
5,148,MIN,Sean Boyd,DB,23,North Carolina
5,149,NWE,Christian Peter,DT,23,Nebraska
5,150,MIA,Shane Burton,DE,22,Tennessee
5,151,IND,Steve Martin,DT,22,Missouri
5,152,CHI,Chris Villarrial,G,23,Indiana (PA)
5,153,BAL,Jermaine Lewis,WR,21,Maryland
5,154,MIA,Zach Thomas,LB,23,Texas Tech
5,155,SDG,Junior Soli,DT,,Arkansas
5,156,BUF,Raymond Jackson,DB,23,Colorado St.
5,157,DAL,Kenneth McDaniel,T,,Norfolk St.
5,158,DET,Kerwin Waldroup,DE,22,Michigan
5,159,DEN,Patrick Jeffers,WR,23,Virginia
5,160,SFO,Iheanyi Uwaezuoke,WR,23,California
5,161,ARI,Harry Stamps,T,,Oklahoma
5,162,ARI,Dell McGee,DB,23,Auburn
5,163,PIT,Israel Raybon,DE,23,North Alabama
5,164,ATL,Gary Bandy,DE,,Baylor
5,165,NOR,Terry Guess,WR,21,Gardner-Webb
5,166,OAK,La'Roi Glover,DT,22,San Diego St.
5,167,DAL,Alan Campos,LB,23,Louisville
6,168,NYJ,Hugh Hunter,DE,,Hampton
6,169,ARI,Mike Foley,DT,,New Hampshire
6,170,JAX,John Fisher,DB,,Missouri Western St.
6,171,NYG,Doug Colman,LB,23,Nebraska
6,172,BAL,Dexter Daniels,LB,22,Florida
6,173,NWE,Chris Griffin,TE,,New Mexico
6,174,WAS,Kelvin Kinney,DE,23,Virginia St.
6,175,STL,Derrick Harris,RB,23,Miami (FL)
6,176,KAN,Dietrich Jells,WR,24,Pittsburgh
6,177,HOU,Anthony Dorsett,DB,22,Pittsburgh
6,178,CIN,Tom Tumulty,LB,23,Pittsburgh
6,179,NOR,Keno Hills,G,23,Louisiana
6,180,TAM,Nilo Silvan,WR,22,Tennessee
6,181,DEN,Tony Veland,DB,23,Nebraska
6,182,NYG,Scott Galyon,LB,22,Tennessee
6,183,OAK,Tim Hall,RB,22,Robert Morris
6,184,SEA,Reggie Green,G,,Florida
6,185,JAX,Chris Doering,WR,23,Florida
6,186,BAL,James Roe,WR,23,Norfolk St.
6,187,CHI,Jon Clark,T,23,Temple
6,188,ATL,Craig Sauer,LB,23,Minnesota
6,189,MIA,Shawn Wooden,DB,22,Notre Dame
6,190,SDG,Jim Mills,G,23,Idaho
6,191,IND,Keith Conlin,T,,Penn St.
6,192,SDG,Bryan Stoltenberg,C,24,Colorado
6,193,CAR,Scott Greene,RB,24,Michigan St.
6,194,PHI,Steve White,DE,22,Tennessee
6,195,NWE,Marrio Grier,RB,24,Chattanooga
6,196,BUF,Leon Neal,RB,23,Washington
6,197,PHI,Tony Johnson,TE,24,Alabama
6,198,SFO,Stephen Pitts,RB,,Penn St.
6,199,PHI,Phillip Riley,WR,23,Florida St.
6,200,PIT,Orpheus Roye,DT,23,Florida St.
6,201,STL,Hayward Clay,TE,23,Texas A&M
6,202,BUF,Dusty Zeigler,C,22,Notre Dame
6,203,PIT,Spence Fischer,QB,,Duke
6,204,NOR,Toderick Malone,WR,,Alabama
6,205,IND,Mike Cawley,QB,,James Madison
6,206,NWE,Devin Wyman,DT,23,Kentucky St.
6,207,DAL,Wendell Davis,DB,23,Oklahoma
6,208,GNB,Marco Rivera,G,24,Penn St.
6,209,SEA,T.J. Cunningham,DB,23,Colorado
7,210,NYJ,Chris Hayes,DB,24,Washington St.
7,211,KAN,Ben Lynch,C,23,California
7,212,ARI,Jarius Hayes,TE,23,North Alabama
7,213,DEN,Leslie Ratliffe,T,,Tennessee
7,214,NYG,Conrad Hamilton,DB,21,East. New Mexico
7,215,WAS,Jeremy Asher,LB,,Oregon
7,216,NWE,Lovett Purnell,TE,24,West Virginia
7,217,CAR,Donnell Baker,WR,,Southern
7,218,HOU,Mike Archie,RB,23,Penn St.
7,219,CIN,Rod Jones,T,22,Kansas
7,220,OAK,Sedric Clark,LB,23,Tulsa
7,221,TAM,Reggie Rusk,DB,23,Kentucky
7,222,STL,Chuck Osborne,DT,22,Arizona
7,223,MIN,Jon Merrill,G,,Duke
7,224,OAK,Darius Smith,C,,Sam Houston St.
7,225,SEA,Johnie Church,DE,,Florida
7,226,DEN,Chris Banks,G,23,Kansas
7,227,JAX,Clarence Jones,WR,,Tennessee St.
7,228,JAX,Gregory Spann,WR,,Jackson St.
7,229,ATL,Ethan Brooks,T,24,Williams
7,230,MIA,Jeff Buckey,G,22,Stanford
7,231,SDG,Freddie Bradley,RB,26,Sonoma St.
7,232,IND,Adrian Robinson,DB,,Baylor
7,233,CHI,Marcus Keyes,DT,22,North Alabama
7,234,CAR,Kerry Hicks,DE,23,Colorado
7,235,DEN,L.T. Levine,RB,,Kansas
7,236,DEN,Brian Gragert,P,,Wyoming
7,237,BUF,Dan Brandenburg,LB,23,Indiana St.
7,238,BAL,Jon Stark,QB,,
7,239,SFO,Sean Manuel,TE,22,New Mexico St.
7,240,GNB,Kyle Wachholtz,QB,,USC
7,241,KAN,Jeff Smith,C,23,Tennessee
7,242,PIT,Carlos Emmons,LB,23,Arkansas St.
7,243,DAL,Ryan Wood,RB,,Arizona St.
7,244,BUF,Jay Riemersma,TE,23,Michigan
7,245,KAN,Darrell Williams,DB,,Tennessee St.
7,246,NOR,Henry Lusk,TE,24,Utah
7,247,NWE,J.R. Conrad,G,22,Oklahoma
7,248,OAK,Joey Wylie,G,,S.F. Austin
7,249,BUF,Eric Smedley,DB,23,Indiana
7,250,WAS,DeAndre Maxwell,WR,,San Diego St.
7,251,MIA,Brice Hunter,WR,22,Georgia
7,252,GNB,Keith McKenzie,DE,22,Ball St.
7,253,CHI,Michael Hicks,RB,23,South Carolina St.
7,254,SFO,Sam Manuel,LB,,New Mexico St.
