Round,Pick,Team,Player,Position,Age,School
4,117,DET,Austin Bryant,DE,22,Clemson
4,118,NWE,Hjalte Froholdt,G,23,Arkansas
4,119,CLE,Sheldrick Redwine,S,22,Miami (FL)
4,120,SEA,Gary Jennings Jr,WR,22,West Virginia
4,121,NYJ,Trevon Wesco,TE,23,West Virginia
4,122,PIT,Benny Snell Jr.,RB,21,Kentucky
4,123,BAL,Ben Powers,G,22,Oklahoma
4,124,SEA,Phil Haynes,G,23,Wake Forest
4,125,CIN,Renell Wren,DT,23,Arizona St.
4,126,CHI,Riley Ridley,WR,23,Georgia
4,127,BAL,Iman Marshall,CB,22,USC
4,128,DAL,Tony Pollard,RB,22,Memphis
4,129,OAK,Isaiah Johnson,CB,23,Houston
4,130,LAC,Drue Tranquill,LB,24,Notre Dame
4,131,WAS,Wes Martin,G,23,Indiana
4,132,SEA,Ugo Amadi,S,22,Oregon
4,133,NWE,Jarrett Stidham,QB,23,Auburn
4,134,LAR,Greg Gaines,DT,23,Washington
4,135,ATL,John Cominsky,DE,23,Charleston (WV)
4,136,CIN,Michael Jordan,G,21,Ohio St.
4,137,OAK,Foster Moreau,TE,22,LSU
4,138,PHI,Shareef Miller,DE,22,Penn St.
5,139,ARI,Deionte Thompson,S,22,Alabama
5,140,JAX,Ryquell Armstead,RB,22,Temple
5,141,PIT,Zach Gentry,TE,22,Michigan
5,142,SEA,Ben Burr-Kirven,LB,21,Washington
5,143,NYG,Ryan Connelly,LB,23,Wisconsin
5,144,IND,Marvell Tell III,S,23,USC
5,145,TAM,Matt Gay,K,25,Utah
5,146,DET,Amani Oruwariye,CB,23,Penn St.
5,147,BUF,Vosean Joseph,LB,21,Florida
5,148,SFO,Dre Greenlaw,LB,22,Arkansas
5,149,OAK,Hunter Renfrow,WR,23,Clemson
5,150,GNB,Kingsley Keke,DT,22,Texas A&M
5,151,MIA,Andrew Van Ginkel,LB,24,Wisconsin
5,152,ATL,Qadree Ollison,RB,22,Pittsburgh
5,153,WAS,Ross Pierschbacher,G,24,Alabama
5,154,CAR,Jordan Scarlett,RB,23,Florida
5,155,CLE,Mack Wilson,LB,21,Alabama
5,156,DEN,Justin Hollins,LB,23,Oregon
5,157,NYJ,Blake Cashman,LB,23,Minnesota
5,158,DAL,Michael Jackson,CB,22,Miami (FL)
5,159,NWE,Byron Cowart,DT,23,Maryland
5,160,BAL,Daylon Mack,DT,22,Texas A&M
5,161,HOU,Charles Omenihu,DE,22,Texas
5,162,MIN,Cameron Smith,LB,22,USC
5,163,NWE,Jake Bailey,P,22,Stanford
5,164,IND,E.J. Speed,LB,24,Tarleton St.
5,165,DAL,Joe Jackson,DE,22,Miami (FL)
5,166,LAC,Easton Stick,QB,23,North Dakota St.
5,167,PHI,Clayton Thorson,QB,24,Northwestern
5,168,TEN,D'Andre Walker,LB,22,Georgia
5,169,LAR,David Edwards,T,22,Wisconsin
5,170,CLE,Austin Seibert,K,22,Oklahoma
5,171,NYG,Darius Slayton,WR,22,Auburn
5,172,ATL,Jordan Miller,CB,22,Washington
5,173,WAS,Cole Holcomb,LB,23,North Carolina
6,174,ARI,KeeSean Johnson,WR,22,Fresno St.
6,175,PIT,Sutton Smith,DE,23,Northern Illinois
6,176,SFO,Kaden Smith,TE,22,Stanford
6,177,NOR,Saquan Hampton,S,23,Rutgers
6,178,JAX,Gardner Minshew II,QB,23,Washington St.
6,179,ARI,Lamont Gaillard,C,23,Georgia
6,180,NYG,Corey Ballentine,CB,23,Washburn
6,181,BUF,Jaquan Johnson,CB,23,Miami (FL)
6,182,CIN,Trayveon Williams,RB,21,Texas A&M
6,183,SFO,Justin Skule,T,22,Vanderbilt
6,184,DET,Travis Fulgham,WR,23,Old Dominion
6,185,GNB,Ka'dar Hollman,CB,24,Toledo
6,186,DET,Ty Johnson,RB,21,Maryland
6,187,DEN,Juwann Winfree,WR,23,Colorado
6,188,TEN,David Long,LB,22,West Virginia
6,189,CLE,Drew Forbes,T,22,SE Missouri St.
6,190,MIN,Armon Watts,DT,23,Arkansas
6,191,MIN,Marcus Epps,S,23,Wyoming
6,192,PIT,Isaiah Buggs,DT,23,Alabama
6,193,MIN,Oli Udoh,T,22,Elon
6,194,GNB,Dexter Williams,RB,22,Notre Dame
6,195,HOU,Xavier Crawford,CB,23,Central Michigan
6,196,NYJ,Blessuan Austin,CB,23,Rutgers
6,197,BAL,Trace McSorley,QB,24,Penn St.
6,198,SFO,Tim Harris,CB,24,Virginia
6,199,IND,Gerri Green,DE,23,Mississippi St.
6,200,LAC,Emeke Egbule,LB,22,Houston
6,201,KAN,Rashad Fenton,CB,22,South Carolina
6,202,MIA,Isaiah Prince,T,22,Ohio St.
6,203,ATL,Marcus Green,WR,23,La-Monroe
6,204,SEA,Travis Homer,RB,21,Miami (FL)
6,205,CHI,Duke Shelley,CB,22,Kansas St.
6,206,WAS,Kelvin Harmon,WR,22,North Carolina St.
6,207,PIT,Ulysees Gilbert,LB,22,Akron
6,208,TAM,Scott Miller,WR,22,Bowling Green
6,209,SEA,Demarcus Christmas,DT,24,Florida St.
6,210,CIN,Deshaun Davis,LB,23,Auburn
6,211,CIN,Rodney Anderson,RB,22,Oklahoma
6,212,CAR,Dennis Daley,T,23,South Carolina
6,213,DAL,Donovan Wilson,S,24,Texas A&M
6,214,KAN,Darwin Thompson,RB,22,Utah St.
7,215,TAM,Terry Beckner,DT,22,Missouri
7,216,KAN,Nick Allegretti,G,23,Illinois
7,217,MIN,Kris Boyd,CB,22,Texas
7,218,DAL,Mike Weber,RB,22,Ohio St.
7,219,PIT,Derwin Gray,T,24,Maryland
7,220,HOU,Cullen Gillaspia,RB,24,Texas A&M
7,221,CLE,Donnie Lewis Jr.,CB,23,Tulane
7,222,CHI,Kerrith Whyte Jr,RB,22,Florida Atlantic
7,223,CIN,Jordan Brown,CB,23,South Dakota St.
7,224,DET,Isaac Nauta,TE,22,Georgia
7,225,BUF,Darryl Johnson,DE,22,North Carolina A&T
7,226,GNB,Ty Summers,LB,23,TCU
7,227,WAS,Jimmy Moreland,CB,24,James Madison
7,228,BUF,Tommy Sweeney,TE,24,Boston Col.
7,229,DET,P.J. Johnson,DE,23,Arizona
7,230,OAK,Quinton Bell,DE,23,Prairie View A&M
7,231,NOR,Alizé Mack,TE,22,Notre Dame
7,232,NYG,George Asafo-Adjei,T,22,Kentucky
7,233,MIA,Chandler Cox,RB,23,Auburn
7,234,MIA,Myles Gaskin,RB,22,Washington
7,235,JAX,Dontavius Russell,DT,23,Auburn
7,236,SEA,John Ursua,WR,25,Hawaii
7,237,CAR,Terry Godwin,WR,22,Georgia
7,238,CHI,Stephen Denmark,CB,23,Valdosta St.
7,239,MIN,Dillon Mitchell,WR,22,Oregon
7,240,IND,Jackson Barton,T,24,Utah
7,241,DAL,Jalen Jelks,DE,23,Oregon
7,242,LAC,Cortez Broughton,DT,23,Cincinnati
7,243,LAR,Nick Scott,S,24,Penn St.
7,244,NOR,Kaden Elliss,LB,24,Idaho
7,245,NYG,Chris Slayton,DT,23,Syracuse
7,246,IND,Javon Patterson,C,22,Mississippi
7,247,MIN,Olabisi Johnson,WR,22,Colorado St.
7,248,ARI,Joshua Miles,T,23,Morgan St.
7,249,ARI,Michael Dogbe,DE,23,Temple
7,250,MIN,Austin Cutting,LS,22,Air Force
7,251,LAR,Dakota Allen,LB,23,Texas Tech
7,252,NWE,Ken Webster,CB,23,Mississippi
7,253,WAS,Jordan Brailford,DE,23,Oklahoma St.
7,254,ARI,Caleb Wilson,TE,23,UCLA
