Round,Pick,Team,Player,Position,Age,School
1,1,ARI,Kyler Murray,QB,22,Oklahoma
1,2,SFO,Nick Bosa,DE,21,Ohio St.
1,3,NYJ,Quinnen Williams,DT,21,Alabama
1,4,OAK,Clelin Ferrell,DE,22,Clemson
1,5,TAM,Devin White,LB,21,LSU
1,6,NYG,Daniel Jones,QB,22,Duke
1,7,JAX,Josh Allen,LB,22,Kentucky
1,8,DET,T.J. Hockenson,TE,22,Iowa
1,9,BUF,Ed Oliver,DT,21,Houston
1,10,PIT,Devin Bush Jr.,LB,21,Michigan
1,11,CIN,Jonah Williams,G,21,Alabama
1,12,GNB,Rashan Gary,LB,21,Michigan
1,13,MIA,Christian Wilkins,DT,23,Clemson
1,14,ATL,Chris Lindstrom,G,22,Boston Col.
1,15,WAS,Dwayne Haskins,QB,22,Ohio St.
1,16,CAR,Brian Burns,DE,21,Florida St.
1,17,NYG,Dexter Lawrence,DT,21,Clemson
1,18,MIN,Garrett Bradbury,C,24,North Carolina St.
1,19,TEN,Jeffery Simmons,DT,22,Mississippi St.
1,20,DEN,Noah Fant,TE,21,Iowa
1,21,GNB,Darnell Savage Jr.,S,22,Maryland
1,22,PHI,Andre Dillard,T,23,Washington St.
1,23,HOU,Tytus Howard,T,23,Alabama St.
1,24,OAK,Josh Jacobs,RB,21,Alabama
1,25,BAL,Marquise Brown,WR,22,Oklahoma
1,26,WAS,Montez Sweat,DE,23,Mississippi St.
1,27,OAK,Johnathan Abram,S,22,Mississippi St.
1,28,LAC,Jerry Tillery,DT,22,Notre Dame
1,29,SEA,L.J. Collier,DE,23,TCU
1,30,NYG,Deandre Baker,CB,22,Georgia
1,31,ATL,Kaleb McGary,T,24,Washington
1,32,NWE,N'Keal Harry,WR,21,Arizona St.
2,33,ARI,Byron Murphy,CB,21,Washington
2,34,IND,Rock Ya-Sin,CB,23,Temple
2,35,JAX,Jawaan Taylor,T,21,Florida
2,36,SFO,Deebo Samuel,WR,23,South Carolina
2,37,CAR,Greg Little,T,21,Mississippi
2,38,BUF,Cody Ford,T,22,Oklahoma
2,39,TAM,Sean Murphy-Bunting,CB,22,Central Michigan
2,40,OAK,Trayvon Mullen,CB,21,Clemson
2,41,DEN,Dalton Risner,T,24,Kansas St.
2,42,DEN,Drew Lock,QB,22,Missouri
2,43,DET,Jahlani Tavai,LB,22,Hawaii
2,44,GNB,Elgton Jenkins,C,23,Mississippi St.
2,45,NWE,Joejuan Williams,CB,21,Vanderbilt
2,46,CLE,Greedy Williams,CB,21,LSU
2,47,SEA,Marquise Blair,S,22,Utah
2,48,NOR,Erik McCoy,C,22,Texas A&M
2,49,IND,Ben Banogu,LB,23,TCU
2,50,MIN,Irv Smith Jr.,TE,21,Alabama
2,51,TEN,A.J. Brown,WR,22,Mississippi
2,52,CIN,Drew Sample,TE,23,Washington
2,53,PHI,Miles Sanders,RB,22,Penn St.
2,54,HOU,Lonnie Johnson Jr.,CB,23,Kentucky
2,55,HOU,Max Scharping,T,23,Northern Illinois
2,56,KAN,Mecole Hardman,WR,21,Georgia
2,57,PHI,JJ Arcega-Whiteside,WR,22,Stanford
2,58,DAL,Trysten Hill,DT,21,Central Florida
2,59,IND,Parris Campbell,WR,22,Ohio St.
2,60,LAC,Nasir Adderley,S,22,Delaware
2,61,LAR,Taylor Rapp,S,21,Washington
2,62,ARI,Andy Isabella,WR,22,Massachusetts
2,63,KAN,Juan Thornhill,S,23,Virginia
2,64,SEA,D.K. Metcalf,WR,21,Mississippi
3,65,ARI,Zach Allen,DE,22,Boston Col.
3,66,PIT,Diontae Johnson,WR,23,Toledo
3,67,SFO,Jalen Hurd,WR,23,Baylor
3,68,NYJ,Jachai Polite,LB,22,Florida
3,69,JAX,Josh Oliver,TE,22,San Jose St.
3,70,LAR,Darrell Henderson,RB,22,Memphis
3,71,DEN,Dre'Mont Jones,DT,22,Ohio St.
3,72,CIN,Germaine Pratt,LB,23,North Carolina St.
3,73,CHI,David Montgomery,RB,22,Iowa St.
3,74,BUF,Devin Singletary,RB,22,Florida Atlantic
3,75,GNB,Jace Sternberger,TE,23,Texas A&M
3,76,WAS,Terry McLaurin,WR,23,Ohio St.
3,77,NWE,Chase Winovich,DE,24,Michigan
3,78,MIA,Michael Deiter,G,23,Wisconsin
3,79,LAR,David Long,CB,21,Michigan
3,80,CLE,Sione Takitaki,LB,24,BYU
3,81,DET,Will Harris,S,23,Boston Col.
3,82,TEN,Nate Davis,G,22,Charlotte
3,83,PIT,Justin Layne,CB,21,Michigan St.
3,84,KAN,Khalen Saunders,DT,23,Western Illinois
3,85,BAL,Jaylon Ferguson,DE,23,Louisiana Tech
3,86,HOU,Kahale Warring,TE,22,San Diego St.
3,87,NWE,Damien Harris,RB,22,Alabama
3,88,SEA,Cody Barton,LB,22,Utah
3,89,IND,Bobby Okereke,LB,23,Stanford
3,90,DAL,Connor McGovern,G,21,Penn St.
3,91,LAC,Trey Pipkins,T,23,Sioux Falls
3,92,NYJ,Chuma Edoga,T,22,USC
3,93,BAL,Miles Boykin,WR,22,Notre Dame
3,94,TAM,Jamel Dean,CB,22,Auburn
3,95,NYG,Oshane Ximines,DE,22,Old Dominion
3,96,BUF,Dawson Knox,TE,22,Mississippi
3,97,LAR,Bobby Evans,T,22,Oklahoma
3,98,JAX,Quincy Williams,S,23,Murray St.
3,99,TAM,Mike Edwards,S,23,Kentucky
3,100,CAR,Will Grier,QB,24,West Virginia
3,101,NWE,Yodny Cajuste,T,23,West Virginia
3,102,MIN,Alexander Mattison,RB,21,Boise St.
4,103,ARI,Hakeem Butler,WR,23,Iowa St.
4,104,CIN,Ryan Finley,QB,24,North Carolina St.
4,105,NOR,C.J. Gardner-Johnson,S,21,Florida
4,106,OAK,Maxx Crosby,DE,22,East. Michigan
4,107,TAM,Anthony Nelson,DE,22,Iowa
4,108,NYG,Julian Love,CB,21,Notre Dame
4,109,IND,Khari Willis,S,23,Michigan St.
4,110,SFO,Mitch Wishnowsky,P,27,Utah
4,111,ATL,Kendall Sheffield,CB,23,Ohio St.
4,112,WAS,Bryce Love,RB,22,Stanford
4,113,BAL,Justice Hill,RB,21,Oklahoma St.
4,114,MIN,Dru Samia,G,22,Oklahoma
4,115,CAR,Christian Miller,LB,23,Alabama
4,116,TEN,Amani Hooker,S,21,Iowa
