Round,Pick,Team,Player,Position,Age,School
1,1,STL,Sam Bradford,QB,22,Oklahoma
1,2,DET,Ndamukong Suh,DT,23,Nebraska
1,3,TAM,Gerald McCoy,DT,22,Oklahoma
1,4,WAS,Trent Williams,T,22,Oklahoma
1,5,KAN,Eric Berry,DB,21,Tennessee
1,6,SEA,Russell Okung,T,21,Oklahoma St.
1,7,CLE,Joe Haden,DB,21,Florida
1,8,OAK,Rolando McClain,LB,21,Alabama
1,9,BUF,C.J. Spiller,RB,23,Clemson
1,10,JAX,Tyson Alualu,DT,23,California
1,11,SFO,Anthony Davis,T,20,Rutgers
1,12,SDG,Ryan Mathews,RB,22,Fresno St.
1,13,PHI,Brandon Graham,DE,22,Michigan
1,14,SEA,Earl Thomas,DB,21,Texas
1,15,NYG,Jason Pierre-Paul,DE,21,South Florida
1,16,TEN,Derrick Morgan,DE,21,Georgia Tech
1,17,SFO,Mike Iupati,G,23,Idaho
1,18,PIT,Maurkice Pouncey,C,21,Florida
1,19,ATL,Sean Weatherspoon,LB,22,Missouri
1,20,HOU,Kareem Jackson,DB,22,Alabama
1,21,CIN,Jermaine Gresham,TE,22,Oklahoma
1,22,DEN,Demaryius Thomas,WR,22,Georgia Tech
1,23,GNB,Bryan Bulaga,T,21,Iowa
1,24,DAL,Dez Bryant,WR,21,Oklahoma St.
1,25,DEN,Tim Tebow,QB,23,Florida
1,26,ARI,Dan Williams,DT,23,Tennessee
1,27,NWE,Devin McCourty,DB,23,Rutgers
1,28,MIA,Jared Odrick,DE,22,Penn St.
1,29,NYJ,Kyle Wilson,DB,23,Boise St.
1,30,DET,Jahvid Best,RB,21,California
1,31,IND,Jerry Hughes,DE,22,TCU
1,32,NOR,Patrick Robinson,DB,23,Florida St.
2,33,STL,Rodger Saffold,T,22,Indiana
2,34,MIN,Chris Cook,DB,23,Virginia
2,35,TAM,Brian Price,DT,21,UCLA
2,36,KAN,Dexter McCluster,WR,21,Mississippi
2,37,PHI,Nate Allen,DB,22,South Florida
2,38,CLE,T.J. Ward,DB,23,Oregon
2,39,TAM,Arrelious Benn,WR,21,Illinois
2,40,MIA,Koa Misi,LB,23,Utah
2,41,BUF,Torell Troup,DT,21,Central Florida
2,42,NWE,Rob Gronkowski,TE,21,Arizona
2,43,BAL,Sergio Kindle,LB,22,Texas
2,44,OAK,Lamarr Houston,DE,23,Texas
2,45,DEN,Zane Beadles,G,23,Utah
2,46,NYG,Linval Joseph,DT,21,East Carolina
2,47,ARI,Daryl Washington,LB,23,TCU
2,48,CAR,Jimmy Clausen,QB,22,Notre Dame
2,49,SFO,Taylor Mays,DB,22,USC
2,50,KAN,Javier Arenas,DB,22,Alabama
2,51,MIN,Toby Gerhart,RB,23,Stanford
2,52,PIT,Jason Worilds,DE,22,Virginia Tech
2,53,NWE,Jermaine Cunningham,LB,22,Florida
2,54,CIN,Carlos Dunlap,DE,21,Florida
2,55,DAL,Sean Lee,LB,24,Penn St.
2,56,GNB,Mike Neal,DE,23,Purdue
2,57,BAL,Terrence Cody,DT,22,Alabama
2,58,HOU,Ben Tate,RB,22,Auburn
2,59,CLE,Montario Hardesty,RB,23,Tennessee
2,60,SEA,Golden Tate,WR,22,Notre Dame
2,61,NYJ,Vlad Ducasse,T,22,Massachusetts
2,62,NWE,Brandon Spikes,LB,23,Florida
2,63,IND,Pat Angerer,LB,23,Iowa
2,64,NOR,Charles Brown,T,23,USC
