Round,Pick,Team,Player,Position,Age,School
1,1,CAR,Cam Newton,QB,22,Auburn
1,2,DEN,Von Miller,LB,22,Texas A&M
1,3,BUF,Marcell Dareus,DT,21,Alabama
1,4,CIN,A.J. Green,WR,23,Georgia
1,5,ARI,Patrick Peterson,DB,21,LSU
1,6,ATL,Julio Jones,WR,22,Alabama
1,7,SFO,Aldon Smith,DE,21,Missouri
1,8,TEN,Jake Locker,QB,23,Washington
1,9,DAL,Tyron Smith,T,20,USC
1,10,JAX,Blaine Gabbert,QB,21,Missouri
1,11,HOU,J.J. Watt,DE,22,Wisconsin
1,12,MIN,Christian Ponder,QB,23,Florida St.
1,13,DET,Nick Fairley,DT,23,Auburn
1,14,STL,Robert Quinn,DE,21,North Carolina
1,15,MIA,Mike Pouncey,G,22,Florida
1,16,WAS,Ryan Kerrigan,DE,23,Purdue
1,17,NWE,Nate Solder,T,23,Colorado
1,18,SDG,Corey Liuget,DT,21,Illinois
1,19,NYG,Prince Amukamara,DB,22,Nebraska
1,20,TAM,Adrian Clayborn,DE,23,Iowa
1,21,CLE,Phil Taylor,DT,23,Baylor
1,22,IND,Anthony Castonzo,T,23,Boston Col.
1,23,PHI,Danny Watkins,G,26,Baylor
1,24,NOR,Cameron Jordan,DE,22,California
1,25,SEA,James Carpenter,T,22,Alabama
1,26,KAN,Jonathan Baldwin,WR,22,Pittsburgh
1,27,BAL,Jimmy Smith,DB,23,Colorado
1,28,NOR,Mark Ingram,RB,21,Alabama
1,29,CHI,Gabe Carimi,T,23,Wisconsin
1,30,NYJ,Muhammad Wilkerson,DT,21,Temple
1,31,PIT,Cameron Heyward,DE,22,Ohio St.
1,32,GNB,Derek Sherrod,T,22,Mississippi St.
2,33,NWE,Ras-I Dowling,DB,23,Virginia
2,34,BUF,Aaron Williams,DB,21,Texas
2,35,CIN,Andy Dalton,QB,23,TCU
2,36,SFO,Colin Kaepernick,QB,23,Nevada
2,37,CLE,Jabaal Sheard,DE,22,Pittsburgh
2,38,ARI,Ryan Williams,RB,21,Virginia Tech
2,39,TEN,Akeem Ayers,LB,22,UCLA
2,40,DAL,Bruce Carter,LB,23,North Carolina
2,41,WAS,Jarvis Jenkins,DT,23,Clemson
2,42,HOU,Brooks Reed,LB,24,Arizona
2,43,MIN,Kyle Rudolph,TE,21,Notre Dame
2,44,DET,Titus Young,WR,22,Boise St.
2,45,DEN,Rahim Moore,DB,21,UCLA
2,46,DEN,Orlando Franklin,T,23,Miami (FL)
2,47,STL,Lance Kendricks,TE,23,Wisconsin
2,48,OAK,Stefen Wisniewski,C,22,Penn St.
2,49,IND,Ben Ijalana,T,22,Villanova
2,50,SDG,Marcus Gilchrist,DB,22,Clemson
2,51,TAM,Da'Quan Bowers,DE,21,Clemson
2,52,NYG,Marvin Austin,DT,22,North Carolina
2,53,CHI,Stephen Paea,DT,23,Oregon St.
2,54,PHI,Jaiquawn Jarrett,DB,21,Temple
2,55,KAN,Rodney Hudson,C,22,Florida St.
2,56,NWE,Shane Vereen,RB,22,California
2,57,DET,Mikel Leshoure,RB,21,Illinois
2,58,BAL,Torrey Smith,WR,22,Maryland
2,59,CLE,Greg Little,WR,22,North Carolina
2,60,HOU,Brandon Harris,DB,21,Miami (FL)
2,61,SDG,Jonas Mouton,LB,23,Michigan
2,62,MIA,Daniel Thomas,RB,23,Kansas St.
2,63,PIT,Marcus Gilbert,T,23,Florida
2,64,GNB,Randall Cobb,WR,21,Kentucky
3,65,CAR,Terrell McClain,DT,23,South Florida
3,66,CIN,Dontay Moch,LB,23,Nevada
3,67,DEN,Nate Irving,LB,23,North Carolina St.
3,68,BUF,Kelvin Sheppard,LB,23,LSU
3,69,ARI,Rob Housler,TE,23,Florida Atlantic
3,70,KAN,Justin Houston,LB,22,Georgia
3,71,DAL,DeMarco Murray,RB,23,Oklahoma
3,72,NOR,Martez Wilson,LB,22,Illinois
3,73,NWE,Stevan Ridley,RB,22,LSU
3,74,NWE,Ryan Mallett,QB,23,Arkansas
3,75,SEA,John Moffitt,G,24,Wisconsin
3,76,JAX,Will Rackley,G,21,Lehigh
3,77,TEN,Jurrell Casey,DT,21,USC
3,78,STL,Austin Pettis,WR,23,Boise St.
3,79,WAS,Leonard Hankerson,WR,22,Miami (FL)
3,80,SFO,Chris Culliver,DB,23,South Carolina
3,81,OAK,DeMarcus Van Dyke,DB,22,Miami (FL)
3,82,SDG,Vincent Brown,WR,22,San Diego St.
3,83,NYG,Jerrel Jernigan,WR,22,Troy
3,84,TAM,Mason Foster,LB,22,Washington
3,85,BAL,Jah Reid,T,23,Central Florida
3,86,KAN,Allen Bailey,DE,22,Miami (FL)
3,87,IND,Drake Nevis,DT,22,LSU
3,88,NOR,Johnny Patrick,DB,23,Louisville
3,89,SDG,Shareece Wright,DB,24,USC
3,90,PHI,Curtis Marsh,DB,23,Utah St.
3,91,ATL,Akeem Dent,LB,23,Georgia
3,92,OAK,Joe Barksdale,T,23,LSU
3,93,CHI,Chris Conte,DB,22,California
3,94,NYJ,Kenrick Ellis,DT,23,Hampton
3,95,PIT,Curtis Brown,DB,22,Texas
3,96,GNB,Alex Green,RB,23,Hawaii
3,97,CAR,Sione Fua,DT,23,Stanford
4,98,CAR,Brandon Hogan,DB,23,West Virginia
4,99,SEA,K.J. Wright,LB,22,Mississippi St.
4,100,BUF,Da'Norris Searcy,DB,22,North Carolina
4,101,CIN,Clint Boling,G,22,Georgia
4,102,CLE,Jordan Cameron,TE,23,USC
4,103,ARI,Sam Acho,DE,23,Texas
4,104,TAM,Luke Stocker,TE,23,Tennessee
4,105,WAS,Roy Helu,RB,22,Nebraska
4,106,MIN,Christian Ballard,DT,22,Iowa
4,107,SEA,Kris Durham,WR,23,Georgia
4,108,DEN,Quinton Carter,DB,23,Oklahoma
4,109,TEN,Colin McCarthy,LB,22,Miami (FL)
4,110,DAL,David Arkin,G,23,Missouri State
