Round,Pick,Team,Player,Position,Age,School
1,1,DET,Matthew Stafford,QB,21,Georgia
1,2,STL,Jason Smith,T,23,Baylor
1,3,KAN,Tyson Jackson,DE,23,LSU
1,4,SEA,Aaron Curry,LB,23,Wake Forest
1,5,NYJ,Mark Sanchez,QB,22,USC
1,6,CIN,Andre Smith,T,22,Alabama
1,7,OAK,Darrius Heyward-Bey,WR,22,Maryland
1,8,JAX,Eugene Monroe,T,22,Virginia
1,9,GNB,B.J. Raji,DT,23,Boston Col.
1,10,SFO,Michael Crabtree,WR,21,Texas Tech
1,11,BUF,Aaron Maybin,DE,21,Penn St.
1,12,DEN,Knowshon Moreno,RB,22,Georgia
1,13,WAS,Brian Orakpo,LB,23,Texas
1,14,NOR,Malcolm Jenkins,DB,21,Ohio St.
1,15,HOU,Brian Cushing,LB,22,USC
1,16,SDG,Larry English,LB,23,Northern Illinois
1,17,TAM,Josh Freeman,QB,21,Kansas St.
1,18,DEN,Robert Ayers,DE,24,Tennessee
1,19,PHI,Jeremy Maclin,WR,21,Missouri
1,20,DET,Brandon Pettigrew,TE,24,Oklahoma St.
1,21,CLE,Alex Mack,C,23,California
1,22,MIN,Percy Harvin,WR,21,Florida
1,23,BAL,Michael Oher,T,23,Mississippi
1,24,ATL,Peria Jerry,DT,25,Mississippi
1,25,MIA,Vontae Davis,DB,21,Illinois
1,26,GNB,Clay Matthews,LB,23,USC
1,27,IND,Donald Brown,RB,22,Connecticut
1,28,BUF,Eric Wood,C,23,Louisville
1,29,NYG,Hakeem Nicks,WR,21,North Carolina
1,30,TEN,Kenny Britt,WR,20,Rutgers
1,31,ARI,Beanie Wells,RB,21,Ohio St.
1,32,PIT,Evander Hood,DE,22,Missouri
2,33,DET,Louis Delmas,DB,22,Western Michigan
2,34,NWE,Patrick Chung,DB,22,Oregon
2,35,STL,James Laurinaitis,LB,22,Ohio St.
2,36,CLE,Brian Robiskie,WR,21,Ohio St.
2,37,DEN,Alphonso Smith,DB,23,Wake Forest
