Round,Pick,Team,Player,Position,Age,School
2,38,CIN,Rey Maualuga,LB,22,USC
2,39,JAX,Eben Britton,T,21,Arizona
2,40,NWE,Ron Brace,DT,22,Boston Col.
2,41,NWE,Darius Butler,DB,23,Connecticut
2,42,BUF,Jairus Byrd,DB,22,Oregon
2,43,CAR,Everette Brown,DE,22,Florida St.
2,44,MIA,Pat White,QB,23,West Virginia
2,45,NYG,Clint Sintim,LB,23,Virginia
2,46,HOU,Connor Barwin,DE,22,Cincinnati
2,47,OAK,Mike Mitchell,DB,22,Ohio
2,48,DEN,Darcel McBath,DB,23,Texas Tech
2,49,SEA,Max Unger,C,23,Oregon
2,50,CLE,Mohamed Massaquoi,WR,22,Georgia
2,51,BUF,Andy Levitre,G,23,Oregon St.
2,52,CLE,David Veikune,LB,23,Hawaii
2,53,PHI,LeSean McCoy,RB,21,Pittsburgh
2,54,MIN,Phil Loadholt,T,23,Oklahoma
2,55,ATL,William Moore,DB,24,Missouri
2,56,IND,Fili Moala,DT,24,USC
2,57,BAL,Paul Kruger,DE,23,Utah
2,58,NWE,Sebastian Vollmer,T,25,Houston
2,59,CAR,Sherrod Martin,DB,24,Troy
2,60,NYG,Will Beatty,T,24,Connecticut
2,61,MIA,Sean Smith,DB,22,Utah
2,62,TEN,Sen'Derrick Marks,DT,22,Auburn
2,63,ARI,Cody Brown,LB,22,Connecticut
2,64,DEN,Richard Quinn,TE,23,North Carolina
3,65,NYJ,Shonn Greene,RB,24,Iowa
3,66,STL,Bradley Fletcher,DB,23,Iowa
3,67,KAN,Alex Magee,DE,22,Purdue
3,68,CHI,Jarron Gilbert,DT,22,San Jose St.
3,69,DAL,Jason Williams,LB,23,Western Illinois
3,70,CIN,Michael Johnson,DE,22,Georgia Tech
3,71,OAK,Matt Shaughnessy,DE,22,Wisconsin
3,72,JAX,Terrance Knighton,DT,23,Temple
3,73,JAX,Derek Cox,DB,22,William & Mary
3,74,SFO,Glen Coffee,RB,22,Alabama
3,75,DAL,Robert Brewster,T,23,Ball St.
3,76,DET,DeAndre Levy,LB,22,Wisconsin
3,77,HOU,Antoine Caldwell,G,23,Alabama
3,78,SDG,Louis Vasquez,G,22,Texas Tech
3,79,PIT,Kraig Urbik,T,23,Wisconsin
3,80,WAS,Kevin Barnes,DB,22,Maryland
3,81,TAM,Roy Miller,DT,22,Texas
3,82,DET,Derrick Williams,WR,23,Penn St.
3,83,NWE,Brandon Tate,WR,21,North Carolina
3,84,PIT,Mike Wallace,WR,23,Mississippi
3,85,NYG,Ramses Barden,WR,23,Cal Poly-San Luis Obispo
3,86,MIN,Asher Allen,DB,21,Georgia
3,87,MIA,Patrick Turner,WR,22,USC
3,88,BAL,Lardarius Webb,DB,23,Nicholls St.
3,89,TEN,Jared Cook,TE,22,South Carolina
3,90,ATL,Chris Owens,DB,22,San Jose St.
3,91,SEA,Deon Butler,WR,23,Penn St.
3,92,IND,Jerraud Powers,DB,22,Auburn
3,93,CAR,Corvey Irvin,DT,24,Georgia
3,94,TEN,Ryan Mouton,DB,22,Hawaii
3,95,ARI,Rashad Johnson,DB,23,Alabama
3,96,PIT,Keenan Lewis,DB,23,Oregon St.
3,97,NWE,Tyrone McKenzie,LB,23,South Florida
3,98,CIN,Chase Coffman,TE,22,Missouri
3,99,CHI,Juaquin Iglesias,WR,22,Oklahoma
3,100,NYG,Travis Beckum,TE,22,Wisconsin
4,101,DAL,Stephen McGee,QB,23,Texas A&M
4,102,KAN,Donald Washington,DB,23,Ohio St.
4,103,STL,Darell Scott,DT,23,Clemson
4,104,CLE,Kaluka Maiava,LB,22,USC
4,105,CHI,Henry Melton,DE,22,Texas
4,106,CIN,Jonathan Luigs,C,23,Arkansas
4,107,JAX,Mike Thomas,WR,22,Arizona
4,108,MIA,Brian Hartline,WR,22,Ohio St.
4,109,GNB,T.J. Lang,T,21,East. Michigan
4,110,DAL,Victor Butler,LB,22,Oregon St.
4,111,CAR,Mike Goodson,RB,22,Texas A&M
4,112,HOU,Glover Quin,DB,23,New Mexico
4,113,SDG,Vaughn Martin,DT,23,Western Ontario
4,114,DEN,David Bruton,DB,22,Notre Dame
4,115,DET,Sammie Lee Hill,DT,22,Stillman
4,116,NOR,Chip Vaughn,DB,23,Wake Forest
4,117,TAM,Kyle Moore,DE,22,USC
4,118,NOR,Stanley Arnoux,LB,22,Wake Forest
4,119,CHI,D.J. Moore,DB,22,Vanderbilt
4,120,DAL,Brandon Williams,DE,21,Texas Tech
4,121,BUF,Shawn Nelson,TE,23,Southern Miss
4,122,HOU,Anthony Hill,TE,24,North Carolina St.
4,123,NWE,Rich Ohrnberger,G,23,Penn St.
4,124,OAK,Louis Murphy,WR,22,Florida
4,125,ATL,Lawrence Sidbury,DE,23,Richmond
4,126,OAK,Slade Norris,DE,23,Oregon St.
4,127,IND,Austin Collie,WR,23,BYU
4,128,CAR,Tony Fiammetta,RB,23,Syracuse
4,129,NYG,Andre Brown,RB,22,North Carolina St.
4,130,TEN,Gerald McRath,LB,23,Southern Miss
4,131,ARI,Greg Toler,DB,24,St. Paul's
4,132,DEN,Seth Olsen,G,23,Iowa
4,133,SDG,Tyronne Green,G,23,Auburn
4,134,SDG,Gartrell Johnson,RB,23,Colorado St.
4,135,TEN,Troy Kropog,T,23,Tulane
4,136,IND,Terrance Taylor,DT,,Michigan
5,137,BAL,Jason Phillips,LB,23,TCU
5,138,ATL,William Middleton,DB,23,Furman
5,139,KAN,Colin Brown,T,24,Missouri
5,140,CHI,Johnny Knox,WR,22,Abilene Christian
5,141,DEN,Kenny McKinley,WR,22,South Carolina
5,142,CIN,Kevin Huber,P,24,Cincinnati
5,143,DAL,DeAngelo Smith,DB,23,Cincinnati
5,144,JAX,Jarett Dillard,WR,23,Rice
5,145,GNB,Quinn Johnson,RB,22,LSU
5,146,SFO,Scott McKillop,LB,23,Pittsburgh
5,147,BUF,Nic Harris,LB,22,Oklahoma
5,148,SDG,Brandon Hughes,DB,23,Oregon St.
5,149,BAL,Davon Drew,TE,23,East Carolina
5,150,MIN,Jasper Brinkley,LB,24,South Carolina
5,151,NYG,Rhett Bomar,QB,24,Sam Houston St.
5,152,HOU,James Casey,TE,24,Rice
5,153,PHI,Cornelius Ingram,TE,24,Florida
5,154,CHI,Marcus Freeman,LB,,Ohio St.
5,155,TAM,Xavier Fulton,T,23,Illinois
5,156,ATL,Garrett Reynolds,T,22,North Carolina
5,157,PHI,Victor Harris,DB,23,Virginia Tech
5,158,WAS,Cody Glenn,LB,22,Nebraska
5,159,PHI,Fenuki Tupou,T,24,Oregon
5,160,STL,Brooks Foster,WR,23,North Carolina
5,161,MIA,John Nalbone,TE,23,Monmouth
5,162,GNB,Jamon Meredith,T,23,South Carolina
5,163,CAR,Duke Robinson,G,22,Oklahoma
5,164,NOR,Thomas Morstead,P,23,SMU
5,165,MIA,Chris Clemons,DB,23,Clemson
5,166,DAL,Michael Hamlin,DB,23,Clemson
5,167,ARI,Herman Johnson,T,24,LSU
5,168,PIT,Joe Burnett,DB,22,Central Florida
5,169,PIT,Frank Summers,RB,24,UNLV
5,170,NWE,George Bussey,T,24,Louisville
5,171,SFO,Nate Davis,QB,22,Ball St.
5,172,DAL,David Buehler,K,22,USC
5,173,TEN,Javon Ringer,RB,22,Michigan St.
6,174,DEN,Tom Brandstater,QB,24,Fresno St.
6,175,KAN,Quinten Lawrence,WR,24,McNeese St.
6,176,ATL,Spencer Adkins,LB,22,Miami (FL)
6,177,CLE,Don Carey,DB,22,Norfolk St.
6,178,SEA,Mike Teel,QB,23,Rutgers
6,179,CIN,Morgan Trent,DB,23,Michigan
6,180,JAX,Zach Miller,TE,24,Nebraska-Omaha
6,181,MIA,Andrew Gardner,T,23,Georgia Tech
6,182,GNB,Jarius Wynn,DE,23,Georgia
6,183,BUF,Cary Harris,DB,22,USC
6,184,SFO,Bear Pascoe,TE,23,Fresno St.
6,185,BAL,Cedric Peerman,RB,22,Virginia
6,186,WAS,Robert Henson,LB,23,TCU
6,187,GNB,Brandon Underwood,DB,23,Cincinnati
6,188,HOU,Brice McCain,DB,22,Utah
6,189,SDG,Kevin Ellison,LB,22,USC
6,190,CHI,Al Afalava,DB,22,Oregon St.
6,191,CLE,Coye Francies,DB,22,San Jose St.
6,192,DET,Aaron Brown,RB,23,TCU
6,193,NYJ,Matt Slauson,G,23,Nebraska
6,194,PHI,Brandon Gibson,WR,22,Washington St.
6,195,CLE,James Davis,RB,23,Clemson
6,196,STL,Keith Null,QB,23,West Texas A&M
6,197,DAL,Stephen Hodge,DB,22,TCU
6,198,NWE,Jake Ingram,C,23,Hawaii
6,199,OAK,Stryker Sulak,DE,,Missouri
6,200,NYG,DeAndre Wright,DB,23,New Mexico
6,201,IND,Curtis Painter,QB,24,Purdue
6,202,OAK,Brandon Myers,TE,24,Iowa
6,203,TEN,Jason McCourty,DB,22,Rutgers
6,204,ARI,Will Davis,DE,23,Illinois
6,205,PIT,Ra'Shon Harris,DT,23,Oregon
6,206,TEN,Dominique Edison,WR,23,S.F. Austin
6,207,NWE,Myron Pryor,DT,23,Kentucky
6,208,DAL,John Phillips,TE,22,Virginia
6,209,CIN,Bernard Scott,RB,25,Abilene Christian
7,210,ATL,Vance Walker,DT,22,Georgia Tech
7,211,STL,Chris Ogbonnaya,RB,23,Texas
7,212,KAN,Javarris Williams,RB,23,Tennessee St.
7,213,PHI,Paul Fanaika,G,23,Arizona St.
7,214,MIA,J.D. Folsom,LB,25,Weber St.
7,215,CIN,Fui Vakapuna,RB,25,BYU
7,216,CAR,Captain Munnerlyn,DB,21,South Carolina
7,217,TAM,E.J. Biggers,DB,22,Western Michigan
7,218,GNB,Brad Jones,LB,23,Colorado
7,219,SFO,Curtis Taylor,DB,24,LSU
7,220,BUF,Ellis Lankster,DB,22,West Virginia
7,221,WAS,Eddie Williams,RB,22,Idaho
7,222,IND,Pat McAfee,K,22,West Virginia
7,223,HOU,Troy Nolan,DB,23,Arizona St.
7,224,SDG,Demetrius Byrd,WR,,LSU
7,225,DEN,Blake Schlueter,C,23,TCU
7,226,PIT,A.Q. Shipley,C,23,Penn St.
7,227,DAL,Mike Mickens,DB,22,Cincinnati
7,228,DET,Lydon Murtha,T,23,Nebraska
7,229,DAL,Manuel Johnson,WR,22,Oklahoma
7,230,PHI,Moise Fokou,LB,24,Maryland
7,231,MIN,Jamarca Sanford,DB,24,Mississippi
7,232,NWE,Julian Edelman,WR,23,Kent St.
7,233,TAM,Sammie Stroughter,WR,23,Oregon St.
7,234,NWE,Darryl Richard,DT,23,Georgia Tech
7,235,DET,Zack Follett,LB,22,California
7,236,IND,Jaimie Thomas,T,23,Maryland
7,237,KAN,Jake O'Connell,TE,23,Miami (OH)
7,238,NYG,Stoney Woodson,DB,,South Carolina
7,239,TEN,Ryan Durand,G,23,Syracuse
7,240,ARI,LaRod Stephens-Howling,RB,22,Pittsburgh
7,241,PIT,David Johnson,TE,22,Arkansas St.
7,242,TEN,Nick Schommer,DB,23,North Dakota St.
7,243,WAS,Marko Mitchell,WR,24,Nevada
7,244,SFO,Ricky Jean-Francois,DT,22,LSU
7,245,SEA,Courtney Greene,DB,22,Rutgers
7,246,CHI,Lance Louis,G,24,San Diego St.
7,247,SEA,Nick Reed,DE,22,Oregon
7,248,SEA,Cameron Morrah,TE,22,California
7,249,CIN,Clinton McDonald,DT,22,Memphis
7,250,JAX,Rashad Jennings,RB,24,Liberty
7,251,CHI,Derek Kinder,WR,,Pittsburgh
7,252,CIN,Freddie Brown,WR,,Utah
7,253,JAX,Tiquan Underwood,WR,22,Rutgers
7,254,ARI,Trevor Canfield,G,23,Cincinnati
7,255,DET,Dan Gronkowski,TE,24,Maryland
7,256,KAN,Ryan Succop,K,22,South Carolina
