Round,Pick,Team,Player,Position,Age,School
1,1,JAX,Trevor Lawrence,QB,21,Clemson
1,2,NYJ,Zach Wilson,QB,22,BYU
1,3,SFO,Trey Lance,QB,21,North Dakota St.
1,4,ATL,Kyle Pitts,TE,20,Florida
1,5,CIN,Ja'Marr Chase,WR,21,LSU
1,6,MIA,Jaylen Waddle,WR,22,Alabama
1,7,DET,Penei Sewell,OL,20,Oregon
1,8,CAR,Jaycee Horn,DB,21,South Carolina
1,9,DEN,Patrick Surtain II,DB,21,Alabama
1,10,PHI,DeVonta Smith,WR,22,Alabama
1,11,CHI,Justin Fields,QB,22,Ohio St.
1,12,DAL,Micah Parsons,LB,22,Penn St.
1,13,LAC,Rashawn Slater,OL,22,Northwestern
1,14,NYJ,Alijah Vera-Tucker,OL,22,USC
1,15,NWE,Mac Jones,QB,23,Alabama
1,16,ARI,Zaven Collins,LB,22,Tulsa
1,17,LVR,Alex Leatherwood,OL,22,Alabama
1,18,MIA,Jaelan Phillips,DL,22,Miami (FL)
1,19,WAS,Jamin Davis,LB,22,Kentucky
1,20,NYG,Kadarius Toney,WR,22,Florida
1,21,IND,Kwity Paye,DL,22,Michigan
1,22,TEN,Caleb Farley,DB,22,Virginia Tech
1,23,MIN,Christian Darrisaw,OL,22,Virginia Tech
1,24,PIT,Najee Harris,RB,23,Alabama
1,25,JAX,Travis Etienne,RB,22,Clemson
1,26,CLE,Greg Newsome II,DB,21,Northwestern
1,27,BAL,Rashod Bateman,WR,21,Minnesota
1,28,NOR,Payton Turner,DE,23,Houston
1,29,GNB,Eric Stokes,DB,22,Georgia
1,30,BUF,Gregory Rousseau,DL,21,Miami (FL)
1,31,BAL,Odafe Oweh,DE,22,Penn St.
1,32,TAM,Joe Tryon-Shoyinka,OLB,22,Washington
2,33,JAX,Tyson Campbell,DB,21,Georgia
2,34,NYJ,Elijah Moore,WR,21,Mississippi
2,35,DEN,Javonte Williams,RB,21,North Carolina
2,36,MIA,Jevon Holland,S,21,Oregon
2,37,PHI,Landon Dickerson,OL,22,Alabama
2,38,NWE,Christian Barmore,DL,22,Alabama
2,39,CHI,Teven Jenkins,OL,23,Oklahoma St.
2,40,ATL,Richie Grant,DB,23,Central Florida
2,41,DET,Levi Onwuzurike,DL,23,Washington
2,42,MIA,Liam Eichenberg,OL,23,Notre Dame
2,43,LVR,Trevon Moehrig,S,22,TCU
2,44,DAL,Kelvin Joseph,DB,20,Kentucky
2,45,JAX,Walker Little,T,22,Stanford
2,46,CIN,Jackson Carman,T,21,Clemson
2,47,LAC,Asante Samuel Jr.,DB,21,Florida St.
2,48,SFO,Aaron Banks,OL,24,Notre Dame
2,49,ARI,Rondale Moore,WR,21,Purdue
2,50,NYG,Azeez Ojulari,OLB,21,Georgia
