Round,Pick,Team,Player,Position,Age,School
1,1,CIN,Ki-Jana Carter,RB,21,Penn St.
1,2,JAX,Tony Boselli HOF,T,23,USC
1,3,HOU,Steve McNair,QB,22,Alcorn St.
1,4,WAS,Michael Westbrook,WR,23,Colorado
1,5,CAR,Kerry Collins,QB,22,Penn St.
1,6,STL,Kevin Carter,DE,21,Florida
1,7,PHI,Mike Mamula,DE,22,Boston Col.
1,8,SEA,Joey Galloway,WR,23,Ohio St.
1,9,NYJ,Kyle Brady,TE,23,Penn St.
1,10,SFO,J.J. Stokes,WR,22,UCLA
1,11,MIN,Derrick Alexander,DE,21,Florida St.
1,12,TAM,Warren Sapp HOF,DT,22,Miami (FL)
1,13,NOR,Mark Fields,LB,22,Washington St.
1,14,BUF,Ruben Brown,G,23,Pittsburgh
1,15,IND,Ellis Johnson,DT,21,Florida
1,16,NYJ,Hugh Douglas,DE,24,Central State (OH)
1,17,NYG,Tyrone Wheatley,RB,23,Michigan
1,18,OAK,Napoleon Kaufman,RB,22,Washington
1,19,JAX,James Stewart,RB,23,Tennessee
1,20,DET,Luther Elliss,DT,22,Utah
1,21,CHI,Rashaan Salaam,RB,20,Colorado
1,22,CAR,Tyrone Poole,DB,23,Fort Valley St.
1,23,NWE,Ty Law HOF,DB,21,Michigan
1,24,MIN,Korey Stringer,T,21,Ohio St.
1,25,MIA,Billy Milner,T,23,Houston
1,26,ATL,Devin Bush Sr.,DB,22,Florida St.
1,27,PIT,Mark Bruener,TE,22,Washington
1,28,TAM,Derrick Brooks HOF,LB,22,Florida St.
1,29,CAR,Blake Brockermeyer,T,22,Texas
1,30,CLE,Craig Powell,LB,23,Ohio St.
1,31,KAN,Trezelle Jenkins,T,22,Michigan
1,32,GNB,Craig Newsome,DB,24,Arizona St.
2,33,NYJ,Matt O'Dwyer,G,23,Northwestern
2,34,SDG,Terrance Shaw,DB,21,S.F. Austin
2,35,HOU,Anthony Cook,DE,23,South Carolina St.
2,36,CAR,Shawn King,DE,23,La-Monroe
2,37,WAS,Cory Raymer,C,22,Wisconsin
2,38,STL,Zach Wiegert,G,23,Nebraska
2,39,SEA,Christian Fauria,TE,23,Colorado
2,40,JAX,Brian DeMarco,G,23,Michigan St.
2,41,ATL,Ron Davis,DB,23,Tennessee
2,42,MIN,Orlando Thomas,DB,22,Louisiana
2,43,TAM,Melvin Johnson,DB,23,Kentucky
2,44,NOR,Ray Zellars,RB,22,Notre Dame
2,45,BUF,Todd Collins,QB,23,Michigan
2,46,DAL,Sherman Williams,RB,22,Alabama
2,47,ARI,Frank Sanders,WR,22,Auburn
2,48,IND,Ken Dilger,TE,24,Illinois
2,49,OAK,Barret Robbins,C,22,TCU
2,50,PHI,Bobby Taylor,DB,21,Notre Dame
2,51,SDG,Terrell Fletcher,RB,21,Wisconsin
2,52,CHI,Pat Riley,DE,23,Miami (FL)
2,53,MIA,Andrew Greene,G,25,Indiana
2,54,NYG,Scott Gragg,T,23,Montana
2,55,MIN,Corey Fuller,DB,24,Florida St.
2,56,CHI,Todd Sauerbrun,P,22,West Virginia
2,57,NWE,Ted Johnson,LB,22,Colorado
2,58,PHI,Barrett Brooks,T,23,Kansas St.
2,59,DAL,Kendell Watkins,TE,22,Mississippi St.
2,60,PIT,Kordell Stewart,QB,22,Colorado
2,61,SDG,Jimmy Oliver,WR,,TCU
2,62,STL,Jesse James,C,23,Mississippi St.
2,63,DAL,Shane Hannah,G,,Michigan St.
2,64,JAX,Bryan Schwartz,LB,23,Augustana (SD)
3,65,GNB,Darius Holland,DT,21,Colorado
3,66,GNB,William Henderson,FB,24,North Carolina
3,67,HOU,Chris Sanders,WR,23,Ohio St.
3,68,WAS,Darryl Pounds,DB,23,Nicholls St.
3,69,CIN,Melvin Tuten,T,23,Syracuse
3,70,DET,David Sloan,TE,23,New Mexico
3,71,JAX,Chris Hudson,DB,23,Colorado
3,72,PHI,Greg Jefferson,DE,24,Central Florida
3,73,GNB,Brian Williams,LB,22,USC
3,74,NWE,Curtis Martin HOF,RB,22,Pittsburgh
3,75,NOR,Mike Verstegen,G,23,Wisconsin
3,76,BUF,Marlon Kerner,DB,22,Ohio St.
3,77,ATL,Lorenzo Styles,LB,21,Ohio St.
3,78,PHI,Chris Jones,WR,24,Miami (FL)
3,79,IND,Zack Crockett,FB,22,Florida St.
3,80,ARI,Stoney Case,QB,23,New Mexico
3,81,KAN,Tamarick Vanover,WR,21,Florida St.
3,82,STL,Steve McLaughlin,K,23,Arizona
3,83,CHI,Sean Harris,LB,23,Arizona
3,84,CLE,Eric Zeier,QB,23,Georgia
3,85,NYG,Rodney Young,DB,22,LSU
3,86,OAK,Joe Aska,RB,23,Central Oklahoma
3,87,CHI,Evan Pilgrim,G,23,BYU
3,88,NWE,Jimmy Hitchcock,DB,24,North Carolina
3,89,HOU,Rodney Thomas,RB,22,Texas A&M
3,90,GNB,Antonio Freeman,WR,23,Virginia Tech
3,91,PIT,Brendan Stai,G,23,Nebraska
3,92,DAL,Charlie Williams,DB,23,Bowling Green
3,93,SDG,Don Sasa,DT,22,Washington St.
3,94,CLE,Mike Frederick,DE,23,Virginia
3,95,HOU,Torey Hunter,DB,23,Washington St.
3,96,BUF,Damien Covington,LB,22,North Carolina St.
3,97,KAN,Troy Dumas,LB,22,Nebraska
3,98,SDG,Preston Harrison,LB,,Ohio St.
4,99,JAX,Rob Johnson,QB,22,USC
4,100,SDG,Chris Cowart,LB,,Florida St.
4,101,HOU,Michael Roan,TE,23,Wisconsin
4,102,CIN,Sam Shade,DB,22,Alabama
4,103,WAS,Larry Jones,RB,,Miami (FL)
4,104,SDG,Aaron Hayden,RB,22,Tennessee
4,105,TAM,Jerry Wilson,DB,22,Southern
4,106,NYJ,Melvin Hayes,T,22,Mississippi St.
4,107,NYJ,Tyrone Davis,TE,23,Virginia
4,108,NOR,Dameian Jeffries,DE,22,Alabama
4,109,BUF,Ken Irvin,DB,23,Memphis
