Round,Pick,Team,Player,Position,Age,School
1,1,SFO,Alex Smith,QB,21,Utah
1,2,MIA,Ronnie Brown,RB,23,Auburn
1,3,CLE,Braylon Edwards,WR,22,Michigan
1,4,CHI,Cedric Benson,RB,22,Texas
1,5,TAM,Cadillac Williams,RB,23,Auburn
1,6,TEN,Adam Jones,DB,21,West Virginia
1,7,MIN,Troy Williamson,WR,22,South Carolina
1,8,ARI,Antrel Rolle,DB,22,Miami (FL)
1,9,WAS,Carlos Rogers,DB,24,Auburn
1,10,DET,Mike Williams,WR,21,USC
1,11,DAL,DeMarcus Ware,LB,23,Troy
1,12,SDG,Shawne Merriman,LB,21,Maryland
1,13,NOR,Jammal Brown,T,24,Oklahoma
1,14,CAR,Thomas Davis,LB,22,Georgia
1,15,KAN,Derrick Johnson,LB,22,Texas
1,16,HOU,Travis Johnson,DT,23,Florida St.
1,17,CIN,David Pollack,LB,23,Georgia
1,18,MIN,Erasmus James,DE,22,Wisconsin
1,19,STL,Alex Barron,T,22,Florida St.
1,20,DAL,Marcus Spears,DE,22,LSU
1,21,JAX,Matt Jones,WR,22,Arkansas
1,22,BAL,Mark Clayton,WR,23,Oklahoma
1,23,OAK,Fabian Washington,DB,22,Nebraska
1,24,GNB,Aaron Rodgers,QB,21,California
1,25,WAS,Jason Campbell,QB,23,Auburn
1,26,SEA,Chris Spencer,C,23,Mississippi
1,27,ATL,Roddy White,WR,23,Ala-Birmingham
1,28,SDG,Luis Castillo,DE,22,Northwestern
1,29,IND,Marlin Jackson,DB,22,Michigan
1,30,PIT,Heath Miller,TE,22,Virginia
1,31,PHI,Mike Patterson,DT,22,USC
1,32,NWE,Logan Mankins,G,23,Fresno St.
2,33,SFO,David Baas,G,23,Michigan
2,34,CLE,Brodney Pool,DB,21,Oklahoma
2,35,PHI,Reggie Brown,WR,24,Georgia
2,36,TAM,Barrett Ruud,LB,22,Nebraska
2,37,DET,Shaun Cody,DT,22,USC
2,38,OAK,Stanford Routt,DB,22,Houston
2,39,CHI,Mark Bradley,WR,23,Oklahoma
2,40,NOR,Josh Bullocks,DB,22,Nebraska
2,41,TEN,Michael Roos,T,22,East. Washington
2,42,DAL,Kevin Burnett,LB,22,Tennessee
2,43,NYG,Corey Webster,DB,23,LSU
