Round,Pick,Team,Player,Position,Age,School
1,1,ATL,Michael Vick,QB,21,Virginia Tech
1,2,ARI,Leonard Davis,T,23,Texas
1,3,CLE,Gerard Warren,DT,23,Florida
1,4,CIN,Justin Smith,DE,21,Missouri
1,5,SDG,LaDainian Tomlinson HOF,RB,22,TCU
1,6,NWE,Richard Seymour HOF,DE,21,Georgia
1,7,SFO,Andre Carter,DE,22,California
1,8,CHI,David Terrell,WR,22,Michigan
1,9,SEA,Koren Robinson,WR,21,North Carolina St.
1,10,GNB,Jamal Reynolds,DE,22,Florida St.
1,11,CAR,Dan Morgan,LB,22,Miami (FL)
1,12,STL,Damione Lewis,DT,23,Miami (FL)
1,13,JAX,Marcus Stroud,DT,23,Georgia
1,14,TAM,Kenyatta Walker,T,22,Florida
1,15,WAS,Rod Gardner,WR,23,Clemson
1,16,NYJ,Santana Moss,WR,22,Miami (FL)
1,17,SEA,Steve Hutchinson HOF,G,23,Michigan
1,18,DET,Jeff Backus,T,23,Michigan
1,19,PIT,Casey Hampton,NT,24,Texas
1,20,STL,Adam Archuleta,DB,23,Arizona St.
1,21,BUF,Nate Clements,DB,21,Ohio St.
1,22,NYG,Will Allen,DB,23,Syracuse
1,23,NOR,Deuce McAllister,RB,22,Mississippi
1,24,DEN,Willie Middlebrooks,DB,22,Minnesota
1,25,PHI,Freddie Mitchell,WR,22,UCLA
1,26,MIA,Jamar Fletcher,DB,22,Wisconsin
1,27,MIN,Michael Bennett,RB,23,Wisconsin
1,28,OAK,Derrick Gibson,DB,22,Florida St.
1,29,STL,Ryan Pickett,DT,21,Ohio St.
1,30,IND,Reggie Wayne,WR,22,Miami (FL)
1,31,BAL,Todd Heap,TE,21,Arizona St.
2,32,SDG,Drew Brees,QB,22,Purdue
2,33,CLE,Quincy Morgan,WR,23,Kansas St.
2,34,ARI,Kyle Vanden Bosch,DE,22,Nebraska
2,35,ATL,Alge Crumpler,TE,23,North Carolina
2,36,CIN,Chad Johnson,WR,23,Oregon St.
2,37,IND,Idrees Bashir,DB,22,Memphis
2,38,CHI,Anthony Thomas,RB,23,Michigan
2,39,PIT,Kendrell Bell,LB,23,Georgia
2,40,SEA,Ken Lucas,DB,22,Mississippi
2,41,GNB,Robert Ferguson,WR,21,Texas A&M
2,42,STL,Tommy Polley,LB,23,Florida St.
2,43,JAX,Maurice Williams,T,22,Michigan
2,44,CAR,Kris Jenkins,DT,22,Maryland
2,45,WAS,Fred Smoot,DB,22,Mississippi St.
2,46,BUF,Aaron Schobel,DE,24,TCU
2,47,SFO,Jamie Winborn,LB,22,Vanderbilt
2,48,NWE,Matt Light,T,23,Purdue
2,49,NYJ,LaMont Jordan,RB,22,Maryland
