Rk,Player,School,Conf,G,RushAtt,RushYds,RushAvg,RushTD,Rec,RecYds,RecAvg,RecTD,Plays,TotalYds,YardsPerPlay,TotalTDs
1,Ahman Green,Nebraska,Big 8,11,141,1086,7.7,13,12,102,8.5,3,153,1188,7.8,16
2,Lawrence Phillips,Nebraska,Big 8,5,71,547,7.7,9,4,14,3.5,0,75,561,7.5,9
3,Warrick Dunn,Florida State,ACC,11,166,1242,7.5,13,43,294,6.8,3,209,1536,7.3,16
4,Elijah Williams,Florida,SEC,11,114,858,7.5,7,22,277,12.6,2,136,1135,8.3,9
5,Jake Campbell,Air Force,WAC,11,75,565,7.5,6,25,353,14.1,5,100,918,9.2,11
6,Denvis Manns,New Mexico State,Big West,11,157,1120,7.1,7,33,267,8.1,1,190,1387,7.3,8
7,Lee Ragsdale,Louisiana Tech,Big West,11,108,768,7.1,5,4,22,5.5,1,112,790,7.1,6
8,Terry Jackson,Florida,SEC,12,122,780,6.4,6,20,188,9.4,0,142,968,6.8,6
9,Brett Washington,Hawaii,WAC,11,90,574,6.4,2,,,,,90,574,6.4,2
10,Len Sexton,Wyoming,WAC,9,129,810,6.3,5,14,153,10.9,0,143,963,6.7,5
11,Tshimanga Biakabutuka,Michigan,Big Ten,12,279,1724,6.2,12,4,48,12.0,0,283,1772,6.3,12
12,Shon Mitchell,Texas,SWC,12,176,1099,6.2,10,6,43,7.2,0,182,1142,6.3,10
13,Tommie Frazier,Nebraska,Big 8,11,97,604,6.2,14,,,,,97,604,6.2,14
14,Jerald Moore,Oklahoma,Big 8,10,165,1001,6.1,9,19,216,11.4,1,184,1217,6.6,10
15,Andre Richardson,Oklahoma State,Big 8,11,115,705,6.1,4,17,145,8.5,0,132,850,6.4,4
16,Mike Cloud,Boston College,Big East,12,102,626,6.1,2,8,44,5.5,0,110,670,6.1,2
17,George Jones,San Diego State,WAC,12,305,1842,6.0,23,18,119,6.6,0,323,1961,6.1,23
18,Ricky Williams,Texas,SWC,12,166,990,6.0,8,16,224,14.0,0,182,1214,6.7,8
19,Curtis Enis,Penn State,Big Ten,11,113,683,6.0,4,,,,,113,683,6.0,4
20,Eddie George,Ohio State,Big Ten,13,328,1927,5.9,24,47,417,8.9,1,375,2344,6.3,25
21,David Thompson,Oklahoma State,Big 8,12,256,1509,5.9,8,5,36,7.2,1,261,1545,5.9,9
22,Mike Alstott,Purdue,Big Ten,11,243,1436,5.9,11,25,162,6.5,0,268,1598,6.0,11
23,Stephen Davis,Auburn,SEC,11,180,1068,5.9,14,10,128,12.8,3,190,1196,6.3,17
24,Chris Fuamatu-Ma'afala,Utah,WAC,12,141,834,5.9,9,1,6,6.0,0,142,840,5.9,9
25,Troy Davis,Iowa State,Big 8,11,345,2010,5.8,15,14,159,11.4,1,359,2169,6.0,16
26,Rashaan Shehee,Washington,Pac-10,11,166,957,5.8,15,21,183,8.7,0,187,1140,6.1,15
27,Duce Staley,South Carolina,SEC,11,127,736,5.8,8,31,236,7.6,2,158,972,6.2,10
28,Damon Washington,Colorado State,WAC,11,104,600,5.8,2,4,38,9.5,0,108,638,5.9,2
29,Yoncy Edmonds,Rice,SWC,11,84,490,5.8,2,11,175,15.9,2,95,665,7.0,4
30,Randy Kinder,Notre Dame,Ind,10,143,809,5.7,9,8,75,9.4,1,151,884,5.9,10
31,Brandon Wilkerson,Air Force,WAC,12,89,510,5.7,2,3,14,4.7,0,92,524,5.7,2
32,Raymond Priester,Clemson,ACC,12,238,1322,5.6,6,12,74,6.2,0,250,1396,5.6,6
33,Beau Morgan,Air Force,WAC,12,229,1285,5.6,19,,,,,229,1285,5.6,19
34,Winslow Oliver,New Mexico,WAC,11,162,915,5.6,4,22,228,10.4,2,184,1143,6.2,6
35,Ken Oxendine,Virginia Tech,Big East,11,106,593,5.6,4,13,89,6.8,0,119,682,5.7,4
36,Byron Hanspard,Texas Tech,SWC,11,248,1374,5.5,11,35,474,13.5,7,283,1848,6.5,18
37,Reggie Brown,Fresno State,WAC,10,131,719,5.5,9,18,183,10.2,3,149,902,6.1,12
38,Jim Vackaro,Western Michigan,MAC,11,128,702,5.5,5,23,184,8.0,1,151,886,5.9,6
39,Moe Williams,Kentucky,SEC,11,294,1600,5.4,17,19,153,8.1,0,313,1753,5.6,17
40,Charles Talley,Northern Illinois,Big West,11,285,1540,5.4,7,3,-7,-2.3,0,288,1533,5.3,7
41,Abu Wilson,Utah State,Big West,11,275,1476,5.4,15,38,375,9.9,0,313,1851,5.9,15
42,Tony Burton,UNLV,Big West,11,163,880,5.4,5,23,277,12.0,4,186,1157,6.2,9
43,L.T. Levine,Kansas,Big 8,10,156,841,5.4,8,25,117,4.7,1,181,958,5.3,9
44,Edwin Watson,Purdue,Big Ten,11,102,553,5.4,5,6,41,6.8,0,108,594,5.5,5
45,Leon Neal,Washington,Pac-10,5,100,539,5.4,3,17,108,6.4,1,117,647,5.5,4
46,Lendon Henry,Colorado,Big 8,10,85,463,5.4,4,4,110,27.5,1,89,573,6.4,5
47,Wasean Tait,Toledo,MAC,11,357,1905,5.3,20,19,183,9.6,0,376,2088,5.6,20
48,Karim Abdul-Jabbar,UCLA,Pac-10,12,296,1571,5.3,12,20,188,9.4,1,316,1759,5.6,13
49,Jay Graham,Tennessee,SEC,11,272,1438,5.3,12,20,160,8.0,1,292,1598,5.5,13
50,Tiki Barber,Virginia,ACC,12,265,1397,5.3,14,22,216,9.8,2,287,1613,5.6,16
51,Jerod Douglas,Baylor,SWC,11,211,1114,5.3,8,12,81,6.8,0,223,1195,5.4,8
52,Bruno Heppell,Western Michigan,MAC,11,133,699,5.3,7,14,134,9.6,0,147,833,5.7,7
53,Mike Archie,Penn State,Big Ten,11,97,512,5.3,1,21,141,6.7,2,118,653,5.5,3
54,Tarik Smith,California,Pac-10,11,74,391,5.3,2,6,27,4.5,0,80,418,5.2,2
55,Eric Hickson,Kansas State,Big 8,11,158,816,5.2,8,14,173,12.4,0,172,989,5.8,8
56,Marlon Barnes,Colorado,Big 8,11,85,444,5.2,6,5,22,4.4,0,90,466,5.2,6
57,Corey Rogers,Purdue,Big Ten,11,82,424,5.2,8,3,14,4.7,0,85,438,5.2,8
58,Jamey Whitlock,Rice,SWC,11,76,395,5.2,7,6,58,9.7,0,82,453,5.5,7
59,Deland McCullough,Miami (OH),MAC,11,321,1627,5.1,14,19,97,5.1,0,340,1724,5.1,14
60,Toraino Singleton,UTEP,WAC,12,268,1358,5.1,8,17,160,9.4,0,285,1518,5.3,8
61,Joe Abdullah,Pacific,Big West,11,263,1334,5.1,11,34,460,13.5,3,297,1794,6.0,14
62,Reggie Williams,Tulsa,Ind,7,144,729,5.1,4,5,36,7.2,0,149,765,5.1,4
63,Marc Edwards,Notre Dame,Ind,11,140,717,5.1,9,25,361,14.4,3,165,1078,6.5,12
64,Autry Denson,Notre Dame,Ind,11,137,695,5.1,8,6,65,10.8,0,143,760,5.3,8
65,Charles Wiley,Georgia Tech,ACC,11,96,494,5.1,5,6,56,9.3,0,102,550,5.4,5
66,Mike Scott,Eastern Michigan,MAC,11,82,418,5.1,5,5,31,6.2,0,87,449,5.2,5
67,Ernie Wilson,Nevada,Big West,7,77,390,5.1,5,3,19,6.3,0,80,409,5.1,5
68,Danyell Ferguson,Miami (FL),Big East,11,212,1069,5.0,12,22,248,11.3,1,234,1317,5.6,13
69,Frank Madu,Washington State,Pac-10,11,173,870,5.0,6,12,77,6.4,0,185,947,5.1,6
70,Chris Darkins,Minnesota,Big Ten,8,164,825,5.0,6,12,97,8.1,0,176,922,5.2,6
71,Chris Hopkins,Arizona State,Pac-10,11,130,646,5.0,4,17,104,6.1,0,147,750,5.1,4
72,Chad Bosch,Rutgers,Big East,11,71,356,5.0,2,4,88,22.0,0,75,444,5.9,2
73,Marc Renaud,Michigan State,Big Ten,11,216,1057,4.9,3,24,226,9.4,0,240,1283,5.3,3
74,Jerris McPhail,East Carolina,Ind,10,185,910,4.9,5,38,342,9.0,2,223,1252,5.6,7
75,Kevin Faulk,LSU,SEC,10,174,852,4.9,6,5,86,17.2,1,179,938,5.2,7
76,Donald Lindsey,San Jose State,Big West,11,164,805,4.9,6,15,108,7.2,1,179,913,5.1,7
77,Savon Edwards,Eastern Michigan,MAC,11,148,732,4.9,2,43,432,10.0,3,191,1164,6.1,5
78,Emory Smith,Clemson,ACC,12,145,712,4.9,14,6,31,5.2,1,151,743,4.9,15
79,Jason Armstrong,Louisiana Tech,Big West,11,141,689,4.9,7,18,154,8.6,1,159,843,5.3,8
80,Malcolm Thomas,Syracuse,Big East,10,124,603,4.9,8,19,183,9.6,1,143,786,5.5,9
81,Ty King,Miami (OH),MAC,11,96,470,4.9,6,9,91,10.1,0,105,561,5.3,6
82,Silas Massey,Central Michigan,MAC,11,225,1089,4.8,8,11,58,5.3,1,236,1147,4.9,9
83,Kin Minor,Nevada,Big West,9,218,1052,4.8,9,11,56,5.1,0,229,1108,4.8,9
84,Corey Walker,Arkansas State,Big West,11,212,1013,4.8,9,42,411,9.8,4,254,1424,5.6,13
85,Anthony Bookman,Stanford,Pac-10,11,181,872,4.8,3,20,221,11.1,2,201,1093,5.4,5
86,Herchell Troutman,Colorado,Big 8,11,171,826,4.8,5,19,301,15.8,3,190,1127,5.9,8
87,Chris McCoy,Navy,Ind,11,168,803,4.8,7,1,17,17.0,0,169,820,4.9,7
88,June Henley,Kansas,Big 8,11,158,766,4.8,8,26,312,12.0,0,184,1078,5.9,8
89,Steve Hookfin,Ohio,MAC,11,140,668,4.8,0,2,6,3.0,0,142,674,4.7,0
90,Jerome Oliver,Fresno State,WAC,11,121,583,4.8,3,8,41,5.1,0,129,624,4.8,3
91,Terry Battle,Arizona State,Pac-10,11,98,474,4.8,3,3,45,15.0,0,101,519,5.1,3
92,Eric Booth,Southern Mississippi,Ind,11,95,457,4.8,3,4,51,12.8,2,99,508,5.1,5
93,Delon Washington,USC,Pac-10,12,236,1109,4.7,6,7,99,14.1,0,243,1208,5.0,6
94,Scott Greene,Michigan State,Big Ten,11,125,590,4.7,17,33,291,8.8,0,158,881,5.6,17
95,Chris Shelton,New Mexico,WAC,11,99,468,4.7,2,8,230,28.8,2,107,698,6.5,4
96,Corby Jones,Missouri,Big 8,6,78,368,4.7,4,,,,,78,368,4.7,4
97,Koi Woods,TCU,SWC,11,74,347,4.7,2,15,156,10.4,0,89,503,5.7,2
98,Darnell Autry,Northwestern,Big Ten,12,387,1785,4.6,17,27,168,6.2,1,414,1953,4.7,18
99,C.J. Williams,Georgia Tech,ACC,11,245,1138,4.6,12,21,102,4.9,1,266,1240,4.7,13
100,Leeland McElroy,Texas A&M,SWC,10,246,1122,4.6,13,25,379,15.2,3,271,1501,5.5,16
101,Keffer McGee,Mississippi State,SEC,11,235,1072,4.6,13,27,295,10.9,2,262,1367,5.2,15
102,E.J. Watson,Colorado State,WAC,10,194,885,4.6,7,11,101,9.2,0,205,986,4.8,7
103,Tremayne Stephens,North Carolina State,ACC,11,186,849,4.6,5,14,126,9.0,2,200,975,4.9,7
104,Alex Smith,Indiana,Big Ten,6,166,769,4.6,3,11,58,5.3,0,177,827,4.7,3
105,Ronnie McAda,Army,Ind,11,154,701,4.6,10,,,,,154,701,4.6,10
106,Bruce Presley,Rutgers,Big East,10,147,678,4.6,6,9,107,11.9,0,156,785,5.0,6
107,Mike Mitchell,Stanford,Pac-10,11,129,593,4.6,6,12,113,9.4,0,141,706,5.0,6
108,Tupu Alualu,Hawaii,WAC,12,111,508,4.6,3,,,,,111,508,4.6,3
109,Pepe Pearson,Ohio State,Big Ten,13,83,385,4.6,3,5,95,19.0,0,88,480,5.5,3
110,Madre Hill,Arkansas,SEC,12,307,1387,4.5,15,23,196,8.5,1,330,1583,4.8,16
111,Sedrick Shaw,Iowa,Big Ten,11,295,1342,4.5,14,15,138,9.2,0,310,1480,4.8,14
112,Dou Innocent,Ole Miss,SEC,9,192,868,4.5,5,12,105,8.8,1,204,973,4.8,6
