Rk,Player,School,Conf,G,RushAtt,RushYds,RushAvg,RushTD,Rec,RecYds,RecAvg,RecTD,Plays,TotalYds,YardsPerPlay,TotalTDs
53,Bijan Robinson,Texas,Big 12,10,195,1127,5.8,11,26,295,11.3,4,221,1422,6.4,15
54,Keaontay Ingram,USC,Pac-12,10,156,911,5.8,5,22,156,7.1,0,178,1067,6.0,5
55,De'Montre Tuggle,Ohio,MAC,12,138,804,5.8,7,16,156,9.8,2,154,960,6.2,9
56,Jerrion Ealy,Ole Miss,SEC,12,133,768,5.8,5,32,218,6.8,2,165,986,6.0,7
57,Brandon Thomas,Memphis,American,9,116,669,5.8,8,8,52,6.5,0,124,721,5.8,8
58,Nate Noel,Appalachian State,Sun Belt,14,199,1128,5.7,4,8,16,2.0,0,207,1144,5.5,4
59,Raheem Blackshear,Virginia Tech,ACC,13,133,757,5.7,6,25,249,10.0,1,158,1006,6.4,7
60,Christian Anderson,Army,Ind,11,108,619,5.7,8,0,0,,0,108,619,5.7,8
61,Dameon Pierce,Florida,SEC,13,100,574,5.7,13,19,216,11.4,3,119,790,6.6,16
62,Harrison Waylee,Northern Illinois,MAC,5,101,574,5.7,4,1,6,6.0,0,102,580,5.7,4
63,Jaxson Kincaide,Western Michigan,MAC,13,84,480,5.7,5,3,11,3.7,0,87,491,5.6,5
64,Rasheen Ali,Marshall,CUSA,13,250,1401,5.6,23,45,334,7.4,1,295,1735,5.9,24
65,Zach Charbonnet,UCLA,Pac-12,12,203,1137,5.6,13,24,197,8.2,0,227,1334,5.9,13
66,Isaiah Spiller,Texas A&M,SEC,12,179,1011,5.6,6,25,189,7.6,1,204,1200,5.9,7
67,Camerun Peoples,Appalachian State,Sun Belt,12,166,926,5.6,14,2,19,9.5,0,168,945,5.6,14
68,Chris Smith,Louisiana,Sun Belt,13,153,855,5.6,8,14,75,5.4,1,167,930,5.6,9
69,Jabari Small,Tennessee,SEC,11,141,796,5.6,9,9,77,8.6,0,150,873,5.8,9
70,Tayon Fleet-Davis,Maryland,Big Ten,13,128,721,5.6,8,32,305,9.5,1,160,1026,6.4,9
71,Calvin Hill,Texas State,Sun Belt,12,128,713,5.6,3,18,78,4.3,0,146,791,5.4,3
72,Jordan Mims,Fresno State,MWC,13,127,710,5.6,6,25,324,13.0,4,152,1034,6.8,10
73,Calvin Camp,Charlotte,CUSA,12,113,635,5.6,4,15,130,8.7,1,128,765,6.0,5
74,Malik Jackson,Louisiana-Monroe,Sun Belt,10,80,451,5.6,3,10,40,4.0,0,90,491,5.5,3
75,Gerald Green,Georgia Southern,Sun Belt,10,75,423,5.6,5,2,26,13.0,0,77,449,5.8,5
76,Rachaad White,Arizona State,Pac-12,11,182,1000,5.5,15,43,456,10.6,1,225,1456,6.5,16
77,Max Borghi,Washington State,Pac-12,12,160,880,5.5,12,16,156,9.8,0,176,1036,5.9,12
78,Lew Nichols,Central Michigan,MAC,13,341,1848,5.4,16,40,338,8.5,2,381,2186,5.7,18
79,Jevyon Ducker,Northern Illinois,MAC,12,218,1184,5.4,3,1,15,15.0,0,219,1199,5.5,3
80,Tavion Thomas,Utah,Pac-12,13,204,1108,5.4,21,2,3,1.5,0,206,1111,5.4,21
81,Zamir White,Georgia,SEC,15,160,856,5.4,11,9,75,8.3,0,169,931,5.5,11
82,Trestan Ebner,Baylor,Big 12,14,148,799,5.4,2,28,284,10.1,2,176,1083,6.2,4
83,Zonovan Knight,North Carolina State,ACC,12,140,753,5.4,3,21,156,7.4,0,161,909,5.6,3
84,Lala Davis,Old Dominion,CUSA,13,105,562,5.4,6,7,27,3.9,0,112,589,5.3,6
85,Dillon Johnson,Mississippi State,SEC,13,89,485,5.4,4,65,422,6.5,1,154,907,5.9,5
86,Ronald Awatt,UTEP,CUSA,13,159,844,5.3,6,11,159,14.5,0,170,1003,5.9,6
87,Logan Wright,Georgia Southern,Sun Belt,12,150,793,5.3,8,17,180,10.6,0,167,973,5.8,8
88,Emory Jones,Florida,SEC,13,143,759,5.3,4,2,28,14.0,1,145,787,5.4,5
89,Mar'Keise Irving,Minnesota,Big Ten,12,133,699,5.3,4,8,73,9.1,0,141,772,5.5,4
90,D'Vonte Price,Florida International,CUSA,9,129,682,5.3,6,10,83,8.3,0,139,765,5.5,6
91,Israel Abanikanda,Pitt,ACC,13,123,651,5.3,7,24,197,8.2,1,147,848,5.8,8
92,Dedrick Parson,Hawaii,MWC,13,117,618,5.3,8,28,279,10.0,1,145,897,6.2,9
93,Henry Parrish Jr.,Ole Miss,SEC,13,105,553,5.3,3,21,173,8.2,0,126,726,5.8,3
94,Ikaika Ragsdale,North Texas,CUSA,11,100,534,5.3,5,4,23,5.8,0,104,557,5.4,5
95,Malik Davis,Florida,SEC,12,92,487,5.3,5,23,217,9.4,2,115,704,6.1,7
96,Ellis Merriweather,Massachusetts,Ind,12,218,1138,5.2,5,22,165,7.5,1,240,1303,5.4,6
97,Blake Watson,Old Dominion,CUSA,11,215,1112,5.2,8,10,55,5.5,1,225,1167,5.2,9
98,Montrell Johnson,Louisiana,Sun Belt,14,162,838,5.2,12,6,53,8.8,0,168,891,5.3,12
99,Jahmyr Gibbs,Georgia Tech,ACC,12,143,746,5.2,4,35,465,13.3,2,178,1211,6.8,6
100,Christopher Brooks,California,Pac-12,12,116,607,5.2,4,19,131,6.9,3,135,738,5.5,7
101,Frank Harris,UTSA,CUSA,14,109,566,5.2,6,3,36,12.0,1,112,602,5.4,7
102,Deneric Prince,Tulsa,American,10,100,524,5.2,5,7,67,9.6,0,107,591,5.5,5
103,Damien Moore,California,Pac-12,11,100,517,5.2,6,13,85,6.5,1,113,602,5.3,7
104,Xazavian Valladay,Wyoming,MWC,13,209,1063,5.1,6,23,233,10.1,0,232,1296,5.6,6
105,Dylan McDuffie,Buffalo,MAC,12,206,1049,5.1,11,14,123,8.8,1,220,1172,5.3,12
106,Pat Garwo III,Boston College,ACC,12,205,1045,5.1,7,3,19,6.3,0,208,1064,5.1,7
107,Evan Hull,Northwestern,Big Ten,12,196,1009,5.1,7,33,264,8.0,2,229,1273,5.6,9
108,Alton McCaskill,Houston,American,14,189,961,5.1,16,21,113,5.4,2,210,1074,5.1,18
109,Jayden Daniels,Arizona State,Pac-12,13,138,710,5.1,6,0,0,,0,138,710,5.1,6
110,Juwuan Price,New Mexico State,Ind,12,135,692,5.1,10,26,173,6.7,0,161,865,5.4,10
111,Jermaine Brown Jr.,UAB,CUSA,13,123,631,5.1,7,23,200,8.7,0,146,831,5.7,7
112,Raheim Sanders,Arkansas,SEC,13,114,578,5.1,5,11,109,9.9,1,125,687,5.5,6
113,Justice Ellison,Wake Forest,ACC,11,107,541,5.1,7,7,37,5.3,1,114,578,5.1,8
114,Nathaniel Peat,Stanford,Pac-12,12,79,404,5.1,3,11,63,5.7,0,90,467,5.2,3
115,Sincere McCormick,UTSA,CUSA,13,298,1479,5.0,15,22,184,8.4,0,320,1663,5.2,15
116,Brian Robinson Jr.,Alabama,SEC,14,271,1343,5.0,14,35,296,8.5,2,306,1639,5.4,16
117,Charles Williams,UNLV,MWC,12,254,1261,5.0,15,13,202,15.5,0,267,1463,5.5,15
118,Marquez Cooper,Kent State,MAC,14,241,1205,5.0,11,10,95,9.5,0,251,1300,5.2,11
119,Tucker Gregg,Georgia State,Sun Belt,13,192,953,5.0,9,2,12,6.0,0,194,965,5.0,9
120,Ky Thomas,Minnesota,Big Ten,9,166,824,5.0,6,6,44,7.3,0,172,868,5.0,6
121,Will Shipley,Clemson,ACC,10,149,739,5.0,11,16,116,7.3,0,165,855,5.2,11
122,Darren Grainger,Georgia State,Sun Belt,13,133,660,5.0,3,0,0,,0,133,660,5.0,3
123,Snoop Conner,Ole Miss,SEC,13,130,647,5.0,13,14,82,5.9,0,144,729,5.1,13
124,Trelon Smith,Arkansas,SEC,13,119,598,5.0,5,4,21,5.3,0,123,619,5.0,5
125,Rodney Hammond Jr.,Pitt,ACC,12,102,505,5.0,5,8,57,7.1,2,110,562,5.1,7
126,Rocky Lombardi,Northern Illinois,MAC,13,94,473,5.0,9,0,0,,0,94,473,5.0,9
127,Ron Cook Jr.,Buffalo,MAC,12,88,440,5.0,3,23,232,10.1,1,111,672,6.1,4
128,Jordan Mason,Georgia Tech,ACC,12,87,439,5.0,1,10,80,8.0,1,97,519,5.4,2
129,Trevion Cooley,Louisville,ACC,12,86,431,5.0,1,12,173,14.4,2,98,604,6.2,3
130,Hassan Haskins,Michigan,Big Ten,14,270,1327,4.9,20,18,131,7.3,0,288,1458,5.1,20
131,Mataeo Durant,Duke,ACC,12,255,1241,4.9,9,27,256,9.5,2,282,1497,5.3,11
132,Deandre Torrey,North Texas,CUSA,12,248,1215,4.9,13,12,115,9.6,1,260,1330,5.1,14
133,Tank Bigsby,Auburn,SEC,13,223,1099,4.9,10,21,184,8.8,0,244,1283,5.3,10
134,Kyren Williams,Notre Dame,Ind,12,204,1002,4.9,14,42,359,8.5,3,246,1361,5.5,17
135,Toa Taua,Nevada,MWC,13,150,732,4.9,6,39,296,7.6,1,189,1028,5.4,7
136,Tre Siggers,SMU,American,11,147,727,4.9,9,9,56,6.2,1,156,783,5.0,10
137,Jonzell Norrils,Akron,MAC,10,118,573,4.9,3,17,153,9.0,3,135,726,5.4,6
138,Ari Broussard,Rice,CUSA,12,116,569,4.9,3,0,0,,0,116,569,4.9,3
139,Treyson Potts,Minnesota,Big Ten,5,112,552,4.9,6,2,14,7.0,0,114,566,5.0,6
140,Josh McCray,Illinois,Big Ten,11,112,549,4.9,2,2,43,21.5,0,114,592,5.2,2
141,Keyvone Lee,Penn State,Big Ten,13,108,530,4.9,2,15,130,8.7,0,123,660,5.4,2
142,Rodrigues Clark,Memphis,American,10,79,387,4.9,4,11,59,5.4,1,90,446,5.0,5
143,Jaylen Warren,Oklahoma State,Big 12,13,256,1216,4.8,11,25,225,9.0,0,281,1441,5.1,11
144,Leddie Brown,West Virginia,Big 12,12,223,1065,4.8,13,36,217,6.0,1,259,1282,4.9,14
145,Tyrion Davis-Price,LSU,SEC,12,211,1003,4.8,6,10,64,6.4,0,221,1067,4.8,6
146,Haaziq Daniels,Air Force,MWC,12,154,734,4.8,11,0,0,,0,154,734,4.8,11
147,Aaron Dumas,New Mexico,MWC,11,136,658,4.8,2,0,0,,0,136,658,4.8,2
148,George Holani,Boise State,MWC,9,119,569,4.8,1,14,169,12.1,0,133,738,5.5,1
149,Deon McIntosh,Washington State,Pac-12,11,111,532,4.8,3,14,108,7.7,1,125,640,5.1,4
150,Dajon Richard,Southern Mississippi,CUSA,11,94,447,4.8,2,7,61,8.7,0,101,508,5.0,2
151,Jaylen Wright,Tennessee,SEC,9,85,409,4.8,4,6,22,3.7,0,91,431,4.7,4
152,Shamari Brooks,Tulsa,American,13,218,1029,4.7,7,8,71,8.9,0,226,1100,4.9,7
153,Chez Mellusi,Wisconsin,Big Ten,9,173,815,4.7,5,7,66,9.4,0,180,881,4.9,5
154,Jalen Mitchell,Louisville,ACC,12,155,722,4.7,5,12,121,10.1,0,167,843,5.0,5
155,Jarek Broussard,Colorado,Pac-12,11,142,661,4.7,2,13,81,6.2,0,155,742,4.8,2
156,Ricky Person Jr.,North Carolina State,ACC,12,135,636,4.7,5,28,240,8.6,2,163,876,5.4,7
157,Dorian Thompson-Robinson,UCLA,Pac-12,11,130,609,4.7,9,0,0,,0,130,609,4.7,9
158,Ta'Zhawn Henry,Houston,American,13,111,524,4.7,7,20,105,5.3,0,131,629,4.8,7
159,SaRodorick Thompson,Texas Tech,Big 12,11,107,500,4.7,10,6,113,18.8,0,113,613,5.4,10
160,Malachi Thomas,Virginia Tech,ACC,10,93,440,4.7,3,2,33,16.5,0,95,473,5.0,3
161,Carson Steele,Ball State,MAC,13,192,891,4.6,6,12,157,13.1,1,204,1048,5.1,7
162,Ronnie Rivers,Fresno State,MWC,11,171,788,4.6,5,34,364,10.7,2,205,1152,5.6,7
163,Kimani Vidal,Troy,Sun Belt,11,152,701,4.6,5,22,134,6.1,0,174,835,4.8,5
164,Spencer Sanders,Oklahoma State,Big 12,13,146,668,4.6,6,1,6,6.0,0,147,674,4.6,6
165,Christian Beal,Wake Forest,ACC,12,131,604,4.6,7,9,55,6.1,0,140,659,4.7,7
166,Nathan Carter,Connecticut,Ind,12,125,578,4.6,2,19,127,6.7,0,144,705,4.9,2
167,Cameron Carroll,Tulane,American,12,111,516,4.6,3,17,198,11.6,3,128,714,5.6,6
168,Emari Demercado,TCU,Big 12,10,96,446,4.6,4,12,94,7.8,0,108,540,5.0,4
169,Brad Roberts,Air Force,MWC,13,299,1356,4.5,13,0,0,,0,299,1356,4.5,13
170,Tyler Goodson,Iowa,Big Ten,13,256,1151,4.5,6,31,247,8.0,1,287,1398,4.9,7
171,Greg Bell,San Diego State,MWC,14,245,1091,4.5,9,4,5,1.3,0,249,1096,4.4,9
172,Calvin Tyler Jr.,Utah State,MWC,12,196,884,4.5,7,11,50,4.5,0,207,934,4.5,7
173,Malik Willis,Liberty,Ind,13,197,878,4.5,13,1,13,13.0,0,198,891,4.5,13
174,La'darius Jefferson,Western Michigan,MAC,12,185,836,4.5,10,3,38,12.7,0,188,874,4.6,10
175,Sam Howell,North Carolina,ACC,12,183,828,4.5,11,0,0,,0,183,828,4.5,11
176,Frank Gore Jr.,Southern Mississippi,CUSA,12,179,801,4.5,5,20,155,7.8,0,199,956,4.8,5
177,Garrett Shrader,Syracuse,ACC,12,173,781,4.5,14,0,0,,0,173,781,4.5,14
178,Tyler Nevens,San Jose State,MWC,11,167,756,4.5,7,8,42,5.3,1,175,798,4.6,8
179,Devin Neal,Kansas,Big 12,11,158,707,4.5,8,7,57,8.1,1,165,764,4.6,9
180,K.J. Jefferson,Arkansas,SEC,13,146,664,4.5,6,0,0,,0,146,664,4.5,6
181,Keyon Mozee,Miami (OH),MAC,13,123,557,4.5,4,2,20,10.0,0,125,577,4.6,4
182,Braxton Burmeister,Virginia Tech,ACC,12,117,521,4.5,2,1,3,3.0,1,118,524,4.4,3
183,DeQuan Finn,Toledo,MAC,13,112,502,4.5,9,0,10,,0,112,512,4.6,9
184,Dustin Crum,Kent State,MAC,14,161,703,4.4,12,0,0,,0,161,703,4.4,12
185,Isaiah Bowser,UCF,American,8,159,703,4.4,9,9,75,8.3,0,168,778,4.6,9
186,Anthony Brown,Oregon,Pac-12,14,151,658,4.4,9,0,0,,0,151,658,4.4,9
187,Elelyon Noa,Utah State,MWC,14,138,603,4.4,4,11,79,7.2,0,149,682,4.6,4
188,Shadrick Byrd,Charlotte,CUSA,12,132,583,4.4,3,20,248,12.4,2,152,831,5.5,5
189,Vavae Malepeai,USC,Pac-12,11,114,502,4.4,6,12,65,5.4,0,126,567,4.5,6
190,Rahmir Johnson,Nebraska,Big Ten,10,112,495,4.4,4,16,197,12.3,2,128,692,5.4,6
191,Clint Ratkovich,Northern Illinois,MAC,14,105,461,4.4,13,15,124,8.3,2,120,585,4.9,15
192,Chase Garbers,California,Pac-12,11,104,456,4.4,4,0,0,,0,104,456,4.4,4
193,Drake Anderson,Arizona,Pac-12,11,87,385,4.4,1,18,95,5.3,0,105,480,4.6,1
194,Patrick Smith,Vanderbilt,SEC,10,82,360,4.4,1,16,84,5.3,0,98,444,4.5,1
195,Isaiah Johnson,North Texas,CUSA,10,82,359,4.4,5,7,95,13.6,1,89,454,5.1,6
196,Nick Mosley,Bowling Green State,MAC,9,76,332,4.4,2,1,4,4.0,0,77,336,4.4,2
197,Kevin Harris,South Carolina,SEC,12,152,660,4.3,4,11,89,8.1,0,163,749,4.6,4
198,Jason Bean,Kansas,Big 12,10,92,400,4.3,2,1,-1,-1.0,0,93,399,4.3,2
199,Jaren Mangham,South Florida,American,12,160,671,4.2,15,5,50,10.0,0,165,721,4.4,15
200,Vincent Davis,Pitt,ACC,14,142,593,4.2,4,23,125,5.4,0,165,718,4.4,4
201,Joshua Mack,Liberty,Ind,11,109,453,4.2,3,4,15,3.8,0,113,468,4.1,3
202,Lincoln Pare,Arkansas State,Sun Belt,11,107,448,4.2,1,27,283,10.5,2,134,731,5.5,3
203,Jahmyl Jeter,Texas State,Sun Belt,12,90,382,4.2,8,10,29,2.9,0,100,411,4.1,8
204,Marcus Williams Jr.,Louisiana Tech,CUSA,12,194,787,4.1,8,20,202,10.1,1,214,989,4.6,9
205,Mike Wright,Vanderbilt,SEC,10,91,376,4.1,1,0,0,,0,91,376,4.1,1
206,Alec Sinkfield,Boston College,ACC,12,85,350,4.1,2,1,6,6.0,0,86,356,4.1,2
207,Matt Corral,Ole Miss,SEC,13,152,614,4.0,11,1,19,19.0,0,153,633,4.1,11
208,Jordan Travis,Florida State,ACC,10,134,530,4.0,7,0,-32,,0,134,498,3.7,7
209,Christian Turner,Wake Forest,ACC,14,126,506,4.0,5,4,29,7.3,0,130,535,4.1,5
210,Bobby Cole,New Mexico,MWC,11,88,355,4.0,2,10,29,2.9,0,98,384,3.9,2
211,Isiah Pacheco,Rutgers,Big Ten,12,167,647,3.9,5,13,25,1.9,0,180,672,3.7,5
212,Isaac Ruoss,Navy,American,12,166,641,3.9,5,2,15,7.5,0,168,656,3.9,5
213,Stephen Carr,Indiana,Big Ten,9,155,600,3.9,6,15,93,6.2,1,170,693,4.1,7
214,Jaylan Knighton,Miami (FL),ACC,8,145,561,3.9,8,20,280,14.0,3,165,841,5.1,11
215,King Doerue,Purdue,Big Ten,12,135,533,3.9,2,20,156,7.8,0,155,689,4.4,2
216,Adrian Martinez,Nebraska,Big Ten,11,133,525,3.9,13,0,0,,0,133,525,3.9,13
217,Tyhier Tyler,Army,Ind,11,125,486,3.9,7,0,0,,0,125,486,3.9,7
218,Sean McGrew,Washington,Pac-12,8,110,434,3.9,8,8,51,6.4,0,118,485,4.1,8
219,Jo'quavious Marks,Mississippi State,SEC,13,106,416,3.9,6,83,502,6.0,3,189,918,4.9,9
220,B.J. Smith,Troy,Sun Belt,11,95,372,3.9,4,21,147,7.0,0,116,519,4.5,4
221,Devonte Lee,Nevada,MWC,13,85,331,3.9,5,19,98,5.2,1,104,429,4.1,6
222,O'Shaan Allison,Ohio,MAC,10,82,317,3.9,0,20,157,7.9,1,102,474,4.6,1
223,Justin Lynch,Temple,American,11,76,295,3.9,1,0,0,,0,76,295,3.9,1
224,David Bailey,Colorado State,MWC,11,197,752,3.8,9,15,134,8.9,2,212,886,4.2,11
225,Deion Hankins,UTEP,CUSA,10,121,458,3.8,6,4,24,6.0,0,125,482,3.9,6
226,Darius Boone Jr.,Eastern Michigan,MAC,13,120,451,3.8,6,5,77,15.4,0,125,528,4.2,6
227,Kevin Marks,Buffalo,MAC,10,108,414,3.8,5,8,25,3.1,0,116,439,3.8,5
228,James Harris ll,Navy,American,12,99,373,3.8,2,0,0,,0,99,373,3.8,2
229,Bryan Hill,South Alabama,Sun Belt,10,88,332,3.8,3,5,30,6.0,0,93,362,3.9,3
230,Samson Evans,Eastern Michigan,MAC,12,83,316,3.8,13,19,107,5.6,0,102,423,4.1,13
231,Hendon Hooker,Tennessee,SEC,13,166,616,3.7,5,0,0,,0,166,616,3.7,5
232,Terrion Avery,South Alabama,Sun Belt,12,138,508,3.7,1,18,93,5.2,3,156,601,3.9,4
233,Jakobi Buchanan,Army,Ind,13,136,504,3.7,12,0,0,,0,136,504,3.7,12
234,Andrew Henry,Louisiana-Monroe,Sun Belt,11,131,485,3.7,4,14,88,6.3,1,145,573,4.0,5
235,Jordan Myers,Rice,CUSA,11,92,338,3.7,8,27,278,10.3,1,119,616,5.2,9
236,Edward Saydee,Temple,American,11,87,321,3.7,3,14,135,9.6,0,101,456,4.5,3
237,Rocko Griffin,Vanderbilt,SEC,9,145,517,3.6,4,10,41,4.1,0,155,558,3.6,4
238,A'Jon Vivens,Colorado State,MWC,9,90,324,3.6,0,10,73,7.3,0,100,397,4.0,0
239,Cameron Davis,Washington,Pac-12,10,85,308,3.6,2,14,115,8.2,0,99,423,4.3,2
240,Rahjai Harris,East Carolina,American,12,164,579,3.5,4,24,162,6.8,1,188,741,3.9,5
241,Khalan Griffin,Rice,CUSA,12,114,400,3.5,2,1,20,20.0,0,115,420,3.7,2
242,Austin Jones,Stanford,Pac-12,11,107,378,3.5,2,32,267,8.3,1,139,645,4.6,3
243,Will Levis,Kentucky,SEC,13,107,376,3.5,9,1,15,15.0,0,108,391,3.6,9
244,Cyrus Habibi-Likio,Boise State,MWC,11,107,374,3.5,2,23,213,9.3,0,130,587,4.5,2
245,Alexander Horvath,Purdue,Big Ten,8,91,320,3.5,3,17,108,6.4,0,108,428,4.0,3
246,Todd Centeio,Colorado State,MWC,12,131,439,3.4,2,1,12,12.0,0,132,451,3.4,2
247,Max Duggan,TCU,Big 12,10,105,352,3.4,3,0,0,,0,105,352,3.4,3
248,Levi Lewis,Louisiana,Sun Belt,14,100,343,3.4,5,0,0,,0,100,343,3.4,5
249,Alex Fontenot,Colorado,Pac-12,12,96,326,3.4,5,13,80,6.2,1,109,406,3.7,6
250,Will Jones,Ball State,MAC,13,88,300,3.4,3,16,131,8.2,0,104,431,4.1,3
251,Kareem Walker,South Alabama,Sun Belt,8,86,295,3.4,4,12,43,3.6,1,98,338,3.4,5
252,Noah Cain,Penn State,Big Ten,12,106,350,3.3,4,19,114,6.0,0,125,464,3.7,4
253,Michael Wiley,Arizona,Pac-12,11,91,302,3.3,2,33,297,9.0,4,124,599,4.8,6
254,Demarcus Irons Jr.,Akron,MAC,8,91,296,3.3,2,0,0,,0,91,296,3.3,2
255,Desmond Ridder,Cincinnati,American,14,110,355,3.2,6,2,8,4.0,1,112,363,3.2,7
256,Sam Hartman,Wake Forest,ACC,14,117,364,3.1,11,1,3,3.0,0,118,367,3.1,11
257,Grayson McCall,Coastal Carolina,Sun Belt,11,93,290,3.1,4,0,0,,0,93,290,3.1,4
258,Kevin Mensah,Connecticut,Ind,12,104,314,3.0,0,12,55,4.6,0,116,369,3.2,0
259,Chevan Cordeiro,Hawaii,MWC,11,116,342,2.9,3,0,0,,0,116,342,2.9,3
