Rk,Player,School,Conf,G,RushAtt,RushYds,RushAvg,RushTD,Rec,RecYds,RecAvg,RecTD,Plays,TotalYds,YardsPerPlay,TotalTDs
65,Dennis Johnson,Arkansas,SEC,12,137,757,5.5,8,25,160,6.4,2,162,917,5.7,10
66,Marlin Lane Jr.,Tennessee,SEC,12,120,658,5.5,2,29,228,7.9,0,149,886,5.9,2
67,Raymond Maples,Army,Ind,12,223,1215,5.4,2,6,108,18.0,1,229,1323,5.8,3
68,Dareyon Chance,Western Michigan,MAC,12,176,947,5.4,4,25,148,5.9,0,201,1095,5.4,4
69,Damien Williams,Oklahoma,Big 12,13,176,946,5.4,11,34,320,9.4,1,210,1266,6.0,12
70,Silas Redd,USC,Pac-12,12,167,905,5.4,9,9,113,12.6,1,176,1018,5.8,10
71,Charles Ross,Rice,CUSA,13,147,800,5.4,5,10,98,9.8,1,157,898,5.7,6
72,Raymond Sanders,Kentucky,SEC,11,125,669,5.4,5,18,111,6.2,0,143,780,5.5,5
73,Eric Stephens,Texas Tech,Big 12,13,89,480,5.4,5,16,79,4.9,1,105,559,5.3,6
74,Kenneth Farrow,Houston,CUSA,12,86,466,5.4,2,20,165,8.3,1,106,631,6.0,3
75,Roderick McDowell,Clemson,ACC,13,83,450,5.4,5,3,29,9.7,0,86,479,5.6,5
76,Robbie Rouse,Fresno State,MWC,13,282,1490,5.3,12,63,435,6.9,2,345,1925,5.6,14
77,Jawon Chisholm,Akron,MAC,11,180,953,5.3,5,38,310,8.2,2,218,1263,5.8,7
78,Kain Colter,Northwestern,Big Ten,13,170,894,5.3,12,16,169,10.6,0,186,1063,5.7,12
79,Prince-Tyson Gulley,Syracuse,Big East,13,158,830,5.3,9,33,282,8.5,2,191,1112,5.8,11
80,Jeremy Hill,LSU,SEC,12,142,755,5.3,12,8,73,9.1,0,150,828,5.5,12
81,Desmond Johnson,Southern Mississippi,CUSA,10,98,519,5.3,3,4,23,5.8,0,102,542,5.3,3
82,A.J. Blue,North Carolina,ACC,12,82,433,5.3,9,9,80,8.9,1,91,513,5.6,10
83,Joseph Randle,Oklahoma State,Big 12,13,274,1417,5.2,14,28,224,8.0,0,302,1641,5.4,14
84,Trent Steelman,Army,Ind,12,241,1248,5.2,17,0,4,,0,241,1252,5.2,17
85,Jerome Smith,Syracuse,Big East,13,227,1171,5.2,3,8,83,10.4,0,235,1254,5.3,3
86,Vintavious Cooper,East Carolina,CUSA,13,200,1049,5.2,7,26,229,8.8,1,226,1278,5.7,8
87,Taylor Martinez,Nebraska,Big Ten,14,195,1019,5.2,10,,,,,195,1019,5.2,10
88,Shawn Southward,Troy,Sun Belt,12,194,1012,5.2,10,43,362,8.4,0,237,1374,5.8,10
89,Carlos Hyde,Ohio State,Big Ten,10,185,970,5.2,16,8,51,6.4,1,193,1021,5.3,17
90,Alonzo Harris,Louisiana,Sun Belt,12,170,881,5.2,10,4,27,6.8,0,174,908,5.2,10
91,Isi Sofele,California,Pac-12,12,146,757,5.2,4,7,67,9.6,0,153,824,5.4,4
92,Ray Holley,Louisiana Tech,WAC,11,142,740,5.2,7,34,324,9.5,1,176,1064,6.0,8
93,Senorise Perry,Louisville,Big East,11,136,705,5.2,11,18,181,10.1,0,154,886,5.8,11
94,Zach Laskey,Georgia Tech,ACC,14,133,697,5.2,1,6,122,20.3,2,139,819,5.9,3
95,Horactio Banks,Ball State,MAC,11,113,586,5.2,4,5,29,5.8,0,118,615,5.2,4
96,Jeremy Brown,North Texas,Sun Belt,12,96,495,5.2,4,13,98,7.5,0,109,593,5.4,4
97,Montee Ball,Wisconsin,Big Ten,14,356,1830,5.1,22,10,72,7.2,0,366,1902,5.2,22
98,Beau Blankenship,Ohio,MAC,13,312,1604,5.1,15,21,182,8.7,1,333,1786,5.4,16
99,Tim Cornett,UNLV,MWC,13,242,1232,5.1,7,14,108,7.7,0,256,1340,5.2,7
100,Andre Ellington,Clemson,ACC,13,212,1081,5.1,8,14,232,16.6,1,226,1313,5.8,9
101,Kendial Lawrence,Missouri,SEC,12,200,1025,5.1,12,18,114,6.3,0,218,1139,5.2,12
102,Jordan Parker,Middle Tennessee State,Sun Belt,12,166,851,5.1,3,10,102,10.2,0,176,953,5.4,3
103,Walter Kazee,San Diego State,MWC,12,161,822,5.1,8,7,46,6.6,0,168,868,5.2,8
104,Mark Weisman,Iowa,Big Ten,10,159,815,5.1,8,15,90,6.0,1,174,905,5.2,9
105,Jela Duncan,Duke,ACC,13,109,553,5.1,4,19,89,4.7,0,128,642,5.0,4
106,James White,Iowa State,Big 12,11,99,505,5.1,2,20,137,6.9,0,119,642,5.4,2
107,Taylor Cox,Kansas,Big 12,12,91,464,5.1,3,3,24,8.0,0,94,488,5.2,3
108,Byron Marshall,Oregon,Pac-12,11,87,447,5.1,4,1,14,14.0,0,88,461,5.2,4
109,Stefphon Jefferson,Nevada,MWC,13,375,1883,5.0,24,22,170,7.7,1,397,2053,5.2,25
110,Bishop Sankey,Washington,Pac-12,13,289,1439,5.0,16,33,249,7.5,0,322,1688,5.2,16
111,Ameer Abdullah,Nebraska,Big Ten,14,226,1137,5.0,8,24,178,7.4,2,250,1315,5.3,10
112,D.J. Harper,Boise State,MWC,13,228,1137,5.0,15,23,163,7.1,1,251,1300,5.2,16
113,De'Leon Eskridge,San Jose State,WAC,13,207,1025,5.0,11,28,156,5.6,0,235,1181,5.0,11
114,Ladarius Perkins,Mississippi State,SEC,12,205,1024,5.0,8,19,160,8.4,2,224,1184,5.3,10
115,John Hubert,Kansas State,Big 12,13,189,947,5.0,15,18,98,5.4,1,207,1045,5.0,16
116,Glasco Martin,Baylor,Big 12,13,179,889,5.0,15,1,2,2.0,0,180,891,5.0,15
117,Will Gregory,Hawaii,MWC,11,137,691,5.0,3,4,8,2.0,0,141,699,5.0,3
118,Demetre Baker,South Alabama,Sun Belt,9,118,595,5.0,3,7,58,8.3,0,125,653,5.2,3
119,Donnell Alexander,Colorado State,MWC,9,117,587,5.0,4,17,155,9.1,0,134,742,5.5,4
120,Antoinne Jimmerson,North Texas,Sun Belt,10,108,544,5.0,5,12,205,17.1,3,120,749,6.2,8
121,Alex Zordich,Buffalo,MAC,11,100,500,5.0,1,,,,,100,500,5.0,1
122,Steward Butler,Marshall,CUSA,11,101,500,5.0,3,6,31,5.2,0,107,531,5.0,3
123,Josh Snead,Duke,ACC,13,99,496,5.0,2,10,46,4.6,1,109,542,5.0,3
124,Sadale Foster,Texas Tech,Big 12,13,91,451,5.0,3,18,88,4.9,0,109,539,4.9,3
125,Zach Zwinak,Penn State,Big Ten,12,203,1000,4.9,6,20,177,8.9,1,223,1177,5.3,7
126,Anthon Samuel,Bowling Green State,MAC,12,202,998,4.9,11,22,198,9.0,1,224,1196,5.3,12
127,Storm Woods,Oregon State,Pac-12,12,192,940,4.9,13,38,313,8.2,0,230,1253,5.4,13
128,Nathan Jeffery,UTEP,CUSA,11,184,897,4.9,7,8,43,5.4,0,192,940,4.9,7
129,Brandon Hayes,Memphis,CUSA,9,118,576,4.9,6,11,37,3.4,0,129,613,4.8,6
130,Chris Nwoke,Colorado State,MWC,9,116,570,4.9,2,10,85,8.5,1,126,655,5.2,3
131,Jalen Richard,Southern Mississippi,CUSA,10,87,426,4.9,4,8,39,4.9,1,95,465,4.9,5
132,D.J. May,Wyoming,MWC,11,77,374,4.9,1,6,35,5.8,0,83,409,4.9,1
133,Stepfan Taylor,Stanford,Pac-12,14,322,1530,4.8,13,41,287,7.0,2,363,1817,5.0,15
134,Trayion Durham,Kent State,MAC,14,276,1316,4.8,14,17,181,10.6,0,293,1497,5.1,14
135,John White,Utah,Pac-12,11,218,1041,4.8,8,15,123,8.2,1,233,1164,5.0,9
136,Darrin Reaves,UAB,CUSA,12,215,1037,4.8,13,41,302,7.4,1,256,1339,5.2,14
137,Theo Riddick,Notre Dame,Ind,13,190,917,4.8,5,36,370,10.3,2,226,1287,5.7,7
138,Akeem Shavers,Purdue,Big Ten,13,181,871,4.8,6,18,370,20.6,3,199,1241,6.2,9
139,Andrew Buie,West Virginia,Big 12,13,179,851,4.8,7,28,318,11.4,0,207,1169,5.6,7
140,Germi Morrison,New Mexico State,WAC,12,159,767,4.8,2,13,94,7.2,0,172,861,5.0,2
141,Chuckie Keeton,Utah State,WAC,13,129,619,4.8,8,,,,,129,619,4.8,8
142,David Glasco II,UTSA,WAC,12,111,537,4.8,5,11,72,6.5,1,122,609,5.0,6
143,D.J. Foster,Arizona State,Pac-12,13,102,493,4.8,2,38,533,14.0,4,140,1026,7.3,6
144,Effrem Reed,Louisiana,Sun Belt,13,86,414,4.8,5,8,82,10.3,0,94,496,5.3,5
145,Deon Anthony,Troy,Sun Belt,12,82,390,4.8,8,1,12,12.0,0,83,402,4.8,8
146,Remi Watson,Marshall,CUSA,11,79,380,4.8,7,11,85,7.7,0,90,465,5.2,7
147,Le'Veon Bell,Michigan State,Big Ten,13,382,1793,4.7,12,32,167,5.2,1,414,1960,4.7,13
148,Mike Gillislee,Florida,SEC,13,244,1152,4.7,10,16,159,9.9,1,260,1311,5.0,11
149,Ray Graham,Pitt,Big East,13,222,1042,4.7,11,36,340,9.4,2,258,1382,5.4,13
150,Jamaal Williams,Brigham Young,Ind,13,166,775,4.7,12,27,315,11.7,1,193,1090,5.6,13
151,Stephen Houston,Indiana,Big Ten,12,161,749,4.7,12,37,381,10.3,4,198,1130,5.7,16
152,Johnathan Gray,Texas,Big 12,13,149,701,4.7,3,11,151,13.7,1,160,852,5.3,4
153,B.J. Catalon,TCU,Big 12,13,123,582,4.7,0,23,152,6.6,1,146,734,5.0,1
154,Jonathan George,Kentucky,SEC,12,108,504,4.7,4,21,223,10.6,1,129,727,5.6,5
155,Christine Michael,Texas A&M,SEC,11,88,417,4.7,12,8,48,6.0,0,96,465,4.8,12
156,Zach Line,SMU,CUSA,13,277,1278,4.6,13,33,229,6.9,0,310,1507,4.9,13
157,James Sims,Kansas,Big 12,9,218,1013,4.6,9,14,168,12.0,1,232,1181,5.1,10
158,Noah Copeland,Navy,Ind,13,162,738,4.6,5,12,91,7.6,0,174,829,4.8,5
159,Kevin Parks,Virginia,ACC,12,160,734,4.6,5,24,189,7.9,0,184,923,5.0,5
160,Connor Dietz,Air Force,MWC,13,144,669,4.6,5,,,,,144,669,4.6,5
161,Marcus Lattimore,South Carolina,SEC,9,143,662,4.6,11,26,173,6.7,0,169,835,4.9,11
162,Bradley Randle,UNLV,MWC,13,138,635,4.6,8,8,80,10.0,1,146,715,4.9,9
163,Turner Petersen,Rice,CUSA,11,128,591,4.6,5,14,166,11.9,1,142,757,5.3,6
164,Brandon Ross,Maryland,ACC,6,85,390,4.6,1,3,-1,-0.3,0,88,389,4.4,1
165,Rajion Neal,Tennessee,SEC,10,156,708,4.5,5,19,149,7.8,4,175,857,4.9,9
166,Shadrach Thornton,North Carolina State,ACC,10,154,694,4.5,3,30,274,9.1,1,184,968,5.3,4
167,Rushel Shell,Pitt,Big East,12,141,641,4.5,4,9,103,11.4,0,150,744,5.0,4
168,David Sims,Georgia Tech,ACC,12,135,612,4.5,4,2,8,4.0,1,137,620,4.5,5
169,Andre Williams,Boston College,ACC,9,130,584,4.5,4,4,34,8.5,0,134,618,4.6,4
170,Joe Bergeron,Texas,Big 12,13,127,567,4.5,16,9,84,9.3,0,136,651,4.8,16
171,Storm Johnson,UCF,CUSA,13,113,507,4.5,4,10,20,2.0,0,123,527,4.3,4
172,Matt Scott,Arizona,Pac-12,12,113,506,4.5,6,,,,,113,506,4.5,6
173,J.C. Coleman,Virginia Tech,ACC,13,109,492,4.5,2,21,132,6.3,1,130,624,4.8,3
174,Darian Mallary,Florida International,Sun Belt,11,104,463,4.5,9,13,102,7.8,0,117,565,4.8,9
175,Leighton Settle,Northern Illinois,MAC,8,101,453,4.5,5,4,20,5.0,0,105,473,4.5,5
176,David Oku,Arkansas State,Sun Belt,13,243,1061,4.4,16,20,159,8.0,1,263,1220,4.6,17
177,Collin Klein,Kansas State,Big 12,13,207,920,4.4,23,,,,,207,920,4.4,23
178,Christian Powell,Colorado,Pac-12,10,158,691,4.4,7,7,30,4.3,0,165,721,4.4,7
179,Josh Harris,Wake Forest,ACC,11,137,608,4.4,5,19,96,5.1,0,156,704,4.5,5
180,Donovonn Young,Illinois,Big Ten,12,131,571,4.4,3,38,172,4.5,1,169,743,4.4,4
181,John Pettigrew,Bowling Green State,MAC,13,128,562,4.4,6,8,71,8.9,0,136,633,4.7,6
182,Matthew Tucker,TCU,Big 12,12,118,515,4.4,6,10,69,6.9,1,128,584,4.6,7
183,Shontrelle Johnson,Iowa State,Big 12,12,115,504,4.4,2,14,115,8.2,1,129,619,4.8,3
184,Devin Campbell,Buffalo,MAC,12,115,502,4.4,2,21,176,8.4,1,136,678,5.0,3
185,Jhurell Pressley,New Mexico,MWC,13,104,462,4.4,6,4,86,21.5,1,108,548,5.1,7
186,Jyruss Edwards,Louisiana-Monroe,Sun Belt,8,99,438,4.4,6,12,157,13.1,0,111,595,5.4,6
187,Jeff Scott,Ole Miss,SEC,12,197,846,4.3,6,23,177,7.7,1,220,1023,4.7,7
188,Kedrick Rhodes,Florida International,Sun Belt,10,167,714,4.3,4,19,237,12.5,2,186,951,5.1,6
189,Cameron Marshall,Arizona State,Pac-12,13,135,583,4.3,9,13,99,7.6,1,148,682,4.6,10
190,Jawan Jamison,Rutgers,Big East,13,255,1075,4.2,4,28,323,11.5,2,283,1398,4.9,6
191,Donnell Kirkwood,Minnesota,Big Ten,13,218,926,4.2,6,7,23,3.3,0,225,949,4.2,6
192,Brandin Byrd,North Texas,Sun Belt,12,205,860,4.2,4,18,92,5.1,0,223,952,4.3,4
193,Mike James,Miami (FL),ACC,12,147,621,4.2,6,30,344,11.5,3,177,965,5.5,9
194,Evans Okotcha,UTSA,WAC,12,106,450,4.2,8,24,349,14.5,3,130,799,6.1,11
195,Ryan Aplin,Arkansas State,Sun Belt,13,104,438,4.2,6,,,,,104,438,4.2,6
196,B.J. Daniels,South Florida,Big East,9,104,434,4.2,5,,,,,104,434,4.2,5
197,Wes Brown,Maryland,ACC,8,90,382,4.2,2,5,14,2.8,0,95,396,4.2,2
198,Brandon Miller,Wyoming,MWC,12,84,352,4.2,1,30,309,10.3,2,114,661,5.8,3
199,Josh Ferguson,Illinois,Big Ten,10,75,312,4.2,0,29,251,8.7,0,104,563,5.4,0
200,Taylor McHargue,Rice,CUSA,12,164,667,4.1,11,1,0,0.0,0,165,667,4.0,11
201,Nick Florence,Baylor,Big 12,13,139,568,4.1,10,,,,,139,568,4.1,10
202,James Baker,Idaho,WAC,12,95,390,4.1,2,8,76,9.5,0,103,466,4.5,2
203,Alex Singleton,Tulsa,CUSA,14,202,800,4.0,24,3,10,3.3,1,205,810,4.0,25
204,Keenan Reynolds,Navy,Ind,13,162,649,4.0,10,,,,,162,649,4.0,10
205,Wes Cobb,Air Force,MWC,13,131,530,4.0,9,1,6,6.0,0,132,536,4.1,9
206,Fitzgerald Toussaint,Michigan,Big Ten,10,130,514,4.0,5,6,62,10.3,1,136,576,4.2,6
207,Jarred Salubi,Baylor,Big 12,13,116,464,4.0,3,8,44,5.5,0,124,508,4.1,3
208,Chris Coyer,Temple,Big East,10,111,444,4.0,2,1,13,13.0,0,112,457,4.1,2
209,Barrington Scott,Ball State,MAC,10,93,374,4.0,1,2,14,7.0,1,95,388,4.1,2
210,Jeremy Wright,Louisville,Big East,13,211,824,3.9,10,41,325,7.9,1,252,1149,4.6,11
211,Tevin Washington,Georgia Tech,ACC,14,177,684,3.9,20,,,,,177,684,3.9,20
212,Demetris Murray,South Florida,Big East,12,170,665,3.9,6,20,134,6.7,0,190,799,4.2,6
213,Taylor Kelly,Arizona State,Pac-12,13,134,516,3.9,1,,,,,134,516,3.9,1
214,Terrance Owens,Toledo,MAC,12,101,395,3.9,5,1,11,11.0,0,102,406,4.0,5
215,Spencer Ware,LSU,SEC,12,94,367,3.9,1,18,230,12.8,1,112,597,5.3,2
216,Jamire Westbrook,Miami (OH),MAC,11,92,361,3.9,2,13,78,6.0,2,105,439,4.2,4
217,Jonathan Wallace,Florida Atlantic,Sun Belt,11,175,673,3.8,6,21,83,4.0,0,196,756,3.9,6
218,Damon Bullock,Iowa,Big Ten,6,135,513,3.8,3,18,167,9.3,0,153,680,4.4,3
219,Deandre Martin,Wake Forest,ACC,11,128,484,3.8,6,16,135,8.4,0,144,619,4.3,6
220,Shaun Wick,Wyoming,MWC,11,92,350,3.8,4,13,95,7.3,0,105,445,4.2,4
221,Michael Zordich,Penn State,Big Ten,12,80,301,3.8,4,15,152,10.1,0,95,453,4.8,4
222,Ryan Bass,Idaho,WAC,12,129,479,3.7,0,16,102,6.4,0,145,581,4.0,0
223,Tony Creecy,North Carolina State,ACC,11,127,476,3.7,5,34,182,5.4,1,161,658,4.1,6
224,Joey Iosefa,Hawaii,MWC,8,125,463,3.7,1,19,153,8.1,1,144,616,4.3,2
225,Garrett Gilbert,SMU,CUSA,13,94,346,3.7,8,,,,,94,346,3.7,8
226,Michael Cox,Massachusetts,MAC,12,198,710,3.6,5,13,63,4.8,0,211,773,3.7,5
227,Shaun Rutherford,Texas State,WAC,12,168,597,3.6,5,,,,,168,597,3.6,5
228,Jai Steib,Memphis,CUSA,11,119,427,3.6,6,4,38,9.5,0,123,465,3.8,6
229,D'Angelo Roberts,Indiana,Big Ten,12,83,300,3.6,3,15,152,10.1,0,98,452,4.6,3
230,Lyle McCombs,Connecticut,Big East,11,243,860,3.5,6,24,230,9.6,0,267,1090,4.1,6
231,Jeff Driskel,Florida,SEC,12,118,413,3.5,4,,,,,118,413,3.5,4
232,Wesley Tate,Vanderbilt,SEC,13,107,376,3.5,8,12,116,9.7,1,119,492,4.1,9
233,Kenny Miles,South Carolina,SEC,13,104,359,3.5,2,20,190,9.5,0,124,549,4.4,2
234,Damian Fortner,Florida Atlantic,Sun Belt,12,90,318,3.5,3,21,141,6.7,1,111,459,4.1,4
235,Rob Kelley,Tulane,CUSA,12,81,286,3.5,0,46,340,7.4,4,127,626,4.9,4
236,Drayton Calhoun,Middle Tennessee State,Sun Belt,11,77,270,3.5,2,3,34,11.3,0,80,304,3.8,2
237,Perry Jones,Virginia,ACC,12,137,463,3.4,2,49,397,8.1,0,186,860,4.6,2
238,Savon Huggins,Rutgers,Big East,10,119,410,3.4,2,7,19,2.7,0,126,429,3.4,2
239,Knile Davis,Arkansas,SEC,10,112,377,3.4,2,11,157,14.3,1,123,534,4.3,3
240,Kolton Browning,Louisiana-Monroe,Sun Belt,12,146,488,3.3,7,,,,,146,488,3.3,7
241,Connor Shaw,South Carolina,SEC,11,131,435,3.3,3,,,,,131,435,3.3,3
242,Trevone Boykin,TCU,Big 12,12,127,417,3.3,3,,,,,127,417,3.3,3
243,Trey Miller,Navy,Ind,9,88,293,3.3,3,,,,,88,293,3.3,3
244,Carl Winston,Washington State,Pac-12,12,85,280,3.3,5,14,84,6.0,0,99,364,3.7,5
245,Everett Golson,Notre Dame,Ind,12,94,298,3.2,6,,,,,94,298,3.2,6
246,Anthony Alford,Southern Mississippi,CUSA,9,105,329,3.1,6,,,,,105,329,3.1,6
247,Logan Thomas,Virginia Tech,ACC,13,174,524,3.0,9,,,,,174,524,3.0,9
248,E.J. Manuel,Florida State,ACC,14,103,310,3.0,4,0,11,,0,103,321,3.1,4
249,Orleans Darkwa,Tulane,CUSA,9,81,241,3.0,3,15,78,5.2,0,96,319,3.3,3
250,Tajh Boyd,Clemson,ACC,13,186,514,2.8,10,,,,,186,514,2.8,10
251,Bo Wallace,Ole Miss,SEC,13,143,390,2.7,8,1,25,25.0,1,144,415,2.9,9
252,Jake Medlock,Florida International,Sun Belt,9,87,236,2.7,3,0,-5,,0,87,231,2.7,3
253,Zac Dysert,Miami (OH),MAC,12,108,265,2.5,2,,,,,108,265,2.5,2
254,Nathan Scheelhaase,Illinois,Big Ten,10,125,303,2.4,4,,,,,125,303,2.4,4
255,Steele Jantz,Iowa State,Big 12,11,92,216,2.3,1,,,,,92,216,2.3,1
256,Riley Nelson,Brigham Young,Ind,10,86,196,2.3,1,0,0,,0,86,196,2.3,1
257,Brett Hundley,UCLA,Pac-12,14,160,355,2.2,9,,,,,160,355,2.2,9
258,Brett Smith,Wyoming,MWC,10,114,248,2.2,6,1,10,10.0,0,115,258,2.2,6
259,Jacob Karam,Memphis,CUSA,12,101,221,2.2,1,1,13,13.0,0,102,234,2.3,1
260,Tyler Tettleton,Ohio,MAC,12,120,244,2.0,4,2,52,26.0,1,122,296,2.4,5
261,Ryan Nassib,Syracuse,Big East,13,84,142,1.7,2,,,,,84,142,1.7,2
262,Mike Wegzyn,Massachusetts,MAC,11,93,141,1.5,2,,,,,93,141,1.5,2
263,Ross Metheny,South Alabama,Sun Belt,13,99,141,1.4,1,0,0,,0,99,141,1.4,1
