Rk,Player,School,Conf,G,RushAtt,RushYds,RushAvg,RushTD,Rec,RecYds,RecAvg,RecTD,Plays,TotalYds,YardsPerPlay,TotalTDs
1,John Lee Eldridge III,Air Force,MWC,12,89,701,7.9,4,1,4,4.0,0,90,705,7.8,4
2,Ayo Adeyi,North Texas,CUSA,11,98,740,7.6,4,2,12,6.0,0,100,752,7.5,4
3,Tylan Hines,Hawaii,MWC,13,83,634,7.6,2,9,82,9.1,0,92,716,7.8,2
4,Donovan Edwards,Michigan,Big Ten,10,117,872,7.5,7,17,192,11.3,2,134,1064,7.9,9
5,DeWayne McBride,UAB,CUSA,12,233,1713,7.4,19,2,10,5.0,0,235,1723,7.3,19
6,Keaton Mitchell,East Carolina,American,11,179,1325,7.4,13,25,237,9.5,1,204,1562,7.7,14
7,Zach Charbonnet,UCLA,Pac-12,10,195,1359,7.0,14,37,321,8.7,0,232,1680,7.2,14
8,Nate Noel,Appalachian State,Sun Belt,9,87,604,6.9,6,24,145,6.0,0,111,749,6.7,6
9,Trey Benson,Florida State,ACC,12,141,965,6.8,9,12,111,9.3,0,153,1076,7.0,9
10,Michael Wiley,Arizona,Pac-12,11,113,771,6.8,8,36,349,9.7,3,149,1120,7.5,11
11,R.J. Harvey,UCF,American,12,112,767,6.8,5,19,190,10.0,0,131,957,7.3,5
12,Devontae Houston,Connecticut,Ind,9,79,538,6.8,3,10,48,4.8,0,89,586,6.6,3
13,Brian Battie,South Florida,American,12,176,1186,6.7,8,14,91,6.5,0,190,1277,6.7,8
14,Zach Evans,Ole Miss,SEC,11,136,899,6.6,8,8,93,11.6,1,144,992,6.9,9
15,Dae Dae Hunter,Liberty,Ind,9,130,854,6.6,8,17,147,8.6,1,147,1001,6.8,9
16,Christopher Brooks,Brigham Young,Ind,10,111,729,6.6,5,10,98,9.8,0,121,827,6.8,5
17,Raheim Sanders,Arkansas,SEC,12,219,1426,6.5,10,28,271,9.7,2,247,1697,6.9,12
18,Tyjae Spears,Tulane,American,13,212,1376,6.5,15,21,242,11.5,2,233,1618,6.9,17
19,Miyan Williams,Ohio State,Big Ten,10,125,817,6.5,13,5,27,5.4,0,130,844,6.5,13
20,Maquel Haywood,Navy,American,11,69,451,6.5,0,7,112,16.0,1,76,563,7.4,1
21,Eric Gray,Oklahoma,Big 12,12,213,1366,6.4,11,33,229,6.9,0,246,1595,6.5,11
22,Mar'Keise Irving,Oregon,Pac-12,12,143,909,6.4,3,30,300,10.0,3,173,1209,7.0,6
23,Trevor Etienne,Florida,SEC,12,110,705,6.4,6,8,57,7.1,0,118,762,6.5,6
24,Jarquez Hunter,Auburn,SEC,12,104,668,6.4,7,17,224,13.2,2,121,892,7.4,9
25,Treshaun Ward,Florida State,ACC,9,85,547,6.4,5,6,19,3.2,0,91,566,6.2,5
26,Nicholas Singleton,Penn State,Big Ten,12,149,941,6.3,10,11,85,7.7,1,160,1026,6.4,11
27,Jahmyr Gibbs,Alabama,SEC,11,136,850,6.3,7,42,378,9.0,3,178,1228,6.9,10
28,Kevorian Barnes,UTSA,CUSA,12,114,713,6.3,6,9,103,11.4,0,123,816,6.6,6
29,Antario Brown,Northern Illinois,MAC,10,110,689,6.3,7,1,7,7.0,0,111,696,6.3,7
30,Anthony Richardson,Florida,SEC,12,103,654,6.3,9,0,0,,0,103,654,6.3,9
31,Tiyon Evans,Louisville,ACC,8,83,525,6.3,6,6,13,2.2,0,89,538,6.0,6
32,Kendre Miller,TCU,Big 12,13,216,1342,6.2,17,16,116,7.3,0,232,1458,6.3,17
33,Devin Neal,Kansas,Big 12,12,171,1061,6.2,9,19,160,8.4,1,190,1221,6.4,10
34,Wayne Taulapapa,Washington,Pac-12,12,126,779,6.2,10,21,208,9.9,1,147,987,6.7,11
35,Bijan Robinson,Texas,Big 12,12,258,1580,6.1,18,19,314,16.5,2,277,1894,6.8,20
36,Damien Martinez,Oregon State,Pac-12,12,158,970,6.1,7,4,61,15.3,0,162,1031,6.4,7
37,Travis Dye,USC,Pac-12,10,145,884,6.1,9,21,202,9.6,0,166,1086,6.5,9
38,Israel Abanikanda,Pitt,ACC,11,239,1431,6.0,20,12,146,12.2,1,251,1577,6.3,21
39,Charles McClelland,Cincinnati,American,12,140,834,6.0,7,13,117,9.0,0,153,951,6.2,7
40,Roschon Johnson,Texas,Big 12,12,93,554,6.0,5,14,128,9.1,1,107,682,6.4,6
41,CJ Donaldson,West Virginia,Big 12,7,87,526,6.0,8,9,27,3.0,0,96,553,5.8,8
42,Bo Nix,Oregon,Pac-12,12,84,504,6.0,14,2,36,18.0,1,86,540,6.3,15
43,Keshawn King,Virginia Tech,ACC,9,74,443,6.0,3,20,137,6.9,1,94,580,6.2,4
44,Quinshon Judkins,Ole Miss,SEC,12,251,1476,5.9,16,13,116,8.9,1,264,1592,6.0,17
45,Blake Corum,Michigan,Big Ten,12,247,1463,5.9,18,11,80,7.3,1,258,1543,6.0,19
46,Jermaine Brown Jr.,UAB,CUSA,12,142,832,5.9,6,17,114,6.7,0,159,946,5.9,6
47,Noah Whittington,Oregon,Pac-12,12,129,757,5.9,5,17,132,7.8,1,146,889,6.1,6
48,Jacquez Stuart,Toledo,MAC,13,111,659,5.9,4,9,51,5.7,0,120,710,5.9,4
49,Camerun Peoples,Appalachian State,Sun Belt,9,101,593,5.9,5,6,43,7.2,0,107,636,5.9,5
50,Will Shipley,Clemson,ACC,13,193,1110,5.8,15,34,221,6.5,0,227,1331,5.9,15
51,Blake Watson,Old Dominion,Sun Belt,11,158,918,5.8,5,37,314,8.5,2,195,1232,6.3,7
52,John Rhys Plumlee,UCF,American,12,145,841,5.8,11,0,0,,0,145,841,5.8,11
53,Audric Estime,Notre Dame,Ind,12,142,825,5.8,11,8,127,15.9,1,150,952,6.3,12
54,Jaylen Wright,Tennessee,SEC,12,135,786,5.8,10,2,8,4.0,0,137,794,5.8,10
55,Deneric Prince,Tulsa,American,8,126,729,5.8,5,9,84,9.3,1,135,813,6.0,6
56,Jase McClellan,Alabama,SEC,12,105,613,5.8,6,13,164,12.6,3,118,777,6.6,9
57,Cameron Montgomery,Rice,CUSA,12,86,498,5.8,0,8,75,9.4,0,94,573,6.1,0
58,Jamious Griffin,Oregon State,Pac-12,11,84,486,5.8,3,4,25,6.3,0,88,511,5.8,3
59,Charvis Thornton,Louisiana Tech,CUSA,12,80,464,5.8,3,5,25,5.0,0,85,489,5.8,3
60,Percy Agyei-Obese,James Madison,Sun Belt,10,159,908,5.7,8,2,11,5.5,0,161,919,5.7,8
61,Montrell Johnson,Florida,SEC,12,144,827,5.7,10,11,64,5.8,1,155,891,5.7,11
62,Nakia Watson,Washington State,Pac-12,10,130,736,5.7,8,29,290,10.0,4,159,1026,6.5,12
63,Austin Jones,USC,Pac-12,13,113,644,5.7,5,21,247,11.8,1,134,891,6.6,6
64,Craig Williams,Baylor,Big 12,10,94,532,5.7,4,10,76,7.6,1,104,608,5.8,5
65,Devon Achane,Texas A&M,SEC,10,196,1102,5.6,8,36,196,5.4,3,232,1298,5.6,11
66,Roman Hemby,Maryland,Big Ten,12,164,924,5.6,10,31,276,8.9,1,195,1200,6.2,11
67,Jalen White,Georgia Southern,Sun Belt,11,162,915,5.6,10,22,217,9.9,1,184,1132,6.2,11
68,Riley Leonard,Duke,ACC,12,114,636,5.6,11,0,0,,0,114,636,5.6,11
69,Dorian Thompson-Robinson,UCLA,Pac-12,12,112,631,5.6,11,0,0,,1,112,631,5.6,12
70,Adrian Martinez,Kansas State,Big 12,9,109,615,5.6,10,1,11,11.0,0,110,626,5.7,10
71,Xazavian Valladay,Arizona State,Pac-12,12,215,1192,5.5,16,37,289,7.8,2,252,1481,5.9,18
72,Ikaika Ragsdale,North Texas,CUSA,12,121,661,5.5,5,15,109,7.3,3,136,770,5.7,8
73,Josh Williams,LSU,SEC,11,97,532,5.5,6,21,132,6.3,0,118,664,5.6,6
74,Dillon Johnson,Mississippi State,SEC,11,89,488,5.5,3,48,285,5.9,0,137,773,5.6,3
75,Reese White,Coastal Carolina,Sun Belt,9,88,487,5.5,4,6,31,5.2,2,94,518,5.5,6
76,Gerald Green,Georgia Southern,Sun Belt,10,86,475,5.5,6,3,13,4.3,0,89,488,5.5,6
77,Diego Pavia,New Mexico State,Ind,11,81,443,5.5,6,0,0,,0,81,443,5.5,6
78,Carson Steele,Ball State,MAC,12,289,1556,5.4,14,29,166,5.7,1,318,1722,5.4,15
79,Braelon Allen,Wisconsin,Big Ten,11,208,1126,5.4,10,11,104,9.5,0,219,1230,5.6,10
80,Tank Bigsby,Auburn,SEC,12,179,970,5.4,10,30,180,6.0,0,209,1150,5.5,10
81,Harrison Waylee,Northern Illinois,MAC,11,165,899,5.4,5,17,119,7.0,0,182,1018,5.6,5
82,Kaleb Johnson,Iowa,Big Ten,12,142,762,5.4,6,4,27,6.8,0,146,789,5.4,6
83,Daijun Edwards,Georgia,SEC,13,126,683,5.4,7,11,80,7.3,0,137,763,5.6,7
84,DeQuan Finn,Toledo,MAC,11,113,608,5.4,8,0,0,,0,113,608,5.4,8
85,Jaylan Knighton,Miami (FL),ACC,10,78,423,5.4,1,9,82,9.1,0,87,505,5.8,1
86,Deuce Vaughn,Kansas State,Big 12,13,271,1425,5.3,8,42,378,9.0,3,313,1803,5.8,11
87,George Holani,Boise State,MWC,12,214,1133,5.3,10,22,153,7.0,3,236,1286,5.4,13
88,Jaydn Ott,California,Pac-12,12,170,897,5.3,8,46,321,7.0,3,216,1218,5.6,11
89,Kaytron Allen,Penn State,Big Ten,12,156,830,5.3,9,17,172,10.1,1,173,1002,5.8,10
90,Jawhar Jordan,Louisville,ACC,12,133,700,5.3,2,8,74,9.3,0,141,774,5.5,2
91,TreVeyon Henderson,Ohio State,Big Ten,8,107,571,5.3,6,4,28,7.0,1,111,599,5.4,7
92,Zuberi Mobley,Florida Atlantic,CUSA,12,101,534,5.3,3,7,60,8.6,1,108,594,5.5,4
93,Jamyest Williams,Georgia State,Sun Belt,8,85,447,5.3,2,4,27,6.8,0,89,474,5.3,2
94,Brad Roberts,Air Force,MWC,12,308,1612,5.2,15,1,9,9.0,0,309,1621,5.2,15
95,Mohamed Ibrahim,Minnesota,Big Ten,11,304,1594,5.2,19,7,50,7.1,0,311,1644,5.3,19
96,Larry McCammon III,Florida Atlantic,CUSA,12,193,1001,5.2,7,15,166,11.1,1,208,1167,5.6,8
97,Christopher Rodriguez Jr.,Kentucky,SEC,8,175,904,5.2,6,5,41,8.2,0,180,945,5.3,6
98,Kenny McIntosh,Georgia,SEC,13,136,709,5.2,10,37,450,12.2,1,173,1159,6.7,11
99,CJ Beasley,Coastal Carolina,Sun Belt,12,135,706,5.2,4,19,183,9.6,1,154,889,5.8,5
100,Marshawn Lloyd,South Carolina,SEC,9,111,573,5.2,9,18,176,9.8,2,129,749,5.8,11
101,Jo'quavious Marks,Mississippi State,SEC,11,103,532,5.2,9,45,274,6.1,0,148,806,5.4,9
102,Phil Mafah,Clemson,ACC,13,91,476,5.2,4,8,47,5.9,0,99,523,5.3,4
103,Emari Demercado,TCU,Big 12,13,90,472,5.2,5,11,69,6.3,1,101,541,5.4,6
104,Asa Martin,Memphis,American,11,75,392,5.2,7,35,302,8.6,1,110,694,6.3,8
105,Khalan Laborn,Marshall,Sun Belt,12,281,1423,5.1,16,15,107,7.1,0,296,1530,5.2,16
106,Sean Tucker,Syracuse,ACC,12,206,1060,5.1,11,36,254,7.1,2,242,1314,5.4,13
107,Kimani Vidal,Troy,Sun Belt,13,209,1059,5.1,9,24,133,5.5,0,233,1192,5.1,9
108,Frank Gore Jr.,Southern Mississippi,Sun Belt,12,207,1053,5.1,7,19,219,11.5,0,226,1272,5.6,7
109,La'Damian Webb,South Alabama,Sun Belt,11,198,1019,5.1,13,17,184,10.8,1,215,1203,5.6,14
110,Richard Reese,Baylor,Big 12,12,190,962,5.1,14,13,89,6.8,0,203,1051,5.2,14
111,Devin Mockobee,Purdue,Big Ten,12,182,920,5.1,9,29,248,8.6,0,211,1168,5.5,9
112,SaRodorick Thompson,Texas Tech,Big 12,12,132,670,5.1,6,22,131,6.0,1,154,801,5.2,7
113,Chris Smith,Louisiana,Sun Belt,10,112,576,5.1,3,20,151,7.6,1,132,727,5.5,4
114,Qualan Jones,Baylor,Big 12,12,87,448,5.1,7,23,135,5.9,0,110,583,5.3,7
115,Ahmani Marshall,Appalachian State,Sun Belt,11,76,389,5.1,4,4,38,9.5,0,80,427,5.3,4
116,Chase Brown,Illinois,Big Ten,12,328,1643,5.0,10,27,240,8.9,3,355,1883,5.3,13
117,Titus Swen,Wyoming,MWC,12,207,1039,5.0,8,14,108,7.7,0,221,1147,5.2,8
118,Marquis Crosby,Louisiana Tech,CUSA,12,183,918,5.0,9,9,65,7.2,0,192,983,5.1,9
119,Deion Hankins,UTEP,CUSA,12,140,701,5.0,3,4,42,10.5,0,144,743,5.2,3
120,Ashton Jeanty,Boise State,MWC,13,128,643,5.0,6,13,145,11.2,0,141,788,5.6,6
121,Haaziq Daniels,Air Force,MWC,12,123,614,5.0,7,0,0,,0,123,614,5.0,7
122,Tyhier Tyler,Army,Ind,10,120,601,5.0,12,2,17,8.5,0,122,618,5.1,12
123,Malik Cunningham,Louisville,ACC,10,113,560,5.0,12,1,33,33.0,0,114,593,5.2,12
124,Lexington Joseph,Florida International,CUSA,12,108,536,5.0,5,29,169,5.8,2,137,705,5.1,7
125,Dallan Hayden,Ohio State,Big Ten,9,102,510,5.0,5,4,23,5.8,0,106,533,5.0,5
126,Aveon Smith,Miami (OH),MAC,9,101,503,5.0,6,0,0,,0,101,503,5.0,6
127,Collin Schlee,Kent State,MAC,11,98,489,5.0,4,1,-16,-16.0,0,99,473,4.8,4
128,Micah Bernard,Utah,Pac-12,13,95,474,5.0,4,31,306,9.9,1,126,780,6.2,5
129,Jonah Coleman,Arizona,Pac-12,12,75,372,5.0,4,8,24,3.0,0,83,396,4.8,4
130,Sean Tyler,Western Michigan,MAC,12,209,1027,4.9,7,12,111,9.3,1,221,1138,5.1,8
131,Kairee Robinson,San Jose State,MWC,11,143,696,4.9,10,23,127,5.5,0,166,823,5.0,10
132,DK Billingsley,Troy,Sun Belt,13,134,656,4.9,8,4,20,5.0,0,138,676,4.9,8
133,Marcus Carroll,Georgia State,Sun Belt,12,127,622,4.9,6,5,29,5.8,0,132,651,4.9,6
134,Frank Harris,UTSA,CUSA,13,120,588,4.9,9,2,12,6.0,0,122,600,4.9,9
135,Oscar Adaway III,North Texas,CUSA,9,118,583,4.9,5,5,29,5.8,1,123,612,5.0,6
136,Cameron Davis,Washington,Pac-12,11,107,522,4.9,13,19,137,7.2,0,126,659,5.2,13
137,Lawrance Toafili,Florida State,ACC,12,92,447,4.9,5,23,266,11.6,1,115,713,6.2,6
138,Brandon Campbell,Houston,American,9,83,409,4.9,4,15,90,6.0,0,98,499,5.1,4
139,Jordan Travis,Florida State,ACC,12,75,367,4.9,7,1,2,2.0,1,76,369,4.9,8
140,Jordan Mims,Fresno State,MWC,13,243,1163,4.8,16,19,99,5.2,1,262,1262,4.8,17
141,Samson Evans,Eastern Michigan,MAC,11,224,1084,4.8,13,14,83,5.9,0,238,1167,4.9,13
142,Aidan Robbins,UNLV,MWC,11,209,1009,4.8,9,23,125,5.4,1,232,1134,4.9,10
143,Sieh Bangura,Ohio,MAC,11,197,940,4.8,12,23,208,9.0,2,220,1148,5.2,14
144,Avery Morrow,Colorado State,MWC,12,173,834,4.8,4,18,63,3.5,0,191,897,4.7,4
145,Logan Diggs,Notre Dame,Ind,11,152,732,4.8,3,8,130,16.3,1,160,862,5.4,4
146,Jabari Small,Tennessee,SEC,12,144,696,4.8,12,12,106,8.8,2,156,802,5.1,14
147,Tavion Thomas,Utah,Pac-12,10,142,687,4.8,7,6,43,7.2,0,148,730,4.9,7
148,Star Thomas,New Mexico State,Ind,12,98,470,4.8,5,10,133,13.3,2,108,603,5.6,7
149,Jevyon Ducker,Memphis,American,12,97,461,4.8,5,11,88,8.0,0,108,549,5.1,5
150,Deshaun Fenwick,Oregon State,Pac-12,9,93,446,4.8,7,4,15,3.8,0,97,461,4.8,7
151,Treyson Potts,Minnesota,Big Ten,11,92,444,4.8,3,3,23,7.7,0,95,467,4.9,3
152,Dontae Smith,Georgia Tech,ACC,12,87,420,4.8,5,19,125,6.6,0,106,545,5.1,5
153,Daetrich Harrington,Appalachian State,Sun Belt,12,81,389,4.8,4,4,43,10.8,0,85,432,5.1,4
154,Kaelon Black,James Madison,Sun Belt,9,69,333,4.8,3,17,177,10.4,2,86,510,5.9,5
155,Marquez Cooper,Kent State,MAC,12,285,1326,4.7,13,8,94,11.8,0,293,1420,4.8,13
156,Henry Parrish Jr.,Miami (FL),ACC,10,130,616,4.7,4,17,120,7.1,2,147,736,5.0,6
157,Jordan Waters,Duke,ACC,12,120,561,4.7,8,16,106,6.6,0,136,667,4.9,8
158,Jaxson Dart,Ole Miss,SEC,12,117,548,4.7,0,0,0,,0,117,548,4.7,0
159,Tyson Riley,Army,Ind,9,93,435,4.7,2,1,2,2.0,0,94,437,4.6,2
160,Deion Smith,Colorado,Pac-12,10,83,393,4.7,2,11,84,7.6,0,94,477,5.1,2
161,Robby Ashford,Auburn,SEC,12,153,710,4.6,7,0,0,,0,153,710,4.6,7
162,Jalen Berger,Michigan State,Big Ten,12,148,683,4.6,6,19,128,6.7,0,167,811,4.9,6
163,Tyler Lavine,SMU,American,12,119,551,4.6,9,12,97,8.1,0,131,648,4.9,9
