Rk,Player,School,Conf,G,RushAtt,RushYds,RushAvg,RushTD,Rec,RecYds,RecAvg,RecTD,Plays,TotalYds,YardsPerPlay,TotalTDs
1,Henry Josey,Missouri,Big 12,10,145,1168,8.1,9,10,91,9.1,0,155,1259,8.1,9
2,Ja'Terian Douglas,Tulsa,CUSA,13,112,883,7.9,4,11,59,5.4,0,123,942,7.7,4
3,Michael Smith,Utah State,WAC,13,114,870,7.6,9,16,181,11.3,2,130,1051,8.1,11
4,Charles Sims,Houston,CUSA,13,110,821,7.5,9,51,575,11.3,4,161,1396,8.7,13
5,LaMichael James,Oregon,Pac-12,12,247,1805,7.3,18,17,210,12.4,1,264,2015,7.6,19
6,Raymond Maples,Army,Ind,11,146,1066,7.3,4,1,5,5.0,0,147,1071,7.3,4
7,C.J. Brown,Maryland,ACC,10,79,574,7.3,5,,,,,79,574,7.3,5
8,Waymon James,TCU,MWC,13,121,875,7.2,6,10,113,11.3,0,131,988,7.5,6
9,Chandler Harnish,Northern Illinois,MAC,14,194,1379,7.1,11,,,,,194,1379,7.1,11
10,Eddie Lacy,Alabama,SEC,12,95,674,7.1,7,11,131,11.9,0,106,805,7.6,7
11,Jeremy Smith,Oklahoma State,Big 12,12,91,646,7.1,9,11,81,7.4,0,102,727,7.1,9
12,Malcolm Brown,Army,Ind,12,81,572,7.1,3,7,163,23.3,2,88,735,8.4,5
13,Curtis McNeal,USC,Pac-12,12,145,1005,6.9,6,3,19,6.3,0,148,1024,6.9,6
14,Jonas Gray,Notre Dame,Ind,11,114,791,6.9,12,6,38,6.3,0,120,829,6.9,12
15,Asher Clark,Air Force,MWC,13,163,1110,6.8,7,8,33,4.1,0,171,1143,6.7,7
16,Jamal Woodyard,Southern Mississippi,CUSA,13,110,732,6.7,3,17,159,9.4,2,127,891,7.0,5
17,Joe Banyard,UTEP,CUSA,12,127,832,6.6,6,12,67,5.6,0,139,899,6.5,6
18,Montee Ball,Wisconsin,Big Ten,14,307,1923,6.3,33,24,306,12.8,6,331,2229,6.7,39
19,Adonis Thomas,Toledo,MAC,10,171,1071,6.3,12,31,350,11.3,1,202,1421,7.0,13
20,Dennis Johnson,Arkansas,SEC,11,106,670,6.3,3,24,255,10.6,2,130,925,7.1,5
21,Terrance Ganaway,Baylor,Big 12,13,250,1547,6.2,21,6,52,8.7,1,256,1599,6.2,22
22,Vick Ballard,Mississippi State,SEC,13,193,1189,6.2,10,20,187,9.4,1,213,1376,6.5,11
23,Kenjon Barner,Oregon,Pac-12,12,152,939,6.2,11,17,184,10.8,3,169,1123,6.6,14
24,Larry Dixon,Army,Ind,12,87,542,6.2,5,1,25,25.0,0,88,567,6.4,5
25,Robert Turbin,Utah State,WAC,13,249,1517,6.1,19,17,171,10.1,4,266,1688,6.3,23
26,Ed Wesley,TCU,MWC,10,120,726,6.1,6,6,82,13.7,0,126,808,6.4,6
27,Dominique Sherrer,Eastern Michigan,MAC,6,94,572,6.1,2,3,33,11.0,0,97,605,6.2,2
28,Christine Michael,Texas A&M,Big 12,9,149,899,6.0,8,8,35,4.4,1,157,934,5.9,9
29,Michael Ford,LSU,SEC,14,127,756,6.0,7,4,10,2.5,0,131,766,5.8,7
30,David Wilson,Virginia Tech,ACC,14,290,1709,5.9,9,22,129,5.9,1,312,1838,5.9,10
31,Trent Richardson,Alabama,SEC,13,283,1679,5.9,21,29,338,11.7,3,312,2017,6.5,24
32,Zach Line,SMU,CUSA,10,208,1224,5.9,17,15,139,9.3,0,223,1363,6.1,17
33,Zac Stacy,Vanderbilt,SEC,13,201,1193,5.9,14,20,106,5.3,0,221,1299,5.9,14
34,Johnathan Franklin,UCLA,Pac-12,14,166,976,5.9,5,9,74,8.2,1,175,1050,6.0,6
35,Matt Brown,Temple,MAC,13,155,916,5.9,6,3,7,2.3,0,158,923,5.8,6
36,Anthon Samuel,Bowling Green State,MAC,9,144,844,5.9,5,15,93,6.2,0,159,937,5.9,5
37,Joseph Randle,Oklahoma State,Big 12,13,208,1216,5.8,24,43,266,6.2,2,251,1482,5.9,26
38,Ray Graham,Pitt,Big East,8,164,958,5.8,9,30,200,6.7,0,194,1158,6.0,9
39,Jeff Demps,Florida,SEC,12,98,569,5.8,6,16,172,10.8,0,114,741,6.5,6
40,Chris Nwoke,Colorado State,MWC,12,200,1130,5.7,9,23,143,6.2,0,223,1273,5.7,9
41,Lampford Mark,Nevada,WAC,8,159,911,5.7,10,7,32,4.6,0,166,943,5.7,10
42,Matthew Tucker,TCU,MWC,13,123,702,5.7,12,8,77,9.6,0,131,779,5.9,12
43,Onterio McCalebb,Auburn,SEC,13,112,641,5.7,5,32,344,10.8,2,144,985,6.8,7
44,Lamar Miller,Miami (FL),ACC,12,227,1272,5.6,9,17,85,5.0,1,244,1357,5.6,10
45,Fitzgerald Toussaint,Michigan,Big Ten,12,187,1041,5.6,9,6,28,4.7,1,193,1069,5.5,10
46,Trey Watts,Tulsa,CUSA,13,157,881,5.6,3,31,242,7.8,3,188,1123,6.0,6
47,Tim Cornett,UNLV,MWC,11,119,671,5.6,7,10,54,5.4,0,129,725,5.6,7
48,Tevin Drake,Western Michigan,MAC,12,105,586,5.6,5,4,17,4.3,0,109,603,5.5,5
49,Latavius Murray,UCF,CUSA,12,98,549,5.6,8,17,242,14.2,1,115,791,6.9,9
50,Ronnie Hillman,San Diego State,MWC,13,311,1711,5.5,19,24,270,11.3,1,335,1981,5.9,20
51,Stepfan Taylor,Stanford,Pac-12,13,242,1330,5.5,10,25,182,7.3,2,267,1512,5.7,12
52,Tyler Smith,Rice,CUSA,12,155,860,5.5,5,39,309,7.9,1,194,1169,6.0,6
53,Dustin Garrison,West Virginia,Big East,12,136,742,5.5,6,24,201,8.4,0,160,943,5.9,6
54,Dominique Whaley,Oklahoma,Big 12,7,113,627,5.5,9,15,153,10.2,0,128,780,6.1,9
55,Roy Finch,Oklahoma,Big 12,13,111,605,5.5,3,34,296,8.7,0,145,901,6.2,3
56,Bernard Pierce,Temple,MAC,12,273,1481,5.4,27,3,52,17.3,0,276,1533,5.6,27
57,Cody Fajardo,Nevada,WAC,10,128,694,5.4,11,,,,,128,694,5.4,11
58,Michael Alisa,Brigham Young,Ind,12,85,455,5.4,3,5,55,11.0,1,90,510,5.7,4
59,Isaiah Pead,Cincinnati,Big East,13,237,1259,5.3,12,39,319,8.2,3,276,1578,5.7,15
60,Andre Ellington,Clemson,ACC,13,223,1178,5.3,11,22,109,5.0,0,245,1287,5.3,11
61,Denard Robinson,Michigan,Big Ten,13,221,1176,5.3,16,,,,,221,1176,5.3,16
62,Cyrus Gray,Texas A&M,Big 12,11,198,1045,5.3,12,31,239,7.7,3,229,1284,5.6,15
63,Donte Harden,Ohio,MAC,12,187,986,5.3,2,27,267,9.9,2,214,1253,5.9,4
64,Darrell Scott,South Florida,Big East,11,153,814,5.3,5,15,169,11.3,1,168,983,5.9,6
65,Stephen Houston,Indiana,Big Ten,12,151,802,5.3,8,17,164,9.6,0,168,966,5.8,8
66,Michael Hayes,Houston,CUSA,13,138,727,5.3,11,44,483,11.0,4,182,1210,6.6,15
67,Rickey Galvin,Washington State,Pac-12,12,114,602,5.3,5,28,242,8.6,1,142,844,5.9,6
68,Carlos Hyde,Ohio State,Big Ten,13,106,566,5.3,6,10,73,7.3,0,116,639,5.5,6
69,Isi Sofele,California,Pac-12,13,252,1322,5.2,10,6,33,5.5,0,258,1355,5.3,10
70,Giovani Bernard,North Carolina,ACC,13,239,1253,5.2,13,45,362,8.0,1,284,1615,5.7,14
71,Le'Veon Bell,Michigan State,Big Ten,14,182,948,5.2,13,35,267,7.6,0,217,1215,5.6,13
72,Davin Meggett,Maryland,ACC,12,171,896,5.2,4,17,141,8.3,1,188,1037,5.5,5
73,Mike Ball,Nevada,WAC,9,135,704,5.2,3,11,42,3.8,2,146,746,5.1,5
74,David Sims,Georgia Tech,ACC,12,135,698,5.2,7,3,29,9.7,1,138,727,5.3,8
75,Eric Stephens,Texas Tech,Big 12,5,108,565,5.2,8,16,133,8.3,0,124,698,5.6,8
76,Donovonn Young,Illinois,Big Ten,12,87,451,5.2,6,8,15,1.9,0,95,466,4.9,6
77,Chris Polk,Washington,Pac-12,13,293,1488,5.1,12,31,332,10.7,4,324,1820,5.6,16
