Rk,Player,School,Conf,G,RushAtt,RushYds,RushAvg,RushTD,Rec,RecYds,RecAvg,RecTD,Plays,TotalYds,YardsPerPlay,TotalTDs
1,Leeland McElroy,Texas A&M,SWC,11,72,613,8.5,7,19,224,11.8,4,91,837,9.2,11
2,Charlie Garner,Tennessee,SEC,11,159,1161,7.3,8,12,81,6.8,0,171,1242,7.3,8
3,Dorsey Levens,Georgia Tech,ACC,10,114,823,7.2,8,8,134,16.8,1,122,957,7.8,9
4,J.J. Young,Oregon State,Pac-10,11,136,955,7.0,8,4,32,8.0,1,140,987,7.1,9
5,Ki-Jana Carter,Penn State,Big Ten,11,155,1026,6.6,7,6,49,8.2,0,161,1075,6.7,7
6,Terrell Willis,Rutgers,Big East,11,195,1261,6.5,13,9,61,6.8,0,204,1322,6.5,13
7,Ivory Durio,UTEP,WAC,12,91,596,6.5,2,8,56,7.0,0,99,652,6.6,2
8,Ron Rivers,Fresno State,WAC,12,230,1477,6.4,14,19,176,9.3,0,249,1653,6.6,14
9,Lee Becton,Notre Dame,Ind,11,164,1044,6.4,6,12,153,12.8,1,176,1197,6.8,7
10,Sean Jackson,Florida State,ACC,12,134,825,6.2,5,32,184,5.8,3,166,1009,6.1,8
11,Oscar Malone,Arkansas,SEC,8,89,555,6.2,5,7,103,14.7,0,96,658,6.9,5
12,James Stewart,Tennessee,SEC,11,86,537,6.2,9,12,89,7.4,0,98,626,6.4,9
13,James Bostic,Auburn,SEC,11,199,1205,6.1,12,10,40,4.0,1,209,1245,6.0,13
14,Phil Brown,Texas,SWC,11,126,770,6.1,7,35,281,8.0,0,161,1051,6.5,7
15,LeShon Johnson,Northern Illinois,Big West,11,327,1976,6.0,12,16,106,6.6,0,343,2082,6.1,12
16,Curtis Johnson,North Carolina,ACC,12,173,1034,6.0,11,9,60,6.7,1,182,1094,6.0,12
17,Terrell Fletcher,Wisconsin,Big Ten,12,165,996,6.0,9,13,131,10.1,1,178,1127,6.3,10
18,Calvin Melvin,Hawaii,WAC,12,139,831,6.0,3,6,94,15.7,0,145,925,6.4,3
19,E.J. Watson,Colorado State,WAC,6,115,695,6.0,6,3,27,9.0,1,118,722,6.1,7
20,Randy Kinder,Notre Dame,Ind,11,89,537,6.0,2,0,0,,0,89,537,6.0,2
21,Joe Parisi,Air Force,WAC,9,82,492,6.0,2,2,23,11.5,0,84,515,6.1,2
22,John Lane,Army,Ind,11,75,452,6.0,8,4,32,8.0,0,79,484,6.1,8
23,Bam Morris,Texas Tech,SWC,11,298,1752,5.9,22,22,150,6.8,0,320,1902,5.9,22
24,Akili King,Army,Ind,11,150,883,5.9,6,2,12,6.0,0,152,895,5.9,6
25,Bruce Presley,Rutgers,Big East,9,126,741,5.9,4,16,89,5.6,1,142,830,5.8,5
26,Robert Walker,West Virginia,Big East,12,214,1250,5.8,11,9,26,2.9,0,223,1276,5.7,11
27,Mike Archie,Penn State,Big Ten,11,132,766,5.8,6,18,111,6.2,2,150,877,5.8,8
28,James Stewart,Miami (FL),Big East,11,105,604,5.8,5,8,110,13.8,1,113,714,6.3,6
29,Napoleon Kaufman,Washington,Pac-10,11,226,1299,5.7,14,23,139,6.0,0,249,1438,5.8,14
30,Leon Johnson,North Carolina,ACC,12,179,1012,5.7,14,29,233,8.0,2,208,1245,6.0,16
31,Jamal Anderson,Utah,WAC,12,168,958,5.7,11,17,183,10.8,3,185,1141,6.2,14
32,Moe Williams,Kentucky,SEC,11,164,928,5.7,5,7,41,5.9,0,171,969,5.7,5
33,Greg Hill,Texas A&M,SWC,7,124,707,5.7,6,6,78,13.0,1,130,785,6.0,7
34,Calvin Branch,Iowa State,Big 8,11,84,478,5.7,2,16,350,21.9,4,100,828,8.3,6
35,Calvin Jones,Nebraska,Big 8,9,185,1043,5.6,12,7,117,16.7,1,192,1160,6.0,13
36,Tommie Frazier,Nebraska,Big 8,11,126,704,5.6,9,,,,,126,704,5.6,9
37,Skip Hicks,UCLA,Pac-10,12,100,563,5.6,5,,,,,100,563,5.6,5
38,Tyrone Wheatley,Michigan,Big Ten,9,207,1129,5.5,13,14,152,10.9,1,221,1281,5.8,14
39,Lawrence Phillips,Nebraska,Big 8,10,92,508,5.5,5,2,6,3.0,0,94,514,5.5,5
40,Stephen Davis,Auburn,SEC,11,87,480,5.5,3,11,122,11.1,1,98,602,6.1,4
41,Jerrod Washington,Virginia,ACC,11,162,871,5.4,5,14,72,5.1,3,176,943,5.4,8
42,Nathan DuPree,San Jose State,Big West,11,136,737,5.4,7,17,171,10.1,0,153,908,5.9,7
