Rk,Player,School,Conf,G,RushAtt,RushYds,RushAvg,RushTD,Rec,RecYds,RecAvg,RecTD,Plays,TotalYds,YardsPerPlay,TotalTDs
1,Levron Williams,Indiana,Big Ten,11,118,817,6.9,4,33,360,10.9,3,151,1177,7.8,7
2,Scott McKay,Air Force,MWC,11,98,652,6.7,3,15,209,13.9,1,113,861,7.6,4
3,Bo Carroll,Florida,SEC,12,86,577,6.7,3,10,103,10.3,0,96,680,7.1,3
4,LaDainian Tomlinson,TCU,WAC,12,304,1974,6.5,20,16,84,5.3,0,320,2058,6.4,20
5,Chester Taylor,Toledo,MAC,11,182,1176,6.5,12,8,47,5.9,0,190,1223,6.4,12
6,Dan Alexander,Nebraska,Big 12,12,134,865,6.5,8,4,56,14.0,0,138,921,6.7,8
7,Jamel Patterson,Ohio,MAC,8,90,581,6.5,7,2,34,17.0,0,92,615,6.7,7
8,Delvon Flowers,Arizona State,Pac-10,12,80,512,6.4,5,6,105,17.5,1,86,617,7.2,6
9,Trung Canidate,Arizona,Pac-10,12,253,1602,6.3,11,30,253,8.4,1,283,1855,6.6,12
10,Travis Henry,Tennessee,SEC,11,125,790,6.3,8,3,3,1.0,0,128,793,6.2,8
11,Derrick Ward,Fresno State,WAC,12,132,824,6.2,6,,,,,132,824,6.2,6
12,Andre Kendrick,Virginia Tech,Big East,12,115,714,6.2,9,3,33,11.0,0,118,747,6.3,9
13,Lamont Jordan,Maryland,ACC,11,266,1632,6.1,16,19,208,10.9,1,285,1840,6.5,17
14,Ron Dayne,Wisconsin,Big Ten,12,337,2034,6.0,20,1,9,9.0,0,338,2043,6.0,20
15,Correll Buckhalter,Nebraska,Big 12,11,111,662,6.0,6,3,21,7.0,0,114,683,6.0,6
16,Clinton Portis,Miami (FL),Big East,10,143,838,5.9,8,4,44,11.0,2,147,882,6.0,10
17,Mike Green,Houston,CUSA,10,142,838,5.9,8,6,46,7.7,0,148,884,6.0,8
18,Raheem Lambert,Navy,Ind,12,133,790,5.9,6,,,,,133,790,5.9,6
19,Shaud Williams,Texas Tech,Big 12,10,112,658,5.9,7,6,54,9.0,0,118,712,6.0,7
20,Bobby Ray Tell,Louisiana Tech,Ind,9,94,552,5.9,5,16,103,6.4,1,110,655,6.0,6
21,Cliff Brye,Wyoming,MWC,11,76,451,5.9,4,14,184,13.1,0,90,635,7.1,4
22,Antwon McCray,Toledo,MAC,10,72,424,5.9,4,6,32,5.3,0,78,456,5.8,4
23,Cedric Cobbs,Arkansas,SEC,11,116,668,5.8,3,11,60,5.5,1,127,728,5.7,4
24,Avion Weaver,Hawaii,WAC,12,114,645,5.7,4,19,151,7.9,0,133,796,6.0,4
25,Leroy Bradley,Rice,WAC,11,88,503,5.7,0,1,23,23.0,1,89,526,5.9,1
26,Brandan Rooney,Army,CUSA,11,83,472,5.7,1,6,101,16.8,1,89,573,6.4,2
27,Kevin McDougal,Colorado State,MWC,10,207,1164,5.6,8,8,58,7.3,0,215,1222,5.7,8
28,Deonce Whitaker,San Jose State,WAC,9,137,769,5.6,10,16,138,8.6,1,153,907,5.9,11
29,Percy Coleman,UAB,CUSA,11,122,689,5.6,3,22,124,5.6,1,144,813,5.6,4
30,Earnest Graham,Florida,SEC,9,117,654,5.6,5,6,37,6.2,0,123,691,5.6,5
31,Frank Murphy,Kansas State,Big 12,7,97,541,5.6,6,6,39,6.5,0,103,580,5.6,6
32,Raynald Ray,Ohio,MAC,11,85,477,5.6,4,22,466,21.2,4,107,943,8.8,8
33,Robert Gillespie,Florida,SEC,9,84,471,5.6,8,12,156,13.0,0,96,627,6.5,8
34,Kenton Keith,New Mexico State,Big West,7,75,422,5.6,1,4,27,6.8,0,79,449,5.7,1
35,Demario Brown,Utah State,Big West,11,279,1536,5.5,14,26,282,10.8,1,305,1818,6.0,15
36,Frank Moreau,Louisville,CUSA,10,233,1289,5.5,17,38,285,7.5,0,271,1574,5.8,17
37,Robert Cooper,Cincinnati,CUSA,10,228,1245,5.5,7,22,180,8.2,2,250,1425,5.7,9
38,Deuce McAllister,Ole Miss,SEC,11,168,930,5.5,13,23,256,11.1,1,191,1186,6.2,14
39,Larry Ned,San Diego State,MWC,11,162,894,5.5,11,13,161,12.4,0,175,1055,6.0,11
40,Michael Wallace,Army,CUSA,11,163,894,5.5,10,,,,,163,894,5.5,10
41,John Mosley,Tulsa,WAC,11,160,873,5.5,5,7,38,5.4,0,167,911,5.5,5
42,Jamie Wilson,East Carolina,CUSA,11,156,865,5.5,7,28,266,9.5,1,184,1131,6.1,8
43,Thomas Jones,Virginia,ACC,11,334,1798,5.4,16,22,239,10.9,1,356,2037,5.7,17
44,Ketric Sanford,Houston,CUSA,11,224,1199,5.4,12,16,113,7.1,0,240,1312,5.5,12
45,Rocky Harvey,Illinois,Big Ten,12,143,774,5.4,7,16,243,15.2,2,159,1017,6.4,9
46,Edward Mack,UCF,Ind,11,86,461,5.4,5,4,46,11.5,0,90,507,5.6,5
47,Carl Fair,UAB,CUSA,6,75,405,5.4,3,8,62,7.8,1,83,467,5.6,4
48,Keeon Johnson,New Mexico State,Big West,11,71,385,5.4,4,2,15,7.5,0,73,400,5.5,4
49,Brian Allen,Stanford,Pac-10,11,115,604,5.3,4,4,39,9.8,0,119,643,5.4,4
50,Jarrod Baxter,New Mexico,MWC,11,84,446,5.3,4,7,61,8.7,0,91,507,5.6,4
51,Hodges Mitchell,Texas,Big 12,13,256,1343,5.2,9,32,343,10.7,1,288,1686,5.9,10
52,Joe Gunn,Ole Miss,SEC,12,187,978,5.2,5,9,164,18.2,2,196,1142,5.8,7
53,Michael Wiley,Ohio State,Big Ten,12,183,952,5.2,10,14,153,10.9,1,197,1105,5.6,11
54,Mike Thiessen,Air Force,MWC,9,160,827,5.2,8,,,,,160,827,5.2,8
55,Jonas Lewis,San Diego State,MWC,11,157,812,5.2,2,12,57,4.8,0,169,869,5.1,2
56,Michael Vick,Virginia Tech,Big East,12,131,682,5.2,9,,,,,131,682,5.2,9
57,Michael Moody,Idaho,Big West,11,125,651,5.2,2,11,104,9.5,1,136,755,5.6,3
58,Ken Simonton,Oregon State,Pac-10,12,294,1486,5.1,19,21,219,10.4,0,315,1705,5.4,19
59,Avon Cobourne,West Virginia,Big East,10,224,1138,5.1,10,16,126,7.9,0,240,1264,5.3,10
60,Robert Sanford,Western Michigan,MAC,12,221,1137,5.1,8,21,145,6.9,2,242,1282,5.3,10
61,Cedric Washington,Boston College,Big East,11,222,1122,5.1,7,29,178,6.1,0,251,1300,5.2,7
62,Jasper Sanks,Georgia,SEC,11,177,896,5.1,6,6,52,8.7,0,183,948,5.2,6
63,Dee Brown,Syracuse,Big East,11,145,741,5.1,4,13,52,4.0,0,158,793,5.0,4
64,Joe Hall,Kansas State,Big 12,9,121,613,5.1,6,3,39,13.0,0,124,652,5.3,6
65,T.J. Duckett,Michigan State,Big Ten,12,118,606,5.1,10,2,32,16.0,0,120,638,5.3,10
66,Joe Alls,Bowling Green State,MAC,11,117,592,5.1,4,6,59,9.8,0,123,651,5.3,4
67,Kris Briggs,SMU,WAC,10,102,522,5.1,6,4,20,5.0,0,106,542,5.1,6
68,Dontae Walker,Mississippi State,SEC,11,76,384,5.1,3,8,46,5.8,0,84,430,5.1,3
69,Shyrone Stith,Virginia Tech,Big East,12,237,1187,5.0,13,4,48,12.0,0,241,1235,5.1,13
70,Mike Anderson,Utah,MWC,10,195,977,5.0,10,3,40,13.3,1,198,1017,5.1,11
71,Lloyd Clemons,Michigan State,Big Ten,12,191,959,5.0,0,16,75,4.7,0,207,1034,5.0,0
72,Brian Madden,Navy,Ind,12,180,897,5.0,9,,,,,180,897,5.0,9
73,Tony Fisher,Notre Dame,Ind,12,156,783,5.0,5,18,296,16.4,2,174,1079,6.2,7
74,Eric McCoo,Penn State,Big Ten,12,148,739,5.0,4,22,249,11.3,1,170,988,5.8,5
75,Chad Brinker,Ohio,MAC,11,121,600,5.0,5,3,23,7.7,0,124,623,5.0,5
76,Moran Norris,Kansas,Big 12,12,107,537,5.0,8,10,64,6.4,1,117,601,5.1,9
77,Chris Barnes,New Mexico State,Big West,9,104,519,5.0,6,3,26,8.7,0,107,545,5.1,6
78,Mitch Bowles,Kansas,Big 12,12,89,444,5.0,2,13,50,3.8,0,102,494,4.8,2
79,Julius Jones,Notre Dame,Ind,12,75,375,5.0,3,3,90,30.0,0,78,465,6.0,3
80,J.R. Redmond,Arizona State,Pac-10,11,241,1174,4.9,12,15,100,6.7,1,256,1274,5.0,13
81,Chris Lemon,Nevada,Big West,11,238,1170,4.9,12,20,184,9.2,1,258,1354,5.2,13
82,Eric Crouch,Nebraska,Big 12,12,180,889,4.9,16,2,46,23.0,1,182,935,5.1,17
83,Lamont Zachery,Arkansas State,Big West,11,172,846,4.9,4,14,237,16.9,1,186,1083,5.8,5
84,Montrell Lowe,Purdue,Big Ten,12,173,841,4.9,5,4,22,5.5,0,177,863,4.9,5
85,Sean Gregory,Georgia Tech,ACC,11,172,837,4.9,13,12,150,12.5,0,184,987,5.4,13
86,Cortlen Johnson,Colorado,Big 12,10,172,835,4.9,8,18,168,9.3,0,190,1003,5.3,8
87,Billy Cockerham,Minnesota,Big Ten,12,168,831,4.9,10,,,,,168,831,4.9,10
88,Jared McGrath,Vanderbilt,SEC,11,118,575,4.9,1,12,76,6.3,0,130,651,5.0,1
89,Jamaal Fobbs,Oklahoma State,Big 12,11,110,544,4.9,2,19,172,9.1,1,129,716,5.6,3
90,Llow Turner,Marshall,MAC,12,97,476,4.9,3,17,146,8.6,1,114,622,5.5,4
91,Ira Gooch,Central Michigan,MAC,11,90,438,4.9,2,26,236,9.1,0,116,674,5.8,2
92,Michael Thornton,Oklahoma,Big 12,7,78,383,4.9,1,21,171,8.1,0,99,554,5.6,1
93,David Allen,Kansas State,Big 12,10,74,364,4.9,6,4,40,10.0,1,78,404,5.2,7
94,Darren Davis,Iowa State,Big 12,11,287,1388,4.8,14,21,160,7.6,2,308,1548,5.0,16
95,Joe Hamilton,Georgia Tech,ACC,11,154,734,4.8,6,,,,,154,734,4.8,6
96,Gerard Arnold,Memphis,CUSA,10,146,706,4.8,7,8,49,6.1,0,154,755,4.9,7
97,David Winbush,Kansas,Big 12,11,123,595,4.8,6,18,135,7.5,1,141,730,5.2,7
98,Afatia Thompson,Hawaii,WAC,12,90,435,4.8,3,26,212,8.2,0,116,647,5.6,3
99,Tony McCray,Akron,MAC,11,73,352,4.8,2,1,1,1.0,0,74,353,4.8,2
100,Travis Prentice,Miami (OH),MAC,11,354,1659,4.7,17,19,270,14.2,4,373,1929,5.2,21
101,William Andrews,Northern Illinois,MAC,11,240,1127,4.7,9,10,28,2.8,0,250,1155,4.6,9
102,Deon Burnett,Washington State,Pac-10,12,209,974,4.7,12,23,220,9.6,0,232,1194,5.1,12
103,Joe Igber,California,Pac-10,11,148,694,4.7,2,13,78,6.0,0,161,772,4.8,2
104,Jonathan Adams,Arkansas State,Big West,10,145,680,4.7,6,2,32,16.0,0,147,712,4.8,6
105,Jamison Palmer,Middle Tennessee State,Ind,11,117,548,4.7,9,27,231,8.6,0,144,779,5.4,9
106,Luke Staley,Brigham Young,MWC,8,92,432,4.7,10,26,339,13.0,3,118,771,6.5,13
107,Joe Sherrill,Ohio,MAC,10,87,410,4.7,4,2,18,9.0,0,89,428,4.8,4
108,Thomas Hamner,Minnesota,Big Ten,12,308,1426,4.6,10,21,305,14.5,3,329,1731,5.3,13
109,Shaun Alexander,Alabama,SEC,11,302,1383,4.6,19,25,323,12.9,4,327,1706,5.2,23
110,Paul Smith,UTEP,WAC,12,272,1258,4.6,12,7,84,12.0,1,279,1342,4.8,13
111,James Jackson,Miami (FL),Big East,9,169,782,4.6,9,13,133,10.2,1,182,915,5.0,10
112,Paris Gaines,Fresno State,WAC,12,143,662,4.6,3,37,312,8.4,4,180,974,5.4,7
113,Anthony White,Kentucky,SEC,11,121,562,4.6,5,56,469,8.4,3,177,1031,5.8,8
114,James Mungro,Syracuse,Big East,11,116,537,4.6,5,7,55,7.9,1,123,592,4.8,6
115,Rahsaan Sanders,Colorado State,MWC,11,102,468,4.6,4,10,43,4.3,0,112,511,4.6,4
116,Sultan McCullough,USC,Pac-10,12,90,413,4.6,1,1,6,6.0,0,91,419,4.6,1
117,Reuben Droughns,Oregon,Pac-10,12,277,1234,4.5,9,17,163,9.6,1,294,1397,4.8,10
118,Ladell Betts,Iowa,Big Ten,11,189,857,4.5,5,20,195,9.8,1,209,1052,5.0,6
119,Jamal Lewis,Tennessee,SEC,10,182,816,4.5,7,15,193,12.9,1,197,1009,5.1,8
120,Travis Minor,Florida State,ACC,11,180,815,4.5,7,16,102,6.4,0,196,917,4.7,7
121,Jeremi Rudolph,UNLV,MWC,10,155,693,4.5,4,12,74,6.2,1,167,767,4.6,5
122,Rahshon Spikes,North Carolina State,ACC,11,140,636,4.5,4,7,117,16.7,2,147,753,5.1,6
123,Kevan Barlow,Pitt,Big East,10,141,630,4.5,6,6,94,15.7,1,147,724,4.9,7
124,Anthony Thomas,Michigan,Big Ten,11,283,1257,4.4,16,29,166,5.7,0,312,1423,4.6,16
125,Chad Morton,USC,Pac-10,12,262,1141,4.4,15,17,79,4.6,0,279,1220,4.4,15
