,Round,Pick,Team,Player,Position,Age,School,Year,Weight,40 Time,Vertical Jump,3 Cone,Shuttle,Height (in),PK,G,RushAtt,RushYds,RushAvg,RushTD,Rec,RecYds,RecAvg,RecTD,Plays,TotalYds,YardsPerPlay,TotalTDs,YPG,Conf,response
146,2,49,NYG,Joe Montgomery,RB,23,Ohio St.,1999,227,4.63,,7.1,4.22,70.4,joe montgomery+1999,12,118,766,6.491525424,7,2,0,0,0,120,766,6.383333333,7,63.83333333,Big Ten,3
147,2,54,KAN,Mike Cloud,RB,24,Boston Col.,1999,200,4.54,38.5,6.8,4.16,70.5,mike cloud+1999,33,546,3238,5.93040293,24,52,467,8.980769231,1,598,3705,6.195652174,25,112.2727273,Big East,3
148,2,60,SDG,Jermaine Fazande,RB,24,Oklahoma,1999,,,,,,,jermaine fazande+1999,,,,,,,,,,,,,,,,
149,3,86,BUF,Shawn Bryson,RB,22,Tennessee,1999,,,,,,,shawn bryson+1999,,,,,,,,,,,,,,,,
150,3,95,PIT,Amos Zereoue,RB,22,West Virginia,1999,203,4.53,,,4.09,67.4,amos zereoue+1999,33,786,4086,5.198473282,40,55,374,6.8,2,841,4460,5.303210464,42,135.1515152,Big East,3
151,4,103,DET,Sedrick Irvin,RB,21,Michigan St.,1999,223,4.58,35,,,70.8,sedrick irvin+1999,36,755,3504,4.641059603,35,108,893,8.268518519,6,863,4397,5.095017381,41,122.1388889,Big Ten,3
152,4,112,NYG,Sean Bennett,RB,23,Northwestern,1999,,,,,,,sean bennett+1999,,,,,,,,,,,,,,,,
153,4,127,DEN,Olandis Gary,RB,24,Georgia,1999,216,4.71,34,7.15,4.13,73,olandis gary+1999,11,143,698,4.881118881,10,10,117,11.7,0,153,815,5.326797386,10,74.09090909,SEC,2
154,5,134,MIA,Cecil Collins,RB,22,McNeese St.,1999,209,4.45,33,7.21,,68.6,cecil collins+1999,,,,,,,,,,,,,,,,
155,5,152,SEA,Charlie Rogers,RB,23,Georgia Tech,1999,,,,,,,charlie rogers+1999,,,,,,,,,,,,,,,,
156,5,159,GNB,De'Mond Parker,RB,22,Oklahoma,1999,189,4.49,41.5,7.28,4.16,69.6,de'mond parker+1999,34,578,3404,5.889273356,21,42,504,12,1,620,3908,6.303225806,22,114.9411765,Big 12,3
157,6,195,TAM,Lamarr Glenn,RB,,Florida St.,1999,,,,,,,lamarr glenn+1999,,,,,,,,,,,,,,,,
158,7,207,CLE,Madre Hill,RB,23,Arkansas,1999,199,4.52,32,6.9,4.31,71.4,madre hill+1999,33,541,2407,4.449168207,25,32,272,8.5,1,573,2679,4.67539267,26,81.18181818,SEC,
159,7,233,TAM,Autry Denson,RB,22,Notre Dame,1999,197,4.67,31,6.97,4.15,69.5,autry denson+1999,45,854,4318,5.056206089,43,53,432,8.150943396,3,907,4750,5.237045204,46,105.5555556,Ind,3
160,1,5,BAL,Jamal Lewis,RB,21,Tennessee,2000,240,4.58,,,,72,jamal lewis+2000,22,414,2180,5.265700483,14,38,459,12.07894737,3,452,2639,5.838495575,17,119.9545455,SEC,1
161,1,7,ARI,Thomas Jones,RB,22,Virginia,2000,216,4.45,,,,70,thomas jones+2000,33,773,3793,4.906856404,33,67,545,8.134328358,4,840,4338,5.164285714,37,131.4545455,ACC,3
162,1,11,NYG,Ron Dayne,RB,22,Wisconsin,2000,259,4.65,,,,71,ron dayne+2000,47,1220,7125,5.840163934,71,31,304,9.806451613,0,1251,7429,5.938449241,71,158.0638298,Big Ten,3
163,1,19,SEA,Shaun Alexander,RB,23,Alabama,2000,218,4.58,,,,72,shaun alexander+2000,42,727,3565,4.903713893,41,62,798,12.87096774,8,789,4363,5.529784537,49,103.8809524,SEC,1
164,1,31,STL,Trung Canidate,RB,23,Arizona,2000,193,4.41,,,,71,trung canidate+2000,31,558,3626,6.498207885,25,42,468,11.14285714,1,600,4094,6.823333333,26,132.0645161,Pac-10,2
165,3,63,CLE,Travis Prentice,RB,23,Miami (OH),2000,225,4.5,37,6.92,4.4,72,travis prentice+2000,44,1138,5596,4.917398946,73,54,522,9.666666667,5,1192,6118,5.132550336,78,139.0454545,MAC,2
166,3,76,NWE,J.R. Redmond,RB,22,Arizona St.,2000,216,4.48,32.5,,,71,j.r. redmond+2000,31,549,2922,5.322404372,30,52,480,9.230769231,2,601,3402,5.660565724,32,109.7419355,Pac-10,3
167,3,81,DET,Reuben Droughns,RB,22,Oregon,2000,215,4.66,30,7.34,4.41,71,reuben droughns+2000,17,389,2058,5.290488432,18,20,207,10.35,3,409,2265,5.537897311,21,133.2352941,Pac-10,3
168,3,88,MIN,Doug Chapman,RB,23,Marshall,2000,215,4.56,38.5,6.84,4.2,70,doug chapman+2000,38,618,3011,4.872168285,40,67,708,10.56716418,5,685,3719,5.42919708,45,97.86842105,MAC,3
169,4,97,CIN,Curtis Keaton,RB,23,James Madison,2000,214,4.41,41.5,6.82,3.93,70,curtis keaton+2000,,,,,,,,,,,,,,,,
170,4,115,KAN,Frank Moreau,RB,23,Louisville,2000,231,4.57,36,,,73,frank moreau+2000,21,353,1862,5.274787535,22,48,330,6.875,0,401,2192,5.466334165,22,104.3809524,CUSA,3
171,5,132,SFO,Paul Smith,RB,22,Texas-El Paso,2000,,,,,,,paul smith+2000,33,536,2350,4.384328358,16,28,347,12.39285714,1,564,2697,4.781914894,17,81.72727273,WAC,4
172,5,144,DAL,Michael Wiley,RB,22,Ohio St.,2000,193,4.5,,,,71,michael wiley+2000,37,486,2775,5.709876543,26,50,436,8.72,2,536,3211,5.990671642,28,86.78378378,Big Ten,3
173,5,156,BUF,Sammy Morris,RB,23,Texas Tech,2000,,,,,,,sammy morris+2000,9,140,562,4.014285714,3,23,386,16.7826087,2,163,948,5.81595092,5,105.3333333,Big 12,3
174,5,166,NOR,Chad Morton,RB,23,USC,2000,182,4.5,36,,,68,chad morton+2000,23,461,2126,4.611713666,21,35,215,6.142857143,1,496,2341,4.719758065,22,101.7826087,Pac-10,3
175,6,171,PHI,Thomas Hamner,RB,,Minnesota,2000,197,4.5,32,6.97,4.07,72,thomas hamner+2000,46,882,3810,4.319727891,21,62,553,8.919354839,4,944,4363,4.621822034,25,94.84782609,Big Ten,
176,6,189,DEN,Mike Anderson,RB,26,Utah,2000,,,,,,,mike anderson+2000,21,439,2150,4.897494305,22,5,51,10.2,2,444,2201,4.957207207,24,104.8095238,MWC,2
177,7,213,TEN,Mike Green,RB,24,Houston,2000,,,,,,,mike green+2000,21,243,1273,5.238683128,11,9,114,12.66666667,0,252,1387,5.503968254,11,66.04761905,CUSA,3
178,7,243,JAX,Shyrone Stith,RB,22,Virginia Tech,2000,204,4.6,35,7.14,4.14,67,shyrone stith+2000,34,459,2360,5.1416122,21,13,116,8.923076923,0,472,2476,5.245762712,21,72.82352941,Big East,4
179,7,252,GNB,Rondell Mealey,RB,23,LSU,2000,212,4.69,33,6.89,4.15,72,rondell mealey+2000,33,385,1904,4.945454545,25,31,293,9.451612903,2,416,2197,5.28125,27,66.57575758,SEC,4
180,1,5,SDG,LaDainian Tomlinson,RB,22,TCU,2001,221,4.46,40.5,6.84,4.21,70,ladainian tomlinson hof+2001,45,943,5387,5.7,56,43,267,6.2,0,986,5654,5.7,56,125.6444444,Big 12,1
181,1,23,NOR,Deuce McAllister,RB,22,Mississippi,2001,222,4.41,,,,73,deuce mcallister+2001,44,633,3181,5.025276461,38,66,671,10.16666667,3,699,3852,5.510729614,41,87.54545455,SEC,1
182,1,27,MIN,Michael Bennett,RB,23,Wisconsin,2001,207,4.38,39.5,,,69,michael bennett+2001,11,310,1681,5.422580645,11,4,23,5.75,0,314,1704,5.426751592,11,154.9090909,Big Ten,2
183,2,38,CHI,Anthony Thomas,RB,23,Michigan,2001,229,4.58,32.5,7.48,4.44,74,anthony thomas+2001,44,846,4098,4.843971631,49,78,750,9.615384615,1,924,4848,5.246753247,50,110.1818182,Big Ten,2
184,2,49,NYJ,LaMont Jordan,RB,22,Maryland,2001,234,4.57,,,,70,lamont jordan+2001,43,807,4147,5.138785626,36,76,737,9.697368421,1,883,4884,5.531143828,37,113.5813953,ACC,3
185,2,58,BUF,Travis Henry,RB,22,Tennessee,2001,223,4.61,,,,69,travis henry+2001,33,554,3074,5.548736462,26,20,99,4.95,0,574,3173,5.527874564,26,96.15151515,SEC,1
186,3,65,CLE,James Jackson,RB,25,Miami (FL),2001,210,4.55,,,,70,james jackson+2001,40,533,2928,5.493433396,31,37,271,7.324324324,3,570,3199,5.612280702,34,79.975,Big East,3
187,3,80,SFO,Kevan Barlow,RB,22,Pittsburgh,2001,235,4.56,,,,73,kevan barlow+2001,30,459,2216,4.82788671,18,30,368,12.26666667,3,489,2584,5.284253579,21,86.13333333,Big East,2
188,3,85,MIA,Travis Minor,RB,22,Florida St.,2001,197,4.44,32,,,70,travis minor+2001,44,664,3218,4.846385542,28,106,831,7.839622642,3,770,4049,5.258441558,31,92.02272727,ACC,3
189,4,100,CIN,Rudi Johnson,RB,21,Auburn,2001,227,4.57,37.5,7.32,4.22,70,rudi johnson+2001,12,324,1567,4.836419753,13,9,70,7.777777778,0,333,1637,4.915915916,13,136.4166667,SEC,1
190,4,108,KAN,George Layne,RB,22,TCU,2001,,,,,,,george layne+2001,,,,,,,,,,,,,,,,
191,4,121,PHI,Correll Buckhalter,RB,22,Nebraska,2001,226,4.53,40,7.08,4.06,72,correll buckhalter+2001,34,359,2211,6.158774373,21,21,194,9.238095238,1,380,2405,6.328947368,22,70.73529412,Big 12,3
192,5,150,KAN,Derrick Blaylock,RB,22,S.F. Austin,2001,194,4.36,35.5,7.05,4.09,70,derrick blaylock+2001,,,,,,,,,,,,,,,,
193,5,161,BAL,Chris Barnes,RB,,New Mexico St.,2001,,,,,,,chris barnes+2001,20,275,1650,6,11,11,98,8.909090909,0,286,1748,6.111888112,11,87.4,Big West,
194,6,175,CAR,Dee Brown,RB,23,Syracuse,2001,,,,,,,dee brown+2001,34,435,2327,5.349425287,21,32,195,6.09375,2,467,2522,5.400428266,23,74.17647059,Big East,3
195,6,192,TEN,Dan Alexander,RB,23,Nebraska,2001,,,,,,,dan alexander+2001,23,316,2019,6.389240506,16,6,73,12.16666667,0,322,2092,6.49689441,16,90.95652174,Big 12,
196,1,16,CLE,William Green,RB,22,Boston Col.,2002,221,4.6,42,,,72,william green+2002,21,452,2723,6.024336283,29,29,338,11.65517241,3,481,3061,6.363825364,32,145.7619048,Big East,3
197,1,18,ATL,T.J. Duckett,RB,21,Michigan St.,2002,254,4.45,,,,72,t.j. duckett+2002,35,621,3379,5.441223833,29,22,151,6.863636364,1,643,3530,5.489891135,30,100.8571429,Big Ten,2
198,2,34,CAR,DeShaun Foster,RB,22,UCLA,2002,222,4.57,35.5,6.82,4.16,73,deshaun foster+2002,39,696,3087,4.435344828,39,58,548,9.448275862,4,754,3635,4.820954907,43,93.20512821,Pac-10,2
199,2,51,DEN,Clinton Portis,RB,21,Miami (FL),2002,204,4.42,,,,71,clinton portis+2002,29,440,2523,5.734090909,20,21,272,12.95238095,3,461,2795,6.062906725,23,96.37931034,Big East,1
200,2,54,SEA,Maurice Morris,RB,22,Oregon,2002,208,4.53,38.5,,,71,maurice morris+2002,23,466,2237,4.800429185,17,35,307,8.771428571,3,501,2544,5.077844311,20,110.6086957,Pac-10,3
201,2,56,WAS,Ladell Betts,RB,23,Iowa,2002,220,4.62,38,7.06,4.06,70,ladell betts+2002,46,832,3686,4.430288462,25,72,702,9.75,2,904,4388,4.853982301,27,95.39130435,Big Ten,3
202,3,84,STL,Lamar Gordon,RB,22,North Dakota St.,2002,214,4.55,34,,,73,lamar gordon+2002,,,,,,,,,,,,,,,,3
203,3,91,PHI,Brian Westbrook,RB,23,Villanova,2002,200,4.57,37,7.09,,68,brian westbrook+2002,,,,,,,,,,,,,,,,1
204,4,99,HOU,Jonathan Wells,RB,23,Ohio St.,2002,243,4.52,,,,73,jonathan wells+2002,23,368,1855,5.04076087,21,20,205,10.25,0,388,2060,5.309278351,21,89.56521739,Big Ten,3
205,4,119,TAM,Travis Stephens,RB,24,Tennessee,2002,194,4.6,32,,,68,travis stephens+2002,35,479,2300,4.801670146,21,27,200,7.407407407,1,506,2500,4.940711462,22,71.42857143,SEC,
206,4,135,GNB,Najeh Davenport,RB,23,Miami (FL),2002,,,,,,,najeh davenport+2002,,,,,,,,,,,,,,,,
207,5,145,CAR,Kyle Johnson,RB,23,Syracuse,2002,,,,,,,kyle johnson+2002,,,,,,,,,,,,,,,,
208,5,166,PIT,Verron Haynes,RB,23,Georgia,2002,,,,,,,verron haynes+2002,10,126,691,5.484126984,7,19,242,12.73684211,2,145,933,6.434482759,9,93.3,SEC,3
209,6,185,ARI,Josh Scobey,RB,22,Kansas St.,2002,218,4.42,40.5,6.96,3.93,71,josh scobey+2002,24,409,1981,4.843520782,31,13,81,6.230769231,0,422,2062,4.886255924,31,85.91666667,Big 12,3
210,6,197,OAK,Larry Ned,RB,24,San Diego St.,2002,219,4.62,34.5,7.12,,71,larry ned+2002,37,765,3562,4.65620915,36,39,343,8.794871795,0,804,3905,4.856965174,36,105.5405405,MWC,4
211,6,199,CHI,Adrian Peterson,RB,23,Georgia Southern,2002,214,4.68,34,7.59,4.6,70,adrian peterson+2002,,,,,,,,,,,,,,,,
212,6,204,IND,Brian Allen,RB,22,Stanford,2002,209,4.46,33,6.9,4.08,69,brian allen+2002,44,482,2117,4.392116183,13,23,226,9.826086957,0,505,2343,4.63960396,13,53.25,Pac-10,
213,6,207,BAL,Chester Taylor,RB,22,Toledo,2002,213,4.58,33,,,71,chester taylor+2002,43,803,4646,5.785803238,55,61,554,9.081967213,5,864,5200,6.018518519,60,120.9302326,MAC,3
214,7,214,DET,Luke Staley,RB,,BYU,2002,227,4.42,,,,73,luke staley+2002,30,418,2507,5.997607656,41,86,1000,11.62790698,7,504,3507,6.958333333,48,116.9,MWC,
215,7,237,NWE,Antwoine Womack,RB,,Virginia,2002,,,,,,,antwoine womack+2002,,,,,,,,,,,,,,,,
216,7,241,MIA,Leonard Henry,RB,24,East Carolina,2002,206,4.57,35,7.11,4.29,73,leonard henry+2002,43,519,3089,5.951830443,29,54,429,7.944444444,3,573,3518,6.139616056,32,81.81395349,CUSA,3
217,7,243,STL,Chris Massey,RB,23,Marshall,2002,,,,,,,chris massey+2002,,,,,,,,,,,,,,,,
218,7,251,BUF,Jarrett Ferguson,RB,,Virginia Tech,2002,,,,,,,jarrett ferguson+2002,,,,,,,,,,,,,,,,
219,1,23,BUF,Willis McGahee,RB,21,Miami (FL),2003,223,4.45,,,,72,willis mcgahee+2003,13,282,1753,6.216312057,28,27,355,13.14814815,0,309,2108,6.822006472,28,162.1538462,Big East,1
220,1,27,KAN,Larry Johnson,RB,23,Penn St.,2003,228,4.45,,,,73,larry johnson+2003,36,417,2782,6.67146283,25,61,607,9.950819672,6,478,3389,7.089958159,31,94.13888889,Big Ten,1
221,3,77,BAL,Musa Smith,RB,21,Georgia,2003,232,4.45,35.5,,,73,musa smith+2003,31,454,2202,4.850220264,19,27,187,6.925925926,0,481,2389,4.966735967,19,77.06451613,SEC,3
222,3,93,TEN,Chris Brown,RB,22,Colorado,2003,220,4.46,,,,75,chris brown+2003,24,493,2787,5.653144016,35,11,76,6.909090909,0,504,2863,5.680555556,35,119.2916667,Big 12,2
223,4,99,DET,Artose Pinner,RB,25,Kentucky,2003,229,4.68,,,,70,artose pinner+2003,23,383,1855,4.843342037,17,49,379,7.734693878,2,432,2234,5.171296296,19,97.13043478,SEC,
224,4,101,HOU,Domanick Williams,RB,22,LSU,2003,213,4.63,32.5,7.32,4.47,69,domanick williams+2003,,,,,,,,,,,,,,,,1
225,4,105,MIN,Onterrio Smith,RB,22,Oregon,2003,220,4.48,,,,70,onterrio smith+2003,22,419,2199,5.248210024,19,24,149,6.208333333,2,443,2348,5.300225734,21,106.7272727,Pac-10,2
226,4,108,DEN,Quentin Griffin,RB,22,Oklahoma,2003,195,4.48,38,,4.08,67,quentin griffin+2003,39,669,3511,5.24813154,41,141,1133,8.035460993,5,810,4644,5.733333333,46,119.0769231,Big 12,3
227,4,115,CLE,Lee Suggs,RB,23,Virginia Tech,2003,202,4.44,,,,72,lee suggs+2003,25,479,2532,5.286012526,49,14,170,12.14285714,3,493,2702,5.480730223,52,108.08,Big East,3
228,4,132,JAX,LaBrandon Toefield,RB,22,LSU,2003,233,4.6,,,,71,labrandon toefield+2003,31,511,2149,4.205479452,26,25,233,9.32,1,536,2382,4.444029851,27,76.83870968,SEC,3
229,6,206,CHI,Brock Forsey,RB,23,Boise St.,2003,,,,,,,brock forsey+2003,47,813,4045,4.975399754,50,101,1175,11.63366337,18,914,5220,5.711159737,68,111.0638298,WAC,3
230,7,235,DEN,Ahmaad Galloway,RB,,Alabama,2003,223,4.65,,,,72,ahmaad galloway+2003,,,,,,,,,,,,,,,,
231,7,236,DET,Brandon Drumm,RB,,Colorado,2003,,,,,,,brandon drumm+2003,,,,,,,,,,,,,,,,
232,7,242,PIT,J.T. Wall,RB,,Georgia,2003,,,,,,,j.t. wall+2003,,,,,,,,,,,,,,,,
233,7,247,CAR,Casey Moore,RB,,Stanford,2003,,,,,,,casey moore+2003,,,,,,,,,,,,,,,,
234,1,24,STL,Steven Jackson,RB,21,Oregon St.,2004,241,4.55,,,,73,steven jackson+2004,37,743,3625,4.878869448,39,66,680,10.3030303,6,809,4305,5.321384425,45,116.3513514,Pac-10,1
235,1,26,CIN,Chris Perry,RB,22,Michigan,2004,224,4.56,,,,72,chris perry+2004,36,717,3240,4.518828452,34,64,569,8.890625,2,781,3809,4.877080666,36,105.8055556,Big Ten,3
236,1,30,DET,Kevin Jones,RB,22,Virginia Tech,2004,227,4.38,38,,,72,kevin jones+2004,37,616,3475,5.641233766,35,24,229,9.541666667,0,640,3704,5.7875,35,100.1081081,Big East,1
237,2,41,DEN,Tatum Bell,RB,23,Oklahoma St.,2004,212,4.37,38.5,,,71,tatum bell+2004,32,585,3158,5.398290598,33,31,216,6.967741935,2,616,3374,5.477272727,35,105.4375,Big 12,2
238,2,43,DAL,Julius Jones,RB,23,Notre Dame,2004,217,4.47,37.5,6.97,4.12,70,julius jones+2004,45,634,3018,4.760252366,26,28,250,8.928571429,1,662,3268,4.936555891,27,72.62222222,Ind,1
239,2,55,JAX,Greg Jones,RB,23,Florida St.,2004,249,4.55,,,,73,greg jones+2004,34,439,2269,5.16856492,21,22,137,6.227272727,0,461,2406,5.219088937,21,70.76470588,ACC,3
240,4,119,MIN,Mewelde Moore,RB,22,Tulane,2004,209,4.65,35,7.05,4.12,71,mewelde moore+2004,44,909,4364,4.800880088,21,189,2059,10.89417989,15,1098,6423,5.849726776,36,145.9772727,CUSA,3
241,4,128,NWE,Cedric Cobbs,RB,23,Arkansas,2004,223,4.75,40,,,72,cedric cobbs+2004,35,515,2619,5.085436893,24,23,118,5.130434783,1,538,2737,5.087360595,25,78.2,SEC,
242,5,154,SDG,Michael Turner,RB,22,Northern Illinois,2004,237,4.49,31,7.5,4.15,70,michael turner+2004,45,940,4941,5.256382979,43,43,451,10.48837209,3,983,5392,5.485249237,46,119.8222222,MAC,3
243,6,191,TEN,Troy Fleming,RB,23,Tennessee,2004,,,,,,,troy fleming+2004,,,,,,,,,,,,,,,,3
244,7,208,CLE,Adimchinobe Echemandu,RB,23,California,2004,226,4.58,,,,71,adimchinobe echemandu+2004,13,238,1195,5.021008403,13,22,185,8.409090909,0,260,1380,5.307692308,13,106.1538462,Pac-10,4
245,7,219,ATL,Quincy Wilson,RB,23,West Virginia,2004,225,4.6,33.5,7.68,4.36,69,quincy wilson+2004,25,422,2281,5.40521327,18,23,131,5.695652174,1,445,2412,5.420224719,19,96.48,Big East,
246,7,228,TAM,Casey Cramer,RB,22,Dartmouth,2004,,,,,,,casey cramer+2004,,,,,,,,,,,,,,,,
247,7,235,NYG,Derrick Ward,RB,24,Ottawa (KS),2004,,,,,,,derrick ward+2004,,,,,,,,,,,,,,,,
248,7,242,PHI,Bruce Perry,RB,23,Maryland,2004,,,,,,,bruce perry+2004,21,366,1955,5.341530055,16,48,401,8.354166667,2,414,2356,5.690821256,18,112.1904762,ACC,
249,7,247,DEN,Brandon Miree,RB,23,Pittsburgh,2004,,,,,,,brandon miree+2004,19,329,1516,4.607902736,10,27,253,9.37037037,1,356,1769,4.969101124,11,93.10526316,Big East,3
250,1,2,MIA,Ronnie Brown,RB,23,Auburn,2005,233,4.43,34,7.1,4.08,72,ronnie brown+2005,45,507,2697,5.319526627,28,58,668,11.51724138,2,565,3365,5.955752212,30,74.77777778,SEC,1
251,1,4,CHI,Cedric Benson,RB,22,Texas,2005,222,4.62,,,,70,cedric benson+2005,49,1112,5540,4.982014388,64,69,621,9,3,1181,6161,5.216765453,67,125.7346939,Big 12,1
252,1,5,TAM,Cadillac Williams,RB,23,Auburn,2005,217,4.43,35.5,6.94,4.15,71,cadillac williams+2005,,,,,,,,,,,,,,,,2
253,2,44,ARI,J.J. Arrington,RB,22,California,2005,214,4.4,35,6.81,4.1,69,j.j. arrington+2005,25,396,2625,6.628787879,20,42,299,7.119047619,3,438,2924,6.675799087,23,116.96,Pac-10,3
254,2,54,CAR,Eric Shelton,RB,22,Louisville,2005,246,4.53,38.5,7.44,4.08,73,eric shelton+2005,22,312,1728,5.538461538,30,7,54,7.714285714,0,319,1782,5.586206897,30,81,CUSA,4
255,3,65,SFO,Frank Gore,RB,22,Miami (FL),2005,217,4.58,,,,69,frank gore+2005,17,286,1413,4.940559441,12,22,211,9.590909091,0,308,1624,5.272727273,12,95.52941176,ACC,1
256,3,73,HOU,Vernand Morency,RB,25,Oklahoma St.,2005,212,4.66,33.5,7.02,4.12,70,vernand morency+2005,24,393,2392,6.086513995,20,9,121,13.44444444,1,402,2513,6.251243781,21,104.7083333,Big 12,3
257,3,77,PHI,Ryan Moats,RB,22,Louisiana Tech,2005,210,4.46,36,7.22,4.1,68,ryan moats+2005,24,487,3074,6.31211499,28,42,367,8.738095238,2,529,3441,6.504725898,30,143.375,WAC,3
258,3,101,DEN,Maurice Clarett,RB,,Ohio St.,2005,234,4.78,34,,,72,maurice clarett+2005,,,,,,,,,,,,,,,,
259,4,109,DAL,Marion Barber III,RB,22,Minnesota,2005,221,4.49,40,,,71,marion barber iii+2005,36,556,3207,5.767985612,35,18,165,9.166666667,0,574,3372,5.87456446,35,93.66666667,Big Ten,1
260,4,110,NYG,Brandon Jacobs,RB,23,Southern Illinois,2005,267,4.56,37,7.53,4.46,76,brandon jacobs+2005,,,,,,,,,,,,,,,,2
261,4,112,MIN,Ciatrick Fason,RB,22,Florida,2005,207,4.58,,,,73,ciatrick fason+2005,25,306,1850,6.045751634,13,46,408,8.869565217,5,352,2258,6.414772727,18,90.32,SEC,3
262,4,120,WAS,Manuel White,RB,,UCLA,2005,,,,,,,manuel white+2005,29,345,1524,4.417391304,16,47,454,9.659574468,3,392,1978,5.045918367,19,68.20689655,Pac-10,
263,4,127,JAX,Alvin Pearman,RB,23,Virginia,2005,208,4.63,34,7.06,4.08,69,alvin pearman+2005,37,417,2051,4.918465228,15,117,1203,10.28205128,8,534,3254,6.093632959,23,87.94594595,ACC,3
264,4,130,SDG,Darren Sproles,RB,22,Kansas St.,2005,187,4.47,33,6.96,3.96,66,darren sproles+2005,39,787,4769,6.059720457,44,66,609,9.227272727,2,853,5378,6.304806565,46,137.8974359,Big 12,3
265,5,142,TEN,Damien Nash,RB,23,Missouri,2005,,,,,,,damien nash+2005,22,244,1194,4.893442623,12,36,281,7.805555556,2,280,1475,5.267857143,14,67.04545455,Big 12,
266,6,182,NYJ,Cedric Houston,RB,23,Tennessee,2005,225,4.61,,,,71,cedric houston+2005,37,483,2528,5.233954451,16,39,369,9.461538462,1,522,2897,5.549808429,17,78.2972973,SEC,3
267,6,201,ATL,DeAndra Cobb,RB,24,Michigan St.,2005,196,4.49,34,7.13,4.25,70,deandra cobb+2005,12,96,728,7.583333333,4,7,10,1.428571429,0,103,738,7.165048544,4,61.5,Big Ten,
268,7,221,TAM,Rick Razzano,RB,,Mississippi,2005,,,,,,,rick razzano+2005,,,,,,,,,,,,,,,,
269,7,236,BUF,Lionel Gates,RB,23,Louisville,2005,222,4.6,36,7.17,4.1,72,lionel gates+2005,22,217,1190,5.483870968,18,35,439,12.54285714,2,252,1629,6.464285714,20,74.04545455,CUSA,
270,7,243,IND,Anthony Davis,RB,,Wisconsin,2005,200,4.5,38,7.39,,67,anthony davis+2005,29,617,3210,5.202593193,31,22,198,9,0,639,3408,5.333333333,31,117.5172414,Big Ten,
271,7,244,PIT,Noah Herron,RB,23,Northwestern,2005,224,4.6,31,6.95,3.97,71,noah herron+2005,25,393,2120,5.394402036,19,55,579,10.52727273,2,448,2699,6.024553571,21,107.96,Big Ten,3
272,1,2,NOR,Reggie Bush,RB,21,USC,2006,201,4.37,,,,71,reggie bush+2006,39,433,3169,7.318706697,25,95,1301,13.69473684,13,528,4470,8.465909091,38,114.6153846,Pac-10,1
273,1,21,NWE,Laurence Maroney,RB,21,Minnesota,2006,217,4.48,,,,72,laurence maroney+2006,36,660,3933,5.959090909,32,21,197,9.380952381,1,681,4130,6.064610866,33,114.7222222,Big Ten,2
274,1,27,CAR,DeAngelo Williams,RB,23,Memphis,2006,214,4.45,35.5,,,69,deangelo williams+2006,44,969,6026,6.21878225,55,70,723,10.32857143,5,1039,6749,6.495668912,60,153.3863636,CUSA,2
275,1,30,IND,Joseph Addai,RB,23,LSU,2006,214,4.4,38.5,7.09,4.47,71,joseph addai+2006,37,402,2111,5.251243781,14,60,560,9.333333333,6,462,2671,5.781385281,20,72.18918919,SEC,1
276,2,45,TEN,LenDale White,RB,21,USC,2006,238,4.49,,,,72,lendale white+2006,39,541,3159,5.839186691,52,31,331,10.67741935,5,572,3490,6.101398601,57,89.48717949,Pac-10,3
277,2,60,JAX,Maurice Jones-Drew,RB,21,UCLA,2006,207,4.39,36,7.08,4.38,67,maurice jones-drew+2006,36,481,2503,5.2,26,64,819,12.8,7,545,3322,6.1,33,92.27777778,Pac-10,1
278,3,74,DET,Brian Calhoun,RB,22,Wisconsin,2006,201,4.57,31.5,7.05,4.2,69,brian calhoun+2006,13,348,1636,4.701149425,22,53,571,10.77358491,2,401,2207,5.503740648,24,169.7692308,Big Ten,3
279,3,79,ATL,Jerious Norwood,RB,23,Mississippi St.,2006,210,4.4,36.5,6.81,4.25,72,jerious norwood+2006,34,507,2828,5.57790927,15,38,139,3.657894737,2,545,2967,5.444036697,17,87.26470588,SEC,2
280,4,117,NYJ,Leon Washington,RB,24,Florida St.,2006,201,4.42,32.5,6.94,4.37,68,leon washington+2006,21,235,1381,5.876595745,10,39,357,9.153846154,1,274,1738,6.343065693,11,82.76190476,ACC,2
281,4,132,BAL,P.J. Daniels,RB,23,Georgia Tech,2006,214,4.64,33,7.13,4.4,70,p.j. daniels+2006,32,635,3091,4.867716535,21,51,312,6.117647059,3,686,3403,4.960641399,24,106.34375,ACC,
282,5,145,CLE,Jerome Harrison,RB,23,Washington St.,2006,201,4.47,34.5,6.77,4.07,69,jerome harrison+2006,22,482,2800,5.809128631,25,34,275,8.088235294,1,516,3075,5.959302326,26,139.7727273,Pac-10,3
283,5,163,SEA,David Kirtman,RB,23,USC,2006,,,,,,,david kirtman+2006,,,,,,,,,,,,,,,,
284,6,170,HOU,Wali Lundy,RB,22,Virginia,2006,214,4.48,35,6.99,4.36,71,wali lundy+2006,49,742,3193,4.303234501,43,114,895,7.850877193,9,856,4088,4.775700935,52,83.42857143,ACC,2
285,6,195,CHI,J.D. Runnels,RB,22,Oklahoma,2006,,,,,,,j.d. runnels+2006,,,,,,,,,,,,,,,,
