,Round,Pick,Team,Player,Position,Age,School,Year,Weight,40 Time,Vertical Jump,3 Cone,Shuttle,Height (in),PK,G,RushAtt,RushYds,RushAvg,RushTD,Rec,RecYds,RecAvg,RecTD,Plays,TotalYds,YardsPerPlay,TotalTDs,YPG,Conf,response
568,2,53,PHI,Miles Sanders,RB,22,Penn St.,2019,211,4.49,36,6.89,4.19,71,miles sanders+2019,13,220,1274,5.790909091,9,24,139,5.791666667,0,244,1413,5.790983607,9,108.6923077,Big Ten,1
569,3,70,LAR,Darrell Henderson,RB,22,Memphis,2019,208,4.49,33.5,,,68,darrell henderson+2019,38,431,3545,8.225058005,36,63,758,12.03174603,8,494,4303,8.710526316,44,113.2368421,American,3
570,3,73,CHI,David Montgomery,RB,22,Iowa St.,2019,222,4.63,28.5,,,70,david montgomery+2019,37,624,2925,4.6875,26,71,582,8.197183099,0,695,3507,5.046043165,26,94.78378378,Big 12,1
571,3,74,BUF,Devin Singletary,RB,22,Florida Atlantic,2019,203,4.66,35,7.32,4.4,67,devin singletary+2019,38,714,4287,6.004201681,66,51,397,7.784313725,1,765,4684,6.122875817,67,123.2631579,CUSA,2
572,3,87,NWE,Damien Harris,RB,22,Alabama,2019,216,4.57,37,,,70,damien harris+2019,44,431,2913,6.758700696,22,48,394,8.208333333,2,479,3307,6.903966597,24,75.15909091,SEC,3
573,3,102,MIN,Alexander Mattison,RB,21,Boise St.,2019,221,4.67,35,7.13,4.29,71,alexander mattison+2019,27,514,2501,4.865758755,29,55,457,8.309090909,1,569,2958,5.198594025,30,109.5555556,MWC,3
574,4,112,WAS,Bryce Love,RB,22,Stanford,2019,200,,,,,69,bryce love+2019,35,540,3640,6.740740741,28,34,215,6.323529412,1,574,3855,6.716027875,29,110.1428571,Pac-12,4
575,4,113,BAL,Justice Hill,RB,21,Oklahoma St.,2019,198,4.4,40,,,70,justice hill+2019,36,632,3539,5.599683544,30,49,304,6.204081633,1,681,3843,5.643171806,31,106.75,Big 12,3
576,4,122,PIT,Benny Snell Jr.,RB,21,Kentucky,2019,224,4.66,29.5,7.07,4.33,70,benny snell jr.+2019,,,,,,,,,,,,,,,,
577,4,128,DAL,Tony Pollard,RB,22,Memphis,2019,210,4.52,35,,,72,tony pollard+2019,,,,,,,,,,,,,,,,3
578,5,140,JAX,Ryquell Armstead,RB,22,Temple,2019,220,4.45,30,7.02,4.29,71,ryquell armstead+2019,36,522,2621,5.021072797,32,27,168,6.222222222,0,549,2789,5.080145719,32,77.47222222,American,3
579,5,152,ATL,Qadree Ollison,RB,22,Pittsburgh,2019,228,4.58,29.5,7.53,4.31,73,qadree ollison+2019,39,496,2732,5.508064516,27,48,337,7.020833333,3,544,3069,5.641544118,30,78.69230769,ACC,4
580,5,154,CAR,Jordan Scarlett,RB,23,Florida,2019,208,4.47,30,7.37,4.63,71,jordan scarlett+2019,26,310,1665,5.370967742,11,14,107,7.642857143,0,324,1772,5.469135802,11,68.15384615,SEC,4
581,6,182,CIN,Trayveon Williams,RB,21,Texas A&M,2019,206,4.51,33,7.44,4.44,68,trayveon williams+2019,38,600,3615,6.025,34,66,561,8.5,1,666,4176,6.27027027,35,109.8947368,SEC,4
582,6,186,DET,Ty Johnson,RB,21,Maryland,2019,,,,,,,ty johnson+2019,,,,,,,,,,,,,,,,3
583,6,194,GNB,Dexter Williams,RB,22,Notre Dame,2019,212,4.57,36,7,4.16,71,dexter williams+2019,9,158,995,6.297468354,12,16,133,8.3125,1,174,1128,6.482758621,13,125.3333333,Ind,4
584,6,204,SEA,Travis Homer,RB,21,Miami (FL),2019,201,4.48,39.5,7.07,4.31,70,travis homer+2019,26,327,1951,5.966360856,12,37,405,10.94594595,1,364,2356,6.472527473,13,90.61538462,ACC,3
585,6,211,CIN,Rodney Anderson,RB,22,Oklahoma,2019,224,,,,,72,rodney anderson+2019,,,,,,,,,,,,,,,,
586,6,214,KAN,Darwin Thompson,RB,22,Utah St.,2019,,,,,,,darwin thompson+2019,13,153,1044,6.823529412,14,23,351,15.26086957,2,176,1395,7.926136364,16,107.3076923,MWC,3
587,7,218,DAL,Mike Weber,RB,22,Ohio St.,2019,211,4.47,33.5,,,70,mike weber+2019,38,455,2676,5.881318681,24,54,297,5.5,1,509,2973,5.84086444,25,78.23684211,Big Ten,4
588,7,220,HOU,Cullen Gillaspia,RB,24,Texas A&M,2019,,,,,,,cullen gillaspia+2019,,,,,,,,,,,,,,,,
589,7,222,CHI,Kerrith Whyte Jr,RB,22,Florida Atlantic,2019,,,,,,,kerrith whyte jr+2019,,,,,,,,,,,,,,,,
590,7,233,MIA,Chandler Cox,RB,23,Auburn,2019,,,,,,,chandler cox+2019,,,,,,,,,,,,,,,,
591,7,234,MIA,Myles Gaskin,RB,22,Washington,2019,205,4.58,35.5,7.19,4.27,69,myles gaskin+2019,52,945,5323,5.632804233,57,65,465,7.153846154,5,1010,5788,5.730693069,62,111.3076923,Pac-12,3
592,1,32,KAN,Clyde Edwards-Helaire,RB,21,LSU,2020,207,4.6,39.5,,,67,clyde edwards-helaire+2020,28,361,2072,5.739612188,23,66,549,8.318181818,1,427,2621,6.138173302,24,93.60714286,SEC,1
593,2,35,DET,D'Andre Swift,RB,21,Georgia,2020,212,4.48,35.5,,,68,d'andre swift+2020,28,359,2267,6.314763231,17,56,513,9.160714286,4,415,2780,6.698795181,21,99.28571429,SEC,1
594,2,41,IND,Jonathan Taylor,RB,21,Wisconsin,2020,226,4.39,36,7.01,4.24,70,jonathan taylor+2020,41,926,6174,6.667386609,50,42,407,9.69047619,5,968,6581,6.798553719,55,160.5121951,Big Ten,1
595,2,52,LAR,Cam Akers,RB,21,Florida St.,2020,217,4.47,35.5,,4.42,70,cam akers+2020,36,586,2875,4.906143345,27,69,486,7.043478261,7,655,3361,5.13129771,34,93.36111111,ACC,3
596,2,55,BAL,J.K. Dobbins,RB,21,Ohio St.,2020,209,,,,,69,j.k. dobbins+2020,42,725,4459,6.150344828,38,71,645,9.084507042,5,796,5104,6.412060302,43,121.5238095,Big Ten,2
597,2,62,GNB,AJ Dillon,RB,22,Boston Col.,2020,247,4.53,41,7.19,,72,aj dillon+2020,35,845,4382,5.185798817,38,21,236,11.23809524,2,866,4618,5.33256351,40,131.9428571,ACC,2
598,3,66,WAS,Antonio Gibson,RB,22,Memphis,2020,,,,,,,antonio gibson+2020,,,,,,,,,,,,,,,,1
599,3,76,TAM,Ke'Shawn Vaughn,RB,23,Illinois,2020,214,4.51,32,,,70,ke'shawn vaughn+2020,24,355,2272,6.4,21,41,440,10.73170732,3,396,2712,6.848484848,24,113,SEC,3
600,3,86,BUF,Zack Moss,RB,22,Utah,2020,223,4.65,33,,4.37,69,zack moss+2020,45,712,4067,5.712078652,38,66,685,10.37878788,3,778,4752,6.107969152,41,105.6,Pac-12,3
601,3,93,TEN,Darrynton Evans,RB,22,Appalachian St.,2020,203,4.41,37,,,70,darrynton evans+2020,27,434,2667,6.14516129,25,33,285,8.636363636,6,467,2952,6.321199143,31,109.3333333,Sun Belt,3
602,4,112,LAC,Joshua Kelley,RB,22,UCLA,2020,212,4.49,31,6.95,4.28,71,joshua kelley+2020,22,454,2303,5.072687225,24,38,264,6.947368421,1,492,2567,5.217479675,25,116.6818182,Pac-12,3
603,4,120,NYJ,La'Mical Perine,RB,22,Florida,2020,216,4.62,35,7.13,4.31,71,la'mical perine+2020,,,,,,,,,,,,,,,,3
604,4,124,PIT,Anthony McFarland Jr.,RB,21,Maryland,2020,208,4.44,29.5,,,68,anthony mcfarland jr.+2020,,,,,,,,,,,,,,,,3
605,4,144,SEA,DeeJay Dallas,RB,21,Miami (FL),2020,217,4.58,33.5,7.18,4.32,70,deejay dallas+2020,23,224,1310,5.848214286,14,24,225,9.375,2,248,1535,6.189516129,16,66.73913043,ACC,3
606,5,172,DET,Jason Huntley,RB,22,New Mexico St.,2020,,,,,,,jason huntley+2020,12,154,1090,7.077922078,9,40,192,4.8,2,194,1282,6.608247423,11,106.8333333,Ind,4
607,7,222,ARI,Eno Benjamin,RB,21,Arizona St.,2020,207,4.57,39,6.97,4.25,69,eno benjamin+2020,25,553,2725,4.927667269,26,77,610,7.922077922,4,630,3335,5.293650794,30,133.4,Pac-12,3
608,7,245,TAM,Raymond Calais,RB,22,Louisiana,2020,188,4.42,37.5,,,68,raymond calais+2020,14,117,886,7.572649573,6,10,67,6.7,1,127,953,7.503937008,7,68.07142857,Sun Belt,4
609,7,246,MIA,Malcolm Perry,RB,23,Navy,2020,,,,,,,malcolm perry+2020,38,605,4286,7.084297521,39,22,470,21.36363636,3,627,4756,7.585326954,42,125.1578947,American,4
610,1,24,PIT,Najee Harris,RB,23,Alabama,2021,,,,,,,najee harris+2021,41,577,3473,6.019064125,43,74,736,9.945945946,11,651,4209,6.465437788,54,102.6585366,SEC,1
611,1,25,JAX,Travis Etienne,RB,22,Clemson,2021,215,4.45,33.5,,,70,travis etienne+2021,55,686,4952,7.218658892,70,102,1155,11.32352941,8,788,6107,7.75,78,111.0363636,ACC,1
612,2,35,DEN,Javonte Williams,RB,21,North Carolina,2021,212,4.55,36,6.97,4.09,69,javonte williams+2021,24,323,2073,6.417956656,24,42,481,11.45238095,4,365,2554,6.997260274,28,106.4166667,ACC,1
613,3,88,SFO,Trey Sermon,RB,22,Ohio St.,2021,215,4.57,37,6.83,4.28,72,trey sermon+2021,8,116,870,7.5,4,12,95,7.916666667,0,128,965,7.5390625,4,120.625,Big Ten,4
614,4,107,NYJ,Michael Carter,RB,22,North Carolina,2021,201,4.5,34,6.81,3.98,67,michael carter+2021,44,514,3404,6.622568093,22,82,656,8,6,596,4060,6.812080537,28,92.27272727,ACC,2
615,4,119,MIN,Kene Nwangwu,RB,23,Iowa St.,2021,,,,,,,kene nwangwu+2021,,,,,,,,,,,,,,,,4
616,4,120,NWE,Rhamondre Stevenson,RB,23,Oklahoma,2021,231,4.64,31.5,7.09,4.15,71,rhamondre stevenson+2021,6,101,665,6.584158416,7,18,211,11.72222222,0,119,876,7.361344538,7,146,Big 12,2
617,4,126,CAR,Chuba Hubbard,RB,22,Oklahoma St.,2021,210,4.48,36,7.24,4.26,72,chuba hubbard+2021,33,585,3459,5.912820513,33,53,479,9.037735849,3,638,3938,6.172413793,36,119.3333333,Big 12,2
618,5,150,PHI,Kenneth Gainwell,RB,22,Memphis,2021,,,,,,,kenneth gainwell+2021,,,,,,,,,,,,,,,,3
619,6,194,SFO,Elijah Mitchell,RB,23,Louisiana,2021,201,4.38,37.5,6.94,4.19,70,elijah mitchell+2021,37,485,3010,6.206185567,37,46,572,12.43478261,4,531,3582,6.745762712,41,96.81081081,Sun Belt,1
620,6,196,NYG,Gary Brightwell,RB,22,Arizona,2021,218,4.62,34.5,7.51,4.48,70,gary brightwell+2021,16,179,915,5.111731844,4,15,62,4.133333333,0,194,977,5.036082474,4,61.0625,Pac-12,4
621,6,198,LAC,Larry Rountree,RB,22,Missouri,2021,,,,,,,larry rountree+2021,,,,,,,,,,,,,,,,4
622,6,202,CIN,Chris Evans,RB,23,Michigan,2021,211,4.5,40.5,6.83,4.12,71,chris evans+2021,,,,,,,,,,,,,,,,3
623,6,211,CLE,Demetric Felton,RB,23,UCLA,2021,189,4.55,,,,68,demetric felton+2021,6,132,668,5.060606061,5,22,159,7.227272727,3,154,827,5.37012987,8,137.8333333,Pac-12,3
624,6,217,CHI,Khalil Herbert,RB,23,Virginia Tech,2021,210,4.46,33,6.96,4.31,68,khalil herbert+2021,11,155,1183,7.632258065,8,10,179,17.9,1,165,1362,8.254545455,9,123.8181818,ACC,3
625,7,233,LAR,Jake Funk,RB,23,Maryland,2021,204,4.49,38,6.71,4.12,70,jake funk+2021,5,60,516,8.6,3,10,68,6.8,1,70,584,8.342857143,4,116.8,Big Ten,4
626,7,244,MIA,Gerrid Doaks,RB,23,Cincinnati,2021,,,,,,,gerrid doaks+2021,30,331,1712,5.172205438,14,36,407,11.30555556,4,367,2119,5.773841962,18,70.63333333,American,4
627,7,256,GNB,Kylin Hill,RB,23,Mississippi St.,2021,214,4.51,36,7.13,4.35,70,kylin hill+2021,,,,,,,,,,,,,,,,
628,7,257,DET,Jermar Jefferson,RB,21,Oregon St.,2021,206,4.57,31,7.38,4.38,70,jermar jefferson+2021,27,514,2923,5.686770428,27,43,299,6.953488372,2,557,3222,5.784560144,29,119.3333333,Pac-12,4
629,2,36,NYJ,Breece Hall,RB,21,Iowa St.,2022,217,4.39,40,,,71,breece hall+2022,36,718,3941,5.488857939,50,82,734,8.951219512,6,800,4675,5.84375,56,20.38888889,Big 12,
630,2,41,SEA,Kenneth Walker III,RB,21,Michigan St.,2022,211,4.38,34,,,69,kenneth walker iii+2022,12,263,1636,6.220532319,18,13,89,6.846153846,1,276,1725,6.25,19,7.416666667,Big Ten,
631,2,63,BUF,James Cook,RB,22,Georgia,2022,199,4.42,33,,,71,james cook+2022,15,113,728,6.442477876,7,27,284,10.51851852,4,140,1012,7.228571429,11,18.93333333,SEC,
632,3,91,TAM,Rachaad White,RB,23,Arizona St.,2022,214,4.48,38,,,72,rachaad white+2022,15,224,1420,6.339285714,20,51,607,11.90196078,2,275,2027,7.370909091,22,40.46666667,Pac-12,
633,3,93,SFO,Tyrion Davis-Price,RB,21,LSU,2022,211,4.48,30,,,72,tyrion davis-price+2022,21,315,1449,4.6,9,18,111,6.166666667,0,333,1560,4.684684685,9,5.285714286,SEC,
634,3,98,WAS,Brian Robinson Jr.,RB,23,Alabama,2022,225,4.53,30,,,74,brian robinson jr.+2022,40,458,2267,4.949781659,25,52,446,8.576923077,2,510,2713,5.319607843,27,11.15,SEC,
635,4,107,HOU,Dameon Pierce,RB,22,Florida,2022,218,4.59,34.5,,,70,dameon pierce+2022,25,206,1077,5.22815534,17,36,372,10.33333333,4,242,1449,5.987603306,21,14.88,SEC,
636,4,122,LVR,Zamir White,RB,22,Georgia,2022,214,4.4,33.5,,,72,zamir white+2022,25,304,1635,5.378289474,22,15,112,7.466666667,0,319,1747,5.476489028,22,4.48,SEC,
637,4,123,LAC,Isaiah Spiller,RB,21,Texas A&M,2022,217,,30,,,72,isaiah spiller+2022,35,541,2993,5.532347505,25,74,585,7.905405405,1,615,3578,5.817886179,26,16.71428571,SEC,
638,4,127,NWE,Pierre Strong,RB,23,South Dakota St.,2022,207,4.37,36,,,71,pierre strong+2022,,,,,,,,,,,,,,,,
639,4,131,TEN,Hassan Haskins,RB,22,Michigan,2022,228,,,,,74,hassan haskins+2022,32,452,2324,5.14159292,30,24,171,7.125,0,476,2495,5.241596639,30,5.34375,Big Ten,
640,5,151,ATL,Tyler Allgeier,RB,22,BYU,2022,224,4.6,33,,,71,tyler allgeier+2022,24,426,2731,6.410798122,36,42,373,8.880952381,0,468,3104,6.632478632,36,15.54166667,Ind,
641,5,154,JAX,Snoop Conner,RB,22,Mississippi,2022,222,4.59,29.5,,,70,snoop conner+2022,34,304,1580,5.197368421,26,32,225,7.03125,0,336,1805,5.37202381,26,6.617647059,SEC,
642,5,156,CLE,Jerome Ford,RB,22,Cincinnati,2022,210,4.46,31,,,71,jerome ford+2022,23,288,1802,6.256944444,27,29,271,9.344827586,1,317,2073,6.539432177,28,11.7826087,American,
643,5,164,LAR,Kyren Williams,RB,22,Notre Dame,2022,194,4.65,32,,,69,kyren williams+2022,24,415,2127,5.125301205,27,77,672,8.727272727,4,492,2799,5.68902439,31,28,Ind,
644,5,169,MIN,Ty Chandler,RB,24,North Carolina,2022,204,4.38,31,,,71,ty chandler+2022,13,182,1092,6,13,15,216,14.4,1,197,1308,6.639593909,14,16.61538462,ACC,
645,6,183,NWE,Kevin Harris,RB,21,South Carolina,2022,221,,38.5,,,70,kevin harris+2022,22,337,1798,5.335311573,19,32,248,7.75,1,369,2046,5.544715447,20,11.27272727,SEC,
646,6,196,BAL,Tyler Badie,RB,22,Missouri,2022,197,4.45,33.5,,,68,tyler badie+2022,36,465,2498,5.372043011,19,98,816,8.326530612,9,563,3314,5.886323268,28,22.66666667,SEC,
647,6,201,ARI,Keaontay Ingram,RB,22,USC,2022,221,4.53,34.5,,,72,keaontay ingram+2022,10,156,911,5.83974359,5,22,156,7.090909091,0,178,1067,5.994382022,5,15.6,Pac-12,
648,6,203,CHI,Trestan Ebner,RB,23,Baylor,2022,206,4.43,30,,,71,trestan ebner+2022,14,148,799,5.398648649,2,28,284,10.14285714,2,176,1083,6.153409091,4,20.28571429,Big 12,
649,7,250,LVR,Brittain Brown,RB,24,UCLA,2022,,,,,,,brittain brown+2022,17,184,1158,6.293478261,11,24,213,8.875,1,208,1371,6.591346154,12,12.52941176,Pac-12,
650,7,251,KAN,Isiah Pacheco,RB,22,Rutgers,2022,216,4.37,33,,,70,isiah pacheco+2022,43,563,2442,4.337477798,18,47,249,5.29787234,1,610,2691,4.41147541,19,5.790697674,Big Ten,
651,7,260,LAC,Zander Horvath,RB,23,Purdue,2022,,,,,,,zander horvath+2022,,,,,,,,,,,,,,,,
