PK2,Unnamed: 0,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost,Year,PPRPoints,PPG,PK,response
a.j. schable+2006,485.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,2006,0.5,0.045454545454545456,a.j. schable+2006,4
aaron brown+2010,372.0,25.0,6.0,0.0,13.0,8.0,0.0,0.0,0.0,58.0,0.0,17.0,45.0,0.0,18.3,0.0,0.0,0.0,2010,18.3,3.0500000000000003,aaron brown+2010,3
aaron craver+1994,227.0,26.0,8.0,0.0,27.0,24.0,0.0,0.0,0.0,43.0,0.0,6.0,237.0,0.0,52.0,0.0,1.0,0.0,1994,52.0,6.5,aaron craver+1994,3
aaron craver+1995,266.0,55.0,31.0,25.0,108.0,82.0,0.0,0.0,1.0,565.0,7.0,132.0,666.0,2.0,255.1,0.0,2.0,2.0,3991,255.10000000000002,8.229032258064517,aaron craver+1995,2
aaron craver+1997,331.0,29.0,15.0,5.0,6.0,4.0,0.0,0.0,0.0,71.0,0.0,20.0,26.0,0.0,13.7,0.0,0.0,0.0,1997,13.700000000000001,0.9133333333333334,aaron craver+1997,4
aaron craver+1998,475.0,61.0,29.0,20.0,89.0,52.0,0.0,0.0,1.0,220.0,2.0,62.0,368.0,2.0,130.8,0.0,3.0,2.0,3997,130.8,4.5103448275862075,aaron craver+1998,3
aaron hayden+1995,436.0,45.0,17.0,4.0,9.0,6.0,0.0,0.0,0.0,636.0,3.0,183.0,63.0,0.0,93.9,0.0,1.0,0.0,3991,93.9,5.523529411764706,aaron hayden+1995,3
aaron hayden+1997,271.0,24.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,148.0,1.0,32.0,11.0,0.0,23.9,0.0,0.0,0.0,1997,23.900000000000002,1.7071428571428573,aaron hayden+1997,3
aaron jones+2017,268.0,125.0,69.0,57.0,249.0,183.0,0.0,0.0,0.0,4163.0,41.0,822.0,1448.0,12.0,955.2,0.0,8.0,4.0,10095,1054.1,15.276811594202897,aaron jones+2017,1
aaron ripkowski+2015,1188.0,72.0,47.0,10.0,21.0,17.0,0.0,0.0,0.0,163.0,2.0,39.0,103.0,1.0,61.599999999999994,0.0,0.0,0.0,6048,61.6,1.3106382978723405,aaron ripkowski+2015,3
aaron shea+2003,488.0,27.0,4.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.9,0.0,0.0,0.0,2003,2.9,0.725,aaron shea+2003,4
aaron stecker+2000,1231.0,106.0,55.0,2.0,42.0,33.0,0.0,0.0,0.0,402.0,1.0,101.0,233.0,2.0,108.49999999999999,0.0,5.0,3.0,8006,108.5,1.9727272727272727,aaron stecker+2000,3
aaron stecker+2004,1101.0,155.0,65.0,14.0,169.0,128.0,0.0,0.0,0.0,1109.0,7.0,280.0,908.0,1.0,367.7,0.0,5.0,5.0,10030,367.70000000000005,5.656923076923078,aaron stecker+2004,3
aaron stecker+2009,417.0,34.0,9.0,0.0,5.0,5.0,0.0,0.0,0.0,15.0,0.0,5.0,34.0,0.0,9.9,0.0,0.0,0.0,2009,9.9,1.1,aaron stecker+2009,4
adam prentice+2021,527.0,24.0,7.0,3.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,3.0,16.0,0.0,2.0,0.0,0.0,0.0,2021,5.1,0.7285714285714285,adam prentice+2021,4
adam walker+1993,983.0,78.0,31.0,7.0,23.0,12.0,0.0,0.0,0.0,115.0,2.0,32.0,82.0,0.0,41.70000000000001,0.0,2.0,1.0,5982,41.7,1.3451612903225807,adam walker+1993,3
adimchinobe echemandu+2004,419.0,24.0,4.0,0.0,4.0,3.0,0.0,0.0,1.0,25.0,0.0,8.0,25.0,0.0,6.0,0.0,1.0,1.0,2004,6.0,1.5,adimchinobe echemandu+2004,3
adimchinobe echemandu+2007,383.0,27.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,85.0,0.0,20.0,11.0,0.0,9.6,0.0,1.0,1.0,2007,9.6,1.0666666666666667,adimchinobe echemandu+2007,4
adrian murrell+1993,654.0,125.0,73.0,41.0,193.0,127.0,0.0,0.0,0.0,3447.0,15.0,860.0,740.0,3.0,631.7,0.0,17.0,7.0,9975,639.7,8.763013698630138,adrian murrell+1993,2
adrian murrell+1998,159.0,57.0,31.0,26.0,98.0,67.0,0.0,0.0,0.0,1595.0,8.0,467.0,504.0,2.0,326.9,0.0,10.0,5.0,3997,326.9,10.54516129032258,adrian murrell+1998,2
adrian murrell+2000,323.0,30.0,15.0,0.0,22.0,16.0,0.0,0.0,0.0,50.0,0.0,20.0,93.0,0.0,30.3,0.0,1.0,0.0,2000,30.3,2.02,adrian murrell+2000,3
adrian peterson+2002,2424.0,212.0,106.0,6.0,102.0,78.0,9.0,1.0,1.0,1283.0,8.0,311.0,665.0,0.0,321.16,0.0,6.0,2.0,16044,321.16,3.029811320754717,adrian peterson+2002,3
adrian peterson+2007,58.0,205.0,119.0,112.0,325.0,236.0,0.0,0.0,0.0,11600.0,97.0,2360.0,1919.0,5.0,2155.9,0.0,38.0,22.0,16085,2155.9,18.116806722689077,adrian peterson+2007,1
adrian peterson+2017,507.0,68.0,14.0,10.0,23.0,15.0,0.0,0.0,0.0,627.0,4.0,194.0,78.0,0.0,101.9,0.0,4.0,2.0,4038,105.5,7.535714285714286,adrian peterson+2017,2
adrian peterson+2018,139.0,67.0,31.0,31.0,49.0,37.0,0.0,0.0,0.0,1940.0,12.0,462.0,350.0,1.0,336.0,0.0,6.0,4.0,4037,336.0,10.838709677419354,adrian peterson+2018,2
adrian peterson+2020,0.0,35.0,16.0,10.0,18.0,12.0,0.0,0.0,0.0,604.0,7.0,156.0,101.0,0.0,113.0,0.0,0.0,0.0,2020,124.5,7.78125,adrian peterson+2020,2
ahmad bradshaw+2007,712.0,141.0,84.0,33.0,174.0,132.0,0.0,0.0,0.0,4232.0,32.0,921.0,1087.0,3.0,847.9,0.0,19.0,13.0,12057,847.9000000000001,10.09404761904762,ahmad bradshaw+2007,2
ahmad bradshaw+2014,372.0,57.0,16.0,1.0,61.0,48.0,0.0,0.0,0.0,510.0,2.0,121.0,364.0,9.0,197.4,0.0,3.0,2.0,4029,197.4,12.3375,ahmad bradshaw+2014,1
ahman green+1998,613.0,43.0,30.0,0.0,7.0,3.0,0.0,0.0,0.0,329.0,1.0,61.0,2.0,0.0,38.1,0.0,3.0,2.0,3997,38.1,1.27,ahman green+1998,3
ahman green+2000,630.0,214.0,104.0,91.0,461.0,350.0,20.0,1.0,2.0,8322.0,54.0,1851.0,2726.0,14.0,1823.6,0.0,34.0,22.0,16030,1823.6000000000001,17.534615384615385,ahman green+2000,1
ahman green+2007,415.0,61.0,14.0,6.0,32.0,25.0,0.0,0.0,0.0,554.0,5.0,144.0,155.0,0.0,125.9,0.0,0.0,0.0,4015,125.9,8.992857142857144,ahman green+2007,2
ahmard hall+2007,1829.0,150.0,71.0,33.0,80.0,58.0,0.0,0.0,0.0,59.0,0.0,17.0,423.0,2.0,110.19999999999999,0.0,4.0,4.0,10045,110.19999999999999,1.552112676056338,ahmard hall+2007,3
aj dillon+2020,69.0,45.0,28.0,2.0,39.0,36.0,0.0,0.0,0.0,1045.0,7.0,233.0,334.0,2.0,190.0,0.0,2.0,1.0,4041,225.90000000000003,8.067857142857145,aj dillon+2020,2
akeem hunt+2015,731.0,45.0,15.0,1.0,14.0,9.0,0.0,0.0,0.0,205.0,0.0,37.0,68.0,0.0,36.3,0.0,2.0,0.0,4031,36.3,2.42,akeem hunt+2015,3
akeem hunt+2017,444.0,24.0,15.0,0.0,7.0,4.0,0.0,0.0,0.0,23.0,0.0,8.0,31.0,0.0,9.4,0.0,0.0,0.0,2017,9.4,0.6266666666666667,akeem hunt+2017,4
alan ricard+2002,1028.0,78.0,48.0,30.0,43.0,30.0,0.0,0.0,0.0,173.0,2.0,43.0,161.0,0.0,75.4,0.0,0.0,0.0,6009,75.39999999999999,1.570833333333333,alan ricard+2002,3
albert young+2009,418.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,12.0,0.0,0.0,5.3,0.0,0.0,0.0,2009,5.300000000000001,0.7571428571428572,albert young+2009,4
alec ingold+2019,378.0,23.0,16.0,4.0,6.0,6.0,0.0,0.0,0.0,17.0,0.0,10.0,44.0,1.0,18.1,0.0,0.0,0.0,2019,18.1,1.13125,alec ingold+2019,4
alec ingold+2020,378.0,49.0,25.0,7.0,29.0,22.0,0.0,0.0,0.0,5.0,0.0,5.0,195.0,2.0,32.0,0.0,0.0,0.0,4041,54.0,2.16,alec ingold+2020,3
alex armah+2018,772.0,75.0,48.0,4.0,12.0,8.0,0.0,0.0,0.0,35.0,3.0,21.0,29.0,0.0,27.7,0.0,0.0,0.0,6057,32.4,0.6749999999999999,alex armah+2018,4
alex armah+2021,438.0,27.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0,21.0,0.0,5.0,1.0,1.0,8.0,0.0,0.0,0.0,2021,9.2,0.8363636363636363,alex armah+2021,4
alex collins+2016,492.0,49.0,22.0,6.0,21.0,20.0,0.0,0.0,0.0,536.0,3.0,139.0,171.0,0.0,95.9,0.0,3.0,2.0,4037,104.69999999999999,4.759090909090909,alex collins+2016,3
alex collins+2017,179.0,47.0,25.0,22.0,57.0,38.0,0.0,0.0,0.0,1384.0,13.0,326.0,292.0,1.0,279.6,0.0,7.0,5.0,4035,279.6,11.184000000000001,alex collins+2017,2
alex green+2011,668.0,47.0,16.0,4.0,31.0,19.0,0.0,0.0,0.0,475.0,0.0,138.0,131.0,0.0,79.60000000000001,0.0,1.0,0.0,4023,79.60000000000001,4.9750000000000005,alex green+2011,3
alex green+2013,438.0,25.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,35.0,0.0,11.0,8.0,0.0,6.3,0.0,0.0,0.0,2013,6.3,0.4846153846153846,alex green+2013,4
alex haynes+2007,459.0,25.0,10.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,14.0,0.0,4.7,0.0,0.0,0.0,2007,4.7,0.47000000000000003,alex haynes+2007,4
alex smith+2012,432.0,30.0,12.0,2.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,17.7,0.0,0.0,0.0,2012,17.7,1.4749999999999999,alex smith+2012,3
alexander mattison+2019,320.0,66.0,42.0,6.0,66.0,55.0,0.0,0.0,0.0,1387.0,6.0,330.0,435.0,2.0,236.4,0.0,2.0,2.0,6060,281.2,6.6952380952380945,alexander mattison+2019,3
alfonso smith+2011,1132.0,75.0,42.0,0.0,21.0,15.0,0.0,0.0,0.0,156.0,2.0,48.0,110.0,0.0,51.60000000000001,0.0,2.0,1.0,6036,51.60000000000001,1.2285714285714289,alfonso smith+2011,3
alfonso smith+2014,468.0,27.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,19.0,0.0,7.0,11.0,0.0,6.0,0.0,0.0,0.0,2014,6.0,1.0,alfonso smith+2014,4
alfred blue+2014,904.0,125.0,72.0,16.0,86.0,69.0,0.0,0.0,0.0,2407.0,8.0,673.0,470.0,2.0,412.70000000000005,0.0,4.0,2.0,10080,412.70000000000005,5.731944444444445,alfred blue+2014,3
alfred morris+2012,212.0,102.0,64.0,64.0,67.0,47.0,0.0,0.0,0.0,4713.0,29.0,1078.0,365.0,0.0,714.8000000000001,0.0,11.0,7.0,8054,714.8000000000001,11.168750000000001,alfred morris+2012,2
alfred morris+2016,435.0,57.0,28.0,5.0,15.0,10.0,0.0,0.0,0.0,790.0,3.0,184.0,56.0,0.0,112.6,0.0,0.0,0.0,4033,112.6,4.021428571428571,alfred morris+2016,3
alfred morris+2018,198.0,30.0,12.0,1.0,13.0,8.0,0.0,0.0,0.0,428.0,2.0,111.0,73.0,0.0,68.1,0.0,2.0,1.0,2018,68.10000000000001,5.675000000000001,alfred morris+2018,3
alfred morris+2020,0.0,32.0,9.0,0.0,4.0,3.0,0.0,0.0,0.0,238.0,1.0,55.0,19.0,1.0,38.0,0.0,0.0,0.0,2020,40.699999999999996,4.522222222222222,alfred morris+2020,3
alge crumpler+2001,182.0,24.0,16.0,12.0,41.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,3.0,74.0,0.0,1.0,1.0,2001,74.0,4.625,alge crumpler+2001,3
alonzo harris+2015,486.0,23.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,1.9,0.0,0.0,0.0,2015,1.9000000000000001,0.3166666666666667,alonzo harris+2015,4
alvin kamara+2017,77.0,120.0,73.0,45.0,476.0,373.0,13.0,0.0,1.0,4238.0,47.0,912.0,3263.0,20.0,1392.12,0.0,7.0,2.0,10095,1521.6200000000001,20.844109589041096,alvin kamara+2017,1
alvin pearman+2005,535.0,47.0,29.0,0.0,39.0,34.0,0.0,0.0,0.0,238.0,2.0,58.0,252.0,0.0,91.0,0.0,6.0,2.0,4011,91.0,3.1379310344827585,alvin pearman+2005,3
alvis whitted+1999,488.0,25.0,14.0,1.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,1999,0.9,0.0642857142857143,alvis whitted+1999,4
ameer abdullah+2015,256.0,46.0,30.0,20.0,73.0,50.0,0.0,0.0,0.0,1149.0,6.0,308.0,345.0,2.0,241.4,0.0,7.0,3.0,4032,241.4,8.046666666666667,ameer abdullah+2015,2
ameer abdullah+2018,721.0,53.0,27.0,1.0,57.0,41.0,0.0,0.0,0.0,167.0,0.0,52.0,317.0,1.0,55.9,0.0,1.0,1.0,4039,93.4,3.4592592592592593,ameer abdullah+2018,3
ameer abdullah+2019,308.0,53.0,32.0,0.0,30.0,23.0,0.0,0.0,0.0,157.0,0.0,31.0,146.0,3.0,61.3,0.0,1.0,1.0,4039,69.3,2.165625,ameer abdullah+2019,3
amos zereoue+1999,1239.0,125.0,66.0,11.0,121.0,97.0,0.0,0.0,0.0,1698.0,7.0,434.0,822.0,1.0,389.00000000000006,0.0,5.0,4.0,10005,389.0,5.893939393939394,amos zereoue+1999,3
amos zereoue+2004,129.0,28.0,15.0,6.0,48.0,39.0,0.0,0.0,0.0,425.0,3.0,112.0,284.0,0.0,125.9,0.0,1.0,1.0,2004,125.9,8.393333333333334,amos zereoue+2004,2
amp lee+1993,177.0,22.0,15.0,3.0,20.0,16.0,0.0,0.0,0.0,230.0,1.0,72.0,115.0,2.0,66.5,0.0,1.0,0.0,1993,68.5,4.566666666666666,amp lee+1993,3
amp lee+1994,430.0,72.0,45.0,6.0,221.0,170.0,0.0,0.0,0.0,636.0,2.0,149.0,1348.0,5.0,402.40000000000003,0.0,6.0,4.0,5985,402.40000000000003,8.942222222222224,amp lee+1994,2
amp lee+1997,580.0,81.0,37.0,3.0,181.0,128.0,0.0,0.0,0.0,282.0,2.0,75.0,1514.0,6.0,351.6,0.0,3.0,2.0,5994,351.6,9.502702702702702,amp lee+1997,2
andre brown+2010,514.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,-0.1,0.0,0.0,0.0,2010,-0.1,-0.025,andre brown+2010,4
andre brown+2012,292.0,53.0,18.0,10.0,46.0,32.0,0.0,0.0,0.0,877.0,11.0,212.0,189.0,0.0,198.6,0.0,3.0,3.0,4025,198.6,11.033333333333333,andre brown+2012,2
andre ellington+2013,674.0,102.0,53.0,16.0,164.0,112.0,0.0,0.0,0.0,1697.0,9.0,398.0,999.0,3.0,447.6,0.0,4.0,3.0,8058,447.59999999999997,8.445283018867924,andre ellington+2013,2
andre ellington+2017,220.0,28.0,12.0,2.0,59.0,39.0,0.0,0.0,0.0,55.0,1.0,20.0,369.0,0.0,87.4,0.0,0.0,0.0,2017,87.4,7.283333333333334,andre ellington+2017,2
andre hall+2007,553.0,51.0,18.0,1.0,5.0,5.0,0.0,0.0,0.0,360.0,2.0,79.0,94.0,0.0,58.4,0.0,3.0,2.0,4015,58.4,3.2444444444444445,andre hall+2007,3
andre williams+2015,270.0,23.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,257.0,1.0,88.0,7.0,0.0,33.4,0.0,0.0,0.0,2015,33.400000000000006,2.0875000000000004,andre williams+2015,3
andre williams+2017,483.0,25.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,9.0,0.0,0.0,2.5,0.0,0.0,0.0,2017,2.5,0.3125,andre williams+2017,4
andrew beck+2019,353.0,23.0,16.0,6.0,12.0,9.0,6.0,0.0,1.0,3.0,0.0,1.0,90.0,1.0,24.54000000000001,0.0,0.0,0.0,2019,24.54,1.53375,andrew beck+2019,3
andrew jordan+2001,376.0,29.0,16.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,10.1,0.0,0.0,0.0,2001,10.1,0.63125,andrew jordan+2001,4
andrew pinnock+2005,1056.0,52.0,22.0,3.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,4012,2.0,0.09090909090909091,andrew pinnock+2005,4
andy janovich+2016,1470.0,98.0,50.0,19.0,28.0,22.0,0.0,0.0,0.0,51.0,3.0,13.0,233.0,1.0,74.39999999999999,0.0,0.0,0.0,8070,74.4,1.4880000000000002,andy janovich+2016,3
andy janovich+2020,433.0,55.0,27.0,6.0,9.0,5.0,0.0,0.0,0.0,4.0,1.0,4.0,22.0,0.0,11.0,0.0,0.0,0.0,4041,13.600000000000001,0.5037037037037038,andy janovich+2020,4
anthony allen+2011,837.0,47.0,21.0,0.0,4.0,2.0,0.0,0.0,0.0,69.0,1.0,19.0,12.0,0.0,16.1,0.0,0.0,0.0,4023,16.1,0.7666666666666667,anthony allen+2011,4
anthony dixon+2010,1191.0,98.0,64.0,1.0,9.0,9.0,0.0,0.0,0.0,458.0,8.0,148.0,47.0,0.0,107.5,0.0,0.0,0.0,8046,107.5,1.6796875,anthony dixon+2010,3
anthony dixon+2014,559.0,55.0,32.0,1.0,16.0,14.0,0.0,0.0,0.0,476.0,3.0,126.0,93.0,0.0,88.89999999999999,0.0,1.0,0.0,4029,88.9,2.778125,anthony dixon+2014,3
anthony johnson+1993,126.0,26.0,13.0,8.0,68.0,55.0,0.0,0.0,1.0,331.0,1.0,95.0,443.0,0.0,126.4,1.0,5.0,0.0,1993,136.4,10.492307692307692,anthony johnson+1993,2
anthony johnson+1994,350.0,27.0,15.0,0.0,10.0,5.0,0.0,0.0,0.0,12.0,0.0,5.0,31.0,0.0,9.3,0.0,0.0,0.0,1994,9.3,0.62,anthony johnson+1994,4
anthony johnson+1995,206.0,28.0,15.0,0.0,34.0,29.0,0.0,0.0,0.0,140.0,1.0,30.0,207.0,0.0,65.7,0.0,2.0,2.0,1995,65.7,4.38,anthony johnson+1995,3
anthony johnson+1996,722.0,122.0,64.0,20.0,120.0,87.0,0.0,0.0,0.0,1685.0,6.0,458.0,695.0,2.0,366.99999999999994,0.0,8.0,3.0,7990,367.0,5.734375,anthony johnson+1996,3
anthony johnson+2000,222.0,33.0,12.0,3.0,16.0,12.0,0.0,0.0,0.0,112.0,1.0,28.0,153.0,0.0,44.5,0.0,0.0,0.0,2000,44.5,3.7083333333333335,anthony johnson+2000,3
anthony lynn+1995,719.0,55.0,22.0,1.0,4.0,2.0,0.0,0.0,0.0,175.0,0.0,26.0,14.0,0.0,20.900000000000002,0.0,0.0,0.0,3991,20.900000000000002,0.9500000000000001,anthony lynn+1995,4
anthony lynn+1997,932.0,60.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,21.0,0.0,3.3000000000000003,0.0,0.0,0.0,3996,3.3000000000000003,0.10312500000000001,anthony lynn+1997,4
anthony mcdowell+1993,553.0,51.0,18.0,14.0,54.0,37.0,0.0,0.0,0.0,64.0,0.0,23.0,219.0,2.0,73.30000000000001,0.0,2.0,0.0,3987,77.3,4.294444444444444,anthony mcdowell+1993,3
anthony mcfarland jr.+2020,0.0,21.0,11.0,0.0,9.0,6.0,0.0,0.0,0.0,113.0,0.0,33.0,54.0,0.0,17.0,0.0,0.0,0.0,2020,22.700000000000003,2.063636363636364,anthony mcfarland jr.+2020,3
anthony sherman+2011,841.0,47.0,28.0,11.0,17.0,13.0,0.0,0.0,0.0,3.0,0.0,1.0,111.0,0.0,24.4,0.0,0.0,0.0,4023,24.4,0.8714285714285713,anthony sherman+2011,4
anthony sherman+2013,2835.0,228.0,125.0,24.0,71.0,53.0,0.0,0.0,0.0,70.0,1.0,27.0,441.0,4.0,130.79999999999998,0.0,1.0,1.0,16132,132.1,1.0568,anthony sherman+2013,4
anthony thomas+2001,380.0,102.0,51.0,37.0,108.0,72.0,0.0,0.0,0.0,3332.0,21.0,858.0,509.0,0.0,574.0999999999999,0.0,7.0,4.0,8010,574.1,11.25686274509804,anthony thomas+2001,1
anthony thomas+2005,360.0,28.0,10.0,2.0,8.0,4.0,0.0,0.0,0.0,92.0,0.0,43.0,13.0,0.0,14.5,0.0,0.0,0.0,2005,14.500000000000002,1.4500000000000002,anthony thomas+2005,3
anthony thomas+2006,471.0,59.0,26.0,4.0,44.0,37.0,0.0,0.0,0.0,467.0,2.0,143.0,234.0,1.0,123.09999999999997,0.0,1.0,1.0,4013,123.10000000000002,4.734615384615386,anthony thomas+2006,3
antone smith+2010,1036.0,82.0,34.0,0.0,19.0,15.0,0.0,0.0,0.0,286.0,4.0,29.0,232.0,3.0,106.80000000000003,0.0,1.0,1.0,6037,106.8,3.1411764705882352,antone smith+2010,3
antone smith+2015,517.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,1.1,0.0,0.0,0.0,2015,1.1,0.22000000000000003,antone smith+2015,4
antonio andrews+2014,1100.0,69.0,34.0,10.0,31.0,23.0,41.0,1.0,1.0,535.0,3.0,145.0,185.0,0.0,116.64,0.0,1.0,1.0,6045,116.64,3.4305882352941177,antonio andrews+2014,3
antonio gibson+2020,32.0,45.0,30.0,24.0,96.0,78.0,0.0,0.0,0.0,1832.0,18.0,428.0,541.0,3.0,353.0,0.0,8.0,6.0,4041,429.29999999999995,14.309999999999999,antonio gibson+2020,1
antonio pittman+2007,579.0,45.0,23.0,5.0,36.0,21.0,0.0,0.0,0.0,435.0,0.0,117.0,147.0,0.0,79.19999999999999,0.0,1.0,0.0,4015,79.2,3.4434782608695653,antonio pittman+2007,3
antowain smith+1997,377.0,106.0,57.0,28.0,65.0,38.0,0.0,0.0,0.0,2932.0,26.0,760.0,240.0,0.0,495.19999999999993,0.0,14.0,8.0,7994,495.20000000000005,8.687719298245614,antowain smith+1997,2
antowain smith+2001,182.0,90.0,45.0,36.0,86.0,64.0,0.0,0.0,0.0,2781.0,21.0,721.0,527.0,3.0,526.8,0.0,7.0,6.0,6006,526.8,11.706666666666665,antowain smith+2001,1
antowain smith+2004,128.0,32.0,13.0,4.0,26.0,22.0,0.0,0.0,0.0,509.0,4.0,137.0,169.0,0.0,111.8,0.0,2.0,1.0,2004,111.80000000000001,8.600000000000001,antowain smith+2004,2
antowain smith+2005,127.0,33.0,16.0,7.0,15.0,12.0,0.0,0.0,0.0,659.0,3.0,166.0,46.0,0.0,96.5,0.0,2.0,2.0,2005,96.5,6.03125,antowain smith+2005,3
antrel rolle+2008,494.0,26.0,16.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.9,0.0,0.0,0.0,2008,1.9,0.11875,antrel rolle+2008,4
arian foster+2009,581.0,182.0,76.0,68.0,345.0,249.0,5.0,1.0,1.0,6472.0,54.0,1454.0,2268.0,14.0,1515.2,0.0,17.0,10.0,14084,1515.2,19.936842105263157,arian foster+2009,1
arian foster+2016,363.0,30.0,4.0,2.0,10.0,6.0,0.0,0.0,0.0,55.0,0.0,22.0,78.0,0.0,19.3,0.0,1.0,0.0,2016,19.3,4.825,arian foster+2016,3
arlen harris+2003,888.0,72.0,46.0,3.0,28.0,23.0,0.0,0.0,0.0,339.0,5.0,118.0,180.0,0.0,100.9,0.0,4.0,2.0,6012,100.9,2.1934782608695653,arlen harris+2003,3
arlen harris+2006,239.0,26.0,10.0,3.0,25.0,18.0,0.0,0.0,0.0,158.0,1.0,49.0,132.0,0.0,53.0,0.0,0.0,0.0,2006,53.0,5.3,arlen harris+2006,3
armando allen+2012,317.0,23.0,15.0,0.0,3.0,2.0,0.0,0.0,0.0,124.0,1.0,27.0,16.0,0.0,22.0,0.0,0.0,0.0,2012,22.0,1.4666666666666666,armando allen+2012,3
armond smith+2012,1148.0,53.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.5,0.0,0.0,0.0,4025,0.5,0.05555555555555555,armond smith+2012,4
artavis pierce+2020,0.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,2020,9.4,1.8800000000000001,artavis pierce+2020,3
artose pinner+2004,397.0,53.0,25.0,4.0,36.0,32.0,0.0,0.0,0.0,523.0,5.0,163.0,253.0,0.0,139.6,0.0,0.0,0.0,4009,139.60000000000002,5.5840000000000005,artose pinner+2004,3
artose pinner+2006,230.0,28.0,12.0,1.0,4.0,2.0,0.0,0.0,0.0,190.0,3.0,43.0,15.0,0.0,38.5,0.0,1.0,1.0,2006,38.5,3.2083333333333335,artose pinner+2006,3
artose pinner+2007,437.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,5.0,0.0,0.0,4.6,0.0,0.0,0.0,2007,4.6000000000000005,0.6571428571428573,artose pinner+2007,4
austin ekeler+2017,259.0,120.0,72.0,37.0,355.0,282.0,0.0,0.0,0.0,2812.0,21.0,607.0,2726.0,24.0,969.7,0.0,11.0,8.0,10095,1089.8,15.136111111111111,austin ekeler+2017,1
austin johnson+2014,806.0,51.0,17.0,2.0,10.0,7.0,0.0,0.0,0.0,31.0,1.0,12.0,45.0,1.0,26.6,0.0,0.0,0.0,4029,26.6,1.5647058823529412,austin johnson+2014,3
austin walter+2020,0.0,24.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,27.0,0.0,3.0,0.0,0.0,0.0,2020,4.0,1.0,austin walter+2020,4
austin walter+2021,368.0,25.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,101.0,1.0,26.0,9.0,0.0,17.0,0.0,0.0,0.0,2021,19.0,4.75,austin walter+2021,3
autry denson+1999,628.0,47.0,17.0,1.0,29.0,18.0,0.0,0.0,0.0,206.0,0.0,59.0,133.0,0.0,51.9,0.0,1.0,0.0,3999,51.9,3.052941176470588,autry denson+1999,3
autry denson+2001,476.0,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,-1.6,0.0,1.0,1.0,2001,-1.6,-0.1,autry denson+2001,4
aveion cason+2001,385.0,22.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,31.0,0.0,11.0,32.0,0.0,8.3,0.0,2.0,1.0,2001,8.3,1.3833333333333335,aveion cason+2001,3
aveion cason+2002,1300.0,107.0,35.0,5.0,62.0,42.0,0.0,0.0,0.0,246.0,0.0,65.0,470.0,2.0,121.60000000000001,0.0,3.0,2.0,8023,121.60000000000001,3.4742857142857146,aveion cason+2002,3
aveion cason+2003,205.0,24.0,10.0,0.0,20.0,17.0,37.0,0.0,1.0,220.0,2.0,40.0,142.0,0.0,64.68,0.0,2.0,1.0,2003,64.68,6.468000000000001,aveion cason+2003,3
