PK2,Unnamed: 0,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost,Year,PPRPoints,PPG,PK,response
kerwynn williams+2014,1120.0,98.0,37.0,6.0,25.0,15.0,0.0,0.0,0.0,971.0,4.0,218.0,126.0,0.0,146.70000000000002,0.0,2.0,1.0,8062,146.70000000000002,3.9648648648648654,kerwynn williams+2014,3
kevan barlow+2001,461.0,120.0,72.0,30.0,180.0,137.0,0.0,0.0,0.0,3614.0,24.0,891.0,1143.0,3.0,758.7,0.0,12.0,8.0,10015,758.7,10.537500000000001,kevan barlow+2001,2
kevan barlow+2006,149.0,27.0,12.0,3.0,10.0,7.0,0.0,0.0,0.0,370.0,6.0,131.0,21.0,0.0,82.1,0.0,1.0,0.0,2006,82.1,6.841666666666666,kevan barlow+2006,3
kevin bouie+1997,389.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,11.0,0.0,0.0,2.6,0.0,0.0,0.0,1997,2.6,0.52,kevin bouie+1997,4
kevin faulk+1999,2031.0,343.0,159.0,45.0,563.0,425.0,21.0,0.0,4.0,3562.0,16.0,856.0,3639.0,15.0,1299.9399999999996,0.0,25.0,16.0,24055,1299.9399999999998,8.175723270440251,kevin faulk+1999,2
kevin jones+2004,325.0,94.0,53.0,49.0,191.0,141.0,0.0,0.0,0.0,3067.0,24.0,761.0,1006.0,3.0,696.3,0.0,11.0,7.0,8022,696.3,13.137735849056602,kevin jones+2004,1
kevin jones+2008,354.0,26.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,109.0,0.0,34.0,5.0,0.0,13.4,0.0,0.0,0.0,2008,13.4,1.2181818181818183,kevin jones+2008,3
kevin mack+1993,327.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,10.0,0.0,0.0,9.3,0.0,0.0,0.0,1993,9.3,2.325,kevin mack+1993,3
kevin mcdougal+2001,392.0,24.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,48.0,0.0,17.0,10.0,0.0,6.8,0.0,0.0,0.0,2001,6.800000000000001,0.7555555555555556,kevin mcdougal+2001,4
kevin mcleod+1999,398.0,25.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,8.5,0.0,0.0,0.0,1999,8.5,1.2142857142857142,kevin mcleod+1999,3
kevin smith+2008,821.0,120.0,54.0,31.0,171.0,123.0,0.0,0.0,0.0,2346.0,17.0,598.0,1082.0,5.0,589.8,0.0,6.0,4.0,10050,589.8,10.92222222222222,kevin smith+2008,2
kevin turner+1993,297.0,49.0,32.0,18.0,131.0,91.0,0.0,0.0,1.0,342.0,1.0,86.0,804.0,4.0,229.60000000000002,0.0,5.0,2.0,3987,231.6,7.2375,kevin turner+1993,2
kevin turner+1996,988.0,114.0,56.0,44.0,191.0,134.0,0.0,0.0,0.0,244.0,0.0,62.0,1130.0,4.0,291.40000000000003,0.0,4.0,2.0,7990,291.40000000000003,5.203571428571429,kevin turner+1996,3
khalil herbert+2021,188.0,23.0,17.0,2.0,16.0,14.0,0.0,0.0,0.0,433.0,2.0,103.0,96.0,0.0,65.0,0.0,1.0,0.0,2021,78.9,4.641176470588236,khalil herbert+2021,3
khari blasingame+2019,1094.0,72.0,32.0,13.0,12.0,10.0,0.0,0.0,0.0,6.0,0.0,3.0,97.0,0.0,12.4,0.0,1.0,1.0,6060,18.3,0.571875,khari blasingame+2019,4
khiry robinson+2013,719.0,75.0,28.0,3.0,31.0,25.0,0.0,0.0,0.0,766.0,8.0,186.0,178.0,0.0,163.4,0.0,2.0,2.0,6042,163.4,5.835714285714286,khiry robinson+2013,3
ki-jana carter+1996,230.0,47.0,31.0,14.0,66.0,43.0,0.0,0.0,1.0,728.0,15.0,219.0,326.0,1.0,236.39999999999998,0.0,5.0,4.0,3993,236.40000000000003,7.625806451612904,ki-jana carter+1996,2
ki-jana carter+2001,170.0,28.0,14.0,0.0,21.0,13.0,0.0,0.0,0.0,308.0,3.0,63.0,83.0,0.0,68.1,0.0,1.0,1.0,2001,68.1,4.864285714285714,ki-jana carter+2001,3
ki-jana carter+2003,335.0,30.0,8.0,0.0,3.0,1.0,0.0,0.0,0.0,72.0,1.0,19.0,11.0,0.0,15.3,0.0,0.0,0.0,2003,15.299999999999999,1.9124999999999999,ki-jana carter+2003,3
kimble anders+1993,927.0,211.0,110.0,90.0,494.0,360.0,0.0,0.0,0.0,2079.0,9.0,462.0,2720.0,9.0,941.9000000000001,0.0,13.0,2.0,13973,943.9000000000001,8.580909090909092,kimble anders+1993,2
knile davis+2013,699.0,69.0,46.0,2.0,43.0,29.0,0.0,0.0,0.0,777.0,11.0,232.0,246.0,1.0,197.29999999999998,0.0,7.0,3.0,6042,197.3,4.289130434782609,knile davis+2013,3
knile davis+2016,444.0,25.0,11.0,0.0,7.0,5.0,0.0,0.0,0.0,28.0,0.0,18.0,25.0,0.0,10.3,0.0,0.0,0.0,2016,10.3,0.9363636363636364,knile davis+2016,4
knowshon moreno+2009,501.0,120.0,60.0,45.0,204.0,157.0,0.0,0.0,0.0,3468.0,26.0,845.0,1401.0,9.0,837.9000000000001,0.0,11.0,8.0,10055,837.9000000000001,13.965000000000002,knowshon moreno+2009,1
kolby smith+2008,722.0,49.0,11.0,3.0,13.0,12.0,0.0,0.0,0.0,133.0,1.0,50.0,61.0,0.0,37.4,0.0,0.0,0.0,4017,37.4,3.4,kolby smith+2008,3
korey hall+2007,1706.0,102.0,48.0,26.0,26.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,1.0,40.7,0.0,0.0,0.0,8034,40.7,0.8479166666666668,korey hall+2007,4
kregg lumpkin+2010,746.0,53.0,27.0,0.0,54.0,42.0,0.0,0.0,0.0,105.0,0.0,32.0,303.0,0.0,82.8,0.0,0.0,0.0,4021,82.8,3.0666666666666664,kregg lumpkin+2010,3
kregg lumpkin+2012,471.0,28.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,9.0,0.0,0.0,2.2,0.0,1.0,1.0,2012,2.2,0.44000000000000006,kregg lumpkin+2012,4
kris mangum+2001,483.0,59.0,31.0,20.0,85.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,5.0,120.19999999999999,0.0,0.0,0.0,4005,120.20000000000002,3.87741935483871,kris mangum+2001,3
kyle eckel+2007,306.0,26.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,90.0,2.0,33.0,6.0,0.0,22.6,0.0,0.0,0.0,2007,22.6,1.8833333333333335,kyle eckel+2007,3
kyle eckel+2008,379.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,24.0,0.0,0.0,7.9,0.0,0.0,0.0,2008,7.9,1.58,kyle eckel+2008,3
kyle eckel+2009,448.0,28.0,7.0,2.0,3.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,14.0,0.0,4.0,0.0,0.0,0.0,2009,4.0,0.5714285714285714,kyle eckel+2009,4
kyle johnson+2004,815.0,81.0,44.0,24.0,55.0,33.0,0.0,0.0,0.0,39.0,1.0,9.0,323.0,8.0,123.2,0.0,0.0,0.0,6015,123.2,2.8000000000000003,kyle johnson+2004,3
kyle juszczyk+2014,792.0,72.0,48.0,32.0,132.0,97.0,0.0,0.0,0.0,25.0,1.0,7.0,769.0,5.0,208.40000000000003,0.0,3.0,2.0,6045,208.40000000000003,4.341666666666668,kyle juszczyk+2014,3
kyle juszczyk+2017,1037.0,140.0,75.0,67.0,174.0,132.0,0.0,0.0,0.0,154.0,3.0,43.0,1376.0,8.0,294.6,0.0,5.0,4.0,10095,343.0,4.573333333333333,kyle juszczyk+2017,3
kylin hill+2021,497.0,23.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,24.0,0.0,10.0,5.0,0.0,3.0,0.0,0.0,0.0,2021,3.9000000000000004,0.48750000000000004,kylin hill+2021,4
la'mical perine+2020,504.0,45.0,14.0,0.0,15.0,11.0,0.0,0.0,0.0,263.0,2.0,72.0,63.0,0.0,45.0,0.0,0.0,0.0,4041,55.6,3.9714285714285715,la'mical perine+2020,3
labrandon toefield+2003,1130.0,98.0,43.0,2.0,57.0,45.0,32.0,0.0,2.0,545.0,6.0,150.0,273.0,2.0,174.08,0.0,1.0,1.0,8018,174.08,4.048372093023256,labrandon toefield+2003,3
ladainian tomlinson+2001,91.0,234.0,141.0,141.0,728.0,530.0,143.0,7.0,12.0,12490.0,138.0,2880.0,3955.0,15.0,3102.22,0.0,27.0,12.0,18045,3102.22,22.00156028368794,ladainian tomlinson+2001,1
ladainian tomlinson+2010,185.0,63.0,29.0,14.0,140.0,94.0,0.0,0.0,0.0,1194.0,7.0,294.0,817.0,2.0,349.1,0.0,3.0,0.0,4021,349.1,12.03793103448276,ladainian tomlinson+2010,1
ladell betts+2002,1402.0,212.0,103.0,13.0,234.0,165.0,0.0,0.0,0.0,3176.0,13.0,776.0,1505.0,3.0,713.1,0.0,13.0,8.0,16044,713.1,6.923300970873787,ladell betts+2002,3
ladell betts+2010,239.0,31.0,8.0,1.0,31.0,23.0,0.0,0.0,0.0,150.0,2.0,45.0,141.0,0.0,62.1,0.0,1.0,1.0,2010,62.099999999999994,7.762499999999999,ladell betts+2010,2
lamar gordon+2002,391.0,45.0,23.0,9.0,51.0,38.0,0.0,0.0,0.0,526.0,2.0,136.0,337.0,2.0,142.3,0.0,5.0,3.0,4005,142.29999999999998,6.18695652173913,lamar gordon+2002,3
lamar gordon+2005,256.0,25.0,14.0,4.0,17.0,11.0,0.0,0.0,0.0,182.0,1.0,54.0,79.0,0.0,39.1,0.0,3.0,2.0,2005,39.1,2.792857142857143,lamar gordon+2005,3
lamar miller+2012,421.0,90.0,61.0,48.0,152.0,117.0,0.0,0.0,0.0,2930.0,19.0,638.0,887.0,3.0,620.7,0.0,5.0,5.0,8054,620.7,10.175409836065574,lamar miller+2012,2
lamar miller+2016,129.0,78.0,44.0,41.0,119.0,92.0,0.0,0.0,0.0,2934.0,13.0,716.0,678.0,5.0,557.2,0.0,4.0,2.0,6051,557.2,12.663636363636364,lamar miller+2016,1
lamar smith+1995,508.0,78.0,40.0,4.0,46.0,33.0,0.0,0.0,0.0,1287.0,10.0,280.0,251.0,0.0,242.8,0.0,5.0,2.0,5988,242.8,6.07,lamar smith+1995,3
lamar smith+1998,743.0,90.0,31.0,11.0,67.0,45.0,20.0,1.0,3.0,723.0,1.0,209.0,402.0,3.0,184.3,0.0,5.0,1.0,6000,184.3,5.945161290322581,lamar smith+1998,3
lamar smith+2000,60.0,61.0,31.0,31.0,73.0,61.0,0.0,0.0,1.0,2107.0,20.0,622.0,435.0,4.0,443.2,0.0,9.0,8.0,4001,443.20000000000005,14.296774193548389,lamar smith+2000,1
lamar smith+2002,96.0,32.0,11.0,11.0,26.0,20.0,0.0,0.0,0.0,737.0,7.0,209.0,167.0,0.0,148.4,0.0,2.0,2.0,2002,148.39999999999998,13.490909090909089,lamar smith+2002,1
lamichael james+2012,727.0,47.0,14.0,0.0,8.0,5.0,0.0,0.0,0.0,184.0,0.0,39.0,45.0,0.0,27.9,0.0,4.0,0.0,4025,27.9,1.9928571428571427,lamichael james+2012,3
lamont jordan+2001,707.0,98.0,62.0,0.0,62.0,50.0,0.0,0.0,2.0,1277.0,10.0,262.0,417.0,1.0,279.4,1.0,5.0,2.0,8010,279.4,4.506451612903225,lamont jordan+2001,3
lamont jordan+2005,308.0,84.0,35.0,29.0,153.0,108.0,0.0,0.0,0.0,2008.0,14.0,530.0,884.0,2.0,489.20000000000005,0.0,3.0,2.0,6018,489.20000000000005,13.977142857142859,lamont jordan+2005,1
lamont jordan+2008,187.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,4.0,80.0,0.0,0.0,60.3,0.0,1.0,0.0,2008,60.300000000000004,7.5375000000000005,lamont jordan+2008,2
lamont jordan+2009,370.0,31.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,86.0,0.0,25.0,0.0,0.0,8.6,0.0,0.0,0.0,2009,8.6,0.9555555555555555,lamont jordan+2009,4
lamont warren+1994,1212.0,115.0,61.0,6.0,106.0,73.0,0.0,0.0,2.0,603.0,5.0,185.0,616.0,1.0,224.89999999999998,0.0,4.0,3.0,9980,224.89999999999998,3.686885245901639,lamont warren+1994,3
lamont warren+1999,212.0,26.0,16.0,2.0,48.0,29.0,0.0,0.0,0.0,120.0,0.0,35.0,262.0,1.0,73.2,0.0,0.0,0.0,1999,73.2,4.575,lamont warren+1999,3
lamont warren+2001,140.0,28.0,16.0,3.0,60.0,40.0,0.0,0.0,2.0,191.0,3.0,61.0,336.0,1.0,114.7,1.0,1.0,0.0,2001,114.69999999999999,7.168749999999999,lamont warren+2001,3
lance ball+2010,763.0,78.0,41.0,0.0,50.0,26.0,0.0,0.0,0.0,718.0,2.0,179.0,225.0,2.0,138.3,0.0,4.0,3.0,6033,138.3,3.3731707317073174,lance ball+2010,3
lance dunbar+2012,1569.0,120.0,54.0,0.0,88.0,68.0,0.0,0.0,0.0,422.0,1.0,94.0,646.0,0.0,178.8,0.0,3.0,1.0,10070,178.8,3.3111111111111113,lance dunbar+2012,3
lance dunbar+2017,375.0,27.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,51.0,1.0,11.0,1.0,0.0,12.2,0.0,0.0,0.0,2017,12.200000000000001,3.0500000000000003,lance dunbar+2017,3
larod stephens-howling+2009,715.0,71.0,44.0,8.0,65.0,40.0,0.0,0.0,0.0,538.0,4.0,159.0,423.0,3.0,176.1,0.0,1.0,1.0,6032,176.1,4.002272727272727,larod stephens-howling+2009,3
larry bowie+1997,474.0,49.0,20.0,16.0,50.0,41.0,0.0,0.0,0.0,108.0,2.0,32.0,441.0,3.0,125.9,0.0,2.0,0.0,3995,125.9,6.295,larry bowie+1997,3
larry centers+1993,110.0,25.0,16.0,9.0,86.0,66.0,0.0,0.0,0.0,152.0,0.0,25.0,603.0,3.0,157.5,0.0,1.0,0.0,1993,159.5,9.96875,larry centers+1993,2
larry centers+1994,436.0,140.0,79.0,55.0,514.0,400.0,0.0,0.0,1.0,1401.0,10.0,441.0,3343.0,14.0,1006.4,1.0,7.0,5.0,9980,1006.4,12.739240506329114,larry centers+1994,1
larry centers+1999,275.0,63.0,31.0,18.0,183.0,150.0,0.0,0.0,0.0,154.0,0.0,32.0,1144.0,6.0,315.8,0.0,3.0,0.0,3999,315.8,10.187096774193549,larry centers+1999,2
larry centers+2001,298.0,67.0,32.0,20.0,168.0,123.0,0.0,0.0,0.0,216.0,4.0,45.0,1008.0,2.0,279.4,0.0,2.0,1.0,4003,279.4,8.73125,larry centers+2001,2
larry centers+2003,278.0,35.0,9.0,3.0,34.0,19.0,0.0,0.0,0.0,82.0,0.0,21.0,106.0,1.0,43.8,0.0,0.0,0.0,2003,43.800000000000004,4.866666666666667,larry centers+2003,3
larry croom+2004,380.0,23.0,6.0,1.0,5.0,2.0,0.0,0.0,0.0,76.0,0.0,29.0,16.0,0.0,9.2,0.0,2.0,1.0,2004,9.200000000000001,1.5333333333333334,larry croom+2004,3
larry johnson+2003,644.0,159.0,68.0,48.0,205.0,139.0,4.0,1.0,3.0,5638.0,55.0,1243.0,1293.0,6.0,1188.26,0.0,13.0,7.0,12033,1188.26,17.47441176470588,larry johnson+2003,1
larry johnson+2009,175.0,30.0,14.0,7.0,21.0,15.0,0.0,0.0,0.0,581.0,0.0,178.0,80.0,0.0,79.1,0.0,2.0,1.0,2009,79.1,5.6499999999999995,larry johnson+2009,3
larry ned+2004,498.0,26.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.9,0.0,0.0,0.0,2004,1.9,0.11875,larry ned+2004,4
larry rountree+2021,381.0,22.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,87.0,1.0,36.0,-1.0,0.0,15.0,0.0,0.0,0.0,2021,15.600000000000001,1.3,larry rountree+2021,3
latavius murray+2014,225.0,75.0,45.0,31.0,119.0,91.0,0.0,0.0,0.0,2278.0,20.0,543.0,639.0,0.0,498.7,0.0,7.0,2.0,6045,498.70000000000005,11.082222222222223,latavius murray+2014,2
latavius murray+2017,165.0,55.0,32.0,17.0,43.0,37.0,0.0,0.0,0.0,1420.0,14.0,356.0,244.0,0.0,287.4,0.0,1.0,0.0,4035,287.4,8.98125,latavius murray+2017,2
latavius murray+2019,103.0,59.0,31.0,15.0,69.0,57.0,0.0,0.0,0.0,1293.0,9.0,292.0,411.0,2.0,270.2,0.0,1.0,0.0,4039,293.4,9.464516129032257,latavius murray+2019,2
latavius murray+2021,132.0,31.0,14.0,6.0,13.0,10.0,0.0,0.0,0.0,501.0,6.0,119.0,75.0,0.0,94.0,0.0,0.0,0.0,2021,103.6,7.3999999999999995,latavius murray+2021,2
laurence maroney+2006,264.0,67.0,42.0,11.0,56.0,40.0,0.0,0.0,0.0,2337.0,21.0,554.0,409.0,1.0,438.6,0.0,5.0,4.0,6022,438.6,10.442857142857143,laurence maroney+2006,2
laurence maroney+2010,357.0,25.0,4.0,3.0,7.0,4.0,0.0,0.0,0.0,74.0,0.0,36.0,50.0,0.0,16.4,0.0,1.0,0.0,2010,16.4,4.1,laurence maroney+2010,3
lawrence phillips+1996,126.0,21.0,15.0,11.0,12.0,8.0,0.0,0.0,0.0,632.0,4.0,193.0,28.0,1.0,100.0,0.0,2.0,2.0,1996,100.0,6.666666666666667,lawrence phillips+1996,3
lawrence phillips+1997,96.0,22.0,12.0,9.0,19.0,11.0,0.0,0.0,0.0,677.0,8.0,201.0,39.0,0.0,126.60000000000002,0.0,3.0,2.0,1997,126.6,10.549999999999999,lawrence phillips+1997,2
lawrence phillips+1999,217.0,24.0,8.0,0.0,20.0,15.0,0.0,0.0,0.0,144.0,2.0,30.0,152.0,0.0,56.6,0.0,2.0,0.0,1999,56.6,7.075,lawrence phillips+1999,3
lawrence thomas+2017,463.0,24.0,14.0,4.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,43.0,0.0,10.4,0.0,0.0,0.0,2017,10.399999999999999,0.7428571428571428,lawrence thomas+2017,4
lawrence vickers+2006,1876.0,125.0,76.0,36.0,73.0,41.0,0.0,0.0,0.0,87.0,0.0,33.0,271.0,3.0,94.8,0.0,1.0,0.0,10040,94.8,1.2473684210526315,lawrence vickers+2006,3
lawrence vickers+2011,466.0,28.0,14.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,6.9,0.0,0.0,0.0,2011,6.9,0.4928571428571429,lawrence vickers+2011,4
lawrence vickers+2012,369.0,29.0,16.0,6.0,15.0,13.0,0.0,0.0,0.0,11.0,0.0,3.0,104.0,0.0,24.5,0.0,0.0,0.0,2012,24.5,1.53125,lawrence vickers+2012,3
le'ron mcclain+2007,947.0,98.0,63.0,54.0,96.0,70.0,0.0,0.0,0.0,1185.0,12.0,314.0,453.0,2.0,315.79999999999995,0.0,5.0,1.0,8034,315.79999999999995,5.012698412698412,le'ron mcclain+2007,3
le'ron mcclain+2011,300.0,27.0,16.0,10.0,22.0,14.0,0.0,0.0,0.0,51.0,1.0,15.0,82.0,1.0,39.3,0.0,0.0,0.0,2011,39.300000000000004,2.4562500000000003,le'ron mcclain+2011,3
le'ron mcclain+2012,865.0,57.0,32.0,11.0,14.0,10.0,0.0,0.0,0.0,74.0,0.0,25.0,22.0,0.0,19.6,0.0,0.0,0.0,4025,19.6,0.6125,le'ron mcclain+2012,4
le'shai maston+1993,782.0,47.0,15.0,1.0,3.0,3.0,0.0,0.0,0.0,10.0,0.0,1.0,26.0,0.0,4.6,0.0,1.0,0.0,3987,6.6000000000000005,0.44000000000000006,le'shai maston+1993,4
le'shai maston+1995,581.0,51.0,31.0,17.0,36.0,24.0,0.0,0.0,0.0,208.0,0.0,49.0,185.0,0.0,57.300000000000004,0.0,3.0,3.0,3991,57.300000000000004,1.8483870967741938,le'shai maston+1995,3
le'veon bell+2013,180.0,115.0,62.0,62.0,397.0,312.0,0.0,0.0,1.0,5336.0,35.0,1229.0,2660.0,7.0,1355.6,0.0,8.0,4.0,10075,1355.6,21.864516129032257,le'veon bell+2013,1
le'veon bell+2019,62.0,27.0,15.0,15.0,78.0,66.0,0.0,0.0,0.0,789.0,3.0,245.0,461.0,1.0,213.0,0.0,1.0,1.0,2019,213.0,14.2,le'veon bell+2019,1
le'veon bell+2020,299.0,57.0,19.0,4.0,27.0,21.0,0.0,0.0,0.0,429.0,4.0,121.0,168.0,1.0,92.0,0.0,1.0,0.0,4041,110.70000000000002,5.826315789473685,le'veon bell+2020,3
lee smith+2013,396.0,26.0,16.0,14.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,12.8,0.0,0.0,0.0,2013,12.8,0.8,lee smith+2013,4
lee suggs+2003,784.0,72.0,25.0,3.0,48.0,28.0,0.0,0.0,0.0,1048.0,4.0,263.0,204.0,1.0,175.2,0.0,8.0,4.0,6012,175.20000000000002,7.008000000000001,lee suggs+2003,3
lee suggs+2006,418.0,26.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,6.0,13.0,0.0,3.9,0.0,0.0,0.0,2006,3.9000000000000004,0.9750000000000001,lee suggs+2006,4
leeland mcelroy+1996,362.0,45.0,30.0,14.0,22.0,12.0,0.0,0.0,0.0,729.0,3.0,224.0,73.0,1.0,108.2,0.0,6.0,4.0,3993,108.20000000000002,3.6066666666666674,leeland mcelroy+1996,3
legarrette blount+2010,459.0,75.0,40.0,21.0,34.0,21.0,0.0,0.0,0.0,1939.0,13.0,426.0,164.0,0.0,297.3,0.0,9.0,6.0,6033,297.3,7.4325,legarrette blount+2010,2
legarrette blount+2013,214.0,86.0,44.0,21.0,20.0,15.0,0.0,0.0,0.0,2636.0,31.0,617.0,119.0,1.0,476.5,0.0,6.0,3.0,6044,476.5,10.829545454545455,legarrette blount+2013,2
legarrette blount+2014,142.0,28.0,16.0,1.0,12.0,10.0,0.0,0.0,0.0,547.0,5.0,125.0,54.0,0.0,98.1,0.0,1.0,1.0,2014,98.10000000000001,6.1312500000000005,legarrette blount+2014,3
legarrette blount+2017,119.0,31.0,16.0,11.0,8.0,8.0,0.0,0.0,0.0,766.0,2.0,173.0,50.0,1.0,105.6,0.0,1.0,1.0,2017,105.60000000000001,6.6000000000000005,legarrette blount+2017,3
legarrette blount+2018,157.0,32.0,16.0,8.0,15.0,10.0,0.0,0.0,0.0,418.0,5.0,154.0,67.0,0.0,86.5,0.0,2.0,1.0,2018,86.50000000000001,5.406250000000001,legarrette blount+2018,3
legedu naanee+2007,416.0,24.0,13.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,14.9,0.0,0.0,0.0,2007,14.9,1.146153846153846,legedu naanee+2007,3
legedu naanee+2011,202.0,28.0,15.0,10.0,76.0,44.0,27.0,0.0,1.0,0.0,0.0,0.0,467.0,1.0,97.78,0.0,0.0,0.0,2011,97.78,6.518666666666666,legedu naanee+2011,3
lendale white+2006,606.0,94.0,58.0,18.0,66.0,42.0,0.0,0.0,0.0,2349.0,24.0,628.0,204.0,0.0,427.29999999999995,0.0,7.0,7.0,8030,427.30000000000007,7.367241379310346,lendale white+2006,2
lennox gordon+1999,425.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,11.0,0.0,0.0,3.8,0.0,0.0,0.0,1999,3.8000000000000003,0.47500000000000003,lennox gordon+1999,4
lennox gordon+2000,446.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,1.3,0.0,0.0,0.0,2000,1.3,0.14444444444444446,lennox gordon+2000,4
leon johnson+2001,425.0,55.0,28.0,4.0,29.0,17.0,45.0,0.0,2.0,428.0,5.0,123.0,125.0,0.0,100.1,0.0,5.0,2.0,4003,100.1,3.5749999999999997,leon johnson+2001,3
leon johnson+2003,439.0,29.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,4.0,0.0,0.0,2.6,0.0,1.0,0.0,2003,2.6,0.18571428571428572,leon johnson+2003,4
leon washington+2006,578.0,102.0,55.0,13.0,169.0,123.0,36.0,0.0,1.0,1782.0,13.0,370.0,969.0,2.0,477.54,0.0,11.0,6.0,8030,477.54,8.682545454545455,leon washington+2006,2
leon washington+2010,910.0,87.0,48.0,1.0,35.0,23.0,0.0,0.0,0.0,431.0,3.0,103.0,158.0,0.0,93.9,0.0,7.0,3.0,6033,93.9,1.95625,leon washington+2010,3
leon washington+2013,567.0,31.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0,1.0,0.0,2013,0.1,0.014285714285714287,leon washington+2013,4
leon washington+2014,270.0,32.0,16.0,0.0,31.0,22.0,0.0,0.0,0.0,57.0,0.0,13.0,159.0,2.0,53.6,0.0,3.0,1.0,2014,53.6,3.35,leon washington+2014,3
leonard fournette+2017,163.0,69.0,36.0,36.0,174.0,134.0,0.0,0.0,0.0,2631.0,17.0,666.0,1009.0,2.0,610.0,0.0,3.0,1.0,6054,610.0,16.944444444444443,leonard fournette+2017,1
leonard fournette+2020,33.0,51.0,27.0,16.0,131.0,105.0,0.0,0.0,1.0,1179.0,14.0,277.0,687.0,2.0,283.0,0.0,1.0,0.0,4041,387.6,14.355555555555556,leonard fournette+2020,1
leonard henry+2004,339.0,26.0,6.0,2.0,6.0,3.0,0.0,0.0,0.0,141.0,0.0,46.0,12.0,0.0,16.3,0.0,1.0,1.0,2004,16.3,2.716666666666667,leonard henry+2004,3
leonard russell+1993,13.0,24.0,16.0,15.0,37.0,26.0,0.0,0.0,0.0,1088.0,7.0,300.0,245.0,0.0,193.3,0.0,4.0,0.0,1993,201.3,12.58125,leonard russell+1993,1
leonard russell+1994,63.0,25.0,14.0,13.0,46.0,38.0,0.0,0.0,0.0,620.0,9.0,190.0,227.0,0.0,172.7,0.0,4.0,2.0,1994,172.7,12.335714285714285,leonard russell+1994,1
leonard russell+1995,243.0,26.0,13.0,3.0,31.0,16.0,0.0,0.0,0.0,203.0,0.0,66.0,89.0,0.0,41.2,0.0,2.0,2.0,1995,41.199999999999996,3.169230769230769,leonard russell+1995,3
leonard russell+1996,67.0,27.0,15.0,15.0,18.0,13.0,0.0,0.0,0.0,713.0,7.0,219.0,180.0,0.0,140.3,0.0,6.0,2.0,1996,140.3,9.353333333333333,leonard russell+1996,2
leonard weaver+2005,805.0,74.0,46.0,11.0,87.0,60.0,0.0,0.0,0.0,356.0,1.0,80.0,547.0,2.0,166.3,0.0,1.0,1.0,6020,166.3,3.615217391304348,leonard weaver+2005,3
leonard weaver+2009,167.0,27.0,16.0,8.0,26.0,15.0,0.0,0.0,0.0,323.0,2.0,70.0,140.0,2.0,85.3,0.0,0.0,0.0,2009,85.30000000000001,5.331250000000001,leonard weaver+2009,3
leroy hoard+1993,349.0,78.0,44.0,31.0,153.0,93.0,0.0,0.0,1.0,1664.0,5.0,401.0,899.0,4.0,379.3,0.0,17.0,8.0,5982,387.3,8.802272727272728,leroy hoard+1993,2
leroy hoard+1996,141.0,28.0,11.0,7.0,16.0,11.0,0.0,0.0,0.0,492.0,3.0,125.0,133.0,0.0,87.5,0.0,3.0,2.0,1996,87.5,7.954545454545454,leroy hoard+1996,2
leroy hoard+1997,313.0,90.0,43.0,5.0,61.0,50.0,0.0,0.0,0.0,1269.0,23.0,333.0,448.0,1.0,359.7,0.0,5.0,3.0,5994,359.70000000000005,8.365116279069769,leroy hoard+1997,2
