,Round,Pick,Team,Player,Position,Age,School,Year,Weight,40 Time,Vertical Jump,3 Cone,Shuttle,Height (in),PK,G,RushAtt,RushYds,RushAvg,RushTD,Rec,RecYds,RecAvg,RecTD,Plays,TotalYds,YardsPerPlay,TotalTDs,YPG,Conf,response
339,3,74,SFO,Glen Coffee,RB,22.0,Alabama,2009,209.0,4.5,36.0,7.35,4.51,72.0,glen coffee+2009,23.0,362.0,1928.0,5.3259668508287294,14.0,34.0,260.0,7.647058823529412,1.0,396.0,2188.0,5.525252525252525,15.0,11.304347826086957,SEC,3.0
340,4,111,CAR,Mike Goodson,RB,22.0,Texas A&M,2009,208.0,4.43,39.5,6.89,4.22,72.0,mike goodson+2009,36.0,374.0,1964.0,5.251336898395722,13.0,90.0,860.0,9.555555555555555,7.0,464.0,2824.0,6.086206896551724,20.0,23.88888888888889,Big 12,3.0
341,4,128,CAR,Tony Fiammetta,RB,23.0,Syracuse,2009,,,,,,,tony fiammetta+2009,,,,,,,,,,,,,,,,
342,4,129,NYG,Andre Brown,RB,22.0,North Carolina St.,2009,224.0,4.37,37.0,7.35,4.33,72.0,andre brown+2009,44.0,523.0,2539.0,4.854684512428299,22.0,70.0,631.0,9.014285714285714,2.0,593.0,3170.0,5.345699831365936,24.0,14.340909090909092,ACC,
343,4,134,SDG,Gartrell Johnson,RB,23.0,Colorado St.,2009,219.0,4.67,34.0,,,70.0,gartrell johnson+2009,25.0,459.0,2433.0,5.300653594771242,18.0,44.0,398.0,9.045454545454545,2.0,503.0,2831.0,5.6282306163021865,20.0,15.92,MWC,4.0
344,5,145,GNB,Quinn Johnson,RB,22.0,LSU,2009,,,,,,,quinn johnson+2009,,,,,,,,,,,,,,,,4.0
345,5,169,PIT,Frank Summers,RB,24.0,UNLV,2009,,,,,,,frank summers+2009,24.0,385.0,1668.0,4.332467532467533,14.0,36.0,402.0,11.166666666666666,6.0,421.0,2070.0,4.9168646080760094,20.0,16.75,MWC,
346,5,173,TEN,Javon Ringer,RB,22.0,Michigan St.,2009,205.0,4.5,34.0,6.87,4.11,69.0,javon ringer+2009,45.0,843.0,4398.0,5.217081850533808,34.0,96.0,719.0,7.489583333333333,1.0,939.0,5117.0,5.449414270500532,35.0,15.977777777777778,Big Ten,3.0
347,6,185,BAL,Cedric Peerman,RB,22.0,Virginia,2009,216.0,4.34,40.0,6.99,4.29,69.0,cedric peerman+2009,17.0,266.0,1359.0,5.109022556390977,12.0,56.0,292.0,5.214285714285714,0.0,322.0,1651.0,5.127329192546584,12.0,17.176470588235293,ACC,
348,6,192,DET,Aaron Brown,RB,23.0,TCU,2009,,,,,,,aaron brown+2009,42.0,487.0,2596.0,5.330595482546201,20.0,81.0,857.0,10.580246913580247,5.0,568.0,3453.0,6.079225352112676,25.0,20.404761904761905,MWC,
349,6,195,CLE,James Davis,RB,23.0,Clemson,2009,218.0,4.45,32.0,7.15,4.37,71.0,james davis+2009,50.0,753.0,3881.0,5.154050464807437,47.0,51.0,441.0,8.647058823529411,2.0,804.0,4322.0,5.375621890547263,49.0,8.82,ACC,
350,6,209,CIN,Bernard Scott,RB,25.0,Abilene Christian,2009,200.0,4.44,36.0,6.82,4.08,70.0,bernard scott+2009,,,,,,,,,,,,,,,,3.0
351,7,211,STL,Chris Ogbonnaya,RB,23.0,Texas,2009,220.0,4.57,35.0,6.85,4.29,72.0,chris ogbonnaya+2009,,,,,,,,,,,,,,,,
352,7,212,KAN,Javarris Williams,RB,23.0,Tennessee St.,2009,223.0,4.51,33.5,,,69.0,javarris williams+2009,,,,,,,,,,,,,,,,4.0
353,7,215,CIN,Fui Vakapuna,RB,25.0,BYU,2009,,,,,,,fui vakapuna+2009,,,,,,,,,,,,,,,,
354,7,221,WAS,Eddie Williams,RB,22.0,Idaho,2009,,,,,,,eddie williams+2009,,,,,,,,,,,,,,,,
355,7,240,ARI,LaRod Stephens-Howling,RB,22.0,Pittsburgh,2009,,,,,,,larod stephens-howling+2009,,,,,,,,,,,,,,,,3.0
356,7,250,JAX,Rashad Jennings,RB,24.0,Liberty,2009,231.0,4.52,34.0,6.86,4.2,73.0,rashad jennings+2009,,,,,,,,,,,,,,,,3.0
357,1,9,BUF,C.J. Spiller,RB,23.0,Clemson,2010,196.0,4.37,,,,71.0,c.j. spiller+2010,52.0,606.0,3547.0,5.853135313531353,32.0,123.0,1420.0,11.544715447154472,11.0,729.0,4967.0,6.813443072702332,43.0,27.307692307692307,ACC,2.0
358,1,12,SDG,Ryan Mathews,RB,22.0,Fresno St.,2010,218.0,4.37,36.0,7.0,4.33,72.0,ryan mathews+2010,20.0,389.0,2414.0,6.205655526992288,25.0,19.0,268.0,14.105263157894736,2.0,408.0,2682.0,6.573529411764706,27.0,13.4,WAC,1.0
359,1,30,DET,Jahvid Best,RB,21.0,California,2010,199.0,4.34,32.5,6.75,4.17,70.0,jahvid best+2010,21.0,335.0,2447.0,7.304477611940299,27.0,49.0,459.0,9.36734693877551,5.0,384.0,2906.0,7.567708333333333,32.0,21.857142857142858,Pac-10,1.0
360,2,51,MIN,Toby Gerhart,RB,23.0,Stanford,2010,231.0,4.5,38.0,6.94,4.25,72.0,toby gerhart+2010,37.0,659.0,3382.0,5.132018209408194,43.0,39.0,395.0,10.128205128205128,0.0,698.0,3777.0,5.411174785100287,43.0,10.675675675675675,Pac-10,3.0
361,2,58,HOU,Ben Tate,RB,22.0,Auburn,2010,220.0,4.34,40.5,6.91,4.12,71.0,ben tate+2010,38.0,624.0,2929.0,4.693910256410256,21.0,51.0,339.0,6.647058823529412,0.0,675.0,3268.0,4.841481481481481,21.0,8.921052631578947,SEC,
362,2,59,CLE,Montario Hardesty,RB,23.0,Tennessee,2010,225.0,4.49,41.0,6.87,4.14,72.0,montario hardesty+2010,47.0,554.0,2373.0,4.283393501805054,26.0,38.0,405.0,10.657894736842104,1.0,592.0,2778.0,4.6925675675675675,27.0,8.617021276595745,SEC,
363,4,112,NYJ,Joe McKnight,RB,22.0,USC,2010,198.0,4.4,36.5,,,71.0,joe mcknight+2010,36.0,347.0,2213.0,6.377521613832853,13.0,66.0,542.0,8.212121212121213,2.0,413.0,2755.0,6.670702179176756,15.0,15.055555555555555,Pac-10,3.0
364,5,139,NYJ,John Conner,RB,23.0,Kentucky,2010,,,,,,,john conner+2010,,,,,,,,,,,,,,,,4.0
365,6,173,SFO,Anthony Dixon,RB,22.0,Mississippi St.,2010,233.0,4.67,33.0,7.09,4.49,73.0,anthony dixon+2010,48.0,910.0,3994.0,4.389010989010989,42.0,56.0,449.0,8.017857142857142,4.0,966.0,4443.0,4.599378881987578,46.0,9.354166666666666,SEC,3.0
366,6,174,WAS,Dennis Morris,RB,,Louisiana Tech,2010,,,,,,,dennis morris+2010,,,,,,,,,,,,,,,,
367,6,180,JAX,Deji Karim,RB,23.0,Southern Illinois,2010,,,,,,,deji karim+2010,,,,,,,,,,,,,,,,3.0
368,6,188,PIT,Jonathan Dwyer,RB,21.0,Georgia Tech,2010,229.0,4.64,33.0,7.56,4.67,71.0,jonathan dwyer+2010,40.0,517.0,3226.0,6.2398452611218564,35.0,15.0,263.0,17.533333333333335,1.0,532.0,3489.0,6.55827067669173,36.0,6.575,ACC,
369,6,193,GNB,James Starks,RB,24.0,Buffalo,2010,218.0,4.5,36.0,6.89,4.23,74.0,james starks+2010,,,,,,,,,,,,,,,,
370,6,200,PHI,Charles Scott,RB,,LSU,2010,238.0,4.68,30.5,6.98,4.47,71.0,charles scott+2010,22.0,333.0,1716.0,5.153153153153153,22.0,16.0,121.0,7.5625,1.0,349.0,1837.0,5.263610315186247,23.0,5.5,SEC,
371,7,237,MIN,Ryan D'Imperio,RB,23.0,Rutgers,2010,,,,,,,ryan d'imperio+2010,,,,,,,,,,,,,,,,
372,1,9,BUF,C.J. Spiller,RB,23.0,Clemson,2010,196.0,4.37,,,,71.0,c.j. spiller+2010,52.0,606.0,3547.0,5.853135313531353,32.0,123.0,1420.0,11.544715447154472,11.0,729.0,4967.0,6.813443072702332,43.0,27.307692307692307,ACC,2.0
373,1,12,SDG,Ryan Mathews,RB,22.0,Fresno St.,2010,218.0,4.37,36.0,7.0,4.33,72.0,ryan mathews+2010,20.0,389.0,2414.0,6.205655526992288,25.0,19.0,268.0,14.105263157894736,2.0,408.0,2682.0,6.573529411764706,27.0,13.4,WAC,1.0
374,1,30,DET,Jahvid Best,RB,21.0,California,2010,199.0,4.34,32.5,6.75,4.17,70.0,jahvid best+2010,21.0,335.0,2447.0,7.304477611940299,27.0,49.0,459.0,9.36734693877551,5.0,384.0,2906.0,7.567708333333333,32.0,21.857142857142858,Pac-10,1.0
375,2,51,MIN,Toby Gerhart,RB,23.0,Stanford,2010,231.0,4.5,38.0,6.94,4.25,72.0,toby gerhart+2010,37.0,659.0,3382.0,5.132018209408194,43.0,39.0,395.0,10.128205128205128,0.0,698.0,3777.0,5.411174785100287,43.0,10.675675675675675,Pac-10,3.0
376,2,58,HOU,Ben Tate,RB,22.0,Auburn,2010,220.0,4.34,40.5,6.91,4.12,71.0,ben tate+2010,38.0,624.0,2929.0,4.693910256410256,21.0,51.0,339.0,6.647058823529412,0.0,675.0,3268.0,4.841481481481481,21.0,8.921052631578947,SEC,
377,2,59,CLE,Montario Hardesty,RB,23.0,Tennessee,2010,225.0,4.49,41.0,6.87,4.14,72.0,montario hardesty+2010,47.0,554.0,2373.0,4.283393501805054,26.0,38.0,405.0,10.657894736842104,1.0,592.0,2778.0,4.6925675675675675,27.0,8.617021276595745,SEC,
378,4,112,NYJ,Joe McKnight,RB,22.0,USC,2010,198.0,4.4,36.5,,,71.0,joe mcknight+2010,36.0,347.0,2213.0,6.377521613832853,13.0,66.0,542.0,8.212121212121213,2.0,413.0,2755.0,6.670702179176756,15.0,15.055555555555555,Pac-10,3.0
379,5,139,NYJ,John Conner,RB,23.0,Kentucky,2010,,,,,,,john conner+2010,,,,,,,,,,,,,,,,4.0
380,6,173,SFO,Anthony Dixon,RB,22.0,Mississippi St.,2010,233.0,4.67,33.0,7.09,4.49,73.0,anthony dixon+2010,48.0,910.0,3994.0,4.389010989010989,42.0,56.0,449.0,8.017857142857142,4.0,966.0,4443.0,4.599378881987578,46.0,9.354166666666666,SEC,3.0
381,6,174,WAS,Dennis Morris,RB,,Louisiana Tech,2010,,,,,,,dennis morris+2010,,,,,,,,,,,,,,,,
382,6,180,JAX,Deji Karim,RB,23.0,Southern Illinois,2010,,,,,,,deji karim+2010,,,,,,,,,,,,,,,,3.0
383,6,188,PIT,Jonathan Dwyer,RB,21.0,Georgia Tech,2010,229.0,4.64,33.0,7.56,4.67,71.0,jonathan dwyer+2010,40.0,517.0,3226.0,6.2398452611218564,35.0,15.0,263.0,17.533333333333335,1.0,532.0,3489.0,6.55827067669173,36.0,6.575,ACC,
384,6,193,GNB,James Starks,RB,24.0,Buffalo,2010,218.0,4.5,36.0,6.89,4.23,74.0,james starks+2010,,,,,,,,,,,,,,,,
385,6,200,PHI,Charles Scott,RB,,LSU,2010,238.0,4.68,30.5,6.98,4.47,71.0,charles scott+2010,22.0,333.0,1716.0,5.153153153153153,22.0,16.0,121.0,7.5625,1.0,349.0,1837.0,5.263610315186247,23.0,5.5,SEC,
386,7,237,MIN,Ryan D'Imperio,RB,23.0,Rutgers,2010,,,,,,,ryan d'imperio+2010,,,,,,,,,,,,,,,,
387,1,28,NOR,Mark Ingram,RB,21.0,Alabama,2011,215.0,4.62,31.5,7.13,4.62,69.0,mark ingram+2011,39.0,572.0,3261.0,5.701048951048951,42.0,60.0,670.0,11.166666666666666,4.0,632.0,3931.0,6.219936708860759,46.0,17.17948717948718,SEC,1.0
388,2,38,ARI,Ryan Williams,RB,21.0,Virginia Tech,2011,212.0,4.59,40.0,6.96,4.18,69.0,ryan williams+2011,23.0,403.0,2132.0,5.290322580645161,30.0,26.0,289.0,11.115384615384615,2.0,429.0,2421.0,5.643356643356643,32.0,12.565217391304348,ACC,
389,2,56,NWE,Shane Vereen,RB,22.0,California,2011,210.0,4.49,34.0,6.95,4.28,70.0,shane vereen+2011,38.0,556.0,2834.0,5.097122302158273,29.0,74.0,674.0,9.108108108108109,6.0,630.0,3508.0,5.568253968253968,35.0,17.736842105263158,Pac-10,2.0
390,2,57,DET,Mikel Leshoure,RB,21.0,Illinois,2011,227.0,4.56,38.0,6.82,4.4,72.0,mikel leshoure+2011,24.0,389.0,2431.0,6.249357326478149,22.0,31.0,373.0,12.03225806451613,5.0,420.0,2804.0,6.6761904761904765,27.0,15.541666666666666,Big Ten,
391,2,62,MIA,Daniel Thomas,RB,23.0,Kansas St.,2011,230.0,4.62,,,,72.0,daniel thomas+2011,25.0,545.0,2850.0,5.229357798165138,30.0,52.0,428.0,8.23076923076923,0.0,597.0,3278.0,5.490787269681742,30.0,17.12,Big 12,3.0
392,3,71,DAL,DeMarco Murray,RB,23.0,Oklahoma,2011,213.0,4.37,34.5,7.28,4.18,72.0,demarco murray+2011,50.0,759.0,3685.0,4.855072463768116,50.0,157.0,1571.0,10.006369426751592,13.0,916.0,5256.0,5.737991266375546,63.0,31.42,Big 12,1.0
393,3,73,NWE,Stevan Ridley,RB,22.0,LSU,2011,225.0,4.65,36.0,6.78,4.21,71.0,stevan ridley+2011,13.0,249.0,1147.0,4.606425702811245,15.0,11.0,61.0,5.545454545454546,0.0,260.0,1208.0,4.6461538461538465,15.0,4.6923076923076925,SEC,2.0
394,3,96,GNB,Alex Green,RB,23.0,Hawaii,2011,225.0,4.45,34.0,6.91,4.15,72.0,alex green+2011,27.0,232.0,1652.0,7.120689655172414,20.0,38.0,461.0,12.131578947368421,2.0,270.0,2113.0,7.825925925925926,22.0,17.074074074074073,WAC,3.0
395,4,105,WAS,Roy Helu,RB,22.0,Nebraska,2011,219.0,4.4,36.5,6.67,4.01,71.0,roy helu+2011,,,,,,,,,,,,,,,,2.0
396,4,115,SFO,Kendall Hunter,RB,22.0,Oklahoma St.,2011,199.0,4.46,35.0,6.74,4.21,67.0,kendall hunter+2011,46.0,708.0,4181.0,5.905367231638418,37.0,63.0,519.0,8.238095238095237,2.0,771.0,4700.0,6.09597924773022,39.0,11.282608695652174,Big 12,3.0
397,4,119,IND,Delone Carter,RB,24.0,Syracuse,2011,222.0,4.54,37.0,6.92,4.07,69.0,delone carter+2011,37.0,623.0,2967.0,4.762439807383628,24.0,28.0,208.0,7.428571428571429,1.0,651.0,3175.0,4.8771121351766515,25.0,5.621621621621622,Big East,3.0
398,4,124,CLE,Owen Marecic,RB,22.0,Stanford,2011,,,,,,,owen marecic+2011,,,,,,,,,,,,,,,,4.0
399,4,125,OAK,Taiwan Jones,RB,23.0,East. Washington,2011,194.0,4.33,,,,72.0,taiwan jones+2011,,,,,,,,,,,,,,,,4.0
400,4,126,NYJ,Bilal Powell,RB,22.0,Louisville,2011,207.0,4.51,,,,70.0,bilal powell+2011,34.0,412.0,2151.0,5.220873786407767,17.0,42.0,319.0,7.595238095238095,3.0,454.0,2470.0,5.440528634361233,20.0,9.382352941176471,Big East,
401,4,130,TEN,Jamie Harper,RB,21.0,Clemson,2011,233.0,4.53,36.5,7.16,4.39,71.0,jamie harper+2011,13.0,197.0,760.0,3.8578680203045685,7.0,35.0,328.0,9.371428571428572,3.0,232.0,1088.0,4.689655172413793,10.0,25.23076923076923,ACC,3.0
402,5,133,BUF,Johnny White,RB,23.0,North Carolina,2011,209.0,4.5,32.5,7.07,4.31,70.0,johnny white+2011,21.0,225.0,1119.0,4.973333333333334,7.0,39.0,447.0,11.461538461538462,0.0,264.0,1566.0,5.931818181818182,7.0,21.285714285714285,ACC,4.0
403,5,136,ARI,Anthony Sherman,RB,22.0,Connecticut,2011,,,,,,,anthony sherman+2011,,,,,,,,,,,,,,,,4.0
404,5,145,ATL,Jacquizz Rodgers,RB,21.0,Oregon St.,2011,196.0,4.59,33.0,7.31,4.26,66.0,jacquizz rodgers+2011,36.0,788.0,3877.0,4.92005076142132,46.0,151.0,1056.0,6.993377483443709,5.0,939.0,4933.0,5.25346112886049,51.0,29.333333333333332,Pac-10,3.0
405,5,149,PHI,Dion Lewis,RB,20.0,Pittsburgh,2011,193.0,4.56,34.5,6.9,4.18,67.0,dion lewis+2011,25.0,544.0,2860.0,5.257352941176471,30.0,52.0,405.0,7.788461538461538,1.0,596.0,3265.0,5.478187919463087,31.0,16.2,Big East,3.0
406,6,177,WAS,Evan Royster,RB,23.0,Penn St.,2011,212.0,4.65,34.0,7.07,4.18,72.0,evan royster+2011,50.0,686.0,3932.0,5.7317784256559765,29.0,61.0,562.0,9.21311475409836,3.0,747.0,4494.0,6.016064257028113,32.0,11.24,Big Ten,3.0
407,6,183,SDG,Jordan Todman,RB,21.0,Connecticut,2011,203.0,4.4,38.0,7.24,4.18,69.0,jordan todman+2011,25.0,569.0,2883.0,5.066783831282953,28.0,40.0,279.0,6.975,0.0,609.0,3162.0,5.192118226600985,28.0,11.16,Big East,
408,6,187,TAM,Allen Bradford,RB,23.0,USC,2011,242.0,4.53,29.0,6.97,4.39,71.0,allen bradford+2011,25.0,225.0,1462.0,6.497777777777777,13.0,4.0,76.0,19.0,1.0,229.0,1538.0,6.716157205240175,14.0,3.04,Pac-10,
409,7,220,DAL,Shaun Chapas,RB,23.0,Georgia,2011,,,,,,,shaun chapas+2011,,,,,,,,,,,,,,,,
410,7,221,NYG,Da'Rel Scott,RB,23.0,Maryland,2011,211.0,4.4,34.0,7.15,4.2,71.0,da'rel scott+2011,32.0,416.0,2266.0,5.447115384615385,17.0,47.0,452.0,9.617021276595745,3.0,463.0,2718.0,5.870410367170626,20.0,14.125,ACC,3.0
411,7,223,KAN,Shane Bannon,RB,22.0,Yale,2011,,,,,,,shane bannon+2011,,,,,,,,,,,,,,,,
412,7,225,BAL,Anthony Allen,RB,23.0,Georgia Tech,2011,228.0,4.56,41.5,6.79,4.06,73.0,anthony allen+2011,13.0,240.0,1316.0,5.483333333333333,7.0,3.0,88.0,29.333333333333332,1.0,243.0,1404.0,5.777777777777778,8.0,6.769230769230769,ACC,4.0
413,7,232,PIT,Baron Batch,RB,23.0,Texas Tech,2011,,,,,,,baron batch+2011,39.0,458.0,2458.0,5.366812227074236,26.0,134.0,1070.0,7.985074626865671,5.0,592.0,3528.0,5.95945945945946,31.0,27.435897435897434,Big 12,
414,7,240,PHI,Stanley Havili,RB,23.0,USC,2011,,,,,,,stanley havili+2011,,,,,,,,,,,,,,,,
415,7,246,CIN,Jay Finley,RB,23.0,Baylor,2011,,,,,,,jay finley+2011,34.0,423.0,2453.0,5.799054373522458,20.0,22.0,264.0,12.0,2.0,445.0,2717.0,6.10561797752809,22.0,7.764705882352941,Big 12,
416,1,3,CLE,Trent Richardson,RB,22.0,Alabama,2012,228.0,4.48,,,,69.0,trent richardson+2012,38.0,540.0,3130.0,5.796296296296297,35.0,68.0,730.0,10.735294117647058,7.0,608.0,3860.0,6.348684210526316,42.0,19.210526315789473,SEC,1.0
417,1,31,TAM,Doug Martin,RB,23.0,Boise St.,2012,223.0,4.46,36.0,6.79,4.16,69.0,doug martin+2012,40.0,593.0,3324.0,5.6053962900505905,43.0,64.0,661.0,10.328125,4.0,657.0,3985.0,6.06544901065449,47.0,16.525,MWC,1.0
418,1,32,NYG,David Wilson,RB,21.0,Virginia Tech,2012,206.0,4.38,41.0,7.09,4.12,70.0,david wilson+2012,27.0,403.0,2328.0,5.776674937965261,14.0,37.0,363.0,9.81081081081081,5.0,440.0,2691.0,6.115909090909091,19.0,13.444444444444445,ACC,3.0
419,2,50,STL,Isaiah Pead,RB,22.0,Cincinnati,2012,197.0,4.39,33.0,6.95,4.32,70.0,isaiah pead+2012,37.0,515.0,3094.0,6.0077669902912625,27.0,85.0,710.0,8.352941176470589,6.0,600.0,3804.0,6.34,33.0,19.18918918918919,Big East,3.0
420,2,61,SFO,LaMichael James,RB,22.0,Oregon,2012,194.0,4.35,35.0,6.88,4.12,68.0,lamichael james+2012,37.0,771.0,5082.0,6.591439688715953,53.0,51.0,586.0,11.490196078431373,4.0,822.0,5668.0,6.895377128953771,57.0,15.837837837837839,Pac-12,3.0
421,3,67,DEN,Ronnie Hillman,RB,20.0,San Diego St.,2012,200.0,4.42,37.0,,,69.0,ronnie hillman+2012,26.0,573.0,3243.0,5.659685863874346,36.0,33.0,338.0,10.242424242424242,2.0,606.0,3581.0,5.909240924092409,38.0,13.0,MWC,2.0
422,3,84,BAL,Bernard Pierce,RB,21.0,Temple,2012,218.0,4.45,36.5,7.07,4.28,72.0,bernard pierce+2012,34.0,663.0,3570.0,5.384615384615385,53.0,19.0,178.0,9.368421052631579,1.0,682.0,3748.0,5.495601173020527,54.0,5.235294117647059,MAC,3.0
423,4,97,MIA,Lamar Miller,RB,21.0,Miami (FL),2012,212.0,4.34,33.0,,,71.0,lamar miller+2012,23.0,335.0,1918.0,5.7253731343283585,15.0,28.0,181.0,6.464285714285714,1.0,363.0,2099.0,5.78236914600551,16.0,7.869565217391305,ACC,2.0
424,4,106,SEA,Robert Turbin,RB,22.0,Utah St.,2012,222.0,4.42,36.0,7.16,4.31,70.0,robert turbin+2012,37.0,562.0,3298.0,5.868327402135232,40.0,67.0,845.0,12.611940298507463,11.0,629.0,4143.0,6.58664546899841,51.0,22.83783783783784,WAC,3.0
425,4,128,MIN,Rhett Ellison,RB,23.0,USC,2012,,,,,,,rhett ellison+2012,,,,,,,,,,,,,,,,
426,5,157,ATL,Bradie Ewing,RB,22.0,Wisconsin,2012,,,,,,,bradie ewing+2012,,,,,,,,,,,,,,,,
427,5,159,PIT,Chris Rainey,RB,24.0,Florida,2012,180.0,4.36,36.5,6.5,3.93,68.0,chris rainey+2012,26.0,260.0,1436.0,5.523076923076923,7.0,41.0,542.0,13.21951219512195,3.0,301.0,1978.0,6.571428571428571,10.0,20.846153846153847,SEC,3.0
428,5,170,IND,Vick Ballard,RB,22.0,Mississippi St.,2012,219.0,4.59,33.0,7.03,4.19,70.0,vick ballard+2012,25.0,379.0,2157.0,5.691292875989446,29.0,30.0,293.0,9.766666666666667,2.0,409.0,2450.0,5.990220048899755,31.0,11.72,SEC,2.0
429,6,173,WAS,Alfred Morris,RB,23.0,Florida Atlantic,2012,219.0,4.63,35.5,7.01,4.19,70.0,alfred morris+2012,36.0,726.0,3506.0,4.8292011019283745,27.0,30.0,300.0,10.0,4.0,756.0,3806.0,5.034391534391534,31.0,8.333333333333334,Sun Belt,2.0
430,6,182,KAN,Cyrus Gray,RB,22.0,Texas A&M,2012,206.0,4.4,32.5,7.17,,70.0,cyrus gray+2012,49.0,632.0,3298.0,5.218354430379747,30.0,103.0,776.0,7.533980582524272,6.0,735.0,4074.0,5.542857142857143,36.0,15.83673469387755,Big 12,4.0
431,6,191,CIN,Dan Herron,RB,23.0,Ohio St.,2012,213.0,4.57,35.0,6.97,4.04,70.0,dan herron+2012,41.0,592.0,2869.0,4.846283783783784,32.0,44.0,309.0,7.0227272727272725,1.0,636.0,3178.0,4.99685534591195,33.0,7.536585365853658,Big Ten,
432,6,202,NYJ,Terrance Ganaway,RB,23.0,Baylor,2012,239.0,4.61,37.5,7.15,4.25,71.0,terrance ganaway+2012,13.0,250.0,1547.0,6.188,21.0,6.0,52.0,8.666666666666666,1.0,256.0,1599.0,6.24609375,22.0,4.0,Big 12,
433,7,212,TAM,Michael Smith,RB,24.0,Utah St.,2012,,,,,,,michael smith+2012,13.0,114.0,870.0,7.631578947368421,9.0,16.0,181.0,11.3125,2.0,130.0,1051.0,8.084615384615384,11.0,13.923076923076923,WAC,
434,7,229,PHI,Bryce Brown,RB,21.0,Kansas St.,2012,,,,,,,bryce brown+2012,,,,,,,,,,,,,,,,3.0
435,7,250,SDG,Edwin Baker,RB,21.0,Michigan St.,2012,204.0,4.44,35.0,7.27,4.31,68.0,edwin baker+2012,35.0,462.0,2293.0,4.963203463203463,19.0,15.0,125.0,8.333333333333334,1.0,477.0,2418.0,5.069182389937107,20.0,3.5714285714285716,Big Ten,
436,7,252,STL,Daryl Richardson,RB,22.0,Abilene Christian,2012,,,,,,,daryl richardson+2012,,,,,,,,,,,,,,,,3.0
437,2,37,CIN,Giovani Bernard,RB,21.0,North Carolina,2013,202.0,4.53,33.5,6.91,4.12,68.0,giovani bernard+2013,23.0,423.0,2481.0,5.865248226950355,25.0,92.0,852.0,9.26086956521739,6.0,515.0,3333.0,6.471844660194175,31.0,37.04347826086956,ACC,2.0
438,2,48,PIT,Le'Veon Bell,RB,21.0,Michigan St.,2013,230.0,4.6,31.5,6.75,4.24,73.0,le'veon bell+2013,40.0,671.0,3346.0,4.986587183308495,33.0,78.0,531.0,6.8076923076923075,1.0,749.0,3877.0,5.176234979973298,34.0,13.275,Big Ten,1.0
439,2,58,DEN,Montee Ball,RB,22.0,Wisconsin,2013,214.0,4.66,32.0,6.88,4.4,70.0,montee ball+2013,49.0,924.0,5140.0,5.562770562770563,77.0,59.0,598.0,10.135593220338983,6.0,983.0,5738.0,5.837232960325534,83.0,12.204081632653061,Big Ten,3.0
440,2,61,GNB,Eddie Lacy,RB,23.0,Alabama,2013,231.0,4.55,,,,71.0,eddie lacy+2013,26.0,299.0,1996.0,6.6755852842809364,24.0,33.0,320.0,9.696969696969697,2.0,332.0,2316.0,6.975903614457831,26.0,12.307692307692308,SEC,1.0
441,2,62,SEA,Christine Michael,RB,22.0,Texas A&M,2013,220.0,4.54,43.0,6.69,4.02,70.0,christine michael+2013,40.0,529.0,2791.0,5.2759924385633274,34.0,44.0,323.0,7.340909090909091,1.0,573.0,3114.0,5.43455497382199,35.0,8.075,SEC,3.0
442,3,96,KAN,Knile Davis,RB,21.0,Arkansas,2013,227.0,4.37,33.5,6.96,4.38,71.0,knile davis+2013,23.0,316.0,1699.0,5.3765822784810124,15.0,30.0,293.0,9.766666666666667,2.0,346.0,1992.0,5.757225433526012,17.0,12.73913043478261,SEC,3.0
443,4,125,GNB,Johnathan Franklin,RB,23.0,UCLA,2013,205.0,4.49,31.5,6.89,4.31,70.0,johnathan franklin+2013,53.0,788.0,4403.0,5.58756345177665,31.0,58.0,517.0,8.913793103448276,3.0,846.0,4920.0,5.815602836879433,34.0,9.754716981132075,Pac-12,3.0
444,4,130,BAL,Kyle Juszczyk,RB,22.0,Harvard,2013,,,,,,,kyle juszczyk+2013,,,,,,,,,,,,,,,,
445,4,131,SFO,Marcus Lattimore,RB,21.0,South Carolina,2013,221.0,4.65,,,,71.0,marcus lattimore+2013,29.0,555.0,2677.0,4.8234234234234235,38.0,74.0,767.0,10.364864864864865,3.0,629.0,3444.0,5.475357710651828,41.0,26.448275862068964,SEC,
446,5,140,ARI,Stepfan Taylor,RB,22.0,Stanford,2013,214.0,4.76,30.0,7.13,4.5,69.0,stepfan taylor+2013,40.0,787.0,3997.0,5.0787801778907244,38.0,94.0,735.0,7.819148936170213,5.0,881.0,4732.0,5.371169125993189,43.0,18.375,Pac-12,3.0
447,5,151,DAL,Joseph Randle,RB,21.0,Oklahoma St.,2013,204.0,4.63,35.0,,,72.0,joseph randle+2013,39.0,564.0,3085.0,5.469858156028369,40.0,108.0,917.0,8.49074074074074,3.0,672.0,4002.0,5.955357142857143,43.0,23.512820512820515,Big 12,3.0
448,5,154,WAS,Chris Thompson,RB,22.0,Florida St.,2013,192.0,4.42,,,,67.0,chris thompson+2013,23.0,225.0,1532.0,6.808888888888889,11.0,40.0,403.0,10.075,1.0,265.0,1935.0,7.30188679245283,12.0,17.52173913043478,ACC,
449,5,160,STL,Zac Stacy,RB,22.0,Vanderbilt,2013,216.0,4.55,33.0,6.7,4.17,68.0,zac stacy+2013,36.0,515.0,2812.0,5.460194174757282,27.0,37.0,383.0,10.35135135135135,0.0,552.0,3195.0,5.788043478260869,27.0,10.63888888888889,SEC,2.0
