Rk,Player,School,Conf,G,Rec,RecYds,RecAvg,RecTD,RushAtt,RushYds,RushAvg,RushTD,Plays,TotalYds,YardsPerPlay,TotalTDs
1,Dan Sheldon,Northern Illinois,MAC,12,40,936,23.4,9,7,74,10.6,0,47,1010,21.5,9
2,Roosevelt Bynes,Florida Atlantic,Sun Belt,10,27,627,23.2,4,1,1,1.0,0,28,628,22.4,4
3,Jason Hill,Washington State,Pac-10,11,45,1007,22.4,12,,,,,45,1007,22.4,12
4,Chad Jackson,Florida,SEC,12,29,648,22.3,6,1,1,1.0,0,30,649,21.6,6
5,Ernie Wheelwright,Minnesota,Big Ten,12,30,654,21.8,7,,,,,30,654,21.8,7
6,Todd Blythe,Iowa State,Big 12,12,39,833,21.4,9,1,6,6.0,0,40,839,21.0,9
7,Johnny Peyton,South Florida,CUSA,11,22,469,21.3,2,,,,,22,469,21.3,2
8,Tramissian Davis,Louisiana Tech,WAC,12,25,527,21.1,3,,,,,25,527,21.1,3
9,D'Juan Woods,Oklahoma State,Big 12,12,33,690,20.9,6,1,-5,-5.0,0,34,685,20.1,6
10,Bradley Chavez,UAB,CUSA,12,24,497,20.7,2,0,0,,0,24,497,20.7,2
11,Johnnie Lee Higgins Jr.,UTEP,WAC,12,34,700,20.6,10,,,,,34,700,20.6,10
12,Roddy White,UAB,CUSA,12,71,1452,20.5,14,,,,,71,1452,20.5,14
13,Todd Watkins,Brigham Young,MWC,11,52,1042,20.0,6,1,-4,-4.0,0,53,1038,19.6,6
14,Troy Williamson,South Carolina,SEC,11,43,835,19.4,7,4,30,7.5,0,47,865,18.4,7
15,Leonard Pope,Georgia,SEC,12,25,482,19.3,6,,,,,25,482,19.3,6
16,Greg Lee,Pitt,Big East,12,68,1297,19.1,10,,,,,68,1297,19.1,10
17,Reggie Harrell,TCU,CUSA,9,32,595,18.6,4,,,,,32,595,18.6,4
18,Dustin Osborn,Colorado State,MWC,11,30,555,18.5,3,,,,,30,555,18.5,3
19,Robert Meachem,Tennessee,SEC,13,25,459,18.4,4,3,0,0.0,0,28,459,16.4,4
20,Josh Hyman,Virginia Tech,ACC,13,27,491,18.2,5,1,16,16.0,0,28,507,18.1,5
21,Jason Samples,Troy,Sun Belt,12,38,687,18.1,6,1,21,21.0,0,39,708,18.2,6
22,Chris Bush,Tulane,CUSA,11,37,665,18.0,7,2,1,0.5,0,39,666,17.1,7
23,Steve Sanders,Bowling Green State,MAC,12,55,984,17.9,8,1,20,20.0,0,56,1004,17.9,8
24,Scott Mayle,Ohio,MAC,10,33,583,17.7,4,13,70,5.4,0,46,653,14.2,4
25,Calvin Johnson,Georgia Tech,ACC,12,48,837,17.4,7,3,10,3.3,1,51,847,16.6,8
26,Erik Gill,Pitt,Big East,12,25,433,17.3,4,,,,,25,433,17.3,4
27,T.J. Acree,Boise State,WAC,12,55,947,17.2,8,,,,,55,947,17.2,8
28,Drouzon Quillen,Louisiana-Monroe,Sun Belt,11,44,758,17.2,7,,,,,44,758,17.2,7
29,David Thomas,Texas,Big 12,12,25,430,17.2,5,,,,,25,430,17.2,5
30,Jovon Bouknight,Wyoming,MWC,12,63,1075,17.1,7,11,78,7.1,0,74,1153,15.6,7
31,Courtney Taylor,Auburn,SEC,13,43,737,17.1,6,3,56,18.7,0,46,793,17.2,6
32,Vincent Marshall,Houston,CUSA,11,61,1040,17.0,5,8,8,1.0,0,69,1048,15.2,5
33,Chris Francies,UTEP,WAC,12,33,558,16.9,4,,,,,33,558,16.9,4
