Rk,Player,School,Conf,G,Rec,RecYds,RecAvg,RecTD,RushAtt,RushYds,RushAvg,RushTD,Plays,TotalYds,YardsPerPlay,TotalTDs
1,Doug Gabriel,UCF,Ind,10,22,632,28.7,9,,,,,22,632,28.7,9
2,Shaun McDonald,Arizona State,Pac-10,11,47,1104,23.5,10,4,8,2.0,1,51,1112,21.8,11
3,Fred Gibson,Georgia,SEC,10,33,772,23.4,6,3,27,9.0,0,36,799,22.2,6
4,Charles Rogers,Michigan State,Big Ten,12,67,1470,21.9,14,4,36,9.0,1,71,1506,21.2,15
5,Darrell Hill,Northern Illinois,MAC,11,38,822,21.6,7,2,45,22.5,0,40,867,21.7,7
6,Javon Walker,Florida State,ACC,11,45,944,21.0,7,,,,,45,944,21.0,7
7,Lou Fanucchi,Boise State,WAC,11,30,626,20.9,2,2,7,3.5,0,32,633,19.8,2
8,Aaron Martin,Rutgers,Big East,11,25,523,20.9,3,1,-1,-1.0,0,26,522,20.1,3
9,Mike Bush,Washington State,Pac-10,12,46,959,20.8,10,1,8,8.0,0,47,967,20.6,10
10,Lee Evans,Wisconsin,Big Ten,12,75,1545,20.6,9,,,,,75,1545,20.6,9
11,Ashley Lelie,Hawaii,WAC,12,84,1713,20.4,19,,,,,84,1713,20.4,19
12,Michael Jenkins,Ohio State,Big Ten,11,41,836,20.4,3,,,,,41,836,20.4,3
13,Scottie Vines,Wyoming,MWC,11,27,550,20.4,2,2,18,9.0,0,29,568,19.6,2
14,Donte' Stallworth,Tennessee,SEC,9,41,821,20.0,10,1,11,11.0,0,42,832,19.8,10
15,Luke Powell,Stanford,Pac-10,11,40,790,19.8,7,1,-1,-1.0,0,41,789,19.2,7
16,Tab Perry,UCLA,Pac-10,9,21,416,19.8,2,,,,,21,416,19.8,2
17,Talman Gardner,Florida State,ACC,11,33,649,19.7,11,2,-8,-4.0,0,35,641,18.3,11
18,Pete Rebstock,Colorado State,MWC,9,28,546,19.5,3,3,10,3.3,0,31,556,17.9,3
19,Gilbert Okoronkwo,Rice,WAC,12,23,439,19.1,2,,,,,23,439,19.1,2
20,Antoine Harden,Memphis,CUSA,10,31,589,19.0,4,2,11,5.5,0,33,600,18.2,4
21,John Lewis,Oklahoma State,Big 12,11,24,455,19.0,1,3,13,4.3,0,27,468,17.3,1
22,Chris Vance,Ohio State,Big Ten,11,29,544,18.8,4,,,,,29,544,18.8,4
23,Jeb Putzier,Boise State,WAC,12,44,824,18.7,12,,,,,44,824,18.7,12
24,Taylor Jacobs,Florida,SEC,11,38,712,18.7,7,4,27,6.8,0,42,739,17.6,7
25,Tony Johnson,Penn State,Big Ten,11,27,504,18.7,3,1,9,9.0,0,28,513,18.3,3
26,Josh Reed,LSU,SEC,12,94,1740,18.5,7,2,7,3.5,0,96,1747,18.2,7
27,R.J. English,Pitt,Big East,11,41,760,18.5,6,,,,,41,760,18.5,6
28,Joe Manning,New Mexico,MWC,11,26,482,18.5,3,18,72,4.0,0,44,554,12.6,3
29,Andre Johnson,Miami (FL),Big East,11,37,682,18.4,10,1,13,13.0,0,38,695,18.3,10
30,Samie Parker,Oregon,Pac-10,12,41,748,18.2,4,,,,,41,748,18.2,4
31,Michael Larkin,Miami (OH),MAC,11,37,672,18.2,5,,,,,37,672,18.2,5
32,Edell Shepherd,San Jose State,WAC,12,83,1500,18.1,14,,,,,83,1500,18.1,14
33,Dwight Counter,New Mexico,MWC,11,43,774,18.0,4,2,14,7.0,0,45,788,17.5,4
34,Jabar Gaffney,Florida,SEC,11,67,1191,17.8,13,,,,,67,1191,17.8,13
35,Reggie Williams,Washington,Pac-10,11,55,973,17.7,3,,,,,55,973,17.7,3
36,Manwell Talbert,New Mexico State,Sun Belt,12,26,458,17.6,2,,,,,26,458,17.6,2
37,Jerome Riley,Washington State,Pac-10,12,36,630,17.5,4,,,,,36,630,17.5,4
38,Freddie Milons,Alabama,SEC,11,36,626,17.4,3,4,10,2.5,0,40,636,15.9,3
39,Jon Olinger,Cincinnati,CUSA,11,27,469,17.4,7,,,,,27,469,17.4,7
40,Michael Johnson,UNLV,MWC,11,25,435,17.4,2,,,,,25,435,17.4,2
41,Brian Poli-Dixon,UCLA,Pac-10,8,24,415,17.3,2,,,,,24,415,17.3,2
42,Sam Aiken,North Carolina,ACC,12,46,789,17.2,8,2,1,0.5,0,48,790,16.5,8
43,Roscoe Crosby,Clemson,ACC,9,23,396,17.2,3,,,,,23,396,17.2,3
44,George Marshall,North Texas,Sun Belt,11,32,546,17.1,11,1,9,9.0,0,33,555,16.8,11
45,Derek McCoy,Colorado,Big 12,12,30,512,17.1,2,,,,,30,512,17.1,2
46,James Newson,Oregon State,Pac-10,11,57,968,17.0,5,1,8,8.0,0,58,976,16.8,5
47,Bryant Johnson,Penn State,Big Ten,11,51,866,17.0,3,4,5,1.3,0,55,871,15.8,3
48,Jimmy Fryzel,UCF,Ind,11,39,664,17.0,2,2,20,10.0,0,41,684,16.7,2
49,Jason Anderson,Wake Forest,ACC,10,28,472,16.9,2,,,,,28,472,16.9,2
50,M.J. Garrett,Vanderbilt,SEC,11,27,455,16.9,4,,,,,27,455,16.9,4
51,Ray Jackson,Cincinnati,CUSA,11,27,455,16.9,3,145,592,4.1,7,172,1047,6.1,10
52,Brandon Lloyd,Illinois,Big Ten,11,60,1006,16.8,8,5,5,1.0,0,65,1011,15.6,8
53,Ryan Wells,Stanford,Pac-10,11,31,519,16.7,3,,,,,31,519,16.7,3
54,Dan Stricker,Vanderbilt,SEC,11,65,1079,16.6,8,15,80,5.3,0,80,1159,14.5,8
55,Heyward Skipper,Troy,Ind,11,60,995,16.6,9,1,18,18.0,0,61,1013,16.6,9
56,Wilson Thomas,Nebraska,Big 12,12,37,616,16.6,3,1,4,4.0,0,38,620,16.3,3
57,Chesley Borders,North Carolina,ACC,12,27,448,16.6,4,1,8,8.0,0,28,456,16.3,4
58,Deion Branch,Louisville,CUSA,12,72,1188,16.5,9,6,24,4.0,0,78,1212,15.5,9
59,Adrian Madise,TCU,CUSA,11,50,819,16.4,5,,,,,50,819,16.4,5
60,Kerry Watkins,Georgia Tech,ACC,12,41,674,16.4,5,5,22,4.4,0,46,696,15.1,5
61,Kevin Beard,Miami (FL),Big East,11,25,409,16.4,2,,,,,25,409,16.4,2
62,Reche Caldwell,Florida,SEC,11,65,1059,16.3,10,5,47,9.4,0,70,1106,15.8,10
63,Kareem Kelly,USC,Pac-10,12,49,801,16.3,3,6,38,6.3,0,55,839,15.3,3
64,Ben Erdeljac,Duke,ACC,11,42,684,16.3,1,2,3,1.5,0,44,687,15.6,1
65,Charles Pauley,San Jose State,WAC,12,41,669,16.3,1,20,121,6.1,0,61,790,13.0,1
66,Tim Carter,Auburn,SEC,11,35,570,16.3,3,7,28,4.0,0,42,598,14.2,3
67,Nakoa McElrath,Washington State,Pac-10,12,72,1163,16.2,9,3,36,12.0,0,75,1199,16.0,9
68,Walter Young,Illinois,Big Ten,11,44,712,16.2,6,,,,,44,712,16.2,6
69,Brock Ralph,Wyoming,MWC,11,36,584,16.2,2,1,0,0.0,0,37,584,15.8,2
70,Josh Lyman,Utah,MWC,11,36,582,16.2,5,,,,,36,582,16.2,5
71,Chris Lacy,Idaho,Sun Belt,11,65,1045,16.1,8,4,27,6.8,0,69,1072,15.5,8
72,Sam Simmons,Northwestern,Big Ten,11,50,807,16.1,7,5,74,14.8,0,55,881,16.0,7
73,Bernard Berrian,Fresno State,WAC,14,85,1364,16.0,13,7,91,13.0,0,92,1455,15.8,13
74,Ron Johnson,Minnesota,Big Ten,11,56,895,16.0,9,,,,,56,895,16.0,9
75,Michael Clayton,LSU,SEC,12,47,754,16.0,6,2,35,17.5,1,49,789,16.1,7
76,Andre Davis,Virginia Tech,Big East,11,39,623,16.0,7,5,-2,-0.4,0,44,621,14.1,7
77,Mike Hart,Duke,ACC,10,30,476,15.9,4,,,,,30,476,15.9,4
78,Cortlen Johnson,Colorado,Big 12,12,24,382,15.9,1,89,567,6.4,4,113,949,8.4,5
79,Kelley Washington,Tennessee,SEC,12,64,1010,15.8,5,,,,,64,1010,15.8,5
80,Roydell Williams,Tulane,CUSA,12,56,886,15.8,11,1,-8,-8.0,0,57,878,15.4,11
81,Donnie O'Neal,Arizona State,Pac-10,11,45,711,15.8,4,,,,,45,711,15.8,4
82,Tyrone Calico,Middle Tennessee State,Sun Belt,11,37,583,15.8,5,1,38,38.0,1,38,621,16.3,6
83,Rodney Wright,Fresno State,WAC,14,104,1630,15.7,12,23,114,5.0,1,127,1744,13.7,13
84,Justin Jenkins,Mississippi State,SEC,11,42,661,15.7,8,4,11,2.8,0,46,672,14.6,8
85,Antonio Bryant,Pitt,Big East,10,42,659,15.7,9,,,,,42,659,15.7,9
86,Terrence Edwards,Georgia,SEC,11,39,613,15.7,6,,,,,39,613,15.7,6
87,Craig Campbell,Iowa State,Big 12,11,31,486,15.7,2,5,34,6.8,0,36,520,14.4,2
88,Andrae Thurman,Arizona,Pac-10,11,30,470,15.7,2,,,,,30,470,15.7,2
89,Antoine Burns,Minnesota,Big Ten,11,30,470,15.7,3,,,,,30,470,15.7,3
90,Darius Watts,Marshall,MAC,12,91,1417,15.6,18,2,8,4.0,0,93,1425,15.3,18
91,Deandrew Rubin,South Florida,Ind,11,34,532,15.6,4,,,,,34,532,15.6,4
92,Brian Scott,South Carolina,SEC,12,47,730,15.5,5,,,,,47,730,15.5,5
93,Derrick Collier,East Carolina,CUSA,11,31,481,15.5,0,,,,,31,481,15.5,0
94,Terrance Minor,UTEP,WAC,10,24,371,15.5,3,,,,,24,371,15.5,3
95,Tavirus Davis,UCF,Ind,11,47,722,15.4,5,,,,,47,722,15.4,5
96,Frederick Stamps,Louisiana,Sun Belt,11,43,663,15.4,4,,,,,43,663,15.4,4
97,Doug Jolley,Brigham Young,MWC,13,32,492,15.4,7,,,,,32,492,15.4,7
98,Kevin Curtis,Utah State,Ind,11,100,1531,15.3,10,3,25,8.3,0,103,1556,15.1,10
99,Charles Smith,Fresno State,WAC,14,35,534,15.3,3,4,30,7.5,0,39,564,14.5,3
100,Allen Stark,Louisiana Tech,WAC,9,25,380,15.2,3,1,-1,-1.0,0,26,379,14.6,3
101,Jeff Gaddy,Navy,Ind,10,24,365,15.2,2,2,3,1.5,0,26,368,14.2,2
102,Paul Arnold,Washington,Pac-10,11,43,649,15.1,4,1,-6,-6.0,0,44,643,14.6,4
103,Sloan Thomas,Texas,Big 12,12,29,435,15.0,5,1,-3,-3.0,0,30,432,14.4,5
104,Malcom Floyd,Wyoming,MWC,11,53,790,14.9,4,,,,,53,790,14.9,4
105,Teyo Johnson,Stanford,Pac-10,11,38,565,14.9,7,,,,,38,565,14.9,7
106,Antrews Bell,Florida State,ACC,11,29,433,14.9,1,,,,,29,433,14.9,1
107,Atrews Bell,Florida State,ACC,11,29,433,14.9,1,0,0,,0,29,433,14.9,1
108,Ryan Fleming,Air Force,MWC,11,28,416,14.9,1,1,1,1.0,0,29,417,14.4,1
109,Aaron Lockett,Kansas State,Big 12,11,24,357,14.9,3,4,4,1.0,0,28,361,12.9,3
110,Daniel Graham,Colorado,Big 12,12,51,753,14.8,6,,,,,51,753,14.8,6
111,Guilian Gary,Maryland,ACC,11,49,727,14.8,6,,,,,49,727,14.8,6
112,Ethenic Sands,Miami (FL),Big East,11,26,385,14.8,1,1,23,23.0,0,27,408,15.1,1
113,Justin Colbert,Hawaii,WAC,12,55,801,14.6,3,1,-1,-1.0,0,56,800,14.3,3
114,Sean Dillard,Temple,Big East,11,51,747,14.6,3,2,4,2.0,1,53,751,14.2,4
115,Dedrick Dewalt,Boston College,Big East,11,37,539,14.6,5,3,22,7.3,0,40,561,14.0,5
