Rk,Player,School,Conf,G,Rec,RecYds,RecAvg,RecTD,RushAtt,RushYds,RushAvg,RushTD,Plays,TotalYds,YardsPerPlay,TotalTDs
1,Terry Glenn,Ohio State,Big Ten,12,64,1411,22.0,17,4,33,8.3,0,68,1444,21.2,17
2,Donald Richard,Louisiana,Big West,11,38,777,20.4,5,8,46,5.8,0,46,823,17.9,5
3,P.J. Mills,Oklahoma,Big 8,11,25,507,20.3,4,3,-10,-3.3,0,28,497,17.8,4
4,Marvin Harrison,Syracuse,Big East,11,56,1131,20.2,8,5,69,13.8,0,61,1200,19.7,8
5,Brian Alford,Purdue,Big Ten,11,34,686,20.2,8,1,-13,-13.0,0,35,673,19.2,8
6,Demetrius Allen,Virginia,ACC,12,33,652,19.8,3,4,45,11.3,1,37,697,18.8,4
7,Bryan Still,Virginia Tech,Big East,9,32,628,19.6,3,4,16,4.0,0,36,644,17.9,3
8,Robert Tate,Cincinnati,Ind,11,46,895,19.5,5,7,35,5.0,0,53,930,17.5,5
9,Anthony Lucas,Arkansas,SEC,11,27,526,19.5,4,,,,,27,526,19.5,4
10,Tony Horne,Clemson,ACC,12,23,448,19.5,3,,,,,23,448,19.5,3
11,Mercury Hayes,Michigan,Big Ten,12,46,888,19.3,4,9,105,11.7,0,55,993,18.1,4
12,Rae Carruth,Colorado,Big 8,11,53,1008,19.0,9,3,52,17.3,0,56,1060,18.9,9
13,Yatil Green,Miami (FL),Big East,11,25,476,19.0,2,,,,,25,476,19.0,2
14,Keith Poole,Arizona State,Pac-10,11,55,1036,18.8,7,5,82,16.4,2,60,1118,18.6,9
15,Pearce Pegross,Baylor,SWC,11,31,582,18.8,3,1,3,3.0,0,32,585,18.3,3
16,Derrick Mayes,Notre Dame,Ind,11,48,881,18.4,6,2,10,5.0,0,50,891,17.8,6
17,James Kidd,Colorado,Big 8,11,23,424,18.4,5,3,47,15.7,0,26,471,18.1,5
18,Jahine Arnold,Fresno State,WAC,12,54,987,18.3,4,1,0,0.0,0,55,987,17.9,4
19,Octavus Barnes,North Carolina,ACC,11,53,970,18.3,5,2,-10,-5.0,0,55,960,17.5,5
20,Marcus Harris,Wyoming,WAC,11,78,1423,18.2,14,4,14,3.5,0,82,1437,17.5,14
21,Shaston Coleman,Mississippi State,SEC,11,21,383,18.2,3,1,-2,-2.0,0,22,381,17.3,3
22,D'Wayne Bates,Northwestern,Big Ten,12,49,889,18.1,5,4,16,4.0,0,53,905,17.1,5
23,Tim Dwight,Iowa,Big Ten,11,43,776,18.0,9,7,111,15.9,2,50,887,17.7,11
24,Az-Zahir Hakim,San Diego State,WAC,12,57,1022,17.9,8,7,8,1.1,0,64,1030,16.1,8
25,Lucious Davis,New Mexico State,Big West,11,57,1018,17.9,12,4,53,13.3,0,61,1071,17.6,12
26,Tutu Atwell,Minnesota,Big Ten,11,41,735,17.9,5,10,59,5.9,1,51,794,15.6,6
27,David Saunders,West Virginia,Big East,11,38,682,17.9,5,,,,,38,682,17.9,5
28,Buster Tillman,Ohio State,Big Ten,13,30,538,17.9,1,,,,,30,538,17.9,1
29,Jammi German,Miami (FL),Big East,11,41,730,17.8,3,1,7,7.0,0,42,737,17.5,3
30,Rahsaan Vanterpool,West Virginia,Big East,11,34,606,17.8,3,7,39,5.6,0,41,645,15.7,3
31,Ike Hilliard,Florida,SEC,11,57,1008,17.7,15,2,8,4.0,0,59,1016,17.2,15
32,Richard Dice,Arizona,Pac-10,6,25,443,17.7,6,1,8,8.0,0,26,451,17.3,6
