Rk,Player,School,Conf,G,Rec,RecYds,RecAvg,RecTD,RushAtt,RushYds,RushAvg,RushTD,Plays,TotalYds,YardsPerPlay,TotalTDs
76,Gary Melton,Rutgers,Big East,11,27,433,16.0,3,1,1,1.0,0,28,434,15.5,3
77,Desmond Howard,Michigan,Big Ten,12,62,985,15.9,19,13,180,13.8,2,75,1165,15.5,21
78,Terry Smith,Clemson,ACC,12,52,829,15.9,6,,,,,52,829,15.9,6
79,Merton Harris,San Diego State,WAC,12,33,526,15.9,3,,,,,33,526,15.9,3
80,Rod Moore,Utah State,Big West,11,60,944,15.7,10,3,15,5.0,0,63,959,15.2,10
81,Demond Thompkins,UNLV,Big West,11,26,409,15.7,3,,,,,26,409,15.7,3
82,Kevin Williams,Miami (FL),Big East,11,21,330,15.7,3,10,108,10.8,0,31,438,14.1,3
83,Alan Cross,Iowa,Big Ten,12,33,515,15.6,3,,,,,33,515,15.6,3
84,Carl Winston,New Mexico,WAC,12,76,1177,15.5,7,,,,,76,1177,15.5,7
85,Bobby Blackmon,San Jose State,Big West,11,38,590,15.5,3,6,58,9.7,0,44,648,14.7,3
86,Sean Hutson,Utah,WAC,9,24,372,15.5,2,,,,,24,372,15.5,2
87,Terry Smith,Penn State,Ind,12,55,846,15.4,8,7,66,9.4,0,62,912,14.7,8
88,Shelby Hill,Syracuse,Big East,10,21,321,15.3,0,2,45,22.5,0,23,366,15.9,0
89,Mark Seay,Long Beach State,Big West,11,39,592,15.2,7,6,40,6.7,0,45,632,14.0,7
90,Lee Miles,Baylor,SWC,11,31,471,15.2,0,9,50,5.6,2,40,521,13.0,2
91,David Pitchko,South Carolina,Ind,11,31,470,15.2,2,,,,,31,470,15.2,2
92,Wesley Jacob,LSU,SEC,11,22,334,15.2,3,1,1,1.0,0,23,335,14.6,3
93,John Morton,Western Michigan,MAC,11,39,588,15.1,2,,,,,39,588,15.1,2
94,Damon Bryant,Cincinnati,Ind,11,27,408,15.1,1,,,,,27,408,15.1,1
95,Brian Treggs,California,Pac-10,11,43,643,15.0,4,2,16,8.0,0,45,659,14.6,4
96,Shannon Baker,Florida State,Ind,12,30,451,15.0,4,1,19,19.0,0,31,470,15.2,4
97,Thomas Lewis,Indiana,Big Ten,12,39,581,14.9,6,2,11,5.5,0,41,592,14.4,6
98,Kenny Neal,Texas,SWC,11,25,372,14.9,0,1,3,3.0,0,26,375,14.4,0
99,Ron Dickerson Jr.,Arkansas,SWC,11,25,372,14.9,3,8,52,6.5,1,33,424,12.8,4
100,Alonzo Sullivan,Florida,SEC,11,28,414,14.8,1,,,,,28,414,14.8,1
101,Brian Stablein,Ohio State,Big Ten,12,26,381,14.7,0,,,,,26,381,14.7,0
102,Eric Guliford,Arizona State,Pac-10,11,55,801,14.6,2,1,3,3.0,0,56,804,14.4,2
103,Sean LaChapelle,UCLA,Pac-10,12,73,1056,14.5,11,,,,,73,1056,14.5,11
104,Mark Szlachcic,Bowling Green State,MAC,11,65,943,14.5,8,1,4,4.0,1,66,947,14.3,9
105,Craig Faulkner,Tennessee,SEC,11,35,509,14.5,1,6,65,10.8,0,41,574,14.0,1
106,Patrick Rowe,San Diego State,WAC,12,57,822,14.4,4,2,-1,-0.5,0,59,821,13.9,4
107,Robert Kirksey,Oklahoma State,Big 8,11,42,604,14.4,5,,,,,42,604,14.4,5
108,Byron Rex,Brigham Young,WAC,11,38,547,14.4,2,,,,,38,547,14.4,2
109,Marty Thompson,Fresno State,Big West,12,33,475,14.4,8,,,,,33,475,14.4,8
110,Bobby Jones,Wake Forest,ACC,11,30,433,14.4,3,5,10,2.0,0,35,443,12.7,3
111,Russell Jones,Memphis,Ind,11,28,404,14.4,3,15,112,7.5,0,43,516,12.0,3
112,Lamont Hill,Iowa State,Big 8,11,22,316,14.4,1,17,62,3.6,1,39,378,9.7,2
113,Luke Fisher,East Carolina,Ind,11,48,686,14.3,4,,,,,48,686,14.3,4
114,Marcus Goodwin,Toledo,MAC,11,42,600,14.3,3,1,7,7.0,0,43,607,14.1,3
115,Peter Tuipulotu,Brigham Young,WAC,11,41,587,14.3,2,125,619,5.0,6,166,1206,7.3,8
116,Gary Charlton,San Jose State,Big West,11,28,399,14.3,3,,,,,28,399,14.3,3
117,Darrick Owens,Ole Miss,SEC,10,23,329,14.3,1,1,-1,-1.0,0,24,328,13.7,1
118,Willie Jackson,Florida,SEC,11,51,725,14.2,10,,,,,51,725,14.2,10
119,Andre Hastings,Georgia,SEC,11,48,683,14.2,5,4,-13,-3.3,0,52,670,12.9,5
120,John Wright,Illinois,Big Ten,12,46,653,14.2,3,,,,,46,653,14.2,3
121,Darrick Duke,Texas,SWC,11,35,497,14.2,3,2,17,8.5,0,37,514,13.9,3
122,Chris Spencer,Iowa State,Big 8,11,25,356,14.2,1,,,,,25,356,14.2,1
123,Jeff Thomason,Oregon,Pac-10,11,21,298,14.2,2,,,,,21,298,14.2,2
124,Phillip Bobo,Washington State,Pac-10,11,54,759,14.1,6,7,29,4.1,0,61,788,12.9,6
125,Verlond Brown,Houston,SWC,11,33,464,14.1,5,,,,,33,464,14.1,5
126,Bernard Edwards,Ohio State,Big Ten,12,27,381,14.1,2,,,,,27,381,14.1,2
127,Corey Warren,Oklahoma,Big 8,11,26,366,14.1,3,,,,,26,366,14.1,3
128,Nati Valdez,Brigham Young,WAC,8,24,338,14.1,4,,,,,24,338,14.1,4
129,Chris Walsh,Stanford,Pac-10,12,71,995,14.0,6,,,,,71,995,14.0,6
130,Michael Smith,Kansas State,Big 8,11,55,768,14.0,6,3,17,5.7,0,58,785,13.5,6
131,Courtney Hawkins,Michigan State,Big Ten,11,47,656,14.0,5,2,10,5.0,0,49,666,13.6,5
132,Fred Baxter,Auburn,SEC,11,28,391,14.0,2,1,1,1.0,0,29,392,13.5,2
133,Michael Westbrook,Colorado,Big 8,11,22,309,14.0,5,5,35,7.0,0,27,344,12.7,5
134,Kelvin Means,Fresno State,Big West,12,34,474,13.9,5,2,24,12.0,1,36,498,13.8,6
135,Fred Montgomery,New Mexico State,Big West,11,33,458,13.9,1,6,60,10.0,0,39,518,13.3,1
136,Coleman Bell,Miami (FL),Big East,11,27,376,13.9,1,,,,,27,376,13.9,1
137,Keswic Joiner,Minnesota,Big Ten,11,26,361,13.9,1,3,9,3.0,1,29,370,12.8,2
138,Jose Gonzalez,Louisville,Ind,11,25,348,13.9,1,,,,,25,348,13.9,1
139,Wil Ursin,Tulane,Ind,11,70,969,13.8,9,1,-2,-2.0,0,71,967,13.6,9
140,Neal Clark,Kentucky,SEC,11,47,647,13.8,3,,,,,47,647,13.8,3
141,Kurt Johnson,Kentucky,SEC,11,28,385,13.8,3,5,52,10.4,0,33,437,13.2,3
142,Mark Chmura,Boston College,Big East,11,43,587,13.7,6,,,,,43,587,13.7,6
143,Pete Mitchell,Boston College,Big East,11,29,398,13.7,3,,,,,29,398,13.7,3
144,Paul Richardson,UCLA,Pac-10,12,29,397,13.7,1,3,18,6.0,0,32,415,13.0,1
145,Daryl Hobbs,Pacific,Big West,12,62,842,13.6,12,8,24,3.0,0,70,866,12.4,12
146,Stephen Shipley,TCU,SWC,11,34,464,13.6,2,,,,,34,464,13.6,2
147,Darryl Spencer,Miami (FL),Big East,11,28,380,13.6,1,6,59,9.8,0,34,439,12.9,1
148,Johnnie Morton,USC,Pac-10,11,49,662,13.5,0,,,,,49,662,13.5,0
149,Eric Turral,Florida State,Ind,12,24,324,13.5,3,2,-14,-7.0,0,26,310,11.9,3
150,Tracy Caldwell,Arkansas,SWC,11,21,283,13.5,2,4,28,7.0,0,25,311,12.4,2
151,Bert Milliner,Oklahoma State,Big 8,11,47,631,13.4,3,2,2,1.0,0,49,633,12.9,3
152,Arthur Marshall,Georgia,SEC,11,39,524,13.4,1,,,,,39,524,13.4,1
153,Orlando McKay,Washington,Pac-10,11,47,627,13.3,6,1,-2,-2.0,0,48,625,13.0,6
154,Atlas Reagor,New Mexico State,Big West,11,34,453,13.3,7,,,,,34,453,13.3,7
155,Chris Brantley,Rutgers,Big East,11,30,400,13.3,2,4,19,4.8,0,34,419,12.3,2
156,Brian Thompson,Tulsa,Ind,11,30,398,13.3,2,,,,,30,398,13.3,2
157,Fallon Wacasey,Tulsa,Ind,11,26,346,13.3,4,,,,,26,346,13.3,4
158,Eric Henley,Rice,SWC,11,31,410,13.2,4,,,,,31,410,13.2,4
159,Aaron Mundy,Virginia,ACC,11,31,409,13.2,5,,,,,31,409,13.2,5
160,Anthony Stinnett,Texas Tech,SWC,11,26,344,13.2,2,1,11,11.0,0,27,355,13.1,2
161,Jerald Kennedy,Louisiana Tech,Ind,11,23,304,13.2,1,9,50,5.6,0,32,354,11.1,1
162,Jeremy Patterson,Miami (OH),MAC,11,23,303,13.2,6,2,19,9.5,0,25,322,12.9,6
163,Mark Holmes,Colorado State,WAC,11,49,640,13.1,5,1,4,4.0,0,50,644,12.9,5
164,Robert Rivers,Wyoming,WAC,10,57,742,13.0,7,7,22,3.1,0,64,764,11.9,7
165,Pat Evans,Minnesota,Big Ten,11,35,454,13.0,1,,,,,35,454,13.0,1
166,Wayde Butler,Louisiana,Ind,11,38,491,12.9,3,3,13,4.3,0,41,504,12.3,3
167,Kenny Drayton,Kansas,Big 8,11,34,439,12.9,3,2,-6,-3.0,0,36,433,12.0,3
168,Kenny Holly,Missouri,Big 8,11,31,399,12.9,1,,,,,31,399,12.9,1
169,Amp Lee,Florida State,Ind,12,26,336,12.9,3,186,977,5.3,11,212,1313,6.2,14
170,Chris Gedney,Syracuse,Big East,11,25,322,12.9,1,,,,,25,322,12.9,1
171,Terry Vaughn,Arizona,Pac-10,9,21,270,12.9,1,8,47,5.9,0,29,317,10.9,1
172,Mike LeSure,Ball State,MAC,11,49,629,12.8,2,1,12,12.0,0,50,641,12.8,2
173,Yale Van Dyne,Michigan,Big Ten,12,39,500,12.8,2,,,,,39,500,12.8,2
174,Anthony Jones,Oregon,Pac-10,11,34,435,12.8,5,,,,,34,435,12.8,5
175,Bob Brasher,Arizona State,Pac-10,11,22,282,12.8,2,,,,,22,282,12.8,2
176,Eddie Thomas,Indiana,Big Ten,12,54,687,12.7,2,,,,,54,687,12.7,2
177,Travis Moore,Ball State,MAC,11,40,506,12.7,4,,,,,40,506,12.7,4
178,Mike Jones,Wyoming,WAC,11,35,446,12.7,1,,,,,35,446,12.7,1
179,Mike Caldwell,California,Pac-10,11,27,342,12.7,1,,,,,27,342,12.7,1
180,Corey Holliday,North Carolina,ACC,11,40,504,12.6,2,,,,,40,504,12.6,2
181,Paul Bland,Louisiana Tech,Ind,11,29,366,12.6,3,7,98,14.0,1,36,464,12.9,4
182,Ted Long,Oklahoma,Big 8,11,24,302,12.6,1,2,71,35.5,1,26,373,14.3,2
183,B.J. Mason,Navy,Ind,11,22,277,12.6,0,7,107,15.3,1,29,384,13.2,1
184,Jason Edwards,Pacific,Big West,12,41,513,12.5,5,2,5,2.5,0,43,518,12.0,5
185,Jon Filloon,Iowa,Big Ten,12,36,451,12.5,1,,,,,36,451,12.5,1
186,Rod Coleman,Indiana,Big Ten,12,33,412,12.5,1,,,,,33,412,12.5,1
187,Clarence Williams,Washington State,Pac-10,11,31,389,12.5,0,5,20,4.0,0,36,409,11.4,0
188,Jeff Exum,Long Beach State,Big West,10,29,363,12.5,1,,,,,29,363,12.5,1
189,Corey Parham,Louisiana Tech,Ind,7,25,313,12.5,1,,,,,25,313,12.5,1
190,Sean Brown,Colorado,Big 8,11,24,300,12.5,4,,,,,24,300,12.5,4
191,Robert Brooks,South Carolina,Ind,11,55,684,12.4,5,1,16,16.0,0,56,700,12.5,5
192,Jeff Sydner,Hawaii,WAC,12,34,421,12.4,2,42,296,7.0,1,76,717,9.4,3
193,Ronnie Harris,Oregon,Pac-10,11,25,311,12.4,3,,,,,25,311,12.4,3
194,Greg Oliver,New Mexico,WAC,12,39,478,12.3,2,14,49,3.5,0,53,527,9.9,2
195,Aaron Brown,Wisconsin,Big Ten,11,27,333,12.3,2,,,,,27,333,12.3,2
196,Corey Harris,Vanderbilt,SEC,11,23,283,12.3,0,229,1103,4.8,4,252,1386,5.5,4
197,John Leach,Wake Forest,ACC,10,22,271,12.3,0,104,503,4.8,2,126,774,6.1,2
198,Aaron Pierce,Washington,Pac-10,11,23,280,12.2,0,,,,,23,280,12.2,0
199,Steve Ballard,Tulane,Ind,11,41,497,12.1,0,,,,,41,497,12.1,0
200,Ezell Brown,New Mexico State,Big West,11,39,470,12.1,1,,,,,39,470,12.1,1
201,Ryan Benjamin,Pacific,Big West,12,51,613,12.0,3,226,1581,7.0,13,277,2194,7.9,16
202,Korey Beard,SMU,SWC,9,41,490,12.0,1,,,,,41,490,12.0,1
203,Kelly Blackwell,TCU,SWC,9,64,762,11.9,6,,,,,64,762,11.9,6
204,James Guarantino,Rutgers,Big East,11,62,740,11.9,2,1,5,5.0,0,63,745,11.8,2
205,Byron Chamberlain,Missouri,Big 8,8,39,464,11.9,4,,,,,39,464,11.9,4
206,Edgar Bennett,Florida State,Ind,12,29,345,11.9,3,94,384,4.1,4,123,729,5.9,7
207,Eric Seaman,Pitt,Big East,11,40,471,11.8,5,,,,,40,471,11.8,5
208,Kyle McPherson,TCU,SWC,9,24,284,11.8,3,1,-5,-5.0,0,25,279,11.2,3
209,Eric Gallon,Kansas State,Big 8,11,21,247,11.8,0,224,1102,4.9,9,245,1349,5.5,9
210,Matt Swenson,Wyoming,WAC,11,36,422,11.7,0,1,-1,-1.0,0,37,421,11.4,0
211,Skip Leach,Missouri,Big 8,10,27,316,11.7,3,,,,,27,316,11.7,3
212,Marvin Courtney,Ole Miss,SEC,11,22,258,11.7,2,99,454,4.6,9,121,712,5.9,11
213,Bryan Tice,Central Michigan,MAC,11,22,256,11.6,1,,,,,22,256,11.6,1
214,Aaron Shaw,Duke,ACC,7,28,322,11.5,2,,,,,28,322,11.5,2
215,TiAndre Sanders,Houston,SWC,11,21,242,11.5,1,70,397,5.7,5,91,639,7.0,6
216,Glyn Milburn,Stanford,Pac-10,12,41,467,11.4,3,143,654,4.6,3,184,1121,6.1,6
217,Curtis Conway,USC,Pac-10,11,21,240,11.4,1,18,29,1.6,1,39,269,6.9,2
218,Ulric King,Western Michigan,MAC,11,24,272,11.3,2,1,0,0.0,0,25,272,10.9,2
219,Gerald Woodyard,Long Beach State,Big West,10,23,261,11.3,2,,,,,23,261,11.3,2
220,J.J. McCleskey,Tennessee,SEC,11,35,391,11.2,0,4,24,6.0,1,39,415,10.6,1
221,Yonnie Jackson,USC,Pac-10,11,27,302,11.2,2,,,,,27,302,11.2,2
222,Curtis Thrift,Texas,SWC,11,21,236,11.2,2,1,14,14.0,0,22,250,11.4,2
223,Ray Rowe,San Diego State,WAC,12,27,301,11.1,1,,,,,27,301,11.1,1
224,Richard Woodley,TCU,SWC,5,27,301,11.1,1,1,1,1.0,0,28,302,10.8,1
225,John Henry Mills,Wake Forest,ACC,11,51,559,11.0,1,2,10,5.0,0,53,569,10.7,1
226,Terry Kirby,Virginia,ACC,11,37,406,11.0,2,164,887,5.4,7,201,1293,6.4,9
227,Lavelle VanHorn,Western Michigan,MAC,11,33,364,11.0,6,,,,,33,364,11.0,6
228,Milt Stegall,Miami (OH),MAC,11,45,489,10.9,1,16,88,5.5,0,61,577,9.5,1
229,Marc Wilson,New Mexico,WAC,12,31,338,10.9,2,73,245,3.4,1,104,583,5.6,3
230,Bob Kench,Central Michigan,MAC,10,44,475,10.8,2,1,-2,-2.0,0,45,473,10.5,2
231,Mark Rapp,Ohio,MAC,11,29,311,10.7,0,,,,,29,311,10.7,0
232,Sean Williams,Utah,WAC,12,27,290,10.7,1,,,,,27,290,10.7,1
233,Alex Shook,West Virginia,Big East,11,23,246,10.7,2,,,,,23,246,10.7,2
234,Keith Williams,Utah,WAC,12,24,252,10.5,1,207,1076,5.2,6,231,1328,5.7,7
235,Ron Rivers,Fresno State,Big West,11,28,291,10.4,0,141,989,7.0,5,169,1280,7.6,5
236,Conrad Swanson,Temple,Big East,11,21,216,10.3,0,85,323,3.8,5,106,539,5.1,5
237,Kris Bjorson,Cincinnati,Ind,11,40,409,10.2,1,1,4,4.0,0,41,413,10.1,1
238,Tracy Good,Houston,SWC,8,25,255,10.2,4,1,9,9.0,0,26,264,10.2,4
239,Tim Winn,Rice,SWC,11,21,214,10.2,2,,,,,21,214,10.2,2
240,Leroy Jeter,South Carolina,Ind,10,27,272,10.1,2,,,,,27,272,10.1,2
241,Kale Wedemeyer,Pacific,Big West,11,31,311,10.0,3,2,-1,-0.5,0,33,310,9.4,3
242,Frank Hernandez,Kansas State,Big 8,9,23,231,10.0,0,,,,,23,231,10.0,0
243,Kerry Reed,Cal State Fullerton,Big West,11,21,210,10.0,0,,,,,21,210,10.0,0
244,Gene Thomas,Maryland,ACC,11,21,209,10.0,1,1,3,3.0,0,22,212,9.6,1
245,Dave Moore,Pitt,Big East,11,51,505,9.9,1,,,,,51,505,9.9,1
246,Mick Rossley,SMU,SWC,11,42,416,9.9,2,,,,,42,416,9.9,2
247,Brett Landman,Bowling Green State,MAC,11,35,346,9.9,1,,,,,35,346,9.9,1
248,Greg Daniels,Virginia Tech,Big East,11,21,205,9.8,1,,,,,21,205,9.8,1
249,Frank Wycheck,Maryland,ACC,11,45,438,9.7,1,3,22,7.3,0,48,460,9.6,1
250,Jason Wolf,SMU,SWC,11,59,565,9.6,4,1,1,1.0,0,60,566,9.4,4
251,Vincent Fuller,LSU,SEC,11,24,227,9.5,2,86,341,4.0,2,110,568,5.2,4
252,Ronnell Kayhill,Missouri,Big 8,7,32,299,9.3,2,69,186,2.7,5,101,485,4.8,7
253,Tommy Vardell,Stanford,Pac-10,12,26,238,9.2,0,247,1188,4.8,22,273,1426,5.2,22
254,Vaughn Dunbar,Indiana,Big Ten,12,29,263,9.1,0,364,1805,5.0,12,393,2068,5.3,12
255,Fred Gilbert,Houston,SWC,11,106,957,9.0,7,,,,,106,957,9.0,7
256,Errict Rhett,Florida,SEC,11,40,361,9.0,0,224,1109,5.0,10,264,1470,5.6,10
257,Steve Feagin,Illinois,Big Ten,12,34,305,9.0,0,114,517,4.5,2,148,822,5.6,2
258,Maceo Barbosa,San Jose State,Big West,11,27,242,9.0,1,207,999,4.8,10,234,1241,5.3,11
259,Ledel George,North Carolina State,ACC,11,25,225,9.0,0,16,52,3.3,0,41,277,6.8,0
260,Mark Adams,Tennessee,SEC,11,24,217,9.0,1,,,,,24,217,9.0,1
261,David Lewis,TCU,SWC,11,23,204,8.9,1,,,,,23,204,8.9,1
262,Corey Sylve,Western Michigan,MAC,11,26,223,8.6,0,176,711,4.0,3,202,934,4.6,3
263,Michael Welch,Southern Mississippi,Ind,11,27,226,8.4,0,91,308,3.4,9,118,534,4.5,9
264,Kameno Bell,Illinois,Big Ten,12,64,503,7.9,0,140,664,4.7,8,204,1167,5.7,8
265,Chris Brown,Duke,ACC,11,38,302,7.9,3,83,320,3.9,0,121,622,5.1,3
266,Shaumbe Wright-Fair,Washington State,Pac-10,10,25,198,7.9,1,187,843,4.5,5,212,1041,4.9,6
267,Mike Saunders,Iowa,Big Ten,12,28,218,7.8,3,216,1022,4.7,10,244,1240,5.1,13
268,Lew Montgomery,Iowa,Big Ten,12,35,271,7.7,0,121,498,4.1,8,156,769,4.9,8
269,Natrone Means,North Carolina,ACC,11,23,178,7.7,0,201,1030,5.1,11,224,1208,5.4,11
270,Jason Van Matre,Navy,Ind,11,23,172,7.5,0,141,544,3.9,3,164,716,4.4,3
271,Von Reeves,Tennessee,SEC,11,21,157,7.5,1,,,,,21,157,7.5,1
272,Michael Smith,Georgia Tech,ACC,12,23,163,7.1,0,88,362,4.1,3,111,525,4.7,3
273,Ralph Dawkins,Louisville,Ind,11,44,297,6.8,2,154,622,4.0,2,198,919,4.6,4
274,Chuck Rios,Minnesota,Big Ten,11,27,175,6.5,0,66,233,3.5,1,93,408,4.4,1
275,Curt Zipfel,Northwestern,Big Ten,11,22,138,6.3,1,55,158,2.9,1,77,296,3.8,2
276,Corey Croom,Ball State,MAC,11,34,211,6.2,0,291,1053,3.6,8,325,1264,3.9,8
