Rk,Player,School,Conf,G,Rec,RecYds,RecAvg,RecTD,RushAtt,RushYds,RushAvg,RushTD,Plays,TotalYds,YardsPerPlay,TotalTDs
1,Andre Davis,Virginia Tech,Big East,12,42,1070,25.5,10,4,88,22.0,3,46,1158,25.2,13
2,Quincy Morgan,Kansas State,Big 12,11,42,1007,24.0,9,,,,,42,1007,24.0,9
3,Corey Alston,Western Michigan,MAC,12,32,720,22.5,8,1,-5,-5.0,0,33,715,21.7,8
4,Lavel Bailey,Akron,MAC,11,42,941,22.4,9,1,-1,-1.0,0,43,940,21.9,9
5,Anthony Lucas,Arkansas,SEC,10,37,822,22.2,5,,,,,37,822,22.2,5
6,Derrick Lewis,San Diego State,MWC,10,25,538,21.5,4,,,,,25,538,21.5,4
7,Marcus Knight,Michigan,Big Ten,11,36,766,21.3,6,,,,,36,766,21.3,6
8,Raynald Ray,Ohio,MAC,11,22,466,21.2,4,85,477,5.6,4,107,943,8.8,8
9,Roddy Tompkins,Oregon State,Pac-10,12,28,580,20.7,5,2,3,1.5,0,30,583,19.4,5
10,Todd Pinkston,Southern Mississippi,CUSA,11,48,977,20.4,11,,,,,48,977,20.4,11
11,Ken-Yon Rambo,Ohio State,Big Ten,12,41,833,20.3,6,5,34,6.8,0,46,867,18.8,6
12,Steve Smith Sr.,Utah,MWC,11,43,860,20.0,8,3,21,7.0,0,46,881,19.2,8
13,Danny Farmer,UCLA,Pac-10,9,29,573,19.8,3,,,,,29,573,19.8,3
14,Troy Walters,Stanford,Pac-10,11,74,1456,19.7,10,2,6,3.0,0,76,1462,19.2,10
15,Dez White,Georgia Tech,ACC,11,44,860,19.5,5,11,67,6.1,0,55,927,16.9,5
16,Trevor Gaylor,Miami (OH),MAC,11,53,1028,19.4,11,2,7,3.5,0,55,1035,18.8,11
17,Kelvin Love,Mississippi State,SEC,11,43,834,19.4,3,5,51,10.2,0,48,885,18.4,3
18,Jerry Dorsey,Indiana,Big Ten,11,31,602,19.4,6,2,20,10.0,0,33,622,18.8,6
19,Ryan Shaw,New Mexico State,Big West,11,44,844,19.2,6,,,,,44,844,19.2,6
20,Ronney Daniels,Auburn,SEC,11,56,1068,19.1,9,,,,,56,1068,19.1,9
21,Bethel Johnson,Texas A&M,Big 12,10,27,514,19.0,3,1,-3,-3.0,0,28,511,18.3,3
22,Lou Fanucchi,Boise State,Big West,12,23,435,18.9,2,1,-1,-1.0,0,24,434,18.1,2
23,Broderick McGrew,North Texas,Big West,11,32,601,18.8,5,,,,,32,601,18.8,5
24,James Williams,Marshall,MAC,12,47,880,18.7,13,1,6,6.0,0,48,886,18.5,13
25,Eddie Drummond,Penn State,Big Ten,12,35,652,18.6,5,5,118,23.6,1,40,770,19.3,6
26,Jammarl O'Neal,Central Michigan,MAC,11,59,1085,18.4,6,,,,,59,1085,18.4,6
27,Versie Gaddis,Indiana,Big Ten,11,35,633,18.1,3,3,27,9.0,0,38,660,17.4,3
28,Darrell Hill,Northern Illinois,MAC,11,32,578,18.1,6,5,-1,-0.2,0,37,577,15.6,6
29,Wendell Montgomery,Wyoming,MWC,11,41,733,17.9,5,3,11,3.7,0,44,744,16.9,5
30,Vinny Sutherland,Purdue,Big Ten,12,39,698,17.9,7,18,163,9.1,0,57,861,15.1,7
31,Chris Taylor,Texas A&M,Big 12,11,33,591,17.9,4,1,4,4.0,0,34,595,17.5,4
32,Margin Hooks,Brigham Young,MWC,11,60,1067,17.8,7,1,4,4.0,0,61,1071,17.6,7
33,Koren Robinson,North Carolina State,ACC,11,48,853,17.8,2,13,15,1.2,0,61,868,14.2,2
34,Chafie Fields,Penn State,Big Ten,12,39,692,17.7,5,10,138,13.8,1,49,830,16.9,6
35,Cliff Russell,Utah,MWC,9,34,601,17.7,3,1,6,6.0,0,35,607,17.3,3
36,Donte' Stallworth,Tennessee,SEC,11,23,407,17.7,1,1,6,6.0,0,24,413,17.2,1
37,Dave Davis,Stanford,Pac-10,11,30,522,17.4,5,,,,,30,522,17.4,5
38,Harrison Hill,Kansas,Big 12,12,29,506,17.4,4,,,,,29,506,17.4,4
39,Darrell Jackson,Florida,SEC,12,67,1156,17.3,9,2,14,7.0,0,69,1170,17.0,9
40,Plaxico Burress,Michigan State,Big Ten,12,66,1142,17.3,12,,,,,66,1142,17.3,12
41,Billy McMullen,Virginia,ACC,11,28,483,17.3,6,,,,,28,483,17.3,6
42,Raki Nelson,Notre Dame,Ind,6,23,395,17.2,0,1,-4,-4.0,0,24,391,16.3,0
43,James Thompson,UTEP,WAC,11,33,562,17.0,2,,,,,33,562,17.0,2
44,Brandon Lloyd,Illinois,Big Ten,12,30,511,17.0,2,2,35,17.5,0,32,546,17.1,2
45,Grady Jett,Army,CUSA,11,21,357,17.0,1,12,38,3.2,0,33,395,12.0,1
46,Marcus Stiggers,Colorado,Big 12,11,37,625,16.9,4,12,67,5.6,0,49,692,14.1,4
47,Bobby Brown,Notre Dame,Ind,12,36,608,16.9,5,,,,,36,608,16.9,5
48,Travis Garvin,Missouri,Big 12,11,36,608,16.9,2,2,8,4.0,0,38,616,16.2,2
49,Jermaine Sheffield,Eastern Michigan,MAC,10,39,656,16.8,4,,,,,39,656,16.8,4
50,Pat Woodcock,Syracuse,Big East,10,24,402,16.8,3,2,-12,-6.0,0,26,390,15.0,3
51,Sammy Morris,Texas Tech,Big 12,9,23,386,16.8,2,140,562,4.0,3,163,948,5.8,5
52,Tim Baker,Texas Tech,Big 12,11,22,370,16.8,2,,,,,22,370,16.8,2
53,Kareem Kelly,USC,Pac-10,12,54,902,16.7,4,2,17,8.5,0,56,919,16.4,4
54,Darrius Malone,UAB,CUSA,11,33,551,16.7,2,,,,,33,551,16.7,2
55,Micah Zuhl,Western Michigan,MAC,12,26,434,16.7,1,2,5,2.5,0,28,439,15.7,1
56,Kory Bailey,North Carolina,ACC,11,25,418,16.7,2,2,-8,-4.0,0,27,410,15.2,2
57,Santana Moss,Miami (FL),Big East,12,54,899,16.6,6,2,2,1.0,0,56,901,16.1,6
58,Javon Green,Colorado,Big 12,11,40,663,16.6,7,3,4,1.3,0,43,667,15.5,7
59,Antonio Bryant,Pitt,Big East,11,51,844,16.5,6,,,,,51,844,16.5,6
60,Jonathan Pittman,Brigham Young,MWC,11,29,478,16.5,4,3,4,1.3,0,32,482,15.1,4
61,Chris Cole,Texas A&M,Big 12,11,22,363,16.5,0,,,,,22,363,16.5,0
62,Richard Williams,Arizona State,Pac-10,12,37,608,16.4,5,1,-6,-6.0,0,38,602,15.8,5
63,Frank Rice,Colorado State,MWC,10,28,459,16.4,6,6,22,3.7,1,34,481,14.1,7
64,Dwight Carter,Hawaii,WAC,12,77,1253,16.3,9,,,,,77,1253,16.3,9
65,Dennis Northcutt,Arizona,Pac-10,12,88,1422,16.2,8,14,200,14.3,1,102,1622,15.9,9
66,Montrell Flowers,Texas,Big 12,13,34,552,16.2,6,,,,,34,552,16.2,6
67,Allan Ray,UTEP,WAC,12,27,437,16.2,1,,,,,27,437,16.2,1
68,Jason Peace,North Carolina,ACC,10,23,373,16.2,1,3,19,6.3,0,26,392,15.1,1
69,Matt Kelly,Eastern Michigan,MAC,11,22,356,16.2,1,,,,,22,356,16.2,1
70,Scottie Montgomery,Duke,ACC,11,51,819,16.1,5,6,15,2.5,1,57,834,14.6,6
71,Aaron Lockett,Kansas State,Big 12,11,33,531,16.1,3,3,-9,-3.0,0,36,522,14.5,3
72,Gari Scott,Michigan State,Big Ten,11,30,483,16.1,6,1,-8,-8.0,0,31,475,15.3,6
73,L.J. Smith,Rutgers,Big East,11,26,418,16.1,3,,,,,26,418,16.1,3
74,Antonio Chatman,Cincinnati,CUSA,9,22,354,16.1,1,1,-10,-10.0,0,23,344,15.0,1
75,Kelly Campbell,Georgia Tech,ACC,11,69,1105,16.0,10,4,41,10.3,1,73,1146,15.7,11
76,Imani Percoats,Oregon State,Pac-10,12,51,816,16.0,4,,,,,51,816,16.0,4
77,Justin McCareins,Northern Illinois,MAC,11,57,906,15.9,10,4,52,13.0,0,61,958,15.7,10
78,Kofi Shuck,Wyoming,MWC,11,39,621,15.9,5,28,204,7.3,1,67,825,12.3,6
79,Dedrick Dewalt,Boston College,Big East,11,38,604,15.9,4,2,10,5.0,0,40,614,15.4,4
80,Ricky Hall,Virginia Tech,Big East,12,25,398,15.9,3,,,,,25,398,15.9,3
81,Nate Poole,Marshall,MAC,12,71,1122,15.8,9,6,40,6.7,0,77,1162,15.1,9
82,Tavarus Hogans,Vanderbilt,SEC,11,53,837,15.8,1,3,-3,-1.0,0,56,834,14.9,1
83,Marcus Williams,Washington State,Pac-10,12,28,443,15.8,4,,,,,28,443,15.8,4
84,T.J. Houshmandzadeh,Oregon State,Pac-10,11,24,378,15.8,2,1,23,23.0,0,25,401,16.0,2
85,Tony Hartley,Oregon,Pac-10,12,56,881,15.7,3,,,,,56,881,15.7,3
86,Robert Garth,New Mexico State,Big West,11,38,593,15.6,2,,,,,38,593,15.6,2
87,Walter King,Rutgers,Big East,11,29,453,15.6,1,,,,,29,453,15.6,1
88,Keenan Howry,Oregon,Pac-10,12,29,452,15.6,5,1,20,20.0,0,30,472,15.7,5
89,Kevin Coffey,Virginia,ACC,11,28,437,15.6,7,1,-13,-13.0,0,29,424,14.6,7
90,Marcellus Harris,East Carolina,CUSA,11,24,375,15.6,1,10,51,5.1,0,34,426,12.5,1
91,Richmond Flowers,Duke,ACC,11,42,649,15.5,5,5,20,4.0,0,47,669,14.2,5
92,Mike Scarborough,TCU,WAC,12,37,573,15.5,8,1,7,7.0,0,38,580,15.3,8
93,LaMont Chappell,East Carolina,CUSA,11,36,558,15.5,3,,,,,36,558,15.5,3
94,Ethan Howell,Oklahoma State,Big 12,11,32,496,15.5,3,,,,,32,496,15.5,3
95,Arnie Powell,East Carolina,CUSA,11,22,341,15.5,3,1,12,12.0,0,23,353,15.3,3
96,Trevor Insley,Nevada,Big West,11,134,2060,15.4,13,1,5,5.0,0,135,2065,15.3,13
97,Channon Harris,Hawaii,WAC,12,56,860,15.4,6,1,3,3.0,0,57,863,15.1,6
98,Gerald Harris,Washington,Pac-10,9,37,571,15.4,4,2,26,13.0,0,39,597,15.3,4
99,Teddy Johnson,Northwestern,Big Ten,8,23,354,15.4,4,1,6,6.0,0,24,360,15.0,4
100,Reggie Germany,Ohio State,Big Ten,12,43,656,15.3,1,,,,,43,656,15.3,1
101,Jermale Kelly,South Carolina,SEC,11,24,366,15.3,1,1,15,15.0,0,25,381,15.2,1
102,Sean Cangelosi,Louisiana Tech,Ind,11,62,943,15.2,10,,,,,62,943,15.2,10
103,Matt Davison,Nebraska,Big 12,12,29,441,15.2,2,,,,,29,441,15.2,2
104,Keith Stokes,East Carolina,CUSA,11,24,364,15.2,2,6,37,6.2,0,30,401,13.4,2
105,Todd Heap,Arizona State,Pac-10,12,55,832,15.1,3,,,,,55,832,15.1,3
106,Cody Cardwell,SMU,WAC,10,31,469,15.1,3,3,-10,-3.3,0,34,459,13.5,3
107,Bobby Wade,Arizona,Pac-10,12,30,454,15.1,4,,,,,30,454,15.1,4
108,Steve Neal,Western Michigan,MAC,12,74,1113,15.0,11,2,5,2.5,0,76,1118,14.7,11
109,Ron Dugans,Florida State,ACC,10,43,644,15.0,3,,,,,43,644,15.0,3
110,Marshaun Tucker,Oregon,Pac-10,12,32,481,15.0,3,2,10,5.0,0,34,491,14.4,3
111,Rodney Wright,Fresno State,WAC,12,68,1007,14.8,7,9,66,7.3,0,77,1073,13.9,7
112,Ladaris Vann,Cincinnati,CUSA,11,37,547,14.8,4,,,,,37,547,14.8,4
113,David Hannah,Central Michigan,MAC,10,24,356,14.8,2,,,,,24,356,14.8,2
114,Ken Coutain,Memphis,CUSA,9,23,341,14.8,2,2,4,2.0,0,25,345,13.8,2
115,Latef Grim,Pitt,Big East,11,75,1106,14.7,4,,,,,75,1106,14.7,4
116,Lee Mays,UTEP,WAC,12,60,881,14.7,9,5,36,7.2,0,65,917,14.1,9
117,Deronnie Pitts,Stanford,Pac-10,11,58,853,14.7,8,1,0,0.0,0,59,853,14.5,8
118,Michael Ainsworth,California,Pac-10,11,34,499,14.7,3,1,-4,-4.0,0,35,495,14.1,3
119,P.J. Mays,Cincinnati,CUSA,11,21,309,14.7,2,67,293,4.4,2,88,602,6.8,4
120,David Terrell,Michigan,Big Ten,11,61,888,14.6,4,5,89,17.8,1,66,977,14.8,5
121,Kurt Gerling,Bowling Green State,MAC,11,53,775,14.6,5,1,7,7.0,0,54,782,14.5,5
122,Terrence Edwards,Georgia,SEC,11,53,772,14.6,9,2,3,1.5,0,55,775,14.1,9
123,Chris Cunningham,SMU,WAC,10,39,570,14.6,5,1,-9,-9.0,0,40,561,14.0,5
124,Anthony Becht,West Virginia,Big East,11,35,510,14.6,5,,,,,35,510,14.6,5
125,Rossi Martin,Idaho,Big West,11,33,483,14.6,4,,,,,33,483,14.6,4
126,Dave Stachelski,Boise State,Big West,12,31,453,14.6,6,,,,,31,453,14.6,6
127,Ty Buxton,Miami (OH),MAC,11,23,336,14.6,2,,,,,23,336,14.6,2
128,Cedrick Wilson,Tennessee,SEC,11,57,827,14.5,4,,,,,57,827,14.5,4
129,Errol Johnson,Rutgers,Big East,11,35,507,14.5,2,7,46,6.6,0,42,553,13.2,2
130,Reggie Robinson,LSU,SEC,8,25,362,14.5,3,,,,,25,362,14.5,3
131,Brandon Campbell,Eastern Michigan,MAC,11,53,764,14.4,3,3,18,6.0,0,56,782,14.0,3
132,Ashley Lelie,Hawaii,WAC,12,36,518,14.4,2,,,,,36,518,14.4,2
133,Kerry Watkins,Georgia Tech,ACC,10,33,476,14.4,6,10,104,10.4,0,43,580,13.5,6
134,Abram Booty,LSU,SEC,9,26,374,14.4,2,,,,,26,374,14.4,2
135,Todd Yoder,Vanderbilt,SEC,10,25,361,14.4,2,,,,,25,361,14.4,2
136,Steven Pulley,San Jose State,WAC,10,54,772,14.3,5,2,-2,-1.0,0,56,770,13.8,5
137,Germany Thompson,New Mexico,MWC,10,39,552,14.2,3,1,-8,-8.0,0,40,544,13.6,3
138,Robert Redd,Bowling Green State,MAC,9,39,552,14.2,6,1,6,6.0,0,40,558,14.0,6
139,Matt Farmer,Air Force,MWC,11,34,484,14.2,1,4,24,6.0,0,38,508,13.4,1
140,Delwyn Daigre,Louisiana Tech,Ind,11,77,1084,14.1,9,2,12,6.0,0,79,1096,13.9,9
141,Chris Chambers,Wisconsin,Big Ten,10,41,578,14.1,4,,,,,41,578,14.1,4
142,Cleavon Brooks,Nevada,Big West,10,51,714,14.0,3,,,,,51,714,14.0,3
143,Freddie Mitchell,UCLA,Pac-10,11,38,533,14.0,0,5,37,7.4,0,43,570,13.3,0
144,Chris Lacy,Idaho,Big West,11,21,294,14.0,4,3,14,4.7,0,24,308,12.8,4
145,Adrian Burnette,Tulane,CUSA,11,79,1095,13.9,7,,,,,79,1095,13.9,7
146,Lavell Boyd,Louisville,CUSA,11,60,836,13.9,9,,,,,60,836,13.9,9
147,Jason Gavadza,Kent State,MAC,11,47,654,13.9,7,,,,,47,654,13.9,7
148,Nate Turner,UNLV,MWC,11,45,627,13.9,6,3,6,2.0,0,48,633,13.2,6
149,Jammie Deese,Wake Forest,ACC,11,32,444,13.9,3,,,,,32,444,13.9,3
150,Jay Swillie,Boise State,Big West,12,25,347,13.9,1,,,,,25,347,13.9,1
151,Jason McAddley,Alabama,SEC,12,24,334,13.9,3,1,25,25.0,0,25,359,14.4,3
152,Robert Kilow,Arkansas State,Big West,11,57,783,13.7,5,2,-1,-0.5,0,59,782,13.3,5
153,Antwone Savage,Oklahoma,Big 12,11,31,426,13.7,1,,,,,31,426,13.7,1
154,Eric Parker,Tennessee,SEC,11,30,411,13.7,1,,,,,30,411,13.7,1
155,Boo Williams,Arkansas,SEC,8,28,384,13.7,4,,,,,28,384,13.7,4
156,Shawn Green,San Jose State,WAC,9,20,273,13.7,0,,,,,20,273,13.7,0
157,Drew Haddad,Buffalo,MAC,11,85,1158,13.6,6,11,62,5.6,0,96,1220,12.7,6
158,Rod Gardner,Clemson,ACC,12,80,1084,13.6,4,1,1,1.0,0,81,1085,13.4,4
159,Marcus Wilridge,Louisiana,Ind,11,37,504,13.6,2,,,,,37,504,13.6,2
160,Travis Taylor,Florida,SEC,9,34,463,13.6,6,,,,,34,463,13.6,6
161,Mark Swetz,Central Michigan,MAC,11,30,407,13.6,1,,,,,30,407,13.6,1
162,Michael Dean,Illinois,Big Ten,12,45,608,13.5,4,,,,,45,608,13.5,4
163,Tevita Ofahengaue,Brigham Young,MWC,11,21,284,13.5,2,,,,,21,284,13.5,2
164,Randy McMichael,Georgia,SEC,11,34,457,13.4,3,,,,,34,457,13.4,3
165,Bashir Yamini,Iowa,Big Ten,11,26,348,13.4,1,,,,,26,348,13.4,1
166,Alex Willis,Florida,SEC,12,24,322,13.4,2,,,,,24,322,13.4,2
167,Doug Chapman,Marshall,MAC,12,24,321,13.4,1,164,686,4.2,12,188,1007,5.4,13
168,Kendall Newson,Middle Tennessee State,Ind,11,69,918,13.3,5,7,61,8.7,0,76,979,12.9,5
169,Jerel Myers,LSU,SEC,11,64,854,13.3,2,6,50,8.3,1,70,904,12.9,3
170,Randall Lane,Purdue,Big Ten,12,52,690,13.3,5,,,,,52,690,13.3,5
171,Jarrail Jackson,Oklahoma,Big 12,11,44,583,13.3,6,1,-2,-2.0,0,45,581,12.9,6
172,Ron Johnson,Minnesota,Big Ten,12,43,574,13.3,7,1,-27,-27.0,0,44,547,12.4,7
173,Luke Leverson,Minnesota,Big Ten,12,41,547,13.3,0,8,33,4.1,1,49,580,11.8,1
174,Peter Warrick,Florida State,ACC,9,71,934,13.2,8,16,96,6.0,3,87,1030,11.8,11
175,Brian Wofford,Clemson,ACC,12,60,793,13.2,3,6,21,3.5,0,66,814,12.3,3
176,Jeb Putzier,Boise State,Big West,12,39,514,13.2,2,,,,,39,514,13.2,2
177,Aaron Alexander,Bowling Green State,MAC,11,35,462,13.2,1,,,,,35,462,13.2,1
178,Windrell Hayes,USC,Pac-10,10,55,720,13.1,4,,,,,55,720,13.1,4
179,Michael Chandler,Kansas,Big 12,12,36,473,13.1,4,,,,,36,473,13.1,4
180,David Foye,Marshall,MAC,12,33,433,13.1,5,,,,,33,433,13.1,5
