Rk,Player,School,Conf,G,Rec,RecYds,RecAvg,RecTD,RushAtt,RushYds,RushAvg,RushTD,Plays,TotalYds,YardsPerPlay,TotalTDs
1,Trea Shropshire,UAB,CUSA,11,35,740,21.1,5,0,0,,0,35,740,21.1,5
2,Ricky Pearsall,Florida,SEC,12,29,596,20.6,5,7,115,16.4,1,36,711,19.8,6
3,Gavin Holmes,Baylor,Big 12,11,23,474,20.6,3,0,0,,0,23,474,20.6,3
4,Brad Rozner,Rice,CUSA,12,41,834,20.3,9,0,0,,0,41,834,20.3,9
5,Johnny Wilson,Florida State,ACC,12,35,695,19.9,5,0,0,,0,35,695,19.9,5
6,Justin Shorter,Florida,SEC,9,29,577,19.9,2,0,0,,0,29,577,19.9,2
7,Shae Wyatt,Tulane,American,13,35,692,19.8,7,0,0,,0,35,692,19.8,7
8,Rajae' Johnson-Sanders,Troy,Sun Belt,13,34,672,19.8,6,0,0,,0,34,672,19.8,6
9,Marvin Mims,Oklahoma,Big 12,12,52,1006,19.3,6,2,3,1.5,0,54,1009,18.7,6
10,Ja'Varrius Johnson,Auburn,SEC,12,26,493,19.0,3,4,12,3.0,0,30,505,16.8,3
11,Jalin Hyatt,Tennessee,SEC,12,67,1267,18.9,15,1,0,0.0,0,68,1267,18.6,15
12,Griffin Hebert,Louisiana Tech,CUSA,9,23,431,18.7,3,0,0,,0,23,431,18.7,3
13,Antoine Green,North Carolina,ACC,9,43,798,18.6,7,0,0,,0,43,798,18.6,7
14,Javon Harvey,Old Dominion,Sun Belt,12,30,558,18.6,4,2,-6,-3.0,0,32,552,17.3,4
15,James Bostic,Ohio,MAC,13,32,592,18.5,1,0,0,,0,32,592,18.5,1
16,Duece Watts,Tulane,American,13,31,574,18.5,8,1,1,1.0,0,32,575,18.0,8
17,Jamari Thrash,Georgia State,Sun Belt,12,61,1122,18.4,7,2,5,2.5,0,63,1127,17.9,7
18,Jared Wayne,Pitt,ACC,11,55,1012,18.4,5,0,0,,0,55,1012,18.4,5
19,Braydon Johnson,Oklahoma State,Big 12,9,31,567,18.3,3,2,17,8.5,0,33,584,17.7,3
20,Kaleb Smith,Virginia Tech,ACC,11,37,674,18.2,3,0,0,,0,37,674,18.2,3
21,Christian Horn,Appalachian State,Sun Belt,12,34,620,18.2,4,0,0,,0,34,620,18.2,4
22,Terrance Greene Jr.,James Madison,Sun Belt,11,22,399,18.1,2,0,0,,0,22,399,18.1,2
23,Tetairoa McMillan,Arizona,Pac-12,12,39,702,18.0,8,0,0,,0,39,702,18.0,8
24,Ramel Keyton,Tennessee,SEC,12,27,486,18.0,4,0,0,,0,27,486,18.0,4
25,Ali Jennings,Old Dominion,Sun Belt,9,54,959,17.8,9,0,0,,0,54,959,17.8,9
26,Noah Frith,Liberty,Ind,12,25,446,17.8,1,0,0,,0,25,446,17.8,1
27,Matt Landers,Arkansas,SEC,12,44,780,17.7,7,1,6,6.0,0,45,786,17.5,7
28,Roderic Burns,North Texas,CUSA,13,37,650,17.6,1,1,3,3.0,0,38,653,17.2,1
29,Jacoby Jones,Ohio,MAC,13,42,733,17.5,5,1,6,6.0,0,43,739,17.2,5
30,Mario Williams,USC,Pac-12,11,34,596,17.5,5,1,10,10.0,0,35,606,17.3,5
31,Taye Barber,TCU,Big 12,13,34,593,17.4,4,1,-2,-2.0,0,35,591,16.9,4
32,Jordan Kerley,SMU,American,9,31,538,17.4,5,0,0,,0,31,538,17.4,5
33,Quentin Skinner,Kansas,Big 12,12,25,436,17.4,5,2,41,20.5,0,27,477,17.7,5
34,Kris Thornton,James Madison,Sun Belt,11,59,1015,17.2,7,4,27,6.8,0,63,1042,16.5,7
35,Ja'lynn Polk,Washington,Pac-12,12,38,649,17.1,6,1,15,15.0,0,39,664,17.0,6
36,Donavon Greene,Wake Forest,ACC,12,36,615,17.1,6,0,0,,0,36,615,17.1,6
37,Tyrell Shavers,San Diego State,MWC,12,34,581,17.1,3,0,0,,0,34,581,17.1,3
38,Monaray Baldwin,Baylor,Big 12,10,33,565,17.1,4,7,71,10.1,1,40,636,15.9,5
39,Tejhaun Palmer,UAB,CUSA,12,27,461,17.1,2,0,0,,0,27,461,17.1,2
40,Quentin Johnston,TCU,Big 12,12,53,903,17.0,5,3,-7,-2.3,0,56,896,16.0,5
41,Tyrone Howell,Louisiana-Monroe,Sun Belt,12,50,852,17.0,6,0,0,,0,50,852,17.0,6
42,Kobe Hudson,UCF,American,11,34,578,17.0,7,0,0,,0,34,578,17.0,7
43,Anthony Gould,Oregon State,Pac-12,10,27,457,16.9,3,2,11,5.5,0,29,468,16.1,3
44,Sean Ryan,Rutgers,Big Ten,12,26,440,16.9,3,0,0,,0,26,440,16.9,3
45,Jonathan Mingo,Ole Miss,SEC,12,48,808,16.8,5,4,-7,-1.8,1,52,801,15.4,6
46,Ja'Corey Brooks,Alabama,SEC,12,37,623,16.8,7,0,0,,0,37,623,16.8,7
47,Ontaria Wilson,Florida State,ACC,11,25,421,16.8,3,0,0,,0,25,421,16.8,3
48,Dorian Singer,Arizona,Pac-12,12,66,1105,16.7,6,0,0,,0,66,1105,16.7,6
49,Reggie Brown,James Madison,Sun Belt,8,24,401,16.7,4,0,0,,0,24,401,16.7,4
50,Tyler Scott,Cincinnati,American,12,54,899,16.6,9,0,0,,0,54,899,16.6,9
51,Jared Brown,Coastal Carolina,Sun Belt,12,47,782,16.6,6,20,187,9.4,1,67,969,14.5,7
52,Lawrence Arnold,Kansas,Big 12,12,36,597,16.6,4,0,0,,0,36,597,16.6,4
53,Justin Lockhart,San Jose State,MWC,11,34,566,16.6,0,0,0,,0,34,566,16.6,0
54,Kacper Rutkiewicz,Northern Illinois,MAC,12,26,432,16.6,6,5,45,9.0,1,31,477,15.4,7
55,Elijah Spencer,Charlotte,CUSA,12,57,943,16.5,9,0,0,,0,57,943,16.5,9
56,Oronde Gadsden II,Syracuse,ACC,12,54,891,16.5,6,0,0,,0,54,891,16.5,6
57,Jerjuan Newton,Toledo,MAC,13,48,788,16.4,9,0,0,,0,48,788,16.4,9
58,Jeff Foreman,Arkansas State,Sun Belt,12,30,491,16.4,4,0,0,,0,30,491,16.4,4
59,Miles Marshall,Miami (OH),MAC,12,23,377,16.4,2,0,0,,0,23,377,16.4,2
60,Justus Ross-Simmons,Colorado State,MWC,12,26,424,16.3,3,0,0,,0,26,424,16.3,3
61,J.C. Santana,Tulsa,American,12,53,859,16.2,7,0,0,,0,53,859,16.2,7
62,Sam James,West Virginia,Big 12,12,46,745,16.2,6,3,9,3.0,0,49,754,15.4,6
63,Bryson Green,Oklahoma State,Big 12,11,36,584,16.2,5,1,-5,-5.0,0,37,579,15.6,5
64,Devin Carter,North Carolina State,ACC,9,25,406,16.2,2,0,0,,0,25,406,16.2,2
65,Keylon Stokes,Tulsa,American,12,76,1224,16.1,8,4,9,2.3,0,80,1233,15.4,8
66,Marvin Harrison Jr.,Ohio State,Big Ten,12,72,1157,16.1,12,2,32,16.0,0,74,1189,16.1,12
67,Jeremiah Hunter,California,Pac-12,11,60,965,16.1,5,0,0,,0,60,965,16.1,5
68,Moose Muhammad III,Texas A&M,SEC,10,38,610,16.1,4,0,0,,0,38,610,16.1,4
69,Michael Wilson,Stanford,Pac-12,6,26,418,16.1,4,4,47,11.8,0,30,465,15.5,4
70,Money Parks,Utah,Pac-12,13,25,402,16.1,2,5,27,5.4,0,30,429,14.3,2
71,Malik Heath,Ole Miss,SEC,12,52,834,16.0,4,0,0,,0,52,834,16.0,4
72,Darnell Washington,Georgia,SEC,13,26,417,16.0,2,0,0,,0,26,417,16.0,2
73,Tory Horton,Colorado State,MWC,12,71,1131,15.9,8,2,6,3.0,0,73,1137,15.6,8
74,Devontez Walker,Kent State,MAC,12,58,921,15.9,11,3,29,9.7,1,61,950,15.6,12
75,Michael Jefferson,Louisiana,Sun Belt,12,51,810,15.9,7,0,0,,0,51,810,15.9,7
76,Jermaine Burton,Alabama,SEC,12,37,590,15.9,6,0,0,,0,37,590,15.9,6
77,Keanu Hill,Brigham Young,Ind,12,36,572,15.9,7,0,0,,0,36,572,15.9,7
78,Julian Fleming,Ohio State,Big Ten,10,29,462,15.9,6,0,0,,0,29,462,15.9,6
79,Tez Johnson,Troy,Sun Belt,12,52,823,15.8,4,5,11,2.2,0,57,834,14.6,4
80,Jason Brownlee,Southern Mississippi,Sun Belt,12,52,819,15.8,7,0,0,,0,52,819,15.8,7
81,Matthew Golden,Houston,American,10,36,567,15.8,7,0,0,,0,36,567,15.8,7
82,Tyrone Broden,Bowling Green State,MAC,12,30,473,15.8,6,0,0,,0,30,473,15.8,6
83,Emeka Egbuka,Ohio State,Big Ten,12,66,1039,15.7,9,9,81,9.0,2,75,1120,14.9,11
84,Je'Quan Burton,Florida Atlantic,CUSA,11,33,517,15.7,4,1,2,2.0,0,34,519,15.3,4
85,Elijah Cooks,San Jose State,MWC,11,63,983,15.6,10,0,0,,0,63,983,15.6,10
86,C.J. Johnson,East Carolina,American,12,60,933,15.6,8,0,0,,0,60,933,15.6,8
87,Cornelius Johnson,Michigan,Big Ten,13,30,469,15.6,6,0,0,,0,30,469,15.6,6
88,Montana Lemonious-Craig,Colorado,Pac-12,11,23,359,15.6,3,0,0,,0,23,359,15.6,3
89,Rome Odunze,Washington,Pac-12,11,70,1088,15.5,7,3,6,2.0,1,73,1094,15.0,8
90,Troy Franklin,Oregon,Pac-12,12,56,867,15.5,8,0,0,,0,56,867,15.5,8
91,Dante Cephas,Kent State,MAC,9,48,744,15.5,3,2,12,6.0,0,50,756,15.1,3
92,Nick Williams,UNLV,MWC,12,28,435,15.5,2,0,0,,0,28,435,15.5,2
93,Kaedin Robinson,Appalachian State,Sun Belt,11,27,419,15.5,2,1,15,15.0,0,28,434,15.5,2
94,Tiaquelin Mims,Southern Mississippi,Sun Belt,8,23,355,15.4,2,1,-3,-3.0,0,24,352,14.7,2
95,Malik Knowles,Kansas State,Big 12,13,47,719,15.3,2,7,162,23.1,3,54,881,16.3,5
96,Jerand Bradley,Texas Tech,Big 12,11,43,656,15.3,5,0,0,,0,43,656,15.3,5
97,Jalen Brooks,South Carolina,SEC,12,33,504,15.3,1,4,51,12.8,1,37,555,15.0,2
98,Dane Key,Kentucky,SEC,12,31,472,15.2,6,0,0,,0,31,472,15.2,6
