Rk,Player,School,Conf,G,Rec,RecYds,RecAvg,RecTD,RushAtt,RushYds,RushAvg,RushTD,Plays,TotalYds,YardsPerPlay,TotalTDs
1,Jay Kearney,West Virginia,Big East,12,29,750,25.9,5,,,,,29,750,25.9,5
2,Ryan Yarborough,Wyoming,WAC,11,67,1512,22.6,16,,,,,67,1512,22.6,16
3,Chris Jones,Mississippi State,SEC,11,24,541,22.5,2,1,2,2.0,0,25,543,21.7,2
4,Lucious Davis,New Mexico State,Big West,11,36,766,21.3,8,1,-8,-8.0,0,37,758,20.5,8
5,Derrick Mayes,Notre Dame,Ind,11,24,512,21.3,2,1,7,7.0,0,25,519,20.8,2
6,Deron Pointer,Washington State,Pac-10,11,47,996,21.2,9,1,0,0.0,0,48,996,20.8,9
7,A.C. Tellison,Miami (FL),Big East,11,26,547,21.0,5,,,,,26,547,21.0,5
8,Bucky Brooks,North Carolina,ACC,12,25,514,20.6,6,3,31,10.3,0,28,545,19.5,6
9,Kenny Chapman,Akron,MAC,11,31,636,20.5,4,,,,,31,636,20.5,4
10,Terry Smith,Clemson,ACC,12,38,776,20.4,4,2,34,17.0,0,40,810,20.3,4
11,Aaron Bailey,Louisville,Ind,11,26,531,20.4,4,2,30,15.0,0,28,561,20.0,4
12,Joey Galloway,Ohio State,Big Ten,12,47,946,20.1,11,9,58,6.4,2,56,1004,17.9,13
13,Antonio Freeman,Virginia Tech,Big East,11,32,644,20.1,9,2,37,18.5,0,34,681,20.0,9
14,Toby Cates,South Carolina,SEC,11,27,541,20.0,3,3,38,12.7,1,30,579,19.3,4
15,Anthony Cicchelli,Eastern Michigan,MAC,11,31,616,19.9,4,,,,,31,616,19.9,4
16,Marvin Harrison,Syracuse,Big East,11,41,813,19.8,7,3,-10,-3.3,0,44,803,18.3,7
17,Ronnie Redd,Bowling Green State,MAC,11,30,593,19.8,7,,,,,30,593,19.8,7
18,Marvin Callies,Baylor,SWC,11,22,435,19.8,1,,,,,22,435,19.8,1
19,Kevin Lee,Alabama,SEC,12,26,510,19.6,1,5,157,31.4,1,31,667,21.5,2
20,Ivan Boyd,Boston College,Big East,10,21,412,19.6,5,,,,,21,412,19.6,5
21,Amani Toomer,Michigan,Big Ten,12,29,565,19.5,4,,,,,29,565,19.5,4
22,Tyrone Davis,Virginia,ACC,11,23,449,19.5,6,3,51,17.0,0,26,500,19.2,6
23,Eddie Goines,North Carolina State,ACC,11,48,929,19.4,10,6,50,8.3,0,54,979,18.1,10
24,Hason Graham,Georgia,SEC,11,36,699,19.4,5,1,3,3.0,0,37,702,19.0,5
25,Vaurice Patterson,Northern Illinois,Big West,11,29,561,19.3,2,3,2,0.7,0,32,563,17.6,2
26,Kevin Cook,Louisville,Ind,10,27,522,19.3,9,,,,,27,522,19.3,9
27,Thomas Lewis,Indiana,Big Ten,12,55,1058,19.2,7,4,45,11.3,0,59,1103,18.7,7
28,Charlie Jones,Fresno State,WAC,12,47,897,19.1,7,5,139,27.8,2,52,1036,19.9,9
29,Charles E. Johnson,Colorado,Big 8,11,57,1082,19.0,9,4,45,11.3,1,61,1127,18.5,10
30,Deron Claiborne,Utah,WAC,11,42,797,19.0,1,,,,,42,797,19.0,1
31,Steve Sanders,Virginia Tech,Big East,11,29,552,19.0,4,,,,,29,552,19.0,4
32,Lee Harris,Fresno State,WAC,12,36,680,18.9,2,,,,,36,680,18.9,2
33,Eddie Small,Ole Miss,SEC,11,33,624,18.9,6,1,5,5.0,0,34,629,18.5,6
34,Cotie McMahon,Utah State,Big West,10,47,880,18.7,4,,,,,47,880,18.7,4
35,Jack Jackson,Florida,SEC,12,51,949,18.6,11,1,0,0.0,0,52,949,18.3,11
36,Jermaine Lewis,Maryland,ACC,8,52,957,18.4,7,,,,,52,957,18.4,7
37,Harrison Houston,Florida,SEC,12,35,643,18.4,7,,,,,35,643,18.4,7
38,Jerry Reese,San Jose State,Big West,11,26,478,18.4,7,3,9,3.0,0,29,487,16.8,7
39,Chris Jenkins,Ohio,MAC,11,24,442,18.4,3,,,,,24,442,18.4,3
40,Bobby Engram,Penn State,Big Ten,11,48,873,18.2,13,3,15,5.0,0,51,888,17.4,13
41,Clarence Cannon,Boston College,Big East,11,38,693,18.2,4,,,,,38,693,18.2,4
42,Andre Coleman,Kansas State,Big 8,11,42,761,18.1,6,3,24,8.0,0,45,785,17.4,6
43,Patrick Jeffers,Virginia,ACC,9,32,580,18.1,6,1,-1,-1.0,0,33,579,17.5,6
44,Derrick Alexander,Michigan,Big Ten,12,35,621,17.7,4,3,30,10.0,0,38,651,17.1,4
45,Ed Hill,West Virginia,Big East,12,25,442,17.7,4,,,,,25,442,17.7,4
46,Eric Olsen,Colorado State,WAC,11,31,546,17.6,4,,,,,31,546,17.6,4
47,Mike Caldwell,California,Pac-10,13,55,962,17.5,7,,,,,55,962,17.5,7
48,Mike Adams,Texas,SWC,11,52,908,17.5,7,5,68,13.6,0,57,976,17.1,7
49,Frank Sanders,Auburn,SEC,11,48,842,17.5,6,6,57,9.5,1,54,899,16.6,7
50,Ray Griffis,North Carolina State,ACC,11,24,421,17.5,4,,,,,24,421,17.5,4
51,Albert Hall,Oklahoma,Big 8,10,21,366,17.4,2,,,,,21,366,17.4,2
52,Johnnie Morton,USC,Pac-10,13,88,1520,17.3,14,,,,,88,1520,17.3,14
53,Corey Holliday,North Carolina,ACC,12,50,867,17.3,2,,,,,50,867,17.3,2
