Rk,Player,School,Conf,G,Rec,RecYds,RecAvg,RecTD,RushAtt,RushYds,RushAvg,RushTD,Plays,TotalYds,YardsPerPlay,TotalTDs
113,Darnell Mooney,Tulane,American,13,48,713,14.9,5,0,0,,0,48,713,14.9,5
114,Mathew Sexton,Eastern Michigan,MAC,11,34,508,14.9,4,5,14,2.8,0,39,522,13.4,4
115,Trevon Grimes,Florida,SEC,13,33,491,14.9,3,1,-4,-4.0,0,34,487,14.3,3
116,George Pickens,Georgia,SEC,12,49,727,14.8,8,0,0,,0,49,727,14.8,8
117,Romeo Doubs,Nevada,MWC,10,44,649,14.8,4,1,-1,-1.0,0,45,648,14.4,4
118,Jonathan Nance,Missouri,SEC,12,31,458,14.8,4,1,4,4.0,0,32,462,14.4,4
119,Osirus Mitchell,Mississippi State,SEC,10,29,430,14.8,6,0,0,,0,29,430,14.8,6
120,Tre Walker,San Jose State,MWC,10,79,1161,14.7,2,0,0,,0,79,1161,14.7,2
121,Johnny Johnson III,Oregon,Pac-12,13,57,836,14.7,7,0,0,,0,57,836,14.7,7
122,Corey Sutton,Appalachian State,Sun Belt,9,41,601,14.7,7,0,0,,0,41,601,14.7,7
123,Collin Johnson,Texas,Big 12,7,38,559,14.7,3,0,0,,0,38,559,14.7,3
124,Jimmy Marshall,Middle Tennessee State,CUSA,11,35,513,14.7,6,0,0,,0,35,513,14.7,6
125,Malik Knowles,Kansas State,Big 12,11,27,397,14.7,3,7,70,10.0,0,34,467,13.7,3
126,Jeremy Singleton,Houston,American,12,26,381,14.7,3,0,0,,0,26,381,14.7,3
127,Matt Bushman,Brigham Young,Ind,12,47,688,14.6,4,0,0,,0,47,688,14.6,4
128,Terrace Marshall Jr.,LSU,SEC,12,46,671,14.6,13,0,0,,0,46,671,14.6,13
129,Devin Asiasi,UCLA,Pac-12,12,44,641,14.6,4,0,0,,0,44,641,14.6,4
130,Cameron Dollar,Charlotte,CUSA,12,41,599,14.6,2,1,-5,-5.0,0,42,594,14.1,2
131,Jordan Duncan,California,Pac-12,10,25,364,14.6,2,0,0,,0,25,364,14.6,2
132,Warren Jackson,Colorado State,MWC,10,77,1119,14.5,8,0,0,,0,77,1119,14.5,8
133,RJ Turner,Texas Tech,Big 12,10,45,654,14.5,3,0,0,,0,45,654,14.5,3
134,Drake London,USC,Pac-12,8,39,567,14.5,5,0,0,,0,39,567,14.5,5
135,Tray Eafford,Troy,Sun Belt,8,23,334,14.5,3,0,0,,0,23,334,14.5,3
136,Beau Corrales,North Carolina,ACC,11,40,575,14.4,6,0,0,,0,40,575,14.4,6
137,Lawrence Cager,Georgia,SEC,8,33,476,14.4,4,0,0,,0,33,476,14.4,4
138,Garrett Wilson,Ohio State,Big Ten,13,30,432,14.4,5,0,0,,0,30,432,14.4,5
139,Whop Philyor,Indiana,Big Ten,12,70,1002,14.3,5,10,43,4.3,0,80,1045,13.1,5
140,Nate Stewart,Akron,MAC,10,37,529,14.3,3,0,0,,0,37,529,14.3,3
141,Dalton Rigdon,Texas Tech,Big 12,10,34,486,14.3,5,6,12,2.0,0,40,498,12.5,5
142,Champ Flemings,Oregon State,Pac-12,12,32,457,14.3,3,3,18,6.0,0,35,475,13.6,3
143,Devin Carter,North Carolina State,ACC,12,32,456,14.3,0,0,0,,0,32,456,14.3,0
144,Joshua Simon,Western Kentucky,CUSA,12,30,430,14.3,4,0,0,,0,30,430,14.3,4
145,Nate Craig-Myers,Colorado State,MWC,9,23,329,14.3,1,0,0,,0,23,329,14.3,1
146,Brandon Arconado,Washington State,Pac-12,11,78,1109,14.2,7,0,0,,0,78,1109,14.2,7
147,Hasise Dubois,Virginia,ACC,13,75,1062,14.2,6,0,0,,0,75,1062,14.2,6
148,JaCorey Sullivan,Central Michigan,MAC,12,57,808,14.2,3,0,0,,0,57,808,14.2,3
149,Darrell Stewart Jr.,Michigan State,Big Ten,9,49,697,14.2,4,2,-13,-6.5,0,51,684,13.4,4
150,Riley Miller,Ball State,MAC,12,43,612,14.2,6,0,0,,0,43,612,14.2,6
151,Jalen Reagor,TCU,Big 12,12,43,611,14.2,5,14,89,6.4,0,57,700,12.3,5
152,Bo Melton,Rutgers,Big Ten,12,30,427,14.2,2,4,22,5.5,0,34,449,13.2,2
153,Amari Rodgers,Clemson,ACC,13,30,426,14.2,4,2,50,25.0,1,32,476,14.9,5
154,Dazz Newsome,North Carolina,ACC,12,72,1018,14.1,10,3,9,3.0,0,75,1027,13.7,10
155,Seth Williams,Auburn,SEC,12,59,830,14.1,8,0,0,,0,59,830,14.1,8
156,Dante Wright,Colorado State,MWC,12,57,805,14.1,4,17,214,12.6,2,74,1019,13.8,6
157,Marlon Williams,UCF,American,12,51,717,14.1,6,0,0,,0,51,717,14.1,6
158,Brevin Jordan,Miami (FL),ACC,9,35,495,14.1,2,1,0,0.0,0,36,495,13.8,2
159,Cody White,Michigan State,Big Ten,13,66,922,14.0,6,6,22,3.7,0,72,944,13.1,6
160,Brad Rozner,Rice,CUSA,12,55,770,14.0,5,0,0,,0,55,770,14.0,5
161,Antonio Nunn,Buffalo,MAC,12,49,687,14.0,6,0,0,,0,49,687,14.0,6
162,Cole Tucker,Northern Illinois,MAC,12,38,531,14.0,1,0,0,,0,38,531,14.0,1
163,Jalen Wydermyer,Texas A&M,SEC,12,32,447,14.0,6,0,0,,0,32,447,14.0,6
164,Tyrie Cleveland,Florida,SEC,12,25,351,14.0,1,0,0,,0,25,351,14.0,1
165,Chase Cota,UCLA,Pac-12,11,25,350,14.0,3,0,0,,0,25,350,14.0,3
166,Justin Jefferson,LSU,SEC,15,111,1540,13.9,18,0,0,,0,111,1540,13.9,18
167,Boogie Knight,Akron,MAC,12,31,430,13.9,0,1,3,3.0,0,32,433,13.5,0
168,Zack Moss,Utah,Pac-12,13,28,388,13.9,2,235,1416,6.0,15,263,1804,6.9,17
169,Khalil Shakir,Boise State,MWC,14,63,872,13.8,6,19,66,3.5,3,82,938,11.4,9
170,Michael Lawrence,North Texas,CUSA,12,48,661,13.8,3,0,0,,0,48,661,13.8,3
171,Trey Knox,Arkansas,SEC,8,28,385,13.8,3,0,0,,0,28,385,13.8,3
172,Kendall Hinton,Wake Forest,ACC,11,73,1001,13.7,4,2,9,4.5,0,75,1010,13.5,4
173,Jonathan Adams Jr.,Arkansas State,Sun Belt,13,62,851,13.7,5,0,0,,0,62,851,13.7,5
174,Charlie Kolar,Iowa State,Big 12,13,51,697,13.7,7,0,0,,0,51,697,13.7,7
175,Isaiah Hodgins,Oregon State,Pac-12,12,86,1171,13.6,13,0,0,,0,86,1171,13.6,13
176,Brycen Hopkins,Purdue,Big Ten,11,61,830,13.6,7,0,0,,0,61,830,13.6,7
177,Laviska Shenault Jr.,Colorado,Pac-12,11,56,764,13.6,4,23,161,7.0,2,79,925,11.7,6
178,Nick Westbrook,Indiana,Big Ten,11,42,572,13.6,5,0,0,,0,42,572,13.6,5
179,Freddie Swain,Florida,SEC,12,38,517,13.6,7,4,27,6.8,0,42,544,13.0,7
180,Antwan Davis,Ball State,MAC,12,38,516,13.6,3,0,0,,0,38,516,13.6,3
181,Ardell Brown,Connecticut,American,9,27,368,13.6,2,0,0,,0,27,368,13.6,2
182,Amon-Ra St. Brown,USC,Pac-12,13,77,1042,13.5,6,7,60,8.6,1,84,1102,13.1,7
183,Nikko Remigio,California,Pac-12,10,38,513,13.5,3,3,8,2.7,0,41,521,12.7,3
184,Isaiah Likely,Coastal Carolina,Sun Belt,12,32,431,13.5,5,0,0,,0,32,431,13.5,5
185,Van Jefferson,Florida,SEC,12,49,657,13.4,6,1,7,7.0,0,50,664,13.3,6
186,Ty Fryfogle,Indiana,Big Ten,12,45,604,13.4,3,0,0,,0,45,604,13.4,3
187,Jarrin Pierce,Middle Tennessee State,CUSA,12,42,562,13.4,4,1,9,9.0,0,43,571,13.3,4
188,Deven Thompkins,Utah State,MWC,12,40,536,13.4,4,6,77,12.8,1,46,613,13.3,5
189,Josh Palmer,Tennessee,SEC,11,34,457,13.4,1,2,4,2.0,0,36,461,12.8,1
190,Deddrick Thomas,Mississippi State,SEC,13,30,401,13.4,2,1,5,5.0,0,31,406,13.1,2
191,Austin Mack,Ohio State,Big Ten,10,27,361,13.4,3,0,0,,0,27,361,13.4,3
192,K.D. Nixon,Colorado,Pac-12,12,35,465,13.3,3,5,19,3.8,0,40,484,12.1,3
193,Rondale Moore,Purdue,Big Ten,4,29,387,13.3,2,3,3,1.0,0,32,390,12.2,2
194,Chris Autman-Bell,Minnesota,Big Ten,13,28,371,13.3,5,0,0,,0,28,371,13.3,5
195,Kevin Shaa,Liberty,Ind,9,26,346,13.3,2,0,0,,0,26,346,13.3,2
196,Jhamon Ausbon,Texas A&M,SEC,13,66,872,13.2,5,0,0,,0,66,872,13.2,5
197,Sam Crawford Jr.,Tulsa,American,11,59,777,13.2,5,0,0,,0,59,777,13.2,5
198,Jesse Matthews,San Diego State,MWC,13,48,633,13.2,2,1,7,7.0,0,49,640,13.1,2
199,Josh Pederson,Louisiana-Monroe,Sun Belt,12,43,567,13.2,9,0,0,,0,43,567,13.2,9
200,Devin Duvernay,Texas,Big 12,13,106,1386,13.1,9,10,24,2.4,1,116,1410,12.2,10
201,Justyn Ross,Clemson,ACC,14,66,865,13.1,8,0,0,,0,66,865,13.1,8
202,Dezmon Patmon,Washington State,Pac-12,13,58,762,13.1,8,0,0,,0,58,762,13.1,8
203,Shermar Thornton,Florida International,CUSA,12,51,668,13.1,5,0,0,,0,51,668,13.1,5
204,Tay Martin,Washington State,Pac-12,12,43,564,13.1,4,0,0,,0,43,564,13.1,4
205,Jamal Bell,Louisiana,Sun Belt,13,34,445,13.1,1,0,0,,0,34,445,13.1,1
206,Mitchell Brinkman,Northern Illinois,MAC,12,34,445,13.1,3,0,0,,0,34,445,13.1,3
207,Zachari Jackson,Louisiana-Monroe,Sun Belt,12,30,392,13.1,1,0,0,,0,30,392,13.1,1
208,Jared Smart,Hawaii,MWC,15,87,1129,13.0,5,0,0,,0,87,1129,13.0,5
209,Mike Carrigan,Kent State,MAC,10,44,570,13.0,5,0,0,,0,44,570,13.0,5
210,Talon Shumway,Brigham Young,Ind,13,43,561,13.0,4,0,0,,0,43,561,13.0,4
211,T.J. Simmons,West Virginia,Big 12,10,35,455,13.0,4,1,-4,-4.0,0,36,451,12.5,4
212,Tyrice Richie,Northern Illinois,MAC,11,32,415,13.0,4,5,35,7.0,0,37,450,12.2,4
213,Tayvion Robinson,Virginia Tech,ACC,12,31,404,13.0,1,11,132,12.0,0,42,536,12.8,1
214,Tony Gaiter IV,Florida International,CUSA,13,50,647,12.9,4,0,0,,0,50,647,12.9,4
215,Jack Sorenson,Miami (OH),MAC,11,44,568,12.9,4,0,0,,0,44,568,12.9,4
216,Josiah Deguara,Cincinnati,American,13,39,504,12.9,7,0,2,,1,39,506,13.0,8
217,Carlos Strickland,UTSA,CUSA,12,38,492,12.9,4,0,0,,0,38,492,12.9,4
218,Zakhari Franklin,UTSA,CUSA,9,38,491,12.9,3,0,0,,0,38,491,12.9,3
219,Donovan Peoples-Jones,Michigan,Big Ten,11,34,438,12.9,6,2,-7,-3.5,0,36,431,12.0,6
220,Stephen Guidry,Mississippi State,SEC,11,30,387,12.9,5,0,0,,0,30,387,12.9,5
221,Ryan Luehrman,Ohio,MAC,12,28,360,12.9,5,0,0,,0,28,360,12.9,5
222,Tarik Black,Michigan,Big Ten,11,25,323,12.9,1,0,0,,0,25,323,12.9,1
223,Andrew Parchment,Kansas,Big 12,12,65,831,12.8,7,1,0,0.0,0,66,831,12.6,7
224,John Mitchell,Florida Atlantic,CUSA,14,38,488,12.8,5,0,0,,0,38,488,12.8,5
225,Mike Harley,Miami (FL),ACC,12,38,485,12.8,3,4,22,5.5,0,42,507,12.1,3
226,Sam Pinckney,Georgia State,Sun Belt,9,36,460,12.8,5,0,0,,0,36,460,12.8,5
227,Michael Woods,Arkansas,SEC,10,33,423,12.8,4,0,0,,0,33,423,12.8,4
228,Taye Barber,TCU,Big 12,7,29,372,12.8,0,5,87,17.4,0,34,459,13.5,0
229,Josh Hammond,Florida,SEC,13,27,346,12.8,2,6,101,16.8,1,33,447,13.5,3
230,Donny Navarro,Illinois,Big Ten,11,27,345,12.8,2,1,6,6.0,0,28,351,12.5,2
231,Elijah Moore,Ole Miss,SEC,12,67,850,12.7,6,4,-1,-0.3,0,71,849,12.0,6
232,Thomas Hennigan,Appalachian State,Sun Belt,14,61,773,12.7,6,1,4,4.0,0,62,777,12.5,6
233,Quian Williams,Eastern Michigan,MAC,12,52,661,12.7,6,0,0,,0,52,661,12.7,6
234,Adrian Hardy,Louisiana Tech,CUSA,10,42,534,12.7,1,0,0,,0,42,534,12.7,1
235,CT Thomas,Boise State,MWC,13,41,522,12.7,5,2,22,11.0,1,43,544,12.7,6
236,Tre'shon Wolf,UTEP,CUSA,11,34,433,12.7,2,3,21,7.0,0,37,454,12.3,2
237,Luke Whittemore,Troy,Sun Belt,12,34,431,12.7,2,0,0,,0,34,431,12.7,2
238,Aaron Young,Duke,ACC,10,29,367,12.7,3,0,0,,0,29,367,12.7,3
239,Michael Pittman Jr.,USC,Pac-12,13,101,1275,12.6,11,0,0,,0,101,1275,12.6,11
240,Deangleo Antoine,Florida Atlantic,CUSA,13,61,771,12.6,5,8,146,18.3,1,69,917,13.3,6
241,Tony Brown,Colorado,Pac-12,12,56,707,12.6,5,6,33,5.5,1,62,740,11.9,6
242,Giovanni Ricci,Western Michigan,MAC,13,51,642,12.6,8,0,0,,0,51,642,12.6,8
243,Caleb Repp,Utah State,MWC,11,36,455,12.6,4,0,0,,0,36,455,12.6,4
244,T.J. Graham,Texas State,Sun Belt,10,28,353,12.6,4,0,0,,0,28,353,12.6,4
245,Khalil McClain,Troy,Sun Belt,12,45,562,12.5,7,0,0,,0,45,562,12.5,7
246,Daylon Charlot,Kansas,Big 12,11,33,413,12.5,2,0,0,,0,33,413,12.5,2
247,D.J. Stubbs,Liberty,Ind,13,32,401,12.5,3,1,-12,-12.0,0,33,389,11.8,3
248,Mitchell Wilcox,South Florida,American,11,28,350,12.5,5,0,0,,0,28,350,12.5,5
249,Tim Jones,Southern Mississippi,CUSA,13,73,902,12.4,3,1,-2,-2.0,0,74,900,12.2,3
250,Blake Proehl,East Carolina,American,12,54,670,12.4,4,0,0,,0,54,670,12.4,4
251,Trey McBride,Colorado State,MWC,12,45,560,12.4,4,0,0,,0,45,560,12.4,4
252,Line Latu,Eastern Michigan,MAC,12,30,373,12.4,3,6,19,3.2,0,36,392,10.9,3
253,Tyler Vaughns,USC,Pac-12,12,74,912,12.3,6,0,0,,0,74,912,12.3,6
254,La'Michael Pettway,Iowa State,Big 12,12,55,676,12.3,6,0,0,,0,55,676,12.3,6
255,Colby Parkinson,Stanford,Pac-12,12,48,589,12.3,1,0,0,,0,48,589,12.3,1
256,Markis McCray,Louisiana-Monroe,Sun Belt,12,47,580,12.3,6,9,84,9.3,0,56,664,11.9,6
257,Keenen Johnson,Tulsa,American,12,46,568,12.3,3,0,0,,0,46,568,12.3,3
258,T.J. Vasher,Texas Tech,Big 12,10,42,515,12.3,6,0,0,,0,42,515,12.3,6
259,Jake Ferguson,Wisconsin,Big Ten,14,33,407,12.3,2,0,0,,0,33,407,12.3,2
260,Peter LeBlanc,Louisiana,Sun Belt,14,28,344,12.3,4,0,0,,0,28,344,12.3,4
261,Elijah Cooks,Nevada,MWC,13,76,926,12.2,8,0,0,,0,76,926,12.2,8
262,Jeff Thomas,Miami (FL),ACC,10,31,379,12.2,3,7,41,5.9,0,38,420,11.1,3
263,Gunner Romney,Brigham Young,Ind,12,31,377,12.2,2,1,6,6.0,0,32,383,12.0,2
264,Lucky Jackson,Western Kentucky,CUSA,13,94,1133,12.1,4,1,15,15.0,0,95,1148,12.1,4
265,Austin Trammell,Rice,CUSA,12,60,726,12.1,4,2,13,6.5,0,62,739,11.9,4
