Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2016.0,Mehdi Abdesmad,Boston College,DT,78.25,284.0,9.75,33.38,,5.1,25.0,29.5,108.0,4.62,7.55,
2016.0,Jerell Adams,South Carolina,TE,77.13,247.0,9.75,34.38,,4.64,18.0,32.5,117.0,4.31,7.05,11.52
2016.0,Vernon Adams,Oregon,QB,70.88,200.0,9.13,30.25,,4.83,,29.5,114.0,4.2,6.82,
2016.0,Bralon Addison,Oregon,WR,69.25,197.0,9.13,29.5,,4.66,13.0,34.5,116.0,4.14,6.95,11.53
2016.0,Roberto Aguayo,Florida State,K,72.0,207.0,9.88,31.75,,,,,,,,
2016.0,Dominique Alexander,Oklahoma,ILB,72.25,232.0,9.0,32.25,,4.76,17.0,28.5,104.0,4.57,7.84,
2016.0,Mackensie Alexander,Clemson,CB,70.38,190.0,9.13,31.38,,4.49,11.0,37.5,121.0,4.21,7.18,
2016.0,Vadal Alexander,Louisiana State,OG,77.25,326.0,10.5,35.25,,5.57,25.0,24.0,95.0,4.9,8.04,
2016.0,Brandon Allen,Arkansas,QB,73.38,217.0,8.88,31.25,,4.84,,28.0,110.0,4.33,7.06,
2016.0,Jack Allen,Michigan State,C,73.25,294.0,10.13,32.25,,5.29,23.0,26.5,101.0,4.73,7.9,
2016.0,Geronimo Allison,Illinois,WR,75.25,196.0,9.5,32.88,,4.67,,33.0,127.0,4.28,7.4,11.54
2016.0,Robby Anderson,Temple,WR,74.88,187.0,8.63,30.0,,4.36,8.0,36.5,128.0,4.27,7.07,
2016.0,Stephen Anderson,California,TE,74.13,230.0,9.25,32.0,,4.64,16.0,38.0,119.0,4.13,6.95,
2016.0,Eli Apple,Ohio State,CB,72.63,199.0,9.38,31.38,,4.4,13.0,,,4.08,7.0,
2016.0,Micah Awe,Texas Tech,OLB,71.13,216.0,8.88,30.875,,4.67,16.0,39.0,127.0,4.27,7.03,
2016.0,Demarcus Ayers,Houston,WR,69.38,182.0,9.25,31.25,,4.72,,33.0,123.0,4.35,7.3,
2016.0,Sterling Bailey,Georgia,DE,76.0,285.0,10.25,33.38,,5.23,20.0,30.0,111.0,4.73,7.46,
2016.0,Alex Balducci,Oregon,DT,75.63,309.0,9.25,33.0,,5.01,25.0,33.0,113.0,4.63,7.55,
2016.0,Peyton Barber,Auburn,RB,70.0,228.0,9.38,30.25,,4.64,20.0,32.5,111.0,4.21,7.0,11.65
2016.0,Adairius Barnes,Louisiana Tech,CB,70.75,179.0,8.75,29.625,,4.55,14.0,41.5,126.0,4.08,6.82,
2016.0,Trevor Bates,Maine,OLB,73.0,245.0,9.75,32.5,,4.78,18.0,33.5,118.0,4.25,6.75,
2016.0,Jimmy Bean,Oklahoma State,DE,77.0,264.0,9.75,33.5,,,20.0,,,,,
2016.0,Cason Beatty,Florida State,P,75.38,214.0,9.75,32.5,,,,,,,,
2016.0,Willie Beavers,Western Michigan,OT,76.63,321.0,9.5,33.5,,5.28,20.0,25.5,103.0,4.71,7.96,
2016.0,Vonn Bell,Ohio State,SS,70.75,199.0,9.5,32.38,,4.53,16.0,30.5,,,,
2016.0,Adrian Bellard,Texas State,OT,76.75,301.0,9.63,34.625,,5.49,15.0,26.0,93.0,5.03,8.08,
2016.0,Caleb Benenoch,UCLA,OT,77.5,311.0,10.0,34.5,,4.98,,28.0,104.0,5.11,8.15,
2016.0,Andrew Billings,Baylor,DT,72.63,311.0,10.0,33.0,,5.05,31.0,27.5,113.0,4.82,8.05,
2016.0,Ronald Blair,Appalachian State (NC),DE,74.13,284.0,10.25,34.0,,5.15,32.0,30.0,113.0,4.53,7.95,
2016.0,Austin Blythe,Iowa,C,74.13,298.0,9.38,30.25,,5.36,29.0,27.5,99.0,4.53,7.52,
2016.0,Briean Boddy-Calhoun,Minnesota,CB,69.5,193.0,9.13,31.0,,4.47,10.0,35.0,123.0,4.22,7.16,11.69
2016.0,Evan Boehm,Missouri,C,74.13,302.0,10.25,31.63,,5.33,24.0,28.5,96.0,4.69,7.52,
2016.0,Moritz Boehringer,Schwabisch Hall,WR,76.5,227.0,9.5,32.625,,4.49,17.0,39.0,131.0,4.09,6.64,
2016.0,Joe Bolden,Michigan,ILB,73.25,230.0,9.75,30.375,,4.95,17.0,35.0,112.0,4.5,7.22,
2016.0,Devante Bond,Oklahoma,OLB,73.13,235.0,9.25,32.38,,4.7,21.0,37.5,121.0,4.36,7.07,
2016.0,Devontae Booker,Utah,RB,70.75,219.0,8.63,31.63,,,22.0,,,,,
2016.0,Joey Bosa,Ohio State,DE,77.25,269.0,10.25,33.38,,4.86,24.0,32.0,120.0,4.21,6.89,
