Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2009.0,Spencer Adkins,Miami (FL),ILB,71.13,230.0,,,,4.48,30.0,36.5,,4.25,,
2009.0,Al Afalava,Oregon State,SS,70.88,207.0,,,,4.47,25.0,40.0,125.0,4.07,6.6,
2009.0,Kevin Akins,Boston College,OLB,74.0,218.0,,,,4.82,15.0,31.5,117.0,4.15,6.78,11.12
2009.0,Asher Allen,Georgia,CB,69.5,194.0,8.5,29.5,,4.48,22.0,35.0,115.0,4.3,6.93,
2009.0,Roger Allen,Missouri Western,OG,74.75,326.0,10.0,34.75,,5.25,38.0,26.5,93.0,4.8,8.3,
2009.0,Antonio Appleby,Virginia,ILB,75.5,245.0,,,,,24.0,33.0,,,,
2009.0,Stanley Arnoux,Wake Forest,ILB,72.0,232.0,9.75,32.0,,4.56,19.0,31.5,121.0,4.39,7.22,
2009.0,Robert Ayers,Tennessee,DE,75.13,272.0,10.0,33.0,,4.77,18.0,29.5,102.0,4.51,7.56,
2009.0,Chris Baker,Hampton (VA),DT,74.0,326.0,10.0,34.0,,4.94,24.0,35.5,106.0,4.9,8.06,
2009.0,Ramses Barden,Cal Poly,WR,78.0,229.0,,,,4.55,17.0,33.5,118.0,4.26,7.1,
2009.0,Kevin Barnes,Maryland,CB,72.25,187.0,8.63,32.5,41.0,4.45,,38.5,128.0,3.96,6.72,
2009.0,Connor Barwin,Cincinnati,OLB,75.63,256.0,10.0,33.75,,4.59,21.0,40.5,128.0,4.18,6.87,
2009.0,Will Beatty,Texas Tech,OT,78.0,307.0,10.0,34.75,,5.12,27.0,33.5,107.0,4.77,7.62,
2009.0,William Beatty,Connecticut,OT,78.0,307.0,,,,5.06,27.0,33.5,107.0,4.77,7.62,
2009.0,Travis Beckum,Wisconsin,TE,75.0,239.0,9.0,34.0,,4.62,28.0,38.5,118.0,4.1,7.05,
