Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2010.0,Phillip Adams,South Carolina State,CB,70.75,192.0,,,,4.5,,34.5,124.0,4.34,7.16,
2010.0,Seyi Ajirotutu,Frenso State (CA),WR,75.38,204.0,9.38,32.63,,4.6,14.0,36.0,115.0,4.39,7.22,
2010.0,Rahim Alem,Louisiana State,DE,74.63,251.0,10.25,33.25,,4.75,18.0,30.5,106.0,4.8,7.54,
2010.0,Charles Alexander,Louisiana State,DT,75.63,300.0,10.38,35.0,,5.4,,32.5,102.0,4.94,,
2010.0,Danario Alexander,Missouri,WR,76.63,215.0,10.0,34.75,,,,,,,,
2010.0,Nate Allen,South Florida,FS,72.5,207.0,9.38,31.0,,4.5,16.0,34.5,114.0,4.3,6.96,
2010.0,Tyson Alualu,California,DE,74.38,295.0,10.0,33.0,,4.87,21.0,35.5,116.0,4.43,7.15,
2010.0,Jon Amaya,Nevada,FS,72.75,203.0,,,,4.51,8.0,28.0,118.0,,,
2010.0,Jonathon Amaya,Nebraska,FS,72.75,203.0,8.25,31.25,,4.6,8.0,28.0,118.0,4.3,6.82,
2010.0,Pat Angerer,Iowa,ILB,72.25,235.0,9.13,30.5,,4.71,26.0,35.0,110.0,4.29,7.04,
2010.0,Lucien Antoine,Oklahoma State,SS,72.5,215.0,9.38,32.25,,4.62,28.0,32.0,120.0,4.47,7.38,
2010.0,Javier Arenas,Alabama,CB,68.63,197.0,9.5,30.88,,4.6,,,112.0,,,
2010.0,Alric Arnett,West Virginia,WR,73.75,188.0,9.0,32.5,,4.52,,40.0,122.0,4.43,7.03,
2010.0,Jon Asamoah,Illinois,OG,76.0,305.0,10.13,33.0,,5.07,22.0,28.0,106.0,4.51,7.56,
2010.0,Larry Asante,Nebraska,SS,72.0,212.0,9.0,31.5,,4.62,14.0,37.5,118.0,4.17,7.0,
2010.0,Geno Atkins,Georgia,DT,73.38,293.0,9.63,32.0,,4.75,34.0,33.0,117.0,4.43,7.33,
2010.0,Terrence Austin,UCLA,WR,69.63,165.0,,,,4.52,15.0,35.5,123.0,4.28,7.16,
2010.0,Brandon Banks,Kansas State,WR,66.75,149.0,8.25,30.0,,4.43,,31.0,113.0,4.29,6.88,
2010.0,Freddie Barnes,Bowling Green (OH),WR,72.0,215.0,,,,4.67,12.0,30.5,107.0,4.55,7.16,
2010.0,Kevin Basped,Nevada,DE,76.5,258.0,9.75,34.75,,4.75,26.0,29.0,104.0,4.88,7.54,
2010.0,Danny Batten,South Dakota State,ILB,74.88,246.0,,,,4.71,30.0,32.5,122.0,4.32,7.26,
2010.0,Zane Beadles,Utah,OG,76.38,310.0,9.75,33.75,,5.28,27.0,,,,,
2010.0,Jason Beauchamp,Nevada Las Vegas,ILB,75.0,244.0,10.0,33.5,,4.89,21.0,39.5,120.0,4.57,7.1,
2010.0,Chris Bell,Norfolk State (VA),WR,74.13,211.0,9.13,32.25,,4.5,15.0,35.0,117.0,4.35,6.76,
2010.0,Joique Bell,Wayne State (MI),RB,71.25,220.0,9.0,31.5,,4.68,16.0,36.5,120.0,4.17,6.84,11.33
2010.0,Arrelious Benn,Illinois,WR,73.0,219.0,9.38,32.25,,4.57,20.0,37.0,118.0,4.32,6.78,
2010.0,Eric Berry,Tennessee,FS,71.63,211.0,9.63,33.25,,4.4,19.0,43.0,130.0,4.23,6.8,
2010.0,Jahvid Best,California,RB,70.13,199.0,9.0,31.75,24.0,4.34,18.0,32.5,113.0,4.17,6.75,
2010.0,Ciron Black,Louisiana State,OG,76.5,327.0,10.13,33.0,,5.53,23.0,25.5,91.0,5.13,8.52,
2010.0,LeGarrette Blount,Oregon,RB,72.5,241.0,10.0,33.5,16.0,4.7,18.0,35.0,117.0,4.49,6.85,
2010.0,Nyan Boateng,California,WR,73.0,204.0,9.38,33.25,,4.75,14.0,36.0,112.0,4.69,7.35,
2010.0,Kyle Bosworth,UCLA,OLB,72.63,236.0,9.25,32.0,,4.69,25.0,32.5,117.0,4.11,6.67,
2010.0,Brent Bowden,Virginia Tech,P,74.5,202.0,9.25,31.0,,,,,,,,
2010.0,Navorro Bowman,Penn State,OLB,72.5,242.0,9.88,33.0,,4.7,26.0,29.5,115.0,4.59,6.91,11.52
2010.0,Sam Bradford,Oklahoma,QB,76.25,236.0,9.5,34.375,36.0,4.79,,,,,,
2010.0,Dezmon Briscoe,Kansas,WR,74.0,207.0,9.5,33.5,,4.66,9.0,33.0,115.0,4.57,7.1,
2010.0,Dorian Brooks,James Madison (VA),OG,74.25,306.0,10.0,33.75,,5.15,26.0,23.0,100.0,4.66,7.73,
2010.0,Antonio Brown,Central Michigan,WR,70.13,186.0,9.0,31.0,,4.56,13.0,33.5,105.0,4.18,6.98,
2010.0,Charles Brown,Southern California,OT,77.38,303.0,11.38,35.25,,5.24,21.0,31.5,101.0,,,
2010.0,Chris Brown,Oklahoma,RB,70.38,210.0,9.13,29.0,,4.55,17.0,36.0,115.0,4.49,7.12,
2010.0,Cornelius Brown,Texas-El Paso,CB,70.88,198.0,10.0,31.5,,4.59,11.0,31.5,118.0,4.24,6.87,
2010.0,Jarrett Brown,West Virginia,QB,74.88,224.0,10.0,34.875,,4.5,,34.5,114.0,4.39,7.24,
2010.0,Levi Brown,Troy (AL),QB,75.5,229.0,9.5,31.5,,4.93,20.0,31.5,106.0,4.43,7.07,
2010.0,Stevie Brown,Michigan,SS,71.25,212.0,,,,4.51,23.0,34.5,122.0,4.33,6.92,
2010.0,Dez Bryant,Oklahoma State,WR,74.0,225.0,9.75,34.0,,4.52,14.0,38.0,133.0,4.46,7.1,
2010.0,Bryan Bulaga,Iowa,OT,77.38,314.0,9.25,33.25,,5.2,26.0,27.5,98.0,4.75,7.7,
2010.0,Morgan Burnett,Georgia Tech,FS,73.38,209.0,9.0,31.75,,4.51,16.0,39.5,140.0,3.92,6.87,
2010.0,Benjamin Burney,Michigan State,CB,70.63,202.0,,,,4.38,16.0,39.0,121.0,4.1,6.71,
2010.0,Crezdon Butler,Clemson,CB,71.75,191.0,8.75,32.0,,4.43,17.0,39.5,121.0,4.23,7.08,
2010.0,Donald Butler,Washington,ILB,73.13,245.0,9.5,32.625,,4.62,35.0,35.5,121.0,4.28,6.93,
2010.0,Jeff Byers,Southern California,C,75.38,301.0,9.5,33.13,,5.04,33.0,27.0,98.0,4.56,7.57,
2010.0,Nate Byham,Pittsburgh,TE,75.88,268.0,10.0,33.5,,4.97,18.0,29.0,109.0,4.45,7.05,
2010.0,Kyle Calloway,Iowa,OT,78.5,323.0,10.13,33.25,,5.46,22.0,23.5,92.0,4.86,7.96,
2010.0,Jorrick Calvin,Troy (AL),CB,70.13,182.0,,,,4.46,,33.0,108.0,4.54,7.21,
2010.0,Bruce Campbell,Maryland,OT,78.38,314.0,10.5,36.25,,4.75,34.0,32.0,101.0,4.69,7.58,
2010.0,Chris Campbell,Eastern Illinois,OT,77.0,328.0,,,,5.28,14.0,25.0,96.0,4.14,8.08,
2010.0,Lee Campbell,Minnesota,ILB,74.38,247.0,9.63,31.5,,4.88,17.0,34.0,108.0,4.4,7.27,
2010.0,Sean Canfield,Oregon State,QB,75.75,223.0,9.25,32.75,,4.93,,29.5,100.0,4.39,7.26,11.89
2010.0,Selvish Capers,West Virginia,OT,76.63,308.0,10.0,34.0,,5.11,19.0,30.5,106.0,4.68,7.68,
2010.0,Alex Carrington,Arkansas State,DE,77.25,285.0,10.5,33.25,,4.92,26.0,33.0,122.0,4.81,7.64,
2010.0,Nolan Carroll,Maryland,CB,71.5,204.0,9.25,31.0,,4.42,17.0,37.5,123.0,4.21,6.81,
2010.0,Brandon Carter,Texas Tech,OG,77.75,329.0,10.63,33.5,,5.34,22.0,24.5,102.0,4.94,7.82,
2010.0,Chris Carter,UC-Davis,WR,71.38,191.0,9.38,30.75,,,12.0,,,,,
2010.0,Chris Chancellor,Clemson,CB,69.13,177.0,9.38,30.5,,4.49,14.0,34.0,115.0,4.07,6.85,
2010.0,Kam Chancellor,Virginia Tech,FS,75.25,231.0,9.5,33.0,,4.62,22.0,32.0,116.0,4.41,7.36,
2010.0,Jamar Chaney,Mississippi State,ILB,72.75,242.0,9.88,33.5,,4.54,26.0,39.0,124.0,4.29,6.9,
2010.0,Barry Church,Toledo,SS,73.5,222.0,9.38,33.25,,4.69,19.0,36.0,121.0,4.17,6.65,
2010.0,Daryll Clark,Penn State,QB,73.88,235.0,9.5,32.75,,4.72,21.0,33.0,116.0,4.28,6.97,
2010.0,Jimmy Clausen,Notre Dame,QB,74.63,222.0,9.0,30.75,23.0,4.76,,,,,,
2010.0,Keenan Clayton,Oklahoma,OLB,73.13,229.0,9.5,32.5,,4.59,27.0,41.5,124.0,4.19,6.92,
2010.0,Terrence Cody,Alabama,DT,75.63,349.0,11.0,34.25,,5.71,22.0,20.5,90.0,5.03,8.19,
2010.0,Justin Cole,San Jose State,OLB,75.13,242.0,9.38,31.25,,4.76,22.0,34.5,117.0,4.42,7.13,11.21
2010.0,Antonio Coleman,Auburn,OLB,73.5,255.0,10.0,33.0,,4.87,18.0,33.5,113.0,4.46,7.01,
2010.0,Harry Coleman,Louisiana State,SS,73.5,211.0,9.75,32.5,,4.56,13.0,33.0,115.0,4.42,7.24,
2010.0,Kurt Coleman,Ohio State,SS,70.25,192.0,9.13,30.75,,4.55,19.0,34.5,122.0,4.15,6.81,
2010.0,Nate Collins,Virginia,DT,74.0,290.0,,,,4.94,22.0,33.0,106.0,4.8,7.37,
2010.0,John Conner,Kentucky,FB,71.13,246.0,8.5,32.0,,4.64,24.0,35.0,111.0,4.32,7.15,
2010.0,Kavell Conner,Clemson,OLB,72.5,242.0,9.5,32.75,,4.59,24.0,33.5,110.0,4.6,7.36,
2010.0,Chris Cook,Virginia,CB,74.0,212.0,9.25,32.5,,4.45,7.0,38.0,132.0,4.23,6.88,
2010.0,Erik Cook,New Mexico,C,78.0,318.0,9.75,33.875,,5.55,19.0,25.0,94.0,4.99,8.24,
2010.0,Riley Cooper,Florida,WR,75.38,222.0,10.38,32.63,,4.53,,33.0,114.0,4.15,6.73,
2010.0,Perrish Cox,Oklahoma State,CB,71.38,195.0,8.38,30.0,,4.58,12.0,32.5,113.0,4.2,6.82,
2010.0,Jonathan Crompton,Tennessee,QB,75.13,222.0,,,,4.85,,31.0,106.0,4.34,6.95,
2010.0,Jermaine Cunningham,Florida,DE,75.38,266.0,10.38,33.75,,4.89,,35.0,118.0,,,
2010.0,Rennie Curran,Georgia,OLB,70.63,235.0,10.38,31.5,,4.75,25.0,34.5,112.0,4.4,7.34,
2010.0,Anthony Davis,Rutgers,OT,77.0,323.0,,34.0,,5.36,21.0,33.0,,4.97,8.17,
2010.0,Dexter Davis,Arizona State,OLB,73.5,244.0,9.5,33.0,,4.62,25.0,35.0,109.0,4.3,7.08,
2010.0,Hall Davis,Louisiana-Lafayette,DE,75.75,271.0,9.88,34.375,,4.84,28.0,34.5,114.0,4.63,7.53,
2010.0,Brandon Deaderick,Alabama,DT,75.88,314.0,9.38,34.375,,,,,,,,
2010.0,Eric Decker,Minnesota,WR,75.13,217.0,9.13,31.0,,4.54,15.0,,,,,
2010.0,Chris DeGeare,Wake Forest,OG,75.63,325.0,9.75,34.0,,5.12,27.0,32.5,103.0,4.9,7.84,
2010.0,Dorin Dickerson,Pittsburgh,TE,73.38,226.0,9.75,34.0,,4.4,24.0,43.5,125.0,4.3,6.96,
2010.0,Ed Dickson,Oregon,TE,76.25,249.0,9.75,33.0,,4.59,23.0,34.0,115.0,4.59,7.32,
2010.0,Richard Dickson,Louisiana State,FB,74.63,249.0,,,,4.85,14.0,28.5,102.0,4.52,7.53,
2010.0,Phillip Dillard,Nebraska,ILB,72.25,245.0,9.5,30.5,,4.65,18.0,31.5,106.0,4.43,7.16,
2010.0,Ryan DImperio,Rutgers,ILB,73.38,241.0,,,,4.68,21.0,33.5,115.0,4.39,6.84,
2010.0,Andre Dixon,Connecticut,RB,72.75,205.0,10.13,32.25,,4.56,,40.0,117.0,4.19,6.99,11.55
2010.0,Anthony Dixon,Mississippi State,RB,72.75,233.0,9.75,32.625,25.0,4.67,15.0,33.0,121.0,4.49,7.09,
2010.0,Matt Dodge,East Carolina (NC),P,73.5,224.0,9.75,32.0,,,23.0,34.0,114.0,,,
2010.0,Jim Dray,Stanford,TE,76.75,246.0,10.13,33.0,,4.82,17.0,34.0,113.0,4.38,7.14,
2010.0,Vladimir Ducasse,Massachusetts,OT,76.38,332.0,9.63,34.75,,5.21,29.0,26.0,91.0,4.97,8.25,
2010.0,Carlos Dunlap,Florida,DE,77.75,278.0,10.0,34.63,,4.68,21.0,31.5,111.0,4.61,7.21,
2010.0,Jonathan Dwyer,Georgia Tech,RB,71.25,229.0,8.63,31.0,17.0,4.64,15.0,33.0,107.0,4.67,7.56,
2010.0,Marcus Easley,Connecticut,WR,74.75,210.0,8.5,32.75,,4.39,16.0,34.0,123.0,4.6,6.94,11.5
2010.0,A.J. Edds,Iowa,OLB,75.63,246.0,9.13,32.75,,4.62,16.0,33.0,117.0,4.28,7.19,
2010.0,Armanti Edwards,Appalachian State (NC),WR,70.88,187.0,9.5,32.25,,4.41,13.0,34.5,123.0,4.19,6.74,
2010.0,Brody Eldridge,Oklahoma,TE,76.75,261.0,9.63,32.5,,4.72,20.0,31.5,112.0,4.44,7.27,
2010.0,Dedrick Epps,Miami (FL),TE,75.38,246.0,9.88,33.13,,4.72,19.0,33.0,110.0,4.42,7.31,
2010.0,Ray Fisher,Indiana,CB,68.0,172.0,,,,4.51,,38.0,122.0,4.16,6.83,
2010.0,Jeffrey Fitzgerald,Kansas State,DE,75.63,270.0,,,,4.83,21.0,35.0,117.0,4.36,7.29,
2010.0,Jacoby Ford,Clemson,WR,68.88,186.0,9.25,30.5,,4.22,15.0,33.5,115.0,4.44,7.0,
2010.0,Jason Fox,Miami (FL),OT,78.88,305.0,9.5,34.5,,5.42,23.0,29.5,101.0,,,
2010.0,Dominique Franks,Oklahoma,CB,71.0,194.0,9.75,31.5,,4.46,10.0,33.5,117.0,4.33,7.32,
2010.0,Junior Galette,Stillman (AL),OLB,73.75,257.0,9.0,33.0,,4.77,25.0,33.5,113.0,4.16,7.04,
2010.0,Clifton Geathers,South Carolina,DE,79.5,299.0,11.13,37.75,,4.98,26.0,36.0,112.0,4.72,7.69,
2010.0,Riar Geer,Colorado,FB,74.88,256.0,10.13,33.0,,5.0,13.0,33.0,106.0,4.29,7.13,
2010.0,Toby Gerhart,Stanford,RB,72.0,231.0,9.63,32.0,,4.5,22.0,38.0,118.0,4.25,6.94,
2010.0,David Gettis,Baylor,WR,75.0,217.0,10.0,34.0,,4.43,15.0,34.5,124.0,4.41,6.94,
2010.0,Brandon Ghee,Wake Forest,CB,71.63,192.0,10.5,32.5,,4.37,15.0,37.0,127.0,4.07,6.75,11.21
2010.0,Thaddeus Gibson,Ohio State,OLB,74.0,243.0,8.75,33.0,,4.78,32.0,32.0,115.0,4.27,6.84,
2010.0,Mardy Gilyard,Cincinnati,WR,71.88,187.0,9.13,32.25,,4.61,,39.0,116.0,4.4,6.92,11.59
2010.0,Travis Goethel,Arizona State,ILB,74.5,240.0,9.63,32.0,,4.81,21.0,35.0,111.0,4.54,6.93,
2010.0,Brandon Graham,Michigan,OLB,73.38,268.0,9.88,32.25,,4.71,31.0,31.5,111.0,4.25,7.01,
2010.0,Garrett Graham,Wisconsin,TE,75.13,243.0,9.5,32.0,,4.71,20.0,34.5,112.0,4.35,7.09,
2010.0,Jimmy Graham,Miami (FL),TE,78.25,260.0,10.63,35.0,,4.53,15.0,38.5,120.0,4.45,6.9,11.76
2010.0,Marshay Green,Mississippi,CB,68.88,180.0,10.0,31.5,,4.73,13.0,35.5,124.0,4.11,6.66,
2010.0,Kurtis Gregory,Missouri,OG,76.5,305.0,10.25,33.0,,5.31,26.0,25.5,91.0,4.93,7.62,
2010.0,Clint Gresham,Texas Christian,LS,74.75,236.0,9.0,31.5,,5.08,,,,,,
2010.0,Jermaine Gresham,Oklahoma,TE,77.25,261.0,9.63,34.75,,4.66,20.0,35.0,113.0,4.53,7.07,11.88
2010.0,Everson Griffen,Southern California,DE,75.38,273.0,10.0,32.63,,4.65,32.0,34.0,115.0,4.36,7.25,
2010.0,Cody Grimm,Virginia Tech,SS,70.88,203.0,9.63,30.5,,4.55,11.0,35.5,117.0,4.02,6.58,
2010.0,Rob Gronkowski,Arizona,TE,78.25,258.0,10.75,34.25,,4.68,23.0,33.5,119.0,4.47,7.18,
2010.0,Joe Haden,Florida,CB,70.75,193.0,9.5,32.75,,4.52,18.0,35.0,125.0,4.34,6.94,
2010.0,Max Hall,Brigham Young,QB,72.63,209.0,9.0,30.0,,4.84,,32.0,102.0,4.35,7.07,
2010.0,Clay Harbor,Missouri State,FB,74.63,252.0,9.5,32.63,,4.62,30.0,40.0,120.0,4.37,7.12,
2010.0,Montario Hardesty,Tennessee,RB,71.75,225.0,9.5,31.0,25.0,4.49,21.0,41.0,124.0,4.14,6.87,
2010.0,Greg Hardy,Mississippi,DE,76.0,281.0,9.75,34.0,,4.82,21.0,35.0,117.0,4.65,7.25,
2010.0,Ramon Harewood,Morehouse,OT,78.25,341.0,,,,5.11,22.0,24.0,111.0,,,
2010.0,Larry Hart,Central Arkansas,OLB,72.38,248.0,,,,4.62,24.0,34.0,121.0,4.26,7.0,
2010.0,Chris Hawkins,Louisiana State,CB,72.13,187.0,9.88,32.0,,4.43,16.0,35.0,118.0,4.46,6.91,
2010.0,Joe Hawley,Nevada Las Vegas,C,75.25,297.0,10.63,33.13,,5.21,35.0,26.0,105.0,4.73,7.5,
2010.0,Aaron Hernandez,Florida,TE,74.38,245.0,9.75,32.25,,4.64,30.0,33.0,111.0,4.18,6.83,
2010.0,Tim Hiller,Western Michigan,QB,76.0,229.0,9.13,31.25,,4.97,18.0,32.5,118.0,4.54,7.1,
2010.0,Shay Hodge,Mississippi,WR,73.25,209.0,9.25,33.0,,4.62,11.0,33.5,117.0,4.32,6.9,
2010.0,Trindon Holliday,Louisiana State,WR,65.25,166.0,8.25,28.5,,4.21,10.0,42.0,116.0,4.48,6.54,
2010.0,Michael Hoomanawanui,Illinois,TE,75.63,264.0,10.13,33.0,,4.77,25.0,32.5,110.0,4.52,7.67,
2010.0,Lamarr Houston,Texas,DT,74.75,305.0,10.0,33.0,,4.84,30.0,33.5,114.0,4.71,7.61,
2010.0,David Howard,Brown (RI),DT,74.88,293.0,,,,5.03,27.0,32.0,104.0,4.7,7.58,
2010.0,Otis Hudson,Eastern Illinois,OT,76.63,312.0,,,,5.17,21.0,26.5,105.0,4.91,8.14,
2010.0,Jerry Hughes,Texas Christian,OLB,73.75,255.0,9.75,33.0,,4.65,26.0,34.5,118.0,4.15,6.99,
2010.0,Josh Hull,Penn State,ILB,74.75,237.0,9.0,32.75,,4.93,25.0,32.5,115.0,4.07,6.86,11.31
2010.0,Carl Ihenacho,San Jose State,OLB,74.0,245.0,8.88,33.5,,4.86,20.0,,,,,
2010.0,Mike Iupati,Idaho,OG,77.13,331.0,10.63,34.75,,5.24,27.0,27.5,92.0,4.93,7.85,
2010.0,Brian Jackson,Oklahoma,CB,72.63,202.0,9.75,34.0,,4.65,20.0,35.5,120.0,4.22,6.76,11.23
2010.0,Kareem Jackson,Alabama,CB,70.5,196.0,9.13,30.0,,4.4,13.0,37.5,118.0,4.14,6.92,
2010.0,Rashawn Jackson,Virginia,FB,73.0,239.0,9.88,33.0,,4.75,20.0,34.5,117.0,4.47,7.0,
2010.0,Brandon James,Florida,RB,66.38,186.0,8.75,29.75,,4.47,14.0,,,,,
2010.0,Javarris James,Miami (FL),RB,72.25,215.0,9.63,32.0,,4.58,21.0,36.0,115.0,4.24,7.07,
2010.0,A.J. Jefferson,Frenso State (CA),CB,72.13,193.0,9.25,32.5,,4.42,7.0,44.0,126.0,4.0,6.72,11.04
2010.0,John Jerry,Mississippi,OT,77.38,328.0,9.75,34.0,,5.15,31.0,27.5,101.0,4.69,7.93,
2010.0,Brett Johnson,California,FS,73.0,194.0,,,,4.47,14.0,42.5,129.0,4.01,6.77,
2010.0,George Johnson,Rutgers,DE,76.38,268.0,,,,4.79,29.0,31.0,113.0,4.57,6.96,
2010.0,Marquis Johnson,Alabama,CB,70.75,192.0,,,,4.65,,,,4.03,7.2,
2010.0,Micah Johnson,Kentucky,ILB,73.5,258.0,9.25,32.0,,4.99,31.0,29.0,107.0,4.26,7.34,
2010.0,Mike Johnson,Alabama,OG,77.25,312.0,9.75,32.5,,5.37,21.0,25.0,91.0,5.01,8.15,
2010.0,Robert Johnson,Utah,FS,74.13,203.0,,,,4.58,13.0,33.0,115.0,4.12,6.56,
2010.0,Stafon Johnson,Southern California,RB,70.88,214.0,8.75,30.38,,4.62,13.0,35.5,118.0,4.28,7.21,
2010.0,Kyle Jolly,North Carolina,OT,78.0,311.0,10.25,33.5,,5.36,20.0,21.5,89.0,4.87,7.89,
2010.0,Arthur Jones,Syracuse,DT,75.25,301.0,10.25,35.25,,,30.0,,,,,
2010.0,Chad Jones,Louisiana State,SS,74.13,221.0,9.0,32.5,,4.59,9.0,36.0,115.0,4.14,6.83,
2010.0,Donald Jones,Youngstown State (OH),WR,72.38,214.0,9.0,32.0,,4.46,20.0,41.0,119.0,4.2,6.9,
2010.0,Reshad Jones,Georgia,SS,73.25,214.0,9.0,32.0,,4.51,24.0,39.5,118.0,4.54,7.43,
2010.0,Linval Joseph,East Carolina (NC),DT,76.5,328.0,10.0,34.5,,5.09,39.0,30.0,100.0,4.71,8.12,
2010.0,Kevin Jurovich,San Jose State,WR,70.63,182.0,9.5,30.5,,4.49,14.0,37.5,122.0,4.2,,
2010.0,Mike Kafka,Northwestern,QB,75.13,225.0,9.25,33.5,,4.93,,32.0,110.0,4.37,6.96,
2010.0,Deji Karim,Southern Illinois,RB,68.63,209.0,,,,4.4,19.0,43.0,123.0,4.33,6.95,
2010.0,Sergio Kindle,Texas,OLB,74.88,250.0,10.0,33.25,,4.65,25.0,36.5,118.0,4.53,7.26,
2010.0,Jammie Kirlew,Indiana,DE,73.25,260.0,9.88,32.5,,5.05,26.0,33.0,111.0,4.74,7.5,
2010.0,Jameson Konz,Kent State (OH),TE,75.5,234.0,,,,4.41,,46.0,128.0,4.25,6.93,
2010.0,Matt Kopa,Stanford,OT,77.75,300.0,9.25,34.5,,,26.0,,,,,
2010.0,Keaton Kristick,Oregon State,OLB,74.75,234.0,9.5,31.0,,4.7,16.0,34.0,120.0,4.21,6.96,11.33
2010.0,Brandon LaFell,Louisiana State,WR,74.5,211.0,8.75,32.75,,4.58,11.0,36.0,115.0,4.23,6.81,
2010.0,Austen Lane,Murray State (KY),DE,77.75,276.0,10.13,33.375,,4.91,20.0,34.5,125.0,4.6,7.38,
2010.0,Brandon Lang,Troy (AL),DE,75.75,266.0,8.75,32.0,,5.0,20.0,28.5,104.0,4.68,7.34,
2010.0,Ted Larsen,North Carolina State,C,74.63,304.0,9.75,32.0,,5.19,26.0,24.0,96.0,4.66,7.81,
2010.0,Shawn Lauvao,Arizona State,OG,74.88,315.0,9.5,33.0,,5.22,33.0,26.5,101.0,4.51,7.56,
2010.0,Simoni Lawrence,Minnesota,OLB,72.38,232.0,9.63,33.0,,4.59,21.0,40.0,123.0,4.43,7.3,
2010.0,Boris Lee,Troy (AL),ILB,72.5,238.0,9.75,32.0,,4.94,27.0,32.5,112.0,4.57,7.33,
2010.0,Sean Lee,Penn State,ILB,74.13,236.0,8.75,32.0,,4.71,24.0,37.5,120.0,4.16,6.89,
2010.0,Dan LeFevour,Central Michigan,QB,75.25,230.0,9.25,32.5,,4.6,,29.5,110.0,4.22,6.93,
