Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
1995.0,Clifton Abraham,Florida State,CB,68.6,184.0,8.88,29.25,,,,,,,,
1995.0,Derrick Alexander,Florida State,DE,76.1,276.0,10.25,34.0,,,,,,,,
1995.0,Patrice Alexander,Southwestern Louisiana,ILB,72.4,251.0,,,,4.93,24.0,30.5,114.0,4.41,,12.41
1995.0,Eric Alford,Nebraska,TE,72.6,232.0,9.5,33.25,,,,,,,,
1995.0,Kelvin Anderson,Southeast Missouri State,RB,67.6,198.0,10.13,29.38,,4.65,12.0,37.0,111.0,4.18,,11.5
1995.0,Justin Armour,Stanford,WR,76.6,221.0,10.5,32.0,,4.71,,32.5,116.0,4.04,,11.36
1995.0,Antonio Armstrong,Texas A&M,OLB,73.8,234.0,9.63,30.5,,,17.0,,,,,
1995.0,Jamie Asher,Louisville,TE,75.9,243.0,10.0,31.75,,4.97,20.0,31.5,113.0,4.16,,11.91
1995.0,Joe Aska,Central Oklahoma,RB,70.5,230.0,10.13,31.63,,4.43,14.0,34.5,120.0,4.31,,11.28
1995.0,Todd Baczek,Northwestern,OG,75.3,296.0,10.0,33.38,,5.35,33.0,26.0,98.0,5.09,,
1995.0,Henry Bailey,Nevada Las Vegas,WR,68.0,176.0,9.0,30.88,,4.48,,38.5,130.0,4.12,,11.56
1995.0,Robert Baldwin,Duke,RB,70.9,222.0,9.25,32.0,,4.75,17.0,31.5,108.0,4.6,,12.21
1995.0,Michael Barber,Clemson,OLB,72.8,247.0,10.75,32.0,,4.88,,30.0,111.0,4.57,,12.56
1995.0,Jay Barker,Alabama,QB,74.4,212.0,10.0,31.63,,4.94,,27.0,105.0,4.31,,
1995.0,Dave Barr,California,QB,74.9,210.0,9.75,31.38,,,,,,,,
1995.0,Thomas Baskin,Texas,DT,74.0,288.0,9.13,32.25,,,22.0,,,,,
1995.0,Wilky Bazile,Syracuse,DT,74.8,271.0,10.0,34.0,,5.26,20.0,29.5,106.0,4.66,,
1995.0,Jeff Beckley,Boston College,P,73.1,195.0,9.5,30.38,,,,,,,,
1995.0,John Becksvoort,Tennessee,K,72.1,176.0,9.0,31.0,,,,,,,,
1995.0,Lee Becton,Notre Dame,RB,71.0,195.0,9.38,31.13,,,,,,,,
1995.0,Brandon Bennett,South Carolina,RB,70.8,201.0,9.38,31.75,,,,,,,,
1995.0,Tony Berti,Colorado,OT,77.5,287.0,10.13,32.13,,4.99,31.0,26.5,108.0,4.59,,
1995.0,Mark Birchmeier,Michigan State,C,74.9,295.0,10.0,30.13,,5.28,32.0,23.5,94.0,4.78,,
1995.0,Eric Bjornson,Washington,TE,76.4,215.0,9.63,31.63,,,,,,,,
1995.0,Greg Black,North Carolina,DT,75.8,304.0,10.0,34.0,,5.62,16.0,,,,,
1995.0,Tony Boselli,Southern California,OT,78.9,323.0,10.0,33.5,,5.23,26.0,30.0,102.0,4.6,,
1995.0,Kevin Bouie,Mississippi State,RB,71.9,225.0,9.0,31.13,,4.73,17.0,30.0,113.0,4.41,,12.32
1995.0,Tony Bouie,Arizona,FS,69.6,187.0,9.38,30.5,,4.7,15.0,32.5,116.0,4.32,,11.94
1995.0,Stephen Boyd,Boston College,ILB,72.9,240.0,8.63,29.5,,4.88,26.0,32.0,113.0,4.12,,11.97
1995.0,Norman Bradford,Grambling State (LA),RB,73.5,203.0,9.75,32.0,,4.75,,32.0,118.0,4.31,,11.62
1995.0,Kyle Brady,Penn State,TE,78.4,258.0,9.5,33.5,,4.84,18.0,35.0,120.0,4.21,,11.81
1995.0,Brian Bravy,Georgia Tech,OG,75.6,332.0,9.5,32.25,,5.67,,23.5,94.0,4.91,,
1995.0,Alundis Brice,Mississippi,CB,70.0,161.0,9.25,31.88,,,,,,,,
1995.0,Anthony Bridges,North Texas,CB,69.0,181.0,8.63,30.0,,,,,,,,
1995.0,Blake Brockermeyer,Texas,OT,76.6,305.0,10.5,33.0,,,18.0,,,,,
1995.0,Barrett Brooks,Kansas State,OT,76.6,305.0,11.0,34.5,,5.24,20.0,,,,,
1995.0,Derrick Brooks,Florida State,OLB,72.3,229.0,10.75,32.5,,4.71,,,,,,
1995.0,Anthony Brown,Utah,OT,77.0,320.0,10.38,34.25,,5.57,26.0,28.5,98.0,5.13,,
1995.0,Jamie Brown,Florida A&M,OT,79.6,340.0,10.13,35.75,,5.64,25.0,24.5,101.0,5.21,,
1995.0,Ken Brown,Virginia Tech,OLB,73.5,235.0,9.88,34.13,,,13.0,34.5,115.0,,,
1995.0,Kendall Brown,Louisville,DE,75.1,267.0,9.75,33.25,,,19.0,,,,,
1995.0,Lance Brown,Indiana,CB,72.8,200.0,9.38,31.88,,,14.0,,,,,
1995.0,Reuben Brown,Pittsburgh,OT,75.1,304.0,9.25,34.5,,5.48,22.0,27.0,106.0,4.72,,
1995.0,Mark Bruener,Washington,TE,76.5,249.0,9.75,32.5,,4.89,22.0,34.0,116.0,4.19,,11.66
1995.0,Jeremy Burkett,Colorado State,TE,72.3,225.0,8.25,30.13,,4.63,,33.5,112.0,4.21,,11.29
1995.0,Devin Bush,Florida State,FS,71.4,208.0,9.63,31.38,,,13.0,,,,,
1995.0,Kevin Carter,Florida,DE,77.6,274.0,10.63,33.25,,,,,,,,
1995.0,Ki-Jana Carter,Penn State,RB,70.0,227.0,9.38,32.0,,,,,,,,
1995.0,Ontiwaun Carter,Arizona,RB,68.6,183.0,8.5,30.0,,4.63,19.0,32.0,114.0,4.44,,11.4
1995.0,Stoney Case,New Mexico,QB,74.5,206.0,9.63,31.38,,4.83,,30.5,111.0,4.25,,
1995.0,Ricky Ceasar,Northeastern Oklahoma A&M,DE,74.0,252.0,10.63,32.88,,4.92,25.0,30.0,109.0,,,
1995.0,Byron Chamberlain,Wayne State (NE),TE,73.3,225.0,9.5,32.0,,4.72,,33.5,110.0,4.18,,11.77
1995.0,Ronald Cherry,McNeese State (LA),OT,75.4,307.0,10.88,34.25,,5.43,22.0,28.0,104.0,5.35,,
1995.0,Ryan Christopherson,Wyoming,FB,70.8,243.0,9.63,30.5,,4.7,24.0,35.0,119.0,4.09,,11.35
1995.0,Shannon Clavelle,Colorado,DT,74.0,283.0,10.25,33.25,,,,,,,,
1995.0,Tony Cline,Stanford,TE,76.6,251.0,10.13,32.75,,4.84,25.0,36.5,121.0,4.25,,
1995.0,Mill Coleman,Michigan State,WR,68.0,171.0,10.5,30.13,,4.77,,,,,,
1995.0,Gerald Collins,Vanderbilt,ILB,73.6,252.0,10.75,32.88,,4.92,19.0,31.5,111.0,4.27,,11.6
1995.0,Kerry Collins,Penn State,QB,77.0,240.0,10.0,32.75,,,,,,,,
1995.0,Todd Collins,Michigan,QB,76.6,224.0,9.5,32.5,,5.07,,30.0,111.0,4.34,,
1995.0,Duane Conway,Eastern Illinois,C,74.5,288.0,10.13,31.75,,5.38,24.0,26.5,107.0,4.77,,
1995.0,Anthony Cook,South Carolina State,DT,74.8,293.0,8.25,34.25,,,25.0,,,,,
1995.0,Carlos Cosby,Jackson State (MS),OG,73.8,306.0,9.5,33.5,,,26.0,,,,,
1995.0,Frank Costa,Miami (FL),QB,75.3,215.0,10.25,30.88,,5.13,,25.0,101.0,4.66,,
1995.0,Damien Covington,North Carolina State,ILB,71.8,236.0,9.13,32.25,,4.96,,32.0,112.0,4.31,,12.0
1995.0,Jamal Cox,Georgia Tech,OLB,72.9,239.0,9.13,32.25,,4.9,20.0,29.0,109.0,,,
1995.0,Zack Crockett,Florida State,FB,73.6,244.0,10.88,31.88,,,20.0,,,,,
1995.0,Ken Dammann,Rutgers,OT,76.0,292.0,10.5,32.5,,5.43,,29.0,99.0,4.91,,
1995.0,Terry Daniel,Auburn,P,72.6,239.0,8.63,31.38,,,,,,,,
1995.0,Ed Daniels,Langston (OK),QB,74.1,203.0,10.0,33.13,,5.0,,27.0,110.0,4.47,,
1995.0,Cedric Davis,Tennessee State,CB,69.5,170.0,9.5,31.25,,4.44,,32.5,116.0,4.42,,11.47
1995.0,Michael Davis,Mississippi State,FB,71.5,230.0,10.0,32.13,,4.77,19.0,30.0,112.0,4.72,,12.09
1995.0,Ronald Davis,Tennessee,CB,70.0,200.0,9.5,31.5,,4.57,,38.0,123.0,4.0,,
1995.0,Terrell Davis,Georgia,RB,71.6,213.0,9.0,30.88,,4.72,,35.0,120.0,4.41,,11.65
1995.0,Tyrone Davis,Virginia,TE,76.0,234.0,9.0,32.75,,,,,,,,
1995.0,Terry Dean,Florida,QB,73.5,213.0,10.13,32.88,,4.91,,30.0,111.0,4.12,,
1995.0,Greg Delong,North Carolina,TE,74.5,249.0,9.88,31.25,,4.91,22.0,26.0,98.0,4.41,,12.41
1995.0,Brian Demarco,Michigan State,OT,77.5,314.0,11.0,33.25,,5.63,,26.5,103.0,4.77,,
1995.0,Silas Demary,Virginia State,ILB,73.5,247.0,9.25,32.63,,4.95,16.0,30.5,111.0,4.56,,12.41
1995.0,Lee Deramus,Wisconsin,WR,72.0,191.0,10.13,33.75,,,,,,,,
1995.0,Jim Diguilio,Indiana,P,71.1,187.0,9.63,30.25,,,,,,,,
1995.0,Ken Dilger,Illinois,TE,76.9,252.0,10.13,33.25,,,17.0,33.5,112.0,4.19,,11.5
1995.0,Hugh Douglas,Central State (OH),DE,73.6,265.0,9.88,33.0,,4.76,27.0,32.0,113.0,4.5,,
1995.0,Jamal Duff,San Diego State,DE,78.8,259.0,10.63,34.5,,4.91,20.0,34.5,123.0,4.56,,
1995.0,Troy Dumas,Nebraska,ILB,75.6,234.0,10.13,33.13,,4.92,14.0,35.5,118.0,4.13,,12.03
1995.0,David Dunn,Frenso State (CA),WR,73.6,209.0,10.75,32.63,,,,,,,,
1995.0,Chad Eaton,Washington State,DT,75.9,292.0,10.75,33.0,,5.23,24.0,25.5,98.0,4.78,,
1995.0,Shayne Edge,Florida,P,70.9,175.0,8.5,30.38,,,,,,,,
1995.0,Hicham El Mashtoub,Arizona,C,74.4,298.0,9.75,31.13,,,31.0,,,,,
1995.0,Jamal Ellis,Duke,CB,70.6,192.0,8.5,30.38,,4.66,9.0,32.0,,4.19,,
