Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2013.0,Oday Aboushi,Virginia,OT,77.38,308.0,10.63,33.78,,5.45,17.0,23.5,100.0,4.84,7.92,
2013.0,Johnny Adams,Michigan State,CB,70.25,185.0,8.0,31.28,,4.48,16.0,33.0,118.0,4.54,7.0,
2013.0,Robert Alford,Southeast Louisiana,CB,70.13,188.0,9.5,32.08,,4.39,17.0,40.0,132.0,4.23,6.89,
2013.0,Keenan Allen,California,WR,74.0,206.0,10.0,32.75,,,,,,,,
2013.0,Ryan Allen,Louisiana Tech,P,73.5,229.0,9.63,32.5,,,,,,,,
2013.0,Zach Allen,North Carolina State,OG,73.75,332.0,9.88,33.48,,5.43,32.0,27.5,93.0,4.96,,
2013.0,Kiko Alonso,Oregon,ILB,75.38,238.0,9.75,32.125,,4.74,,30.5,117.0,4.18,6.96,
2013.0,David Amerson,North Carolina State,CB,73.0,205.0,10.5,32.58,,4.44,15.0,35.5,127.0,4.13,6.75,
2013.0,C.J. Anderson,California,RB,68.13,224.0,9.08,30.0,,4.6,17.0,32.0,119.0,4.12,7.15,
2013.0,Ezekial Ansah,Brigham Young,DE,77.25,271.0,10.25,35.18,,4.63,21.0,34.5,118.0,4.26,7.11,
2013.0,Marc Anthony,California,CB,71.38,196.0,9.0,32.18,,4.63,12.0,35.0,118.0,4.07,6.74,
2013.0,Terron Armstead,Arkansas-Pine Bluff,OT,76.75,306.0,9.25,34.08,27.0,4.71,31.0,34.5,112.0,4.72,7.62,
2013.0,Tavon Austin,West Virginia,WR,68.5,174.0,9.18,30.08,7.0,4.34,14.0,32.0,120.0,4.01,,
2013.0,Jeff Baca,UCLA,OG,75.38,302.0,9.75,34.28,34.0,5.03,28.0,26.5,100.0,4.44,7.26,
2013.0,Alvin Bailey,Arkansas,OG,75.13,312.0,9.38,34.68,,4.95,27.0,,,4.69,7.5,
2013.0,Stedman Bailey,West Virginia,WR,70.25,193.0,9.78,32.68,,4.52,11.0,34.5,117.0,4.09,6.81,
2013.0,David Bakhtiari,Colorado,OT,76.25,299.0,9.5,34.08,,5.18,28.0,25.5,101.0,4.74,7.7,
2013.0,Montee Ball,Wisconsin,RB,70.5,214.0,9.08,32.63,,4.66,15.0,32.0,118.0,4.4,6.88,
2013.0,Johnthan Banks,Mississippi State,CB,74.0,185.0,9.25,33.78,,4.61,10.0,34.0,125.0,4.27,6.97,
2013.0,Chris Barker,Nevada,OG,74.63,305.0,9.38,33.08,,5.25,29.0,27.5,99.0,4.77,8.09,
2013.0,Matt Barkley,Southern California,QB,74.5,230.0,10.08,30.63,30.0,4.91,,,,4.58,,
2013.0,Kenjon Barner,Oregon,RB,69.25,196.0,9.18,29.63,,4.52,20.0,35.5,122.0,4.2,6.87,11.33
2013.0,T.J. Barnes,Georgia Tech,DT,78.25,369.0,10.75,34.78,,5.3,25.0,22.0,97.0,4.96,8.26,
2013.0,Sam Barrington,South Florida,ILB,72.88,246.0,10.25,32.28,,4.91,22.0,32.5,117.0,4.25,7.16,
2013.0,David Bass,Missouri Western,DE,75.88,262.0,10.5,33.48,,4.84,20.0,30.5,111.0,4.33,7.07,
2013.0,Steve Beauharnais,Rutgers,ILB,72.88,240.0,9.13,32.68,,4.84,19.0,33.0,118.0,4.2,6.99,11.95
2013.0,Nick Becton,Virginia Tech,OT,77.25,323.0,9.0,35.48,,5.2,19.0,29.5,109.0,4.57,7.77,
2013.0,Le'Veon Bell,Michigan State,RB,73.38,230.0,9.58,31.5,,4.6,24.0,31.5,118.0,4.24,6.75,
2013.0,Giovani Bernard,North Carolina,RB,68.38,202.0,9.38,28.0,25.0,4.53,19.0,33.5,122.0,4.12,6.91,11.41
2013.0,Tommy Bohanon,Wake Forest,FB,73.0,246.0,10.08,30.13,,4.88,36.0,35.0,119.0,4.42,7.27,11.94
2013.0,Travis Bond,North Carolina,OG,77.88,329.0,9.63,35.48,,5.27,22.0,22.5,98.0,4.96,7.85,
2013.0,Alan Bonner,Jacksonville State (AL),WR,70.25,193.0,9.38,30.28,,4.59,14.0,33.0,117.0,4.15,7.04,
