Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2003.0,Khalid Abdullah,Mars Hill (NC),OLB,74.1,227.0,9.5,31.63,,4.63,26.0,36.5,126.0,4.17,7.13,11.26
2003.0,Anthony Adams,Penn State,DT,71.6,299.0,9.0,31.5,,5.1,,30.5,109.0,4.57,7.67,
2003.0,Sam Aiken,North Carolina,WR,73.9,209.0,10.0,31.25,,4.64,,39.5,121.0,,7.22,
2003.0,Nnamdi Asomugha,California,CB,74.4,213.0,9.63,32.25,,4.5,16.0,37.5,124.0,,,
2003.0,Rod Babers,Texas,CB,68.8,192.0,9.5,31.5,,4.46,15.0,37.0,127.0,4.06,6.82,
2003.0,Boss Bailey,Georgia,OLB,75.1,233.0,9.75,32.5,,4.58,,42.0,135.0,,,
2003.0,Brad Banks,Iowa,QB,70.8,201.0,9.5,31.5,13.0,4.67,,33.5,112.0,,,
2003.0,Korey Banks,Mississippi State,CB,69.9,188.0,9.75,30.25,,4.59,15.0,,,,,
2003.0,Tully Banta-Cain,California,DE,74.1,264.0,9.75,31.5,,4.79,25.0,,,,,
2003.0,Nick Barnett,Oregon State,OLB,73.6,236.0,9.38,31.88,,4.69,32.0,34.5,123.0,4.07,6.97,11.23
2003.0,Justin Bates,Colorado,OG,75.9,300.0,10.0,32.25,,5.46,18.0,,,,,
2003.0,Solomon Bates,Arizona State,ILB,73.4,243.0,8.63,32.0,,4.88,19.0,30.0,112.0,4.32,7.22,11.63
2003.0,Arnaz Battle,Notre Dame,WR,73.0,217.0,,,,4.58,,35.0,117.0,4.06,6.74,
2003.0,Santonio Beard,Alabama,RB,71.6,222.0,9.25,31.25,,4.59,,31.5,119.0,,,
2003.0,Ronald Bellamy,Michigan,WR,72.0,208.0,9.25,32.5,,4.57,,30.5,119.0,4.09,7.37,11.58
