Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2014.0,Jared Abbrederis,Wisconsin,WR,73.0,195.0,9.63,31.38,32.0,4.5,4.0,30.5,116.0,4.08,6.8,11.39
2014.0,Kenneth Acker,Southern Methodist (TX),CB,71.63,190.0,9.0,31.0,,4.5,11.0,36.0,117.0,4.37,6.94,
2014.0,Davante Adams,Frenso State (CA),WR,72.88,212.0,9.0,32.63,,4.56,14.0,39.5,123.0,4.3,6.82,
2014.0,Walt Aikens,Liberty (VA),CB,72.63,203.0,9.0,32.25,,4.49,13.0,35.0,118.0,4.42,7.12,
2014.0,Maurice Alexander,Utah State,SS,73.25,220.0,,,,4.54,,38.0,123.0,4.51,7.05,
2014.0,Mo Alexander,Utah State,SS,73.25,220.0,8.88,32.625,,4.54,,38.0,123.0,4.51,7.05,
2014.0,Beau Allen,Wisconsin,DT,74.5,333.0,9.75,32.125,,,30.0,31.0,104.0,4.5,7.27,
2014.0,Denicos Allen,Michigan State,OLB,70.25,225.0,9.75,30.25,,4.74,26.0,29.0,105.0,4.61,7.46,
2014.0,Ricardo Allen,Purdue,CB,69.13,187.0,9.25,30.0,,4.61,13.0,35.5,116.0,4.15,6.9,
2014.0,Torrence Allen,West Texas A&M,WR,72.0,183.0,8.88,32.375,,4.41,15.0,40.0,129.0,4.56,7.14,
2014.0,Jace Amaro,Texas Tech,TE,77.38,265.0,9.0,34.0,,4.74,28.0,33.0,116.0,4.3,7.42,12.26
2014.0,Antonio Andrews,Western Kentucky,RB,70.13,225.0,9.5,31.25,,4.82,20.0,29.5,104.0,4.49,7.24,
2014.0,Blake Annen,Cincinnati,TE,76.13,247.0,9.88,33.0,,4.41,25.0,34.0,120.0,4.3,7.19,
2014.0,Dri Archer,Kent State (OH),WR,67.75,173.0,8.88,31.0,,4.26,20.0,38.0,122.0,4.06,6.86,
2014.0,Matt Armstrong,,C,74.13,302.0,10.63,33.0,,5.36,24.0,32.0,106.0,,,
2014.0,George Atkinson,Notre Dame,RB,73.38,218.0,9.38,33.25,,4.48,19.0,38.0,128.0,4.46,7.07,11.5
2014.0,Jeremiah Attaochu,Georgia Tech,OLB,75.25,252.0,9.88,33.0,,4.57,,37.5,111.0,4.68,7.28,
2014.0,Dion Bailey,Southern California,FS,71.75,201.0,9.5,32.0,,4.66,14.0,34.0,112.0,4.15,6.97,11.88
2014.0,Lonnie Ballentine,Memphis,FS,75.0,219.0,9.5,33.0,,4.39,18.0,38.0,125.0,4.47,7.18,
2014.0,Anthony Barr,UCLA,OLB,76.88,255.0,9.38,33.5,,4.66,15.0,34.5,117.0,4.19,6.82,
2014.0,Lamin Barrow,Louisiana State,ILB,73.38,237.0,10.38,33.38,,4.64,22.0,35.0,123.0,4.35,7.24,
2014.0,Odell Beckham,Louisiana State,WR,71.25,198.0,10.0,32.75,,4.43,7.0,38.5,122.0,3.94,6.69,10.93
2014.0,Deion Belue,Alabama,CB,70.75,182.0,8.13,31.5,,4.48,11.0,36.5,117.0,4.38,7.0,
2014.0,Kelvin Benjamin,Florida State,WR,77.0,240.0,10.25,34.88,7.0,4.61,13.0,32.5,117.0,4.39,7.33,12.08
