Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2015.0,Ameer Abdullah,Nebraska,RB,68.75,205.0,8.63,30.0,,4.6,24.0,42.5,130.0,3.95,6.79,11.18
2015.0,Nelson Agholor,Southern California,WR,72.13,198.0,9.25,32.25,,4.42,12.0,36.5,125.0,4.34,6.83,
2015.0,Malcolm Agnew,Southern Illinois,RB,69.13,202.0,8.75,31.0,,4.59,19.0,37.0,129.0,3.9,6.75,
2015.0,Jay Ajayi,Boise State,RB,71.75,221.0,10.0,32.0,24.0,4.57,19.0,39.0,121.0,4.1,7.1,11.1
2015.0,Brandon Alexander,Central Florida,FS,72.0,195.0,8.75,31.75,,4.59,16.0,32.0,115.0,,,
2015.0,D.J. Alexander,Oregon State,OLB,73.63,233.0,8.75,31.375,,4.56,17.0,34.5,123.0,4.24,6.97,
2015.0,Kwon Alexander,Louisiana State,OLB,72.75,227.0,9.25,30.25,,4.55,24.0,36.0,121.0,4.2,7.14,
2015.0,Mario Alford,West Virginia,WR,68.5,180.0,9.38,31.25,,4.43,13.0,34.0,121.0,4.07,6.64,11.22
2015.0,Detric Allen,East Carolina (NC),CB,73.0,200.0,,,,4.59,,,,,,
2015.0,Javorius Allen,Southern California,RB,72.5,221.0,9.38,31.75,12.0,4.53,11.0,35.5,121.0,4.28,6.96,
2015.0,Jordan Allen,Arizona,DE,77.0,254.0,,,,4.83,,,,,,
2015.0,Quinton Alston,Iowa,ILB,72.75,232.0,9.38,30.75,,4.69,18.0,34.0,114.0,,,
2015.0,Adrian Amos,Penn State,FS,72.5,218.0,9.13,32.25,,4.56,21.0,35.5,122.0,4.03,7.09,11.33
2015.0,Dres Anderson,Utah,WR,73.13,187.0,9.38,31.63,,4.53,13.0,,121.0,4.22,6.83,
2015.0,Henry Anderson,Stanford,DE,78.25,294.0,9.75,33.5,36.0,4.97,23.0,30.0,111.0,4.19,7.2,
2015.0,Rory Anderson,South Carolina,TE,76.63,244.0,8.75,32.25,,4.73,,,,,,
2015.0,Zaire Anderson,Nebraska,OLB,70.75,224.0,9.25,30.25,,4.68,18.0,34.5,118.0,4.45,7.15,
2015.0,David Andrews,Georgia,C,74.13,294.0,10.0,32.125,,5.12,27.0,30.0,108.0,4.78,8.12,
2015.0,Stephone Anthony,Clemson,ILB,74.63,243.0,10.38,32.5,23.0,4.56,23.0,37.0,122.0,4.03,7.07,
2015.0,Chi Chi Ariguzo,Northwestern,OLB,73.25,234.0,10.25,32.0,,4.87,21.0,36.0,119.0,4.48,7.24,
2015.0,Thurston Armbrister,Miami (FL),OLB,73.75,241.0,10.63,33.5,,4.77,20.0,33.5,116.0,4.44,6.89,
2015.0,Arik Armstead,Oregon,DT,79.13,292.0,10.5,33.0,26.0,5.1,24.0,34.0,117.0,4.53,7.57,
2015.0,Cameron Artis-Payne,Auburn,RB,69.75,212.0,8.88,29.63,,4.53,,36.5,118.0,4.25,7.13,
2015.0,Kennard Backman,Alabama-Birmingham,TE,75.25,239.0,9.38,33.375,,4.76,17.0,35.5,117.0,4.49,7.23,
2015.0,Quinn Backus,Coastal Carolina (SC),SS,69.38,216.0,9.38,30.375,,4.67,15.0,31.0,115.0,4.55,7.37,
2015.0,Darryl Baldwin,Ohio State,OT,77.63,305.0,9.88,35.0,,4.96,30.0,30.5,106.0,4.64,7.39,
2015.0,Neiron Ball,Florida,OLB,74.38,236.0,9.38,33.63,,4.68,22.0,34.5,,4.26,,
2015.0,Deion Barnes,Penn State,DE,76.0,260.0,10.13,32.875,,4.75,31.0,34.0,112.0,4.32,7.26,
2015.0,Tavaris Barnes,Clemson,DE,75.75,282.0,8.5,33.13,,4.8,22.0,31.0,110.0,4.65,7.5,
2015.0,Austin Barron,Florida State,C,75.0,293.0,,,,5.17,,,,,,
2015.0,Jermaine Barton,Illinois State,OT,78.63,315.0,10.38,34.75,,5.38,,,,,,
2015.0,Houston Bates,Louisiana Tech,OLB,73.13,245.0,9.0,31.0,,4.77,,26.5,105.0,4.29,7.26,
2015.0,Mickey Baucus,Arizona,OT,78.5,309.0,10.25,32.625,,5.33,25.0,31.5,91.0,4.83,7.63,
2015.0,Will Baumann,North Carolina State,P,77.63,187.0,9.13,32.0,,5.14,,,,,,
2015.0,DeJuan Beard,Washburn (KS),WR,73.0,195.0,,,,4.56,,,,,,
