Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2012.0,Emmanuel Acho,Texas,OLB,73.63,238.0,10.0,33.0,,4.64,24.0,35.5,118.0,,,
2012.0,Jeff Adams,Columbia (NY),OT,78.0,306.0,,,,5.13,19.0,34.5,113.0,4.65,7.27,
2012.0,Joe Adams,Arkansas,WR,70.63,179.0,9.38,31.88,,4.51,7.0,36.0,123.0,4.18,7.09,
2012.0,Mike Adams,Ohio State,OT,79.25,323.0,10.88,34.0,,5.28,19.0,28.5,100.0,4.95,7.94,
2012.0,Chas Alecxih,Pittsburgh,DT,75.75,296.0,10.38,33.38,,5.31,19.0,25.5,99.0,4.62,7.74,
2012.0,Frank Alexander,Oklahoma,DE,75.75,270.0,9.75,35.0,,4.82,24.0,34.5,117.0,4.59,7.48,
2012.0,Antonio Allen,South Carolina,SS,73.5,210.0,9.38,32.5,,4.58,17.0,34.0,118.0,4.25,7.02,11.59
2012.0,Dwayne Allen,Clemson,TE,75.13,255.0,9.63,33.0,,4.85,27.0,32.0,110.0,4.37,7.12,12.07
2012.0,Jeff Allen,Illinois,OT,75.88,307.0,10.0,33.5,,5.17,26.0,27.5,102.0,4.9,8.01,
2012.0,Justin Anderson,Georgia,OT,76.38,335.0,10.5,34.63,,5.24,32.0,27.0,101.0,4.99,8.04,
2012.0,Bryan Anger,California,P,75.63,208.0,9.13,33.25,,4.86,,,,,,
2012.0,Mark Asper,Oregon,OG,78.38,319.0,9.75,32.25,,5.33,23.0,25.0,102.0,4.84,7.93,
2012.0,Edwin Baker,Michigan State,RB,68.0,204.0,8.13,29.63,,4.44,20.0,35.0,111.0,4.31,7.27,
2012.0,Ryan Baker,Louisiana State,OLB,71.38,232.0,9.0,31.0,,4.8,30.0,34.0,113.0,4.35,7.21,
2012.0,Mike Ball,Nevada,RB,68.5,206.0,9.13,31.0,,4.54,21.0,36.0,112.0,4.23,7.1,11.84
2012.0,Vick Ballard,Mississippi State,RB,70.25,219.0,9.5,31.75,,4.59,23.0,33.0,115.0,4.19,7.03,
2012.0,Mark Barron,Alabama,SS,73.0,213.0,9.5,33.63,,4.56,,34.5,122.0,,,
2012.0,Kelvin Beachum,Southern Methodist (TX),OG,74.88,303.0,9.38,33.25,,5.38,19.0,28.5,101.0,4.8,7.79,
2012.0,Tim Benford,Tennessee Tech,WR,71.25,205.0,8.88,33.125,,4.51,15.0,33.0,121.0,4.35,7.3,
2012.0,Travis Benjamin,Miami (FL),WR,69.88,172.0,8.75,31.75,,4.31,14.0,38.0,119.0,4.17,6.96,
2012.0,Bill Bentley,Colorado,CB,70.0,182.0,8.0,30.25,,4.47,13.0,31.5,114.0,4.5,6.99,
2012.0,Dwight Bentley,Louisiana-Lafayette,CB,70.0,182.0,8.0,30.25,,4.42,13.0,31.5,114.0,4.5,6.99,12.11
2012.0,Jake Bequette,Arkansas,DE,76.63,274.0,9.25,32.0,,4.75,,34.0,113.0,4.07,6.9,
2012.0,Tony Bergstrom,Utah,OT,77.38,313.0,9.0,32.0,,5.19,32.0,29.5,101.0,4.84,7.95,
