Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2004.0,Derek Abney,Kentucky,WR,69.3,179.0,9.13,28.88,,4.56,,33.5,120.0,4.08,6.89,11.08
2004.0,Nathaniel Adibi,Virginia Tech,DE,75.3,254.0,9.38,33.0,,4.65,,33.0,118.0,4.36,,12.47
2004.0,Roc Alexander,Washington,CB,71.0,185.0,9.25,31.63,,4.37,,39.5,125.0,4.23,6.97,11.1
2004.0,Rich Alexis,Washington,RB,72.0,210.0,9.25,32.5,,4.65,,32.0,114.0,4.43,7.41,12.1
2004.0,Jared Allen,Idaho State,DE,78.0,265.0,9.38,32.0,,4.76,13.0,33.0,120.0,4.34,7.11,
2004.0,Marcell Allmond,Southern California,CB,72.0,209.0,9.5,31.5,,4.63,21.0,38.0,123.0,4.34,7.37,11.93
2004.0,Courtney Anderson,San Jose State,TE,78.0,269.0,,,,4.89,17.0,30.0,106.0,4.54,7.86,
2004.0,Shawn Andrews,Arkansas,OT,76.1,366.0,9.75,33.75,,5.49,27.0,25.0,98.0,4.85,8.25,
2004.0,Stacy Andrews,Mississippi,OT,78.1,342.0,9.75,34.75,,5.07,34.0,30.5,106.0,4.78,8.09,
2004.0,Matthias Askew,Michigan State,DT,77.4,308.0,9.63,34.38,,5.24,20.0,27.0,101.0,4.42,7.55,
2004.0,Jason Babin,Western Michigan,DE,74.6,260.0,9.88,33.13,,4.65,28.0,34.0,121.0,4.14,7.03,11.16
2004.0,Rashad Baker,Tennessee,FS,70.5,204.0,9.63,30.63,,4.55,21.0,36.0,117.0,4.12,7.19,11.71
2004.0,Dave Ball,UCLA,DE,77.4,277.0,9.0,31.75,,5.07,24.0,,,,,
2004.0,Jacob Bell,Miami (OH),OG,76.8,302.0,9.5,32.25,,5.22,26.0,,,,,
2004.0,Tatum Bell,Oklahoma State,RB,71.0,212.0,8.38,31.88,,4.39,25.0,38.5,117.0,,,
2004.0,Bernard Berrian,Frenso State (CA),WR,73.0,183.0,9.5,30.5,,4.58,,38.0,128.0,4.18,7.34,11.57
2004.0,Ryon Bingham,Nebraska,DT,75.4,303.0,9.5,31.88,,5.14,33.0,30.0,109.0,4.38,7.44,
2004.0,Bobby Blizzard,North Carolina,TE,76.0,266.0,10.13,34.38,,4.89,12.0,,102.0,,,
2004.0,Colby Bockwoldt,Brigham Young,OLB,73.6,230.0,9.63,32.5,,4.59,14.0,34.0,112.0,4.05,7.12,10.88
2004.0,Ryan Boschetti,UCLA,DT,76.4,306.0,10.13,33.38,,5.15,,29.5,110.0,4.27,7.41,
2004.0,Michael Boulware,Florida State,OLB,74.0,225.0,8.63,32.88,,4.5,,,,3.92,6.89,11.11
2004.0,Jon Bradley,Arkansas State,DT,73.0,306.0,,,,5.09,19.0,26.5,104.0,4.85,7.88,
2004.0,Maurice Brown,Iowa,WR,72.3,219.0,9.63,31.75,,4.54,,33.0,117.0,4.21,7.38,
2004.0,Rufus Brown,Florida State,CB,69.3,187.0,9.63,29.88,,4.45,15.0,33.0,124.0,4.44,7.24,11.24
2004.0,Tony Bua,Arkansas,SS,71.3,209.0,9.0,29.0,,4.65,15.0,36.0,120.0,4.08,6.75,11.24
2004.0,Sean Bubin,Illinois,OT,78.5,306.0,9.38,33.25,,5.29,25.0,24.5,97.0,4.76,7.66,
2004.0,Josh Buhl,Kansas State,OLB,71.3,204.0,9.25,31.0,,4.7,,29.0,114.0,4.32,7.26,
2004.0,Kelly Butler,Purdue,OT,79.4,320.0,9.88,33.75,,5.12,,30.5,105.0,4.92,7.96,
2004.0,Darrell Campbell,Notre Dame,DT,75.6,302.0,10.25,35.25,,5.21,25.0,33.0,111.0,4.66,7.63,
2004.0,Dietrich Canterberry,Nevada Las Vegas,DT,74.9,308.0,9.0,32.38,,5.35,26.0,,,,,
2004.0,Vernon Carey,Miami (FL),OG,76.4,335.0,10.13,34.25,,5.32,30.0,,,,,
2004.0,Ahmad Carroll,Arkansas,CB,69.6,195.0,9.75,31.0,,4.36,15.0,41.0,128.0,,,
2004.0,Jordan Carstens,Iowa State,DT,77.4,305.0,9.0,32.25,,5.05,28.0,28.5,106.0,4.8,8.35,
2004.0,Ran Carthon,Florida,RB,71.4,224.0,9.63,29.5,,4.45,22.0,34.5,112.0,4.12,,
2004.0,Marko Cavka,Sacramento State (CA),OT,79.0,294.0,,,,5.17,27.0,27.5,107.0,4.4,7.57,
2004.0,Toby Cecil,Texas Tech,C,76.0,297.0,9.5,30.38,,5.25,19.0,,85.0,4.98,8.31,
2004.0,Kirk Chambers,Stanford,OT,79.3,313.0,9.75,32.63,,5.51,22.0,27.0,101.0,4.4,7.56,
2004.0,Ahmad Childress,Alabama,DT,77.9,351.0,10.25,33.75,,5.32,,22.0,86.0,4.94,8.75,
2004.0,Brandon Chillar,UCLA,OLB,74.9,253.0,9.25,32.75,,4.75,23.0,33.0,115.0,4.08,,11.08
2004.0,Quinn Christensen,Brigham Young,OG,77.9,312.0,9.0,32.0,,5.1,32.0,,,,,
2004.0,Tyson Clabo,Wake Forest,OG,78.9,315.0,9.13,32.75,,5.45,24.0,30.0,100.0,4.88,8.09,
2004.0,Adrien Clarke,Ohio State,OG,77.0,329.0,10.38,32.63,,5.49,,26.0,102.0,4.74,7.9,
2004.0,Michael Clayton,Louisiana State,WR,74.8,209.0,9.13,32.38,,4.61,,32.5,116.0,4.09,6.77,11.07
2004.0,Cedric Cobbs,Arkansas,RB,72.1,223.0,9.38,31.63,,4.72,,40.0,123.0,,,
2004.0,Cols Colas,Virginia Tech,OLB,71.6,233.0,9.75,32.88,,4.59,22.0,34.5,118.0,,,
2004.0,Ricardo Colclough,Tusculum (TN),CB,70.6,194.0,9.63,31.25,,4.5,8.0,39.5,127.0,,,
2004.0,Erik Coleman,Washington State,FS,70.5,200.0,9.75,30.25,,4.62,16.0,35.5,117.0,4.14,7.03,11.29
2004.0,Chris Collins,Mississippi,WR,73.1,201.0,8.5,30.25,,4.67,,35.0,112.0,,,
